Date,Scholz,Merz,Habeck
2024-11-18,19.11764705882353,50.0,30.88235294117647
2024-11-15,25.0,50.0,25.0
2024-11-11,23.52941176470588,47.05882352941176,29.411764705882355
2024-10-04,34.32835820895522,46.26865671641791,19.402985074626866
2024-09-27,27.142857142857142,50.0,22.857142857142858
2024-07-12,26.5625,48.4375,25.0
2024-05-17,27.86885245901639,42.62295081967213,29.508196721311474
2024-05-13,28.8135593220339,42.3728813559322,28.8135593220339
2024-05-06,31.03448275862069,39.6551724137931,29.310344827586203
2024-04-29,29.82456140350877,40.35087719298245,29.82456140350877
2024-04-22,30.909090909090907,40.0,29.09090909090909
2024-04-15,30.909090909090907,40.0,29.09090909090909
2024-04-12,31.25,46.875,21.875
2024-04-08,32.142857142857146,37.5,30.357142857142854
2024-03-28,32.758620689655174,37.93103448275862,29.310344827586203
2024-03-25,31.57894736842105,38.59649122807017,29.82456140350877
2024-03-18,29.09090909090909,38.18181818181819,32.72727272727273
2024-03-11,27.27272727272727,38.18181818181819,34.54545454545455
2024-03-04,26.785714285714285,41.07142857142857,32.142857142857146
2024-02-26,25.862068965517242,43.103448275862064,31.03448275862069
2024-02-19,25.0,42.857142857142854,32.142857142857146
2024-02-12,26.31578947368421,40.35087719298245,33.33333333333333
2024-02-05,21.428571428571427,44.642857142857146,33.92857142857143
2024-01-29,21.818181818181817,43.63636363636363,34.54545454545455
2024-01-22,23.636363636363637,45.45454545454545,30.909090909090907
2024-01-15,27.77777777777778,44.44444444444444,27.77777777777778
2024-01-08,27.77777777777778,44.44444444444444,27.77777777777778
2023-12-22,26.31578947368421,43.859649122807014,29.82456140350877
2023-12-18,26.31578947368421,42.10526315789473,31.57894736842105
2023-12-11,26.31578947368421,42.10526315789473,31.57894736842105
2023-12-04,27.586206896551722,41.37931034482759,31.03448275862069
2023-11-27,29.310344827586203,37.93103448275862,32.758620689655174
2023-11-20,32.758620689655174,36.206896551724135,31.03448275862069
2023-11-13,32.20338983050847,37.28813559322034,30.508474576271187
2023-11-06,34.48275862068966,36.206896551724135,29.310344827586203
2023-09-30,35.714285714285715,35.714285714285715,28.57142857142857
2023-09-23,35.714285714285715,37.5,26.785714285714285
2023-09-16,33.92857142857143,35.714285714285715,30.357142857142854
2023-09-09,37.93103448275862,34.48275862068966,27.586206896551722
2023-09-29,37.93103448275862,34.48275862068966,27.586206896551722
2023-09-25,37.93103448275862,34.48275862068966,27.586206896551722
2023-09-18,37.5,33.92857142857143,28.57142857142857
2023-09-11,37.5,33.92857142857143,28.57142857142857
2023-09-04,36.84210526315789,35.08771929824561,28.07017543859649
2023-08-28,38.18181818181819,34.54545454545455,27.27272727272727
2023-08-21,38.18181818181819,34.54545454545455,27.27272727272727
2023-08-14,38.88888888888889,33.33333333333333,27.77777777777778
2023-08-07,38.88888888888889,31.48148148148148,29.629629629629626
2023-07-31,38.59649122807017,31.57894736842105,29.82456140350877
2023-07-24,38.983050847457626,33.89830508474576,27.11864406779661
2023-07-17,38.333333333333336,33.33333333333333,28.333333333333332
2023-07-07,37.93103448275862,34.48275862068966,27.586206896551722
2023-07-03,36.84210526315789,35.08771929824561,28.07017543859649
2023-06-26,38.983050847457626,33.89830508474576,27.11864406779661
2023-06-19,41.66666666666667,33.33333333333333,25.0
2023-06-12,40.98360655737705,34.42622950819672,24.59016393442623
2023-06-05,40.32258064516129,37.096774193548384,22.58064516129032
2023-05-26,40.32258064516129,37.096774193548384,22.58064516129032
2023-05-22,42.62295081967213,36.0655737704918,21.311475409836063
2023-05-15,39.34426229508197,37.704918032786885,22.950819672131146
2023-05-08,39.34426229508197,36.0655737704918,24.59016393442623
2023-04-30,47.69230769230769,40.0,12.307692307692308
2023-04-28,37.704918032786885,36.0655737704918,26.229508196721312
2023-04-24,35.483870967741936,38.70967741935484,25.806451612903224
2023-04-17,35.38461538461539,38.46153846153847,26.153846153846157
2023-04-06,33.87096774193548,37.096774193548384,29.03225806451613
2023-04-03,37.704918032786885,34.42622950819672,27.86885245901639
2023-03-27,37.5,34.375,28.125
2023-03-26,48.333333333333336,30.0,21.666666666666668
2023-03-20,40.625,32.8125,26.5625
2023-03-13,41.53846153846154,32.30769230769231,26.153846153846157
2023-03-06,39.0625,31.25,29.6875
2023-03-01,49.09090909090909,30.909090909090907,20.0
2023-02-27,41.53846153846154,29.230769230769234,29.230769230769234
2023-02-20,39.0625,31.25,29.6875
2023-02-13,40.298507462686565,29.850746268656714,29.850746268656714
2023-02-06,39.39393939393939,30.303030303030305,30.303030303030305
2023-01-30,37.878787878787875,31.818181818181817,30.303030303030305
2023-01-27,48.148148148148145,29.629629629629626,22.22222222222222
2023-01-23,35.38461538461539,32.30769230769231,32.30769230769231
2023-01-16,37.93103448275862,36.206896551724135,25.862068965517242
2023-01-16,35.483870967741936,32.25806451612903,32.25806451612903
2023-01-09,34.42622950819672,32.78688524590164,32.78688524590164
2022-12-19,37.096774193548384,30.64516129032258,32.25806451612903
2022-12-12,38.70967741935484,30.64516129032258,30.64516129032258
2022-12-09,40.67796610169492,37.28813559322034,22.033898305084744
2022-12-05,35.483870967741936,32.25806451612903,32.25806451612903
2022-11-28,36.507936507936506,31.746031746031743,31.746031746031743
2022-11-21,35.483870967741936,32.25806451612903,32.25806451612903
2022-11-14,34.42622950819672,32.78688524590164,32.78688524590164
2022-11-08,41.66666666666667,36.666666666666664,21.666666666666668
2022-11-07,36.666666666666664,31.666666666666664,31.666666666666664
2022-10-31,37.704918032786885,31.147540983606557,31.147540983606557
2022-10-24,39.34426229508197,31.147540983606557,29.508196721311474
2022-10-21,45.16129032258064,30.64516129032258,24.193548387096776
2022-10-17,37.704918032786885,31.147540983606557,31.147540983606557
2022-10-10,40.67796610169492,30.508474576271187,28.8135593220339
2022-10-06,41.7910447761194,37.3134328358209,20.8955223880597
2022-09-30,37.28813559322034,33.89830508474576,28.8135593220339
2022-09-26,36.0655737704918,36.0655737704918,27.86885245901639
2022-09-22,42.028985507246375,36.231884057971016,21.73913043478261
2022-09-19,36.507936507936506,34.92063492063492,28.57142857142857
2022-09-13,33.87096774193548,32.25806451612903,33.87096774193548
2022-09-11,43.47826086956522,34.78260869565217,21.73913043478261
2022-09-09,36.36363636363637,34.84848484848485,28.78787878787879
2022-09-05,32.8125,28.125,39.0625
2022-08-29,31.746031746031743,25.396825396825395,42.857142857142854
2022-08-22,32.78688524590164,26.229508196721312,40.98360655737705
2022-08-19,29.03225806451613,30.64516129032258,40.32258064516129
2022-08-18,45.56962025316456,16.455696202531644,37.9746835443038
2022-08-15,34.375,25.0,40.625
2022-08-12,42.66666666666667,20.0,37.333333333333336
2022-08-08,35.82089552238806,23.88059701492537,40.298507462686565
2022-08-01,33.33333333333333,26.08695652173913,40.57971014492754
2022-07-29,38.095238095238095,28.57142857142857,33.33333333333333
2022-07-25,34.72222222222222,23.61111111111111,41.66666666666667
2022-07-20,47.5609756097561,13.414634146341465,39.02439024390244
2022-07-18,35.13513513513514,22.972972972972975,41.891891891891895
2022-06-26,47.61904761904761,15.476190476190476,36.904761904761905
2022-06-08,48.717948717948715,16.666666666666664,34.61538461538461
2022-06-01,44.871794871794876,17.94871794871795,37.17948717948718
2022-05-16,44.57831325301205,25.301204819277107,30.120481927710845
2022-05-09,45.78313253012048,25.301204819277107,28.915662650602407
