Date,LDP,CDP,NIK,KMT,JCP,DPP,REI,DIY,SDP,NHK
2024-08-25,58.974358974358985,16.591251885369537,6.334841628959278,5.731523378582203,4.826546003016593,2.5641025641025648,3.167420814479639,0.7541478129713426,1.0558069381598796,
2024-08-19,48.416886543535625,16.226912928759894,11.213720316622691,5.54089709762533,5.54089709762533,3.6939313984168867,4.353562005277045,3.034300791556728,1.3192612137203166,0.6596306068601583
2024-08-18,50.513698630136986,22.77397260273973,9.417808219178083,5.308219178082192,5.136986301369864,1.3698630136986303,2.054794520547945,2.054794520547945,0.34246575342465757,1.0273972602739725
2024-08-05,63.7820512820513,11.858974358974365,5.769230769230772,7.051282051282054,4.166666666666669,3.205128205128206,2.2435897435897445,1.2820512820512826,0.6410256410256413,
2024-08-04,59.82339955849889,11.479028697571742,8.167770419426049,5.077262693156732,5.739514348785871,4.415011037527593,3.090507726269315,1.324503311258278,0.8830022075055187,
2024-08-04,65.14161220043574,11.32897603485839,5.2287581699346415,7.189542483660132,5.664488017429195,1.742919389978214,1.742919389978214,0.6535947712418302,1.0893246187363836,0.21786492374727676
2024-07-28,51.61290322580645,16.129032258064516,9.67741935483871,8.064516129032258,4.838709677419355,3.225806451612903,3.225806451612903,1.6129032258064515,1.6129032258064515,
2024-07-21,54.32900432900431,13.203463203463201,5.627705627705627,6.060606060606059,8.874458874458872,2.8138528138528134,5.844155844155844,2.164502164502164,1.082251082251082,
2024-07-21,50.76687116564417,15.490797546012269,10.122699386503067,4.601226993865031,4.9079754601226995,7.208588957055214,5.061349693251533,0.460122699386503,1.2269938650306749,0.15337423312883436
2024-07-21,34.42622950819672,22.950819672131146,13.114754098360656,6.557377049180328,8.19672131147541,6.557377049180328,8.19672131147541,,,
2024-07-21,43.47826086956522,15.217391304347828,13.043478260869565,6.521739130434782,4.3478260869565215,8.695652173913043,6.521739130434782,2.1739130434782608,,
2024-07-21,57.14285714285714,11.904761904761903,11.904761904761903,7.142857142857142,4.761904761904762,2.380952380952381,2.380952380952381,,2.380952380952381,
2024-07-14,35.52123552123551,9.65250965250965,17.760617760617755,7.335907335907334,6.563706563706562,6.563706563706562,13.127413127413124,2.7027027027027017,,0.772200772200772
2024-07-14,43.97283531409169,20.71307300509338,8.319185059422752,5.942275042444823,12.224108658743637,1.6977928692699495,2.0373514431239395,2.2071307300509346,1.6977928692699495,1.1884550084889647
2024-07-14,55.25902668759811,14.913657770800626,8.634222919937203,7.378335949764521,6.279434850863422,3.296703296703296,2.6687598116169537,0.6279434850863421,0.9419152276295131,
2024-07-08,49.689440993788814,19.565217391304344,8.385093167701863,7.763975155279502,7.1428571428571415,2.484472049689441,2.795031055900621,0.9316770186335402,1.2422360248447204,
2024-07-07,51.605995717344754,15.845824411134904,9.207708779443253,5.567451820128479,4.496788008565311,3.4261241970021414,7.28051391862955,1.2847965738758027,1.2847965738758027,
2024-07-07,61.471861471861466,11.255411255411255,7.792207792207792,6.70995670995671,5.627705627705628,4.545454545454546,1.7316017316017316,0.4329004329004329,0.4329004329004329,
2024-06-30,50.81967213114754,14.754098360655737,14.754098360655737,4.918032786885246,6.557377049180328,3.278688524590164,3.278688524590164,1.639344262295082,,
2024-06-23,40.0,22.22222222222222,13.333333333333334,4.444444444444445,4.444444444444445,6.666666666666667,4.444444444444445,2.2222222222222223,2.2222222222222223,
2024-06-23,28.125,26.5625,12.5,6.25,9.375,6.25,7.8125,1.5625,1.5625,
