Date,PPRP,PTP,MFP,Dem,BJT,TLP,TST,UTN
2023-05-14,1.41,28.84,37.99,2.43,2.99,0.92,0.9,12.54
2023-05-12,7.8,29.13,29.25,4.27,7.78,,,14.13
2023-05-03,3.429791712829604,42.95868047861733,31.47211389319743,4.281846886771549,5.220186128960781,0.8844116995346777,1.0677653445601596,8.035203855528474
2023-04-28,1.2964715649647156,38.4079701120797,35.815026982150265,3.362723121627231,2.3903694479036943,1.6205894562058945,1.7016189290161892,13.005230386052302
2023-04-28,2.4845437538973187,33.98573061733527,50.79175015589274,1.0604759925171483,0.706983995011432,1.0200769070879234,1.0200769070879234,6.110361671170234
2023-04-20,7.49,41.37,19.32,7.3,9.55,1.74,2.41,8.48
2023-04-20,1.389981246092936,41.88615128151698,37.85105647009794,2.4376536778495517,1.5766951448218378,0.6016336736820169,0.8402125442800583,12.976615961658677
2023-04-14,1.5863872955173146,39.802968982366686,33.12990758444869,1.8729604843849585,3.377469725940089,1.6682653494794983,1.7706129169322284,13.141427660930528
2023-04-12,2.346139744552968,53.08512396694216,23.788075131480095,5.197145003756575,5.642614575507139,1.0245800150262963,1.0542779864763339,6.682043576258454
2023-04-07,1.8448568398727463,48.171261930010594,22.394512195121948,4.612142099681866,3.0747613997879104,2.716039236479321,2.1523329798515376,11.68409331919406
2023-03-17,7.11,46.16,15.43,7.71,11.12,0.41,1.43,8.73
2023-03-08,2.357256355932203,51.09096927966101,17.57693326271186,5.07322563559322,2.6134798728813555,2.9209480932203387,2.6647245762711864,12.452462923728813
2022-12-22,4.3783475783475785,47.012507122507124,18.170142450142453,5.856039886039886,5.746581196581197,3.7215954415954418,3.5574074074074074,7.6073789173789175
2022-09-21,7.492792584009269,46.41219003476245,18.273789107763616,10.188041714947856,3.1264889918887597,3.4499188876013904,4.096778679026651,
2022-06-23,8.717813977929584,45.282816605359955,22.267787703625853,7.8709406200735685,3.1882291119285338,3.786022070415134,3.686389910667367,
2022-03-15,10.226562155348985,37.662260910666454,23.624376870962656,11.59398298408697,2.7348416574759726,3.3167228611942647,3.1712525602646924,
2021-12-21,14.727903419831588,38.53173397490978,21.592187661110156,11.71351606805293,2.1624952741020795,3.9809572091424648,2.621206392851006,
2021-09-23,14.342616652926628,33.93363561417972,22.788321516900247,11.733497114591922,1.7193042044517723,4.041873042044518,2.9107518549051936,
2021-06-16,16.337207802676122,29.74287925197485,22.154475253909396,14.566071255843944,3.7102256972432692,4.427841367080444,3.771299371271965,
2021-03-26,24.125203252032513,32.06551038843721,19.53199638663053,10.287624209575426,4.709123757904245,5.520542005420054,,
2020-12-23,24.67249672059467,32.72571053782248,20.680542195015306,10.340271097507653,2.5226934849147358,4.158285964145168,,
2020-09-23,21.725146739130437,33.99924094202899,22.26871376811594,13.045608695652176,2.7704384057971017,2.980851449275362,,
2020-06-24,24.001149723936344,31.584475479051637,20.552796362455343,11.825105553751218,2.1819227021760312,3.814550178629425,,
2019-12-20,19.422936739659374,23.21675182481752,35.22662043795621,12.603379562043799,2.827905109489052,2.3624063260340633,,
2019-03-24,23.795203157650338,22.347508706756447,17.67818435105642,11.13297422800093,10.53146737868586,2.334662177850012,,
