Date,Con,Lab,Lib Dem,SNP,Green
26/04/2021,0.41,0.33,0.1,0.05,0.07
26/04/2021,0.39,0.35,0.09,0.04,0.06
25/04/2021,0.42,0.35,0.08,0.05,0.03
23/04/2021,0.44,0.33,0.07,0.06,0.05
22/04/2021,0.44,0.34,0.05,0.05,0.07
22/04/2021,0.4,0.37,0.08,0.06,0.05
19/04/2021,0.44,0.34,0.1,0.04,0.04
19/04/2021,0.4,0.34,0.09,0.04,0.07
18/04/2021,0.43,0.34,0.07,0.05,0.04
14/04/2021,0.43,0.29,0.08,0.05,0.08
12/04/2021,0.43,0.36,0.07,0.04,0.05
11/04/2021,0.42,0.35,0.07,0.05,0.04
10/04/2021,0.43,0.35,0.08,0.03,0.04
10/04/2021,0.45,0.36,0.06,0.02,0.04
09/04/2021,0.45,0.36,0.06,0.06,0.04
08/04/2021,0.41,0.34,0.06,0.05,0.06
05/04/2021,0.44,0.34,0.09,0.04,0.05
04/04/2021,0.42,0.35,0.08,0.04,0.03
01/04/2021,0.42,0.34,0.07,0.05,0.06
29/03/2021,0.44,0.36,0.07,0.04,0.04
29/03/2021,0.42,0.34,0.09,0.07,0.04
27/03/2021,0.44,0.36,0.06,0.02,0.04
26/03/2021,0.42,0.32,0.08,0.05,0.07
26/03/2021,0.41,0.37,0.06,0.06,0.05
22/03/2021,0.42,0.36,0.09,0.04,0.06
21/03/2021,0.42,0.38,0.06,0.04,0.03
19/03/2021,0.43,0.34,0.05,0.05,0.07
19/03/2021,0.39,0.37,0.09,0.04,0.06
16/03/2021,0.42,0.37,0.07,0.05,0.05
15/03/2021,0.43,0.36,0.07,0.04,0.05
14/03/2021,0.39,0.37,0.08,0.04,0.04
12/03/2021,0.43,0.37,0.06,0.05,0.04
12/03/2021,0.45,0.38,0.06,0.05,0.05
10/03/2021,0.42,0.33,0.07,0.04,0.06
10/03/2021,0.43,0.33,0.09,0.05,0.05
08/03/2021,0.45,0.36,0.07,0.04,0.04
07/03/2021,0.42,0.36,0.08,0.04,0.04
04/03/2021,0.45,0.32,0.06,0.05,0.07
01/03/2021,0.44,0.38,0.07,0.04,0.03
28/02/2021,0.43,0.36,0.07,0.04,0.03
26/02/2021,0.41,0.36,0.05,0.05,0.07
26/02/2021,0.42,0.38,0.06,0.02,0.04
26/02/2021,0.43,0.36,0.07,0.06,0.04
25/02/2021,0.42,0.34,0.07,0.05,0.06
22/02/2021,0.43,0.37,0.07,0.04,0.05
22/02/2021,0.4,0.33,0.11,0.04,0.06
21/02/2021,0.4,0.38,0.07,0.04,0.03
18/02/2021,0.4,0.37,0.07,0.05,0.06
15/02/2021,0.41,0.39,0.08,0.05,0.05
14/02/2021,0.42,0.37,0.07,0.04,0.03
12/02/2021,0.42,0.37,0.06,0.05,0.05
10/02/2021,0.41,0.36,0.06,0.05,0.07
08/02/2021,0.43,0.38,0.07,0.05,0.04
07/02/2021,0.41,0.37,0.08,0.04,0.04
06/02/2021,0.39,0.33,0.09,0.05,0.07
04/02/2021,0.42,0.38,0.07,0.05,0.08
03/02/2021,0.41,0.37,0.06,0.05,0.06
01/02/2021,0.4,0.38,0.08,0.05,0.04
01/02/2021,0.43,0.37,0.05,0.05,0.05
31/01/2021,0.41,0.38,0.06,0.05,0.03
29/01/2021,0.41,0.38,0.07,0.05,0.04
27/01/2021,0.37,0.41,0.06,0.05,0.04
25/01/2021,0.42,0.37,0.08,0.05,0.04
25/01/2021,0.4,0.37,0.1,0.04,0.05
24/01/2021,0.4,0.37,0.08,0.05,0.03
23/01/2021,0.41,0.39,0.07,0.04,0.03
22/01/2021,0.39,0.38,0.05,0.05,0.06
18/01/2021,0.4,0.38,0.08,0.04,0.05
17/01/2021,0.39,0.37,0.07,0.05,0.03
15/01/2021,0.37,0.41,0.06,0.06,0.04
14/01/2021,0.38,0.39,0.05,0.05,0.06
13/01/2021,0.4,0.38,0.07,0.04,0.05
11/01/2021,0.41,0.37,0.08,0.05,0.05
10/01/2021,0.4,0.37,0.08,0.04,0.04
07/01/2021,0.39,0.4,0.06,0.05,0.04
05/01/2021,0.39,0.39,0.06,0.05,0.06
30/12/2020,0.43,0.38,0.04,0.05,0.05
29/12/2020,0.36,0.38,0.09,0.04,0.07
22/12/2020,0.39,0.38,0.08,0.05,0.04
22/12/2020,0.37,0.41,0.05,0.05,0.05
17/12/2020,0.39,0.39,0.06,0.05,0.04
14/12/2020,0.38,0.37,0.1,0.05,0.03
13/12/2020,0.38,0.37,0.08,0.05,0.05
10/12/2020,0.41,0.41,0.06,0.05,0.05
10/12/2020,0.39,0.37,0.08,0.05,0.05
09/12/2020,0.37,0.37,0.08,0.05,0.06
08/12/2020,0.4,0.38,0.06,0.05,0.04
04/12/2020,0.38,0.4,0.06,0.06,0.03
03/12/2020,0.38,0.38,0.06,0.05,0.05
02/12/2020,0.4,0.37,0.09,0.05,0.06
29/11/2020,0.39,0.38,0.08,0.05,0.03
28/11/2020,0.37,0.38,0.09,0.04,0.04
28/11/2020,0.39,0.37,0.07,0.05,0.05
27/11/2020,0.37,0.4,0.05,0.06,0.05
22/11/2020,0.39,0.37,0.07,0.05,0.04
20/11/2020,0.41,0.38,0.06,0.06,0.04
19/11/2020,0.4,0.39,0.08,0.05,0.04
18/11/2020,0.38,0.37,0.07,0.06,0.06
15/11/2020,0.41,0.38,0.05,0.05,0.04
12/11/2020,0.38,0.4,0.05,0.05,0.05
11/11/2020,0.4,0.4,0.07,0.05,0.05
09/11/2020,0.4,0.36,0.08,0.05,0.05
09/11/2020,0.4,0.36,0.08,0.05,0.05
06/11/2020,0.38,0.42,0.07,0.05,0.03
06/11/2020,0.39,0.37,0.09,0.05,0.04
05/11/2020,0.35,0.4,0.07,0.05,0.04
02/11/2020,0.4,0.4,0.07,0.05,0.05
29/10/2020,0.38,0.38,0.06,0.05,0.05
28/10/2020,0.39,0.41,0.07,0.04,0.04
28/10/2020,0.37,0.42,0.08,0.06,0.05
26/10/2020,0.42,0.39,0.07,0.04,0.03
24/10/2020,0.42,0.39,0.07,0.03,0.03
23/10/2020,0.38,0.4,0.06,0.05,0.05
22/10/2020,0.4,0.39,0.07,0.05,0.05
21/10/2020,0.4,0.4,0.07,0.05,0.04
18/10/2020,0.42,0.36,0.08,0.06,0.05
17/10/2020,0.41,0.38,0.05,0.05,0.06
15/10/2020,0.39,0.38,0.06,0.05,0.06
11/10/2020,0.39,0.39,0.07,0.05,0.04
09/10/2020,0.4,0.4,0.06,0.06,0.03
07/10/2020,0.41,0.39,0.08,0.04,0.04
07/10/2020,0.41,0.38,0.05,0.05,0.06
06/10/2020,0.41,0.37,0.07,0.04,0.04
04/10/2020,0.42,0.39,0.07,0.05,0.03
01/10/2020,0.39,0.39,0.08,0.05,0.05
30/09/2020,0.39,0.39,0.06,0.05,0.05
27/09/2020,0.41,0.38,0.08,0.05,0.03
25/09/2020,0.39,0.42,0.05,0.06,0.04
25/09/2020,0.42,0.38,0.06,0.05,0.04
23/09/2020,0.4,0.4,0.07,0.04,0.05
21/09/2020,0.4,0.38,0.09,0.04,0.04
20/09/2020,0.4,0.37,0.08,0.05,0.03
18/09/2020,0.4,0.37,0.08,0.07,0.05
16/09/2020,0.4,0.4,0.06,0.04,0.05
15/09/2020,0.4,0.38,0.07,0.05,0.04
15/09/2020,0.41,0.39,0.08,0.05,0.05
09/09/2020,0.42,0.39,0.06,0.05,0.04
08/09/2020,0.42,0.37,0.06,0.05,0.04
04/09/2020,0.42,0.38,0.06,0.05,0.05
03/09/2020,0.43,0.37,0.06,0.06,0.04
02/09/2020,0.4,0.38,0.08,0.05,0.04
01/09/2020,0.43,0.37,0.08,0.04,0.04
26/08/2020,0.4,0.4,0.06,0.05,0.03
24/08/2020,0.43,0.36,0.06,0.05,0.04
24/08/2020,0.42,0.37,0.09,0.04,0.05
21/08/2020,0.41,0.37,0.09,0.05,0.04
19/08/2020,0.44,0.37,0.07,0.04,0.04
18/08/2020,0.4,0.38,0.06,0.05,0.06
14/08/2020,0.42,0.37,0.07,0.04,0.03
13/08/2020,0.42,0.39,0.05,0.05,0.03
12/08/2020,0.43,0.36,0.09,0.04,0.04
11/08/2020,0.44,0.35,0.05,0.06,0.05
04/08/2020,0.42,0.36,0.08,0.05,0.05
30/07/2020,0.45,0.37,0.06,0.05,0.05
31/07/2020,0.44,0.35,0.08,0.04,0.05
30/07/2020,0.43,0.35,0.06,0.05,0.05
30/07/2020,0.41,0.38,0.06,0.06,0.04
29/07/2020,0.43,0.38,0.07,0.04,0.04
23/07/2020,0.42,0.38,0.06,0.05,0.04
22/07/2020,0.44,0.35,0.07,0.05,0.04
22/07/2020,0.44,0.36,0.08,0.04,0.05
17/07/2020,0.43,0.37,0.06,0.05,0.02
15/07/2020,0.44,0.36,0.06,0.06,0.04
15/07/2020,0.44,0.37,0.08,0.04,0.04
13/07/2020,0.45,0.35,0.09,0.05,0.02
12/07/2020,0.42,0.36,0.08,0.04,0.05
10/07/2020,0.42,0.38,0.06,0.06,0.04
10/07/2020,0.44,0.38,0.07,0.03,0.03
09/07/2020,0.46,0.36,0.06,0.05,0.03
08/07/2020,0.44,0.39,0.07,0.04,0.04
06/07/2020,0.44,0.37,0.07,0.04,0.04
03/07/2020,0.41,0.36,0.07,0.03,0.05
03/07/2020,0.41,0.37,0.08,0.05,0.04
01/07/2020,0.42,0.38,0.08,0.04,0.05
28/06/2020,0.45,0.37,0.06,0.05,0.04
26/06/2020,0.43,0.39,0.06,0.05,0.04
25/06/2020,0.44,0.38,0.07,0.04,0.04
25/06/2020,0.43,0.36,0.08,0.05,0.04
19/06/2020,0.44,0.4,0.05,0.05,0.03
18/06/2020,0.43,0.38,0.08,0.04,0.04
15/06/2020,0.43,0.35,0.08,0.05,0.04
14/06/2020,0.4,0.36,0.09,0.05,0.03
12/06/2020,0.44,0.39,0.06,0.05,0.02
12/06/2020,0.45,0.37,0.06,0.05,0.01
11/06/2020,0.41,0.39,0.09,0.05,0.04
10/06/2020,0.43,0.38,0.1,0.04,0.03
10/06/2020,0.42,0.36,0.08,0.05,0.04
05/06/2020,0.43,0.4,0.06,0.05,0.03
05/06/2020,0.41,0.38,0.08,0.02,0.04
03/06/2020,0.41,0.39,0.07,0.04,0.04
03/06/2020,0.43,0.36,0.09,0.04,0.05
30/05/2020,0.45,0.35,0.06,0.05,0.05
29/05/2020,0.43,0.39,0.06,0.05,0.03
28/05/2020,0.43,0.38,0.08,0.03,0.04
27/05/2020,0.43,0.37,0.09,0.05,0.03
27/05/2020,0.43,0.38,0.06,0.05,0.04
26/05/2020,0.44,0.38,0.06,0.05,0.04
26/05/2020,0.46,0.33,0.08,0.05,0.04
22/05/2020,0.47,0.35,0.06,0.05,0.03
19/05/2020,0.48,0.33,0.06,0.05,0.05
17/05/2020,0.46,0.33,0.07,0.04,0.04
15/05/2020,0.47,0.35,0.09,0.04,0.03
14/05/2020,0.49,0.34,0.06,0.05,0.03
11/05/2020,0.51,0.32,0.07,0.05,0.02
07/05/2020,0.49,0.33,0.06,0.05,0.05
06/05/2020,0.5,0.31,0.07,0.04,0.05
06/05/2020,0.5,0.3,0.07,0.04,0.05
01/05/2020,0.51,0.33,0.06,0.05,0.03
28/04/2020,0.48,0.31,0.08,0.04,0.05
26/04/2020,0.5,0.33,0.07,0.05,0.04
23/04/2020,0.5,0.33,0.07,0.05,0.03
20/04/2020,0.54,0.28,0.09,0.04,0.04
17/04/2020,0.52,0.31,0.08,0.04,0.03
17/04/2020,0.53,0.32,0.05,0.04,0.03
17/04/2020,0.51,0.32,0.06,0.05,0.03
09/04/2020,0.55,0.29,0.05,0.05,0.04
09/04/2020,0.46,0.29,0.1,0.03,0.06
03/04/2020,0.53,0.3,0.07,0.05,0.03
02/04/2020,0.49,0.29,0.08,0.04,0.04
02/04/2020,0.52,0.28,0.08,0.05,0.05
27/03/2020,0.54,0.28,0.06,0.05,0.03
26/03/2020,0.54,0.28,0.07,0.04,0.04
23/03/2020,0.47,0.29,0.08,0.05,0.05
20/03/2020,0.51,0.31,0.07,0.05,0.03
16/03/2020,0.52,0.3,0.09,0.04,0.04
13/03/2020,0.49,0.32,0.06,0.05,0.05
09/03/2020,0.5,0.29,0.11,0.04,0.02
06/03/2020,0.45,0.28,0.11,0.03,0.06
20/02/2020,0.47,0.31,0.09,0.04,0.04
14/02/2020,0.47,0.32,0.07,0.06,0.04
12/02/2020,0.49,0.31,0.09,0.04,0.04
10/02/2020,0.48,0.28,0.1,0.04,0.06
07/02/2020,0.41,0.29,0.11,0.05,0.08
03/02/2020,0.47,0.3,0.11,0.04,0.05
02/02/2020,0.49,0.3,0.08,0.04,0.05
31/01/2020,0.44,0.33,0.1,0.05,0.03
26/01/2020,0.49,0.29,0.1,0.05,0.04
17/01/2020,0.47,0.3,0.09,0.05,0.04
10/01/2020,0.44,0.29,0.11,0.03,0.05
12/12/2019,0.447,0.329,0.118,0.04,0.028
