Date,Lab,Con,Lib Dem
2001-06-07,40.7,31.7,18.3
2001-06-06,47.0,30.0,18.0
2001-06-06,45.0,30.0,18.0
2001-06-04,43.0,32.0,19.0
2001-06-03,47.0,30.0,18.0
2001-06-03,44.0,33.0,16.0
2001-06-02,50.0,27.0,17.0
2001-06-01,46.0,34.0,15.0
2001-06-01,47.0,30.0,16.0
2001-06-01,43.0,31.0,19.0
2001-05-29,48.0,30.0,16.0
2001-05-29,47.0,31.0,16.0
2001-05-28,47.0,28.0,17.0
2001-05-27,44.0,32.0,17.0
2001-05-25,49.0,30.0,14.0
2001-05-23,48.0,32.0,15.0
2001-05-22,52.0,27.0,16.0
2001-05-22,44.0,32.0,16.0
2001-05-21,45.0,32.0,17.0
2001-05-20,55.0,25.0,14.0
2001-05-18,49.0,30.0,14.0
2001-05-15,54.0,28.0,12.0
2001-05-15,48.0,32.0,13.0
2001-05-14,46.0,31.0,16.0
2001-05-14,53.0,32.0,11.0
2001-05-14,54.0,26.0,14.0
2001-05-13,48.0,32.0,14.0
2001-05-13,46.0,32.0,13.0
2001-05-12,51.0,31.0,13.0
2001-05-11,48.0,32.0,15.0
2001-05-11,49.0,32.0,13.0
2001-05-08,49.0,32.0,13.0
2001-05-08,54.0,30.0,13.0
2001-05-07,51.0,31.0,13.0
2001-05-06,49.0,34.0,11.0
2001-05-02,51.0,29.0,13.0
2001-05-01,50.0,32.0,13.0
2001-04-24,50.0,30.0,13.0
2001-04-22,47.0,33.0,14.0
2001-04-12,53.0,29.0,12.0
2001-04-10,53.0,27.0,15.0
2001-04-04,52.0,30.0,12.0
2001-03-31,48.0,32.0,15.0
2001-03-30,49.0,34.0,13.0
2001-03-27,50.0,31.0,14.0
2001-03-18,44.0,35.0,16.0
2001-03-16,51.0,31.0,13.0
2001-03-13,55.0,29.0,12.0
2001-02-20,50.0,30.0,14.0
2001-02-18,47.0,32.0,15.0
2001-02-07,50.0,29.0,17.0
2001-01-26,49.0,31.0,14.0
2001-01-22,50.0,31.0,14.0
2001-01-21,44.0,34.0,16.0
2001-01-16,51.0,31.0,13.0
2001-01-13,52.0,31.0,11.0
2001-01-12,48.0,33.0,14.0
2001-01-06,46.0,35.0,14.0
2000-12-15,47.0,32.0,16.0
2000-12-13,47.0,32.0,14.0
2000-12-12,46.0,34.0,14.0
