Date,Con,Lab,Lib Dem
1987-06-11,42.2,30.8,22.6
1987-06-10,42.0,35.0,21.0
1987-06-10,44.0,32.0,22.0
1987-06-09,43.0,35.0,21.0
1987-06-09,43.0,34.0,21.0
1987-06-09,41.0,34.0,23.5
1987-06-09,42.0,35.0,21.0
1987-06-08,45.0,32.0,21.0
1987-06-06,43.0,33.0,22.0
1987-06-05,43.0,35.0,21.0
1987-06-05,41.5,34.5,22.5
1987-06-04,44.0,34.0,20.0
1987-06-04,44.0,33.0,21.0
1987-06-04,43.0,32.0,24.0
1987-06-03,40.5,36.5,21.5
1987-06-01,44.0,33.0,21.0
1987-05-31,42.0,35.0,21.0
1987-05-29,45.0,32.0,22.0
1987-05-29,41.5,34.0,22.5
1987-05-28,44.0,32.0,21.0
1987-05-28,41.0,37.0,21.0
1987-05-28,44.0,32.0,23.0
1987-05-27,44.5,36.0,18.0
1987-05-26,42.0,35.0,20.0
1987-05-25,42.0,37.0,21.0
1987-05-24,44.0,31.0,24.0
1987-05-22,42.0,33.0,23.0
1987-05-21,41.0,33.0,21.0
1987-05-21,43.0,36.0,20.0
1987-05-21,44.0,31.0,24.0
1987-05-21,41.0,34.0,22.0
1987-05-20,42.0,33.0,23.0
1987-05-20,41.0,33.0,23.0
1987-05-18,41.0,33.0,24.0
1987-05-17,42.0,32.0,24.0
1987-05-15,42.0,33.0,23.0
1987-05-14,44.0,30.0,25.0
1987-05-13,41.0,30.0,26.0
1987-05-12,43.0,29.0,25.0
1987-05-12,44.0,31.0,23.0
1987-05-11,46.0,28.0,25.0
1987-05-11,39.0,28.0,30.0
1987-05-07,44.0,33.0,21.0
1987-05-04,39.0,34.0,25.0
1987-05-03,44.0,30.0,25.0
1987-04-30,44.0,31.0,23.0
1987-04-27,42.0,31.0,25.0
1987-04-27,39.0,33.0,24.0
1987-04-23,42.0,31.0,25.0
1987-04-15,44.0,29.0,25.0
1987-04-13,40.5,28.0,29.0
1987-04-12,42.0,29.0,26.0
1987-04-10,40.0,30.0,27.0
1987-04-07,38.0,32.0,27.0
1987-04-05,43.0,30.0,26.0
1987-04-02,41.0,29.0,29.0
1987-04-02,39.0,29.0,30.0
1987-03-24,36.0,31.0,31.0
1987-03-23,37.5,29.5,31.5
1987-03-20,39.0,33.0,26.0
1987-03-19,39.0,33.0,26.0
1987-03-17,38.5,30.0,30.5
1987-03-10,38.0,32.0,27.0
1987-03-10,41.0,32.0,25.0
1987-03-02,39.0,34.0,25.0
1987-03-01,36.0,33.0,29.0
1987-02-25,41.0,35.0,21.0
1987-02-19,39.0,37.0,23.0
1987-02-16,36.0,34.5,27.5
1987-02-10,38.0,35.0,25.0
1987-02-10,39.0,36.0,23.0
1987-02-09,39.0,37.0,23.0
1987-02-01,37.0,39.0,22.0
1987-01-28,38.0,40.0,20.0
