Date,Con,Lab,Lib Dem
1987-01-28,39.0,38.0,21.0
1987-01-27,38.5,38.5,20.0
1987-01-22,44.0,36.0,18.0
1987-01-20,34.5,39.5,23.5
1987-01-14,42.0,37.0,19.0
1987-01-12,38.0,36.0,23.0
1987-01-11,42.0,37.0,20.0
1986-12-30,39.0,38.0,21.0
1986-12-15,41.0,32.5,23.5
1986-12-12,41.0,39.0,19.0
1986-12-08,39.0,38.0,21.0
1986-12-07,41.0,35.0,22.0
1986-12-03,41.0,38.0,19.5
1986-11-26,41.0,39.0,18.0
1986-11-24,39.0,38.0,20.0
1986-11-17,36.0,39.5,22.0
1986-11-12,39.0,41.0,18.0
1986-11-11,41.0,38.0,18.0
1986-11-11,39.0,36.0,23.0
1986-11-04,40.0,39.0,18.0
1986-11-02,40.0,36.0,21.0
1986-10-24,41.0,37.5,19.0
1986-10-22,39.0,41.0,17.0
1986-10-20,37.5,37.5,22.0
1986-10-20,40.0,41.0,17.0
1986-10-09,36.0,39.0,23.0
1986-10-07,36.0,39.0,23.0
1986-10-03,38.0,41.0,20.0
1986-09-23,34.0,40.0,24.0
1986-09-23,35.0,37.0,26.0
1986-09-15,32.5,38.0,27.5
1986-09-09,34.0,40.0,24.0
1986-08-27,35.0,38.0,24.0
1986-08-19,37.0,37.0,24.0
1986-08-11,32.0,38.0,27.0
1986-07-31,32.0,41.0,25.0
1986-07-29,29.5,41.0,27.5
1986-07-22,36.0,37.0,25.0
1986-07-14,33.0,38.0,27.0
1986-07-14,31.0,38.0,28.0
1986-06-24,34.0,40.0,23.0
1986-06-16,34.0,39.0,24.5
1986-06-16,33.0,39.0,26.0
1986-06-12,31.0,40.0,25.0
1986-05-21,32.0,40.0,26.0
1986-05-19,28.0,39.0,30.0
1986-05-12,27.5,37.0,32.5
1986-05-02,36.0,38.0,23.0
1986-04-22,34.0,39.0,25.0
1986-04-21,33.5,38.0,26.0
1986-04-14,28.0,38.5,31.5
1986-04-08,32.0,35.0,30.0
1986-03-26,34.0,36.0,28.0
1986-03-24,29.5,34.0,34.5
1986-03-21,31.0,39.0,28.0
1986-03-10,32.0,35.0,31.0
1986-02-26,34.0,35.0,30.0
1986-02-12,33.0,37.0,29.0
1986-02-10,29.5,35.5,33.5
1986-02-10,27.0,36.0,35.0
1986-01-24,31.0,36.0,30.0
1986-01-13,29.5,34.0,35.0
1986-01-12,29.0,36.0,33.0
1986-01-12,32.0,33.0,31.0
1986-01-08,33.0,38.0,28.0
1985-12-09,33.0,32.5,32.5
1985-12-09,35.0,33.0,30.0
1985-12-08,35.0,35.0,28.0
1985-11-24,36.0,36.0,25.0
1985-11-11,35.0,34.0,29.5
1985-11-11,34.0,35.0,29.0
1985-10-21,32.0,38.0,28.0
1985-10-20,37.0,36.0,25.0
1985-10-19,37.0,34.0,28.0
1985-10-04,32.0,39.0,27.0
1985-10-03,34.0,36.0,28.0
1985-09-29,33.0,32.0,32.0
1985-09-22,30.0,33.0,35.0
1985-09-16,29.0,29.5,39.0
1985-09-16,31.0,32.0,36.0
1985-09-07,35.0,36.0,26.0
1985-09-03,30.0,34.0,35.0
1985-08-12,24.0,40.0,34.0
1985-08-09,33.0,37.0,29.0
1985-07-21,33.0,34.0,31.0
1985-07-15,27.5,38.0,32.5
1985-07-08,31.0,34.0,33.0
1985-06-23,35.0,36.0,27.0
1985-06-21,32.0,40.0,26.0
1985-06-17,34.5,34.5,30.0
1985-06-10,31.0,36.0,32.0
1985-05-26,33.0,35.0,30.0
1985-05-13,34.0,36.0,28.0
1985-05-13,30.5,34.0,33.5
1985-05-13,29.0,35.0,35.0
1985-04-28,38.0,37.0,24.0
1985-04-22,34.0,37.5,26.5
1985-04-15,33.0,38.0,28.0
1985-03-25,33.0,39.5,25.5
1985-03-24,36.0,40.0,23.0
1985-03-22,37.0,39.0,22.0
1985-03-11,36.0,36.0,27.0
1985-03-08,35.0,35.0,26.0
1985-03-07,40.0,38.0,19.0
1985-02-25,38.0,36.0,25.0
1985-02-24,39.0,35.0,24.0
1985-02-18,38.0,40.0,19.0
1985-02-11,35.0,32.0,31.5
1985-02-11,38.0,35.0,26.0
1985-02-06,37.0,37.0,24.0
1985-01-14,39.0,33.0,25.5
1985-01-14,41.0,33.0,25.0
1985-01-07,42.0,34.0,21.0
1985-01-08,33.0,38.0,28.0
1984-12-28,38.0,36.0,25.0
1984-12-10,39.5,31.0,27.5
1984-12-10,41.0,32.0,26.0
1984-12-10,40.0,36.0,22.0
1984-12-07,41.0,37.0,20.0
1984-11-19,43.0,35.0,19.0
1984-11-12,44.5,30.5,23.5
1984-11-05,42.0,33.0,24.0
1984-10-22,44.5,32.0,21.5
1984-10-22,44.0,35.0,20.0
1984-10-08,38.0,37.0,23.0
1984-10-04,43.0,35.0,19.0
1984-09-24,38.0,36.0,24.0
1984-09-21,42.0,36.0,20.0
1984-09-11,39.0,38.0,21.0
1984-09-10,37.0,36.0,25.5
1984-09-10,40.0,39.0,19.0
1984-08-29,39.0,40.0,19.0
1984-08-20,39.0,39.0,21.0
1984-08-13,36.0,39.0,22.5
1984-08-13,36.0,39.0,24.0
1984-07-23,37.0,40.0,20.0
1984-07-16,37.5,38.5,22.0
1984-07-10,34.5,39.0,25.5
1984-06-25,39.0,39.0,21.0
1984-06-16,38.0,39.0,22.0
1984-06-11,37.5,38.0,23.0
1984-06-11,37.0,38.0,23.0
1984-06-08,42.0,38.0,18.0
1984-05-29,40.0,38.0,21.0
1984-05-14,38.5,36.5,23.0
1984-05-14,38.0,37.0,23.0
1984-05-01,40.0,39.0,20.0
1984-04-25,42.0,36.0,20.0
1984-04-17,40.0,36.0,22.0
1984-04-16,41.0,36.5,20.5
1984-04-16,40.0,37.0,21.0
1984-03-20,41.0,40.0,17.0
1984-03-19,39.0,39.0,22.0
1984-03-19,41.0,38.5,19.5
1984-03-03,38.0,41.0,18.0
1984-02-20,41.0,38.0,19.0
1984-02-13,43.0,33.5,21.5
1984-02-13,39.0,40.0,20.0
1984-01-20,43.0,36.0,18.0
1984-01-20,45.0,33.0,20.0
1984-01-16,41.5,38.0,19.5
1984-01-16,42.0,38.0,19.0
1984-01-09,42.0,37.0,19.0
1983-12-17,40.5,39.5,18.0
1983-12-12,42.5,36.0,19.5
1983-12-09,42.0,37.0,19.0
1983-12-07,41.0,37.0,21.0
1983-12-03,44.0,37.0,18.0
1983-11-21,39.0,37.0,22.0
1983-11-14,43.5,36.0,19.5
1983-11-09,42.0,35.0,22.0
1983-11-07,44.0,32.0,22.0
1983-11-05,43.0,35.0,20.0
1983-10-24,42.0,35.5,20.5
1983-10-24,42.0,37.0,19.0
1983-10-12,42.0,37.0,20.0
1983-10-06,42.0,39.0,18.0
1983-09-26,45.0,27.0,26.0
1983-09-12,45.5,24.5,29.0
1983-08-22,46.0,30.0,22.0
1983-08-15,44.5,25.0,29.0
1983-08-10,45.0,30.0,24.0
1983-07-25,44.0,30.0,25.0
1983-07-11,44.0,28.5,26.0
1983-06-20,43.0,27.0,29.0
