Date,Con,Lab,Lib Dem,SNP,Green,Reform,UKIP,Change UK
2023-08-18,28.0,44.0,10.0,3.0,5.0,7.0,,
2023-08-18,26.0,45.0,10.0,3.0,8.0,7.0,,
2023-08-18,26.0,41.0,11.0,3.0,7.0,9.0,,
2023-08-16,29.0,44.0,11.0,4.0,6.0,6.0,,
2023-08-13,28.0,48.0,10.0,4.0,4.0,5.0,,
2023-08-11,24.0,48.0,10.0,3.0,6.0,6.0,,
2023-08-11,29.0,46.0,12.0,2.0,5.0,4.0,,
2023-08-07,26.0,47.0,12.0,3.0,4.0,4.0,,
2023-08-06,27.0,45.0,10.0,3.0,6.0,8.0,,
2023-08-04,25.0,47.0,11.0,3.0,5.0,7.0,,
2023-08-04,26.0,40.0,10.0,3.0,7.0,10.0,,
2023-08-04,24.0,44.0,12.0,4.0,8.0,6.0,,
2023-08-03,25.0,47.0,10.0,3.0,6.0,7.0,,
2023-08-03,26.0,46.0,10.0,3.0,5.0,7.0,,
2023-07-31,25.0,48.0,11.0,3.0,5.0,6.0,,
2023-07-30,28.0,43.0,11.0,4.0,5.0,7.0,,
2023-07-28,25.0,48.0,10.0,3.0,6.0,6.0,,
2023-07-27,25.0,45.0,10.0,3.0,6.0,8.0,,
2023-07-26,27.0,44.0,14.0,3.0,4.0,7.0,,
2023-07-26,25.0,45.0,10.0,3.0,7.0,7.0,,
2023-07-24,26.0,49.0,9.0,3.0,5.0,4.0,,
2023-07-23,28.0,45.0,14.0,2.0,4.0,6.0,,
2023-07-23,28.0,47.0,10.0,3.0,3.0,4.0,,
2023-07-23,28.0,45.0,12.0,3.0,6.0,3.0,,
2023-07-21,25.0,47.0,10.0,3.0,5.0,7.0,,
2023-07-21,25.0,42.0,11.0,3.0,6.0,10.0,,
2023-07-20,26.0,45.0,11.0,3.0,5.0,7.0,,
2023-07-20,25.0,44.0,10.0,3.0,7.0,8.0,,
2023-07-18,29.0,44.0,12.0,4.0,5.0,5.0,,
2023-07-17,24.0,48.0,11.0,3.0,5.0,6.0,,
2023-07-16,27.0,44.0,13.0,3.0,4.0,8.0,,
2023-07-16,28.0,46.0,11.0,3.0,3.0,5.0,,
2023-07-14,25.0,47.0,10.0,3.0,5.0,6.0,,
2023-07-13,26.0,46.0,11.0,3.0,5.0,6.0,,
2023-07-11,25.0,43.0,11.0,4.0,7.0,9.0,,
2023-07-10,28.0,46.0,9.0,4.0,7.0,4.0,,
