Date,Lab,Con,Lib Dem
1970-06-18,43.1,46.0,7.5
1970-06-14,46.0,48.0,5.0
1970-06-14,42.0,49.0,7.5
1970-06-13,46.5,45.5,6.5
1970-06-12,44.0,48.1,6.4
1970-06-11,41.5,50.2,7.0
1970-06-14,45.0,47.0,7.0
1970-06-07,45.5,48.0,5.5
1970-06-03,39.2,51.6,7.9
1970-06-07,42.0,49.0,8.0
1970-06-11,42.0,49.0,8.0
1970-06-07,45.0,47.0,7.0
1970-06-06,44.4,48.1,6.2
1970-06-04,43.0,47.5,8.0
1970-06-03,43.0,48.0,7.0
1970-05-04,44.0,49.5,5.0
1970-05-27,44.4,49.5,4.8
1970-05-23,44.5,50.0,4.5
1970-05-31,47.0,45.0,5.0
1970-05-20,44.8,48.0,5.9
1970-05-28,43.0,45.0,10.0
1970-05-21,44.5,45.5,7.0
1970-05-13,42.5,49.5,6.5
1970-05-20,46.0,48.0,6.0
1970-05-19,44.5,47.2,6.6
1970-05-05,44.4,47.6,6.7
1970-05-05,41.5,49.0,7.5
1970-04-01,44.0,46.0,7.0
1970-04-01,47.0,41.0,9.0
1970-04-21,47.3,44.4,6.9
1970-04-17,47.0,42.5,7.5
1970-04-07,49.7,41.3,7.5
1970-04-01,45.2,46.0,6.8
1970-03-01,49.0,42.0,7.0
1970-03-01,48.0,41.0,8.0
1970-03-13,46.5,41.0,9.5
1970-03-04,49.5,42.0,7.1
1970-02-01,52.0,40.0,6.0
1970-02-01,50.0,38.0,9.0
1970-02-12,48.0,41.0,9.0
1970-02-04,51.2,40.6,7.1
1970-01-01,51.0,40.0,8.0
1970-01-01,52.0,37.0,9.0
1970-01-15,48.5,41.0,7.0
1970-01-07,48.4,41.7,8.4
1970-01-01,51.3,38.6,8.7
1969-12-01,49.0,40.0,8.0
1969-12-11,50.0,39.5,9.0
1969-12-10,47.6,44.4,7.1
1969-11-01,50.0,40.0,8.0
1969-11-01,48.0,39.0,10.0
1969-11-13,45.0,41.5,10.0
1969-11-10,48.6,40.9,8.9
1969-11-05,48.1,42.2,8.1
1969-10-01,51.0,39.0,9.0
1969-10-01,46.0,42.0,10.0
1969-10-16,46.5,44.5,7.0
1969-10-08,50.1,40.1,8.0
1969-10-01,45.6,42.1,9.8
1969-09-01,52.0,35.0,11.0
1969-09-01,48.0,37.0,12.0
1969-09-17,47.5,37.5,12.7
1969-09-11,46.5,37.0,13.0
1969-09-03,53.3,33.7,11.0
1969-08-01,51.0,33.0,13.0
1969-08-14,47.0,34.5,15.5
1969-08-13,50.7,35.2,12.2
1969-07-01,52.0,33.0,13.0
1969-07-23,52.5,34.2,10.4
1969-07-10,55.0,31.5,11.0
1969-07-09,52.0,36.6,10.0
1969-07-01,51.0,31.9,13.6
1969-06-01,54.0,33.0,10.0
