Date,Lab,Con,Lib Dem
2005-05-05,36.2,33.2,22.7
2005-05-04,38.0,33.0,23.0
2005-05-03,38.0,32.0,21.0
2005-05-03,38.0,32.0,22.0
2005-05-02,41.0,27.0,23.0
2005-04-30,42.0,29.0,21.0
2005-04-28,40.0,31.0,22.0
2005-04-27,40.0,31.0,21.0
2005-04-26,40.0,32.0,21.0
2005-04-26,40.0,31.0,21.0
2005-04-25,40.0,31.0,21.0
2005-04-24,41.0,33.0,19.0
2005-04-23,41.0,32.0,20.0
2005-04-22,41.0,33.0,20.0
2005-04-21,40.0,33.0,20.0
2005-04-20,39.0,34.0,20.0
2005-04-19,39.0,33.0,22.0
2005-04-19,39.0,33.0,21.0
2005-04-17,40.0,31.0,21.0
2005-04-12,39.0,33.0,22.0
2005-04-03,37.0,34.0,21.0
2005-04-03,37.0,35.0,19.0
2005-03-20,40.0,32.0,20.0
2005-03-06,39.0,32.0,20.0
2005-02-20,37.0,34.0,21.0
2005-02-06,41.0,32.0,18.0
2005-01-23,38.0,31.0,21.0
2005-01-09,38.0,33.0,20.0
2004-12-19,40.0,31.0,21.0
2004-12-05,37.0,33.0,20.0
2004-11-14,38.0,30.0,22.0
2004-10-24,37.0,31.0,23.0
2004-09-23,36.0,34.0,21.0
2004-09-19,36.0,32.0,22.0
2004-09-05,31.0,30.0,26.0
2004-08-15,36.0,33.0,22.0
2004-08-01,32.0,32.0,24.0
2004-07-18,35.0,30.0,25.0
2004-07-03,33.0,29.0,24.0
2004-06-20,32.0,27.0,22.0
2004-06-13,34.0,31.0,22.0
2004-06-06,31.0,29.0,22.0
2004-05-23,39.0,34.0,20.0
2004-05-09,32.0,36.0,22.0
2004-04-18,38.0,33.0,22.0
2004-03-11,37.0,35.0,21.0
2004-03-07,36.0,34.0,22.0
2004-02-22,36.0,34.0,21.0
2004-02-08,36.0,31.0,25.0
2004-01-18,39.0,34.0,20.0
2004-01-04,40.0,35.0,18.0
2003-12-14,38.0,33.0,21.0
2003-12-07,35.0,33.0,22.0
2003-11-16,38.0,33.0,21.0
2003-11-09,35.0,31.0,24.0
2003-10-19,38.0,33.0,21.0
2003-10-05,36.0,28.0,27.0
2003-09-25,31.0,32.0,30.0
2003-09-21,35.0,30.0,28.0
2003-09-06,37.0,35.0,20.0
2003-08-17,37.0,32.0,22.0
2003-08-03,35.0,33.0,25.0
2003-07-24,34.0,37.0,22.0
2003-07-20,36.0,34.0,22.0
2003-06-22,38.0,34.0,21.0
2003-06-15,36.0,34.0,21.0
2003-05-18,42.0,29.0,21.0
2003-03-04,35.0,34.0,23.0
2003-04-24,40.0,32.0,21.0
2003-04-19,42.0,30.0,21.0
2003-03-27,40.0,33.0,20.0
2003-03-12,42.0,29.0,22.0
2003-03-16,38.0,32.0,24.0
2003-03-09,34.0,34.0,24.0
2003-02-16,39.0,31.0,22.0
2003-02-09,35.0,34.0,25.0
2003-01-30,36.0,32.0,24.0
2003-01-19,43.0,30.0,21.0
2003-01-05,38.0,31.0,25.0
2002-12-15,41.0,27.0,23.0
2002-11-17,42.0,29.0,22.0
2002-10-20,43.0,32.0,20.0
2002-10-13,42.0,30.0,21.0
2002-09-22,39.0,34.0,20.0
2002-09-07,39.0,33.0,21.0
2002-08-25,41.0,32.0,21.0
2002-07-27,42.0,33.0,20.0
2002-06-23,42.0,32.0,20.0
2002-05-19,42.0,34.0,19.0
2002-04-21,45.0,29.0,18.0
2002-03-17,43.0,34.0,17.0
2002-02-17,47.0,30.0,18.0
2002-01-20,45.0,30.0,19.0
2001-12-16,44.0,29.0,20.0
2001-11-18,46.0,29.0,19.0
2001-10-20,47.0,29.0,19.0
2001-09-16,46.0,29.0,20.0
2001-08-19,46.0,30.0,17.0
2001-07-14,46.0,30.0,18.0
