Date,Con,Lab,Lib Dem,UKIP,Green
2013-03-24,28.0,38.0,12.0,14.0,3.0
2013-03-22,30.0,41.0,12.0,12.0,2.0
2013-03-21,32.0,41.0,11.0,10.0,2.0
2013-03-21,28.0,38.0,9.0,16.0,2.0
2013-03-20,30.0,41.0,11.0,12.0,1.0
2013-03-19,31.0,41.0,11.0,11.0,2.0
2013-03-18,32.0,40.0,11.0,10.0,2.0
2013-03-18,26.0,39.0,13.0,13.0,2.0
2013-03-15,29.0,41.0,12.0,12.0,2.0
2013-03-14,28.0,37.0,9.0,17.0,4.0
2013-03-14,30.0,42.0,11.0,11.0,2.0
2013-03-13,31.0,40.0,11.0,12.0,3.0
2013-03-12,29.0,43.0,11.0,12.0,1.0
2013-03-11,32.0,40.0,11.0,11.0,1.0
2013-03-11,27.0,40.0,11.0,13.0,4.0
2013-03-11,25.0,38.0,11.0,15.0,3.0
2013-03-10,31.0,39.0,15.0,7.0,2.0
2013-03-08,31.0,41.0,12.0,11.0,1.0
2013-03-07,32.0,41.0,11.0,11.0,2.0
2013-03-07,27.0,39.0,8.0,17.0,3.0
2013-03-06,31.0,41.0,11.0,12.0,2.0
2013-03-05,29.0,42.0,11.0,12.0,2.0
2013-03-04,31.0,40.0,12.0,12.0,1.0
2013-03-04,29.0,38.0,11.0,14.0,3.0
2013-03-01,31.0,42.0,10.0,11.0,2.0
2013-02-28,29.0,42.0,12.0,11.0,2.0
2013-02-27,32.0,43.0,11.0,8.0,1.0
2013-02-26,32.0,42.0,12.0,9.0,1.0
2013-02-25,32.0,44.0,10.0,8.0,2.0
2013-02-24,32.0,43.0,11.0,9.0,2.0
2013-02-24,31.0,43.0,8.0,9.0,4.0
2013-02-21,31.0,45.0,11.0,9.0,2.0
2013-02-21,29.0,41.0,8.0,13.0,2.0
2013-02-20,33.0,43.0,9.0,10.0,2.0
2013-02-19,29.0,44.0,11.0,11.0,1.0
2013-02-18,32.0,41.0,12.0,8.0,2.0
2013-02-18,29.0,38.0,11.0,12.0,3.0
2013-02-15,32.0,43.0,12.0,9.0,1.0
2013-02-14,31.0,36.0,8.0,14.0,4.0
2013-02-14,31.0,42.0,11.0,10.0,2.0
2013-02-13,32.0,42.0,9.0,9.0,3.0
2013-02-12,32.0,43.0,10.0,9.0,2.0
2013-02-11,31.0,42.0,11.0,9.0,2.0
2013-02-11,30.0,42.0,7.0,9.0,4.0
2013-02-11,31.0,41.0,10.0,10.0,3.0
2013-02-10,29.0,41.0,13.0,9.0,2.0
2013-02-08,32.0,41.0,11.0,9.0,2.0
2013-02-07,33.0,41.0,11.0,9.0,2.0
2013-02-07,29.0,39.0,8.0,14.0,4.0
2013-02-06,31.0,42.0,12.0,9.0,1.0
2013-02-05,32.0,42.0,11.0,8.0,2.0
2013-02-04,30.0,45.0,11.0,9.0,2.0
2013-02-04,28.0,41.0,10.0,11.0,3.0
2013-02-01,34.0,41.0,12.0,8.0,1.0
2013-01-31,32.0,44.0,10.0,8.0,2.0
2013-01-30,33.0,42.0,10.0,7.0,2.0
2013-01-29,33.0,42.0,11.0,8.0,2.0
2013-01-28,35.0,41.0,10.0,9.0,2.0
2013-01-27,32.0,39.0,10.0,10.0,5.0
2013-01-25,31.0,38.0,10.0,14.0,2.0
2013-01-25,35.0,41.0,12.0,7.0,1.0
2013-01-25,30.0,39.0,10.0,12.0,3.0
2013-01-25,33.0,39.0,11.0,10.0,2.0
2013-01-24,33.0,43.0,10.0,9.0,2.0
2013-01-24,28.0,41.0,8.0,14.0,3.0
2013-01-24,31.0,41.0,8.0,12.0,3.0
2013-01-23,31.0,43.0,11.0,10.0,2.0
2013-01-22,31.0,41.0,12.0,10.0,2.0
2013-01-21,33.0,42.0,10.0,10.0,2.0
2013-01-20,33.0,38.0,15.0,6.0,2.0
2013-01-18,33.0,42.0,11.0,7.0,2.0
2013-01-17,34.0,44.0,9.0,8.0,2.0
2013-01-16,33.0,42.0,12.0,8.0,2.0
2013-01-15,32.0,44.0,10.0,9.0,2.0
2013-01-14,31.0,44.0,11.0,9.0,2.0
2013-01-14,30.0,43.0,8.0,9.0,3.0
2013-01-14,31.0,37.0,9.0,13.0,3.0
2013-01-11,31.0,44.0,11.0,8.0,2.0
2013-01-11,27.0,42.0,10.0,11.0,3.0
2013-01-11,31.0,41.0,7.0,12.0,2.0
2013-01-10,31.0,42.0,11.0,10.0,2.0
2013-01-09,33.0,43.0,10.0,10.0,2.0
2013-01-08,32.0,44.0,10.0,9.0,2.0
2013-01-07,32.0,41.0,11.0,9.0,2.0
2013-01-07,29.0,39.0,10.0,12.0,3.0
2013-01-05,29.0,38.0,11.0,16.0,3.0
2013-01-04,32.0,43.0,10.0,9.0,2.0
2013-01-03,32.0,43.0,10.0,9.0,2.0
2013-01-02,31.0,43.0,11.0,9.0,2.0
2012-12-27,29.0,39.0,8.0,15.0,4.0
2012-12-23,32.0,40.0,13.0,7.0,3.0
2012-12-21,33.0,43.0,10.0,8.0,1.0
2012-12-20,33.0,41.0,11.0,10.0,2.0
2012-12-19,30.0,43.0,11.0,10.0,2.0
2012-12-18,32.0,43.0,9.0,10.0,2.0
2012-12-17,31.0,43.0,9.0,11.0,2.0
2012-12-17,30.0,43.0,7.0,12.0,4.0
2012-12-16,28.0,39.0,9.0,14.0,4.0
2012-12-16,28.0,41.0,10.0,11.0,3.0
2012-12-14,33.0,45.0,9.0,8.0,2.0
2012-12-13,33.0,43.0,9.0,10.0,2.0
2012-12-13,29.0,39.0,8.0,14.0,4.0
2012-12-12,31.0,44.0,12.0,9.0,2.0
2012-12-11,31.0,43.0,10.0,9.0,2.0
2012-12-10,33.0,42.0,10.0,8.0,2.0
2012-12-10,35.0,44.0,9.0,7.0,3.0
2012-12-10,26.0,41.0,8.0,16.0,3.0
2012-12-07,33.0,42.0,10.0,9.0,2.0
2012-12-06,32.0,42.0,10.0,9.0,2.0
2012-12-05,32.0,44.0,9.0,10.0,2.0
2012-12-04,28.0,42.0,10.0,11.0,3.0
2012-12-04,30.0,44.0,11.0,10.0,1.0
2012-12-03,31.0,43.0,11.0,10.0,2.0
2012-12-03,28.0,40.0,10.0,12.0,2.0
2012-12-01,31.0,44.0,10.0,10.0,2.0
2012-11-29,32.0,42.0,10.0,10.0,2.0
2012-11-29,29.0,38.0,9.0,13.0,3.0
2012-11-28,32.0,44.0,11.0,8.0,2.0
2012-11-27,31.0,43.0,9.0,11.0,2.0
2012-11-26,34.0,43.0,9.0,8.0,1.0
2012-11-26,31.0,41.0,8.0,10.0,3.0
2012-11-23,33.0,44.0,9.0,8.0,2.0
2012-11-22,31.0,43.0,10.0,9.0,2.0
2012-11-21,33.0,41.0,9.0,10.0,3.0
2012-11-20,33.0,42.0,10.0,8.0,2.0
2012-11-19,32.0,42.0,9.0,9.0,2.0
2012-11-18,32.0,40.0,13.0,7.0,2.0
2012-11-16,33.0,44.0,9.0,8.0,2.0
2012-11-16,31.0,39.0,11.0,7.0,4.0
2012-11-15,33.0,43.0,8.0,9.0,2.0
2012-11-14,35.0,42.0,8.0,7.0,3.0
2012-11-13,32.0,39.0,8.0,10.0,3.0
2012-11-13,34.0,44.0,9.0,7.0,2.0
2012-11-13,32.0,46.0,9.0,3.0,4.0
2012-11-12,35.0,39.0,10.0,8.0,2.0
2012-11-12,31.0,41.0,9.0,9.0,3.0
2012-11-09,32.0,44.0,8.0,8.0,2.0
2012-11-08,33.0,44.0,9.0,7.0,2.0
2012-11-07,34.0,45.0,8.0,6.0,3.0
2012-11-06,35.0,42.0,9.0,7.0,2.0
2012-11-05,35.0,44.0,8.0,7.0,2.0
2012-11-05,31.0,42.0,9.0,8.0,3.0
2012-11-02,35.0,42.0,9.0,7.0,2.0
2012-11-01,33.0,44.0,9.0,7.0,3.0
2012-11-01,30.0,41.0,9.0,10.0,3.0
2012-10-31,33.0,44.0,9.0,8.0,2.0
2012-10-30,32.0,44.0,9.0,8.0,2.0
2012-10-29,33.0,43.0,9.0,8.0,2.0
2012-10-29,31.0,42.0,11.0,8.0,2.0
2012-10-26,35.0,42.0,9.0,7.0,3.0
2012-10-25,33.0,44.0,10.0,6.0,2.0
2012-10-24,33.0,43.0,9.0,8.0,2.0
2012-10-24,33.0,43.0,9.0,6.0,3.0
2012-10-23,34.0,42.0,9.0,8.0,2.0
2012-10-22,32.0,45.0,8.0,8.0,3.0
2012-10-22,32.0,43.0,11.0,5.0,2.0
2012-10-22,30.0,44.0,8.0,7.0,3.0
2012-10-19,32.0,43.0,9.0,9.0,2.0
2012-10-18,34.0,42.0,10.0,9.0,2.0
2012-10-18,31.0,40.0,9.0,10.0,4.0
2012-10-17,33.0,42.0,9.0,7.0,3.0
2012-10-16,34.0,43.0,9.0,7.0,2.0
2012-10-15,34.0,43.0,9.0,7.0,3.0
2012-10-12,31.0,43.0,8.0,8.0,3.0
2012-10-15,29.0,42.0,7.0,10.0,4.0
2012-10-12,33.0,43.0,10.0,6.0,2.0
2012-10-11,35.0,42.0,8.0,7.0,2.0
2012-10-10,34.0,41.0,8.0,10.0,2.0
2012-10-09,33.0,45.0,9.0,6.0,3.0
2012-10-08,34.0,44.0,8.0,7.0,2.0
2012-10-05,31.0,45.0,8.0,8.0,3.0
2012-10-04,32.0,43.0,10.0,8.0,2.0
2012-10-04,30.0,41.0,9.0,11.0,4.0
2012-10-03,31.0,45.0,10.0,7.0,2.0
2012-10-02,34.0,42.0,9.0,8.0,2.0
2012-10-01,34.0,43.0,9.0,7.0,7.0
2012-09-28,35.0,40.0,10.0,7.0,3.0
2012-09-27,31.0,43.0,11.0,8.0,4.0
2012-09-26,32.0,41.0,9.0,9.0,3.0
2012-09-25,29.0,39.0,10.0,10.0,4.0
2012-09-25,31.0,44.0,9.0,9.0,3.0
2012-09-24,32.0,43.0,9.0,7.0,3.0
2012-09-21,34.0,43.0,8.0,8.0,2.0
2012-09-21,28.0,44.0,8.0,7.0,5.0
2012-09-21,30.0,42.0,8.0,10.0,4.0
2012-09-20,35.0,41.0,9.0,7.0,3.0
2012-09-19,33.0,45.0,10.0,7.0,2.0
2012-09-18,34.0,43.0,8.0,8.0,3.0
2012-09-17,33.0,45.0,10.0,5.0,2.0
2012-09-17,30.0,41.0,13.0,4.0,8.0
2012-09-14,34.0,44.0,9.0,7.0,3.0
2012-09-13,34.0,43.0,8.0,7.0,3.0
2012-09-12,33.0,42.0,11.0,7.0,1.0
2012-09-12,32.0,40.0,10.0,9.0,3.0
2012-09-11,31.0,44.0,9.0,8.0,3.0
2012-09-10,31.0,42.0,10.0,8.0,2.0
2012-09-07,33.0,43.0,10.0,7.0,2.0
2012-09-06,33.0,45.0,8.0,6.0,3.0
2012-09-05,33.0,45.0,8.0,7.0,2.0
2012-09-04,34.0,40.0,10.0,7.0,3.0
2012-09-03,33.0,44.0,8.0,7.0,2.0
2012-08-31,31.0,42.0,8.0,9.0,3.0
2012-08-31,35.0,41.0,9.0,7.0,2.0
2012-08-30,33.0,42.0,10.0,8.0,2.0
2012-08-29,32.0,44.0,9.0,6.0,3.0
2012-08-28,32.0,44.0,10.0,8.0,3.0
2012-08-26,34.0,39.0,15.0,4.0,2.0
2012-08-23,32.0,44.0,10.0,7.0,3.0
2012-08-22,33.0,42.0,10.0,6.0,2.0
2012-08-21,34.0,44.0,8.0,8.0,2.0
2012-08-20,34.0,44.0,8.0,7.0,3.0
2012-08-17,32.0,43.0,10.0,7.0,2.0
2012-08-16,35.0,44.0,8.0,6.0,2.0
2012-08-15,30.0,41.0,11.0,9.0,3.0
2012-08-15,34.0,43.0,10.0,6.0,2.0
2012-08-14,34.0,44.0,10.0,7.0,1.0
2012-08-13,34.0,42.0,9.0,6.0,3.0
2012-08-13,32.0,42.0,11.0,4.0,4.0
2012-08-10,34.0,42.0,8.0,8.0,2.0
2012-08-09,33.0,42.0,9.0,9.0,3.0
2012-08-09,31.0,40.0,10.0,10.0,3.0
2012-08-08,33.0,42.0,11.0,6.0,2.0
2012-08-07,33.0,44.0,9.0,8.0,2.0
2012-08-06,34.0,44.0,10.0,6.0,2.0
2012-08-03,32.0,44.0,10.0,8.0,2.0
2012-08-02,33.0,44.0,8.0,9.0,2.0
2012-08-01,32.0,43.0,10.0,8.0,2.0
2012-07-31,34.0,42.0,10.0,6.0,2.0
2012-07-30,33.0,44.0,9.0,7.0,2.0
2012-07-27,33.0,42.0,9.0,8.0,3.0
2012-07-26,33.0,42.0,9.0,7.0,3.0
2012-07-25,33.0,44.0,9.0,7.0,2.0
2012-07-24,33.0,44.0,9.0,7.0,3.0
2012-07-23,33.0,43.0,9.0,8.0,1.0
2012-07-20,34.0,43.0,11.0,7.0,3.0
2012-07-19,34.0,42.0,9.0,7.0,2.0
2012-07-18,33.0,43.0,8.0,7.0,2.0
2012-07-17,34.0,43.0,8.0,7.0,2.0
2012-07-16,33.0,44.0,9.0,8.0,2.0
2012-07-16,31.0,44.0,12.0,5.0,3.0
2012-07-16,32.0,41.0,9.0,8.0,4.0
2012-07-13,34.0,43.0,9.0,7.0,3.0
2012-07-12,34.0,42.0,9.0,7.0,3.0
2012-07-11,35.0,42.0,9.0,8.0,2.0
2012-07-10,33.0,43.0,11.0,6.0,3.0
2012-07-09,35.0,44.0,7.0,6.0,3.0
2012-07-06,32.0,43.0,8.0,8.0,3.0
2012-07-05,35.0,43.0,8.0,8.0,2.0
2012-07-05,30.0,40.0,9.0,9.0,4.0
2012-07-04,33.0,44.0,8.0,7.0,3.0
2012-07-03,35.0,42.0,10.0,7.0,2.0
2012-07-02,34.0,44.0,8.0,8.0,2.0
2012-06-29,34.0,43.0,9.0,6.0,2.0
2012-06-28,32.0,43.0,10.0,7.0,3.0
2012-06-28,31.0,42.0,8.0,9.0,4.0
2012-06-27,31.0,45.0,9.0,7.0,2.0
2012-06-26,34.0,42.0,11.0,7.0,2.0
2012-06-25,32.0,43.0,11.0,7.0,1.0
2012-06-24,34.0,39.0,14.0,3.0,3.0
2012-06-22,34.0,43.0,9.0,8.0,2.0
2012-06-21,33.0,43.0,8.0,8.0,2.0
2012-06-20,34.0,41.0,10.0,8.0,3.0
2012-06-19,34.0,44.0,7.0,6.0,2.0
2012-06-18,33.0,44.0,7.0,8.0,2.0
2012-06-17,33.0,41.0,9.0,5.0,5.0
2012-06-15,32.0,44.0,9.0,8.0,3.0
2012-06-15,32.0,42.0,9.0,8.0,3.0
2012-06-14,31.0,43.0,9.0,8.0,3.0
2012-06-13,31.0,43.0,9.0,9.0,2.0
2012-06-12,33.0,43.0,8.0,8.0,3.0
2012-06-11,31.0,45.0,9.0,9.0,3.0
2012-06-11,31.0,40.0,10.0,6.0,5.0
2012-06-11,31.0,42.0,9.0,8.0,4.0
2012-06-08,34.0,42.0,7.0,9.0,3.0
2012-06-07,34.0,43.0,8.0,6.0,3.0
2012-06-06,34.0,43.0,8.0,7.0,3.0
2012-06-01,32.0,42.0,8.0,7.0,4.0
2012-05-31,31.0,45.0,9.0,8.0,3.0
2012-05-30,29.0,45.0,9.0,8.0,3.0
2012-05-30,32.0,44.0,9.0,7.0,3.0
2012-05-29,32.0,45.0,8.0,8.0,2.0
2012-05-28,33.0,44.0,8.0,7.0,3.0
2012-05-28,34.0,42.0,11.0,4.0,3.0
2012-05-25,31.0,43.0,8.0,8.0,3.0
2012-05-24,34.0,42.0,8.0,7.0,4.0
2012-05-23,32.0,42.0,9.0,9.0,3.0
2012-05-22,32.0,43.0,8.0,9.0,3.0
2012-05-21,32.0,44.0,7.0,8.0,3.0
2012-05-20,33.0,41.0,10.0,5.0,3.0
2012-05-20,36.0,41.0,11.0,4.0,3.0
2012-05-18,32.0,43.0,8.0,9.0,2.0
2012-05-17,32.0,41.0,11.0,7.0,3.0
2012-05-17,31.0,44.0,7.0,9.0,3.0
2012-05-17,30.0,41.0,9.0,10.0,3.0
2012-05-16,31.0,45.0,9.0,8.0,2.0
2012-05-15,32.0,43.0,8.0,9.0,3.0
2012-05-14,31.0,45.0,7.0,8.0,3.0
2012-05-14,33.0,43.0,9.0,6.0,3.0
2012-05-11,31.0,43.0,10.0,8.0,2.0
2012-05-10,34.0,44.0,7.0,7.0,3.0
2012-05-09,31.0,44.0,9.0,8.0,3.0
2012-05-08,31.0,44.0,8.0,8.0,3.0
2012-05-07,30.0,43.0,10.0,4.0,13.0
2012-05-04,31.0,43.0,9.0,8.0,3.0
2012-05-03,32.0,41.0,9.0,9.0,4.0
2012-05-02,33.0,43.0,8.0,8.0,3.0
2012-05-01,32.0,41.0,9.0,8.0,4.0
2012-04-30,35.0,42.0,8.0,7.0,2.0
2012-04-30,32.0,39.0,8.0,10.0,4.0
2012-04-27,29.0,40.0,11.0,10.0,3.0
2012-04-27,34.0,39.0,10.0,9.0,2.0
2012-04-26,31.0,43.0,9.0,9.0,2.0
2012-04-25,32.0,43.0,9.0,8.0,3.0
2012-04-24,32.0,43.0,8.0,8.0,3.0
2012-04-23,32.0,45.0,8.0,7.0,3.0
2012-04-23,35.0,38.0,12.0,4.0,4.0
2012-04-23,31.0,38.0,11.0,8.0,4.0
2012-04-22,33.0,41.0,15.0,3.0,2.0
2012-04-20,33.0,41.0,11.0,8.0,2.0
2012-04-19,34.0,40.0,11.0,6.0,3.0
2012-04-19,32.0,45.0,8.0,7.0,3.0
2012-04-18,32.0,41.0,10.0,8.0,2.0
2012-04-17,32.0,41.0,8.0,9.0,3.0
2012-04-16,32.0,43.0,8.0,9.0,2.0
2012-04-16,32.0,37.0,9.0,10.0,4.0
2012-04-15,33.0,42.0,11.0,4.0,3.0
2012-04-13,29.0,41.0,11.0,8.0,3.0
2012-04-13,33.0,39.0,10.0,7.0,2.0
2012-04-12,35.0,41.0,9.0,7.0,3.0
2012-04-11,32.0,42.0,10.0,9.0,7.0
2012-04-11,35.0,41.0,8.0,6.0,3.0
2012-04-10,36.0,40.0,9.0,6.0,2.0
2012-04-05,33.0,42.0,8.0,7.0,3.0
2012-04-04,32.0,42.0,9.0,8.0,3.0
2012-04-03,34.0,42.0,8.0,6.0,2.0
2012-04-02,33.0,43.0,8.0,6.0,3.0
2012-03-31,33.0,42.0,8.0,7.0,3.0
2012-03-29,34.0,44.0,8.0,5.0,2.0
2012-03-28,34.0,44.0,10.0,6.0,2.0
2012-03-27,33.0,43.0,9.0,7.0,2.0
2012-03-26,35.0,42.0,9.0,6.0,3.0
2012-03-26,33.0,43.0,11.0,3.0,10.0
2012-03-25,34.0,38.0,11.0,4.0,5.0
2012-03-23,35.0,42.0,10.0,6.0,2.0
2012-03-23,37.0,38.0,13.0,4.0,5.0
2012-03-23,34.0,39.0,8.0,9.0,3.0
2012-03-22,34.0,42.0,9.0,6.0,2.0
2012-03-21,36.0,41.0,10.0,5.0,2.0
2012-03-20,35.0,43.0,9.0,4.0,2.0
2012-03-19,36.0,42.0,9.0,5.0,2.0
2012-03-19,35.0,38.0,12.0,3.0,5.0
2012-03-18,39.0,36.0,15.0,1.0,2.0
2012-03-16,38.0,40.0,9.0,5.0,3.0
2012-03-15,37.0,40.0,10.0,6.0,3.0
2012-03-15,37.0,42.0,8.0,5.0,3.0
2012-03-14,38.0,41.0,9.0,5.0,3.0
2012-03-13,36.0,43.0,9.0,5.0,2.0
2012-03-12,36.0,41.0,9.0,6.0,2.0
2012-03-12,38.0,36.0,10.0,7.0,3.0
2012-03-09,37.0,42.0,9.0,5.0,2.0
2012-03-08,37.0,42.0,8.0,4.0,3.0
2012-03-07,32.0,40.0,10.0,7.0,2.0
2012-03-07,38.0,41.0,9.0,6.0,2.0
2012-03-06,37.0,41.0,9.0,6.0,3.0
2012-03-05,36.0,41.0,11.0,5.0,3.0
2012-03-05,35.0,38.0,11.0,8.0,8.0
2012-03-02,40.0,39.0,9.0,5.0,2.0
2012-03-01,39.0,39.0,8.0,5.0,3.0
2012-02-29,38.0,40.0,9.0,5.0,2.0
2012-02-28,40.0,39.0,9.0,5.0,2.0
2012-02-27,38.0,40.0,9.0,6.0,2.0
2012-02-27,35.0,41.0,12.0,2.0,4.0
2012-02-26,37.0,40.0,13.0,3.0,3.0
2012-02-24,38.0,40.0,10.0,5.0,2.0
2012-02-23,39.0,38.0,10.0,4.0,3.0
2012-02-23,35.0,39.0,10.0,6.0,5.0
2012-02-22,38.0,40.0,8.0,5.0,3.0
2012-02-21,37.0,41.0,9.0,5.0,2.0
2012-02-20,39.0,38.0,10.0,5.0,2.0
2012-02-19,36.0,37.0,14.0,3.0,3.0
2012-02-17,37.0,41.0,7.0,6.0,3.0
2012-02-16,39.0,38.0,10.0,5.0,3.0
2012-02-16,39.0,39.0,9.0,5.0,3.0
2012-02-15,39.0,40.0,9.0,5.0,2.0
2012-02-14,40.0,39.0,9.0,5.0,3.0
2012-02-13,38.0,42.0,9.0,4.0,2.0
2012-02-13,36.0,36.0,10.0,7.0,4.0
2012-02-10,38.0,39.0,9.0,4.0,4.0
2012-02-09,38.0,41.0,9.0,4.0,2.0
2012-02-08,40.0,38.0,10.0,4.0,3.0
2012-02-07,37.0,42.0,9.0,5.0,2.0
2012-02-06,41.0,40.0,8.0,5.0,1.0
2012-02-03,39.0,40.0,9.0,5.0,3.0
2012-02-02,39.0,41.0,8.0,5.0,2.0
2012-02-01,38.0,40.0,8.0,5.0,3.0
2012-01-31,39.0,40.0,9.0,4.0,2.0
2012-01-30,40.0,38.0,10.0,5.0,2.0
2012-01-30,38.0,36.0,8.0,6.0,4.0
2012-01-29,37.0,38.0,14.0,3.0,2.0
2012-01-27,39.0,40.0,8.0,5.0,2.0
2012-01-25,38.0,40.0,9.0,6.0,3.0
2012-01-24,40.0,38.0,9.0,5.0,2.0
2012-01-23,35.0,37.0,11.0,6.0,3.0
2012-01-23,39.0,40.0,8.0,6.0,2.0
2012-01-23,38.0,38.0,12.0,3.0,4.0
2012-01-23,37.0,40.0,10.0,2.0,11.0
2012-01-22,37.0,38.0,13.0,2.0,2.0
2012-01-22,40.0,35.0,16.0,2.0,2.0
2012-01-20,41.0,36.0,9.0,5.0,3.0
2012-01-19,38.0,38.0,11.0,5.0,3.0
2012-01-19,41.0,38.0,8.0,6.0,2.0
2012-01-18,40.0,39.0,7.0,5.0,2.0
2012-01-17,39.0,40.0,8.0,4.0,2.0
2012-01-16,40.0,40.0,9.0,5.0,2.0
2012-01-15,37.0,37.0,9.0,6.0,4.0
2012-01-13,38.0,40.0,9.0,5.0,2.0
2012-01-12,41.0,40.0,8.0,4.0,2.0
2012-01-11,40.0,38.0,10.0,4.0,2.0
2012-01-10,40.0,40.0,10.0,4.0,2.0
2012-01-09,39.0,41.0,10.0,3.0,2.0
2012-01-06,38.0,40.0,10.0,5.0,2.0
2012-01-05,39.0,41.0,11.0,3.0,2.0
2012-01-05,36.0,37.0,9.0,7.0,4.0
2012-01-04,38.0,42.0,10.0,5.0,2.0
2012-01-03,39.0,41.0,9.0,4.0,2.0
2011-12-22,40.0,40.0,9.0,4.0,2.0
2011-12-21,40.0,40.0,10.0,4.0,3.0
2011-12-21,37.0,36.0,15.0,3.0,2.0
2011-12-20,39.0,40.0,10.0,4.0,2.0
2011-12-19,38.0,42.0,9.0,3.0,2.0
2011-12-19,35.0,38.0,11.0,3.0,13.0
2011-12-18,35.0,39.0,12.0,2.0,4.0
2011-12-16,39.0,42.0,9.0,4.0,2.0
2011-12-15,41.0,40.0,10.0,4.0,2.0
2011-12-15,40.0,34.0,14.0,3.0,2.0
2011-12-14,40.0,38.0,10.0,5.0,2.0
2011-12-13,41.0,39.0,10.0,3.0,2.0
2011-12-12,39.0,40.0,10.0,4.0,2.0
2011-12-12,41.0,39.0,11.0,2.0,2.0
2011-12-11,38.0,38.0,12.0,2.0,4.0
2011-12-09,38.0,39.0,11.0,5.0,2.0
2011-12-07,35.0,42.0,9.0,6.0,2.0
2011-12-06,37.0,41.0,10.0,5.0,2.0
2011-12-05,36.0,42.0,11.0,4.0,1.0
2011-12-02,35.0,43.0,9.0,6.0,2.0
2011-12-01,36.0,41.0,11.0,4.0,2.0
2011-11-30,37.0,42.0,9.0,6.0,2.0
2011-11-30,38.0,36.0,14.0,2.0,2.0
2011-11-29,38.0,41.0,9.0,5.0,2.0
2011-11-28,37.0,39.0,9.0,6.0,2.0
2011-11-28,35.0,38.0,9.0,5.0,4.0
2011-11-27,37.0,39.0,10.0,3.0,3.0
2011-11-25,34.0,43.0,11.0,5.0,2.0
2011-11-24,33.0,42.0,8.0,7.0,3.0
2011-11-24,35.0,40.0,9.0,8.0,2.0
2011-11-23,35.0,40.0,11.0,6.0,2.0
2011-11-22,35.0,42.0,9.0,6.0,2.0
2011-11-21,36.0,40.0,9.0,7.0,3.0
2011-11-21,34.0,41.0,12.0,3.0,4.0
2011-11-21,36.0,37.0,9.0,7.0,4.0
2011-11-20,33.0,41.0,13.0,4.0,3.0
2011-11-20,36.0,38.0,14.0,4.0,4.0
2011-11-18,36.0,40.0,9.0,7.0,2.0
2011-11-17,34.0,40.0,11.0,7.0,2.0
2011-11-16,36.0,41.0,10.0,6.0,2.0
2011-11-15,36.0,42.0,7.0,5.0,3.0
2011-11-14,37.0,40.0,9.0,6.0,2.0
2011-11-11,36.0,41.0,9.0,5.0,2.0
2011-11-10,35.0,42.0,8.0,7.0,2.0
2011-11-09,36.0,40.0,10.0,7.0,2.0
2011-11-08,35.0,40.0,10.0,6.0,3.0
2011-11-07,36.0,41.0,9.0,6.0,1.0
2011-11-07,34.0,38.0,10.0,6.0,3.0
2011-11-04,35.0,41.0,9.0,5.0,2.0
2011-11-03,36.0,41.0,8.0,7.0,2.0
2011-11-02,37.0,41.0,8.0,6.0,2.0
2011-11-01,35.0,41.0,9.0,6.0,2.0
2011-10-31,39.0,41.0,8.0,5.0,2.0
2011-10-31,36.0,37.0,11.0,4.0,12.0
2011-10-30,34.0,38.0,14.0,4.0,5.0
2011-10-28,36.0,39.0,8.0,7.0,2.0
2011-10-27,35.0,42.0,9.0,6.0,3.0
2011-10-26,35.0,41.0,10.0,6.0,3.0
2011-10-25,36.0,40.0,9.0,7.0,2.0
2011-10-24,36.0,40.0,9.0,6.0,2.0
2011-10-24,34.0,38.0,12.0,4.0,4.0
2011-10-24,33.0,39.0,9.0,8.0,4.0
2011-10-23,33.0,41.0,10.0,7.0,2.0
2011-10-23,35.0,39.0,13.0,3.0,3.0
2011-10-21,36.0,38.0,10.0,6.0,3.0
2011-10-20,36.0,41.0,10.0,6.0,2.0
2011-10-19,35.0,41.0,9.0,6.0,3.0
2011-10-18,38.0,42.0,9.0,4.0,2.0
2011-10-17,37.0,40.0,9.0,6.0,2.0
2011-10-16,33.0,41.0,8.0,5.0,3.0
2011-10-14,39.0,42.0,8.0,5.0,3.0
2011-10-13,37.0,42.0,9.0,5.0,2.0
2011-10-13,37.0,39.0,10.0,6.0,3.0
2011-10-12,36.0,42.0,9.0,6.0,2.0
2011-10-11,37.0,41.0,8.0,6.0,3.0
2011-10-10,36.0,40.0,11.0,5.0,2.0
2011-10-10,36.0,37.0,8.0,7.0,5.0
2011-10-09,38.0,42.0,9.0,5.0,2.0
2011-10-06,37.0,41.0,10.0,5.0,2.0
2011-10-05,37.0,41.0,9.0,5.0,2.0
2011-10-04,38.0,42.0,9.0,5.0,2.0
2011-10-03,37.0,42.0,9.0,5.0,2.0
2011-09-30,36.0,42.0,10.0,4.0,3.0
2011-09-30,33.0,40.0,9.0,6.0,4.0
2011-09-29,38.0,41.0,9.0,5.0,2.0
2011-09-28,37.0,43.0,9.0,5.0,2.0
2011-09-27,37.0,43.0,8.0,5.0,2.0
2011-09-26,39.0,41.0,8.0,5.0,2.0
2011-09-25,37.0,36.0,12.0,4.0,3.0
2011-09-23,36.0,42.0,11.0,4.0,2.0
2011-09-22,36.0,42.0,10.0,5.0,2.0
2011-09-21,35.0,41.0,9.0,5.0,3.0
