Date,Con,Lab,Lib Dem,UKIP,Green
2014-06-08,35.0,36.0,9.0,14.0,3.0
2014-06-06,33.0,37.0,7.0,14.0,5.0
2014-06-06,34.0,35.0,9.0,14.0,5.0
2014-06-05,31.0,37.0,8.0,15.0,5.0
2014-06-05,31.0,35.0,6.0,19.0,4.0
2014-06-04,32.0,37.0,7.0,13.0,5.0
2014-06-03,32.0,36.0,8.0,14.0,5.0
2014-06-02,30.0,36.0,8.0,17.0,5.0
2014-06-01,25.0,34.0,6.0,19.0,7.0
2014-06-01,32.0,37.0,10.0,13.0,3.0
2014-05-30,33.0,36.0,7.0,15.0,4.0
2014-05-29,34.0,35.0,9.0,14.0,4.0
2014-05-29,31.0,38.0,7.0,16.0,4.0
2014-05-28,32.0,36.0,9.0,14.0,5.0
2014-05-27,32.0,34.0,8.0,15.0,5.0
2014-05-26,34.0,36.0,9.0,14.0,3.0
2014-05-25,29.0,31.0,8.0,17.0,7.0
2014-05-23,27.0,32.0,9.0,23.0,3.0
2014-05-23,34.0,35.0,9.0,13.0,5.0
2014-05-23,32.0,33.0,7.0,19.0,4.0
2014-05-22,34.0,36.0,9.0,14.0,3.0
2014-05-22,34.0,34.0,9.0,14.0,5.0
2014-05-21,33.0,36.0,9.0,13.0,4.0
2014-05-20,28.0,34.0,9.0,20.0,3.0
2014-05-20,33.0,35.0,11.0,13.0,3.0
2014-05-19,33.0,37.0,9.0,11.0,6.0
2014-05-18,30.0,35.0,8.0,14.0,5.0
2014-05-18,29.0,35.0,9.0,14.0,5.0
2014-05-18,35.0,34.0,8.0,14.0,3.0
2014-05-16,34.0,37.0,9.0,13.0,4.0
2014-05-15,29.0,33.0,8.0,19.0,4.0
2014-05-15,34.0,36.0,8.0,13.0,4.0
2014-05-15,32.0,36.0,10.0,13.0,3.0
2014-05-14,32.0,35.0,10.0,13.0,4.0
2014-05-13,34.0,34.0,8.0,15.0,3.0
2014-05-12,35.0,36.0,9.0,14.0,3.0
2014-05-12,31.0,34.0,9.0,11.0,8.0
2014-05-11,33.0,31.0,13.0,15.0,4.0
2014-05-11,34.0,32.0,9.0,15.0,5.0
2014-05-11,35.0,36.0,8.0,13.0,3.0
2014-05-09,28.0,33.0,10.0,20.0,3.0
2014-05-09,31.0,38.0,9.0,13.0,4.0
2014-05-08,32.0,36.0,8.0,16.0,4.0
2014-05-08,34.0,35.0,8.0,13.0,4.0
2014-05-08,29.0,33.0,9.0,20.0,4.0
2014-05-07,34.0,37.0,8.0,13.0,3.0
2014-05-06,34.0,35.0,9.0,14.0,3.0
2014-05-05,33.0,36.0,8.0,14.0,4.0
2014-05-03,33.0,34.0,8.0,18.0,4.0
2014-05-02,33.0,36.0,9.0,15.0,4.0
2014-05-01,33.0,36.0,10.0,15.0,2.0
2014-05-01,34.0,35.0,9.0,14.0,3.0
2014-05-01,33.0,36.0,10.0,14.0,3.0
2014-05-01,34.0,36.0,10.0,13.0,3.0
2014-04-30,31.0,37.0,9.0,15.0,3.0
2014-04-29,32.0,37.0,9.0,14.0,3.0
2014-04-28,32.0,37.0,10.0,15.0,2.0
2014-04-27,32.0,35.0,10.0,15.0,3.0
2014-04-25,31.0,36.0,9.0,15.0,4.0
2014-04-25,32.0,34.0,7.0,18.0,3.0
2014-04-24,35.0,35.0,9.0,13.0,3.0
2014-04-24,32.0,38.0,8.0,14.0,4.0
2014-04-23,32.0,37.0,10.0,15.0,2.0
2014-04-22,34.0,37.0,10.0,12.0,2.0
2014-04-21,33.0,36.0,10.0,13.0,3.0
2014-04-17,33.0,35.0,11.0,15.0,2.0
2014-04-16,34.0,35.0,9.0,14.0,3.0
2014-04-16,33.0,39.0,9.0,11.0,3.0
2014-04-15,34.0,37.0,10.0,13.0,2.0
2014-04-14,33.0,38.0,9.0,12.0,3.0
2014-04-13,30.0,36.0,9.0,12.0,4.0
2014-04-13,32.0,37.0,12.0,11.0,2.0
2014-04-13,33.0,35.0,11.0,13.0,2.0
2014-04-11,32.0,38.0,8.0,14.0,2.0
2014-04-10,29.0,35.0,7.0,20.0,4.0
2014-04-10,34.0,35.0,11.0,12.0,2.0
2014-04-10,32.0,38.0,8.0,14.0,2.0
2014-04-10,30.0,36.0,7.0,18.0,3.0
2014-04-09,33.0,36.0,10.0,14.0,2.0
2014-04-08,33.0,37.0,10.0,13.0,2.0
2014-04-07,33.0,36.0,10.0,14.0,2.0
2014-04-07,31.0,37.0,9.0,15.0,3.0
2014-04-06,34.0,37.0,9.0,14.0,3.0
2014-04-04,29.0,36.0,10.0,20.0,2.0
2014-04-04,34.0,39.0,9.0,12.0,2.0
2014-04-03,33.0,37.0,10.0,13.0,2.0
2014-04-03,32.0,38.0,10.0,13.0,3.0
2014-04-02,32.0,38.0,10.0,13.0,2.0
2014-04-01,33.0,37.0,10.0,12.0,2.0
2014-03-31,34.0,37.0,11.0,13.0,2.0
2014-03-30,34.0,37.0,10.0,11.0,3.0
2014-03-30,34.0,37.0,9.0,12.0,3.0
2014-03-28,33.0,40.0,9.0,11.0,2.0
2014-03-28,35.0,37.0,8.0,12.0,3.0
2014-03-28,32.0,33.0,10.0,15.0,3.0
2014-03-27,35.0,36.0,10.0,11.0,3.0
2014-03-26,35.0,37.0,9.0,11.0,2.0
2014-03-25,35.0,38.0,10.0,10.0,2.0
2014-03-24,36.0,38.0,10.0,10.0,2.0
2014-03-23,31.0,36.0,9.0,11.0,5.0
2014-03-23,34.0,35.0,10.0,13.0,2.0
2014-03-21,36.0,37.0,9.0,11.0,2.0
2014-03-21,34.0,35.0,9.0,15.0,2.0
2014-03-20,34.0,38.0,9.0,12.0,2.0
2014-03-20,34.0,39.0,10.0,10.0,2.0
2014-03-19,33.0,38.0,11.0,11.0,3.0
2014-03-18,34.0,38.0,11.0,11.0,3.0
2014-03-17,32.0,40.0,9.0,11.0,3.0
2014-03-16,32.0,36.0,10.0,13.0,3.0
2014-03-14,33.0,40.0,8.0,12.0,2.0
2014-03-13,32.0,35.0,9.0,16.0,3.0
2014-03-13,34.0,35.0,10.0,13.0,2.0
2014-03-13,33.0,38.0,11.0,10.0,2.0
2014-03-12,30.0,35.0,10.0,16.0,3.0
2014-03-12,35.0,37.0,9.0,13.0,2.0
2014-03-12,32.0,35.0,13.0,11.0,5.0
2014-03-11,34.0,38.0,10.0,12.0,2.0
2014-03-11,35.0,38.0,12.0,9.0,3.0
2014-03-10,32.0,39.0,8.0,13.0,3.0
2014-03-09,34.0,38.0,9.0,12.0,3.0
2014-03-07,32.0,39.0,10.0,14.0,2.0
2014-03-06,34.0,37.0,9.0,12.0,3.0
2014-03-06,31.0,40.0,9.0,13.0,3.0
2014-03-05,34.0,37.0,10.0,11.0,3.0
2014-03-04,34.0,38.0,9.0,13.0,2.0
2014-03-03,32.0,41.0,8.0,12.0,1.0
2014-03-02,30.0,38.0,10.0,11.0,4.0
2014-03-02,34.0,37.0,10.0,12.0,3.0
2014-02-28,33.0,38.0,9.0,13.0,2.0
2014-02-28,29.0,34.0,10.0,19.0,3.0
2014-02-27,33.0,38.0,9.0,13.0,3.0
2014-02-27,33.0,37.0,10.0,14.0,3.0
2014-02-27,34.0,39.0,8.0,12.0,3.0
2014-02-26,34.0,40.0,10.0,11.0,3.0
2014-02-25,33.0,39.0,10.0,11.0,3.0
2014-02-24,33.0,38.0,10.0,13.0,2.0
2014-02-23,32.0,37.0,10.0,15.0,2.0
2014-02-21,32.0,39.0,8.0,12.0,2.0
2014-02-20,32.0,38.0,9.0,13.0,3.0
2014-02-20,34.0,39.0,9.0,12.0,2.0
2014-02-19,33.0,37.0,10.0,12.0,3.0
2014-02-18,33.0,40.0,8.0,12.0,3.0
2014-02-17,33.0,40.0,9.0,11.0,2.0
2014-02-16,33.0,38.0,10.0,13.0,3.0
2014-02-14,32.0,39.0,9.0,12.0,3.0
2014-02-14,28.0,37.0,8.0,17.0,2.0
2014-02-13,32.0,38.0,9.0,14.0,3.0
2014-02-13,32.0,37.0,9.0,15.0,2.0
2014-02-13,33.0,39.0,9.0,12.0,2.0
2014-02-12,32.0,39.0,8.0,13.0,2.0
2014-02-11,34.0,39.0,10.0,11.0,2.0
2014-02-10,33.0,39.0,10.0,12.0,2.0
2014-02-09,34.0,38.0,10.0,11.0,3.0
2014-02-09,34.0,36.0,11.0,12.0,3.0
2014-02-07,35.0,39.0,10.0,10.0,3.0
2014-02-06,33.0,36.0,9.0,15.0,2.0
2014-02-06,32.0,38.0,10.0,14.0,2.0
2014-02-05,35.0,39.0,9.0,10.0,2.0
2014-02-04,33.0,39.0,8.0,13.0,3.0
2014-02-03,33.0,38.0,11.0,11.0,1.0
2014-02-03,31.0,38.0,12.0,10.0,3.0
2014-02-02,32.0,41.0,11.0,9.0,3.0
2014-01-31,34.0,39.0,8.0,11.0,3.0
2014-01-31,29.0,36.0,8.0,17.0,3.0
2014-01-30,32.0,39.0,11.0,10.0,3.0
2014-01-30,32.0,42.0,8.0,12.0,2.0
2014-01-29,35.0,38.0,10.0,11.0,2.0
2014-01-28,34.0,37.0,9.0,12.0,3.0
2014-01-27,35.0,37.0,9.0,13.0,2.0
2014-01-26,32.0,33.0,9.0,14.0,5.0
2014-01-26,33.0,40.0,11.0,8.0,3.0
2014-01-24,32.0,39.0,9.0,13.0,2.0
2014-01-23,32.0,40.0,11.0,9.0,3.0
2014-01-23,35.0,38.0,8.0,12.0,2.0
2014-01-22,32.0,40.0,8.0,12.0,3.0
2014-01-21,34.0,38.0,9.0,13.0,3.0
2014-01-20,32.0,40.0,11.0,12.0,2.0
2014-01-20,30.0,38.0,8.0,16.0,3.0
2014-01-19,32.0,39.0,12.0,9.0,3.0
2014-01-17,33.0,39.0,8.0,13.0,2.0
2014-01-16,30.0,35.0,8.0,19.0,3.0
2014-01-16,33.0,40.0,13.0,9.0,2.0
2014-01-16,32.0,39.0,10.0,12.0,2.0
2014-01-16,30.0,36.0,8.0,17.0,3.0
2014-01-15,30.0,34.0,12.0,18.0,2.0
2014-01-15,33.0,39.0,10.0,12.0,2.0
2014-01-14,34.0,37.0,9.0,13.0,2.0
2014-01-14,30.0,39.0,13.0,11.0,3.0
2014-01-13,33.0,38.0,11.0,12.0,2.0
2014-01-12,32.0,35.0,14.0,10.0,3.0
2014-01-11,33.0,38.0,12.0,9.0,3.0
2014-01-10,31.0,40.0,9.0,14.0,2.0
2014-01-09,33.0,40.0,11.0,8.0,3.0
2014-01-09,32.0,38.0,9.0,13.0,2.0
2014-01-08,32.0,38.0,9.0,13.0,3.0
2014-01-07,32.0,37.0,10.0,14.0,3.0
2014-01-06,32.0,40.0,9.0,12.0,2.0
2014-01-03,31.0,35.0,11.0,16.0,2.0
2014-01-02,30.0,37.0,8.0,17.0,3.0
2013-12-22,35.0,37.0,12.0,9.0,3.0
2013-12-20,34.0,40.0,9.0,11.0,2.0
2013-12-19,32.0,40.0,12.0,8.0,3.0
2013-12-19,34.0,39.0,11.0,12.0,1.0
2013-12-18,34.0,38.0,10.0,11.0,2.0
2013-12-17,33.0,41.0,10.0,11.0,2.0
2013-12-16,36.0,38.0,8.0,11.0,2.0
2013-12-15,32.0,37.0,9.0,10.0,5.0
2013-12-15,33.0,40.0,13.0,8.0,2.0
2013-12-13,32.0,38.0,9.0,13.0,2.0
2013-12-13,29.0,36.0,8.0,18.0,4.0
2013-12-13,30.0,37.0,8.0,16.0,4.0
2013-12-12,33.0,38.0,13.0,9.0,3.0
2013-12-12,35.0,39.0,9.0,11.0,2.0
2013-12-11,33.0,39.0,9.0,13.0,2.0
2013-12-10,34.0,39.0,9.0,12.0,2.0
2013-12-09,33.0,38.0,10.0,13.0,2.0
2013-12-09,33.0,37.0,9.0,10.0,5.0
2013-12-08,32.0,37.0,12.0,9.0,3.0
2013-12-08,33.0,41.0,11.0,7.0,3.0
2013-12-06,34.0,39.0,10.0,11.0,3.0
2013-12-05,34.0,38.0,13.0,7.0,3.0
2013-12-05,29.0,41.0,9.0,14.0,2.0
2013-12-04,34.0,40.0,10.0,10.0,3.0
2013-12-03,32.0,40.0,9.0,12.0,3.0
2013-12-02,32.0,38.0,10.0,12.0,2.0
2013-12-01,33.0,40.0,10.0,9.0,3.0
2013-11-29,30.0,38.0,10.0,15.0,2.0
2013-11-29,28.0,35.0,8.0,19.0,4.0
2013-11-28,35.0,38.0,12.0,7.0,3.0
2013-11-28,33.0,39.0,8.0,14.0,2.0
2013-11-27,32.0,39.0,10.0,13.0,2.0
2013-11-26,32.0,39.0,10.0,12.0,3.0
2013-11-25,32.0,40.0,10.0,12.0,2.0
2013-11-24,32.0,37.0,9.0,11.0,3.0
2013-11-24,34.0,39.0,12.0,7.0,2.0
2013-11-22,29.0,36.0,10.0,18.0,3.0
2013-11-22,33.0,40.0,9.0,11.0,2.0
2013-11-21,33.0,38.0,11.0,11.0,2.0
2013-11-21,32.0,39.0,10.0,12.0,2.0
2013-11-20,32.0,40.0,9.0,12.0,3.0
2013-11-19,34.0,38.0,10.0,11.0,2.0
2013-11-18,32.0,39.0,11.0,12.0,2.0
2013-11-17,32.0,41.0,10.0,9.0,2.0
2013-11-15,33.0,39.0,10.0,12.0,2.0
2013-11-15,29.0,35.0,10.0,17.0,5.0
2013-11-14,31.0,40.0,11.0,10.0,3.0
2013-11-14,32.0,40.0,10.0,13.0,2.0
2013-11-14,28.0,37.0,9.0,16.0,4.0
2013-11-13,31.0,39.0,9.0,13.0,2.0
2013-11-12,32.0,42.0,8.0,10.0,3.0
2013-11-11,33.0,40.0,9.0,11.0,3.0
2013-11-11,32.0,38.0,8.0,8.0,7.0
2013-11-11,30.0,38.0,8.0,12.0,4.0
2013-11-10,30.0,38.0,13.0,10.0,3.0
2013-11-10,31.0,39.0,11.0,10.0,3.0
2013-11-10,30.0,39.0,8.0,16.0,3.0
2013-11-08,34.0,39.0,10.0,11.0,2.0
2013-11-07,32.0,39.0,12.0,9.0,3.0
2013-11-07,33.0,39.0,10.0,11.0,2.0
2013-11-06,33.0,40.0,9.0,12.0,3.0
2013-11-05,34.0,40.0,8.0,11.0,2.0
2013-11-04,33.0,40.0,9.0,12.0,2.0
2013-11-03,34.0,39.0,10.0,10.0,3.0
2013-11-03,34.0,39.0,12.0,9.0,3.0
2013-11-01,32.0,41.0,8.0,12.0,2.0
2013-11-01,31.0,37.0,7.0,16.0,3.0
2013-10-31,33.0,40.0,11.0,9.0,2.0
2013-10-31,35.0,39.0,9.0,10.0,2.0
2013-10-30,33.0,40.0,8.0,11.0,2.0
2013-10-29,33.0,39.0,10.0,11.0,2.0
2013-10-28,31.0,40.0,9.0,12.0,3.0
2013-10-27,28.0,36.0,11.0,12.0,5.0
2013-10-27,33.0,38.0,12.0,9.0,3.0
2013-10-25,29.0,35.0,12.0,17.0,2.0
2013-10-25,33.0,39.0,9.0,12.0,3.0
2013-10-24,34.0,39.0,11.0,10.0,3.0
2013-10-24,32.0,38.0,10.0,13.0,3.0
2013-10-23,32.0,39.0,9.0,11.0,3.0
2013-10-22,32.0,40.0,10.0,13.0,2.0
2013-10-21,33.0,38.0,9.0,13.0,2.0
2013-10-21,29.0,37.0,10.0,16.0,3.0
2013-10-19,34.0,37.0,14.0,8.0,3.0
2013-10-18,33.0,39.0,10.0,11.0,2.0
2013-10-18,32.0,35.0,9.0,16.0,3.0
2013-10-18,27.0,38.0,9.0,17.0,4.0
2013-10-17,33.0,39.0,12.0,9.0,2.0
2013-10-17,34.0,40.0,9.0,11.0,2.0
2013-10-16,35.0,39.0,8.0,12.0,2.0
2013-10-15,34.0,39.0,9.0,11.0,2.0
2013-10-15,35.0,35.0,9.0,10.0,4.0
2013-10-14,37.0,38.0,10.0,10.0,2.0
2013-10-14,34.0,36.0,9.0,13.0,3.0
2013-10-13,34.0,39.0,12.0,8.0,3.0
2013-10-13,34.0,38.0,12.0,8.0,3.0
2013-10-11,27.0,37.0,11.0,18.0,2.0
2013-10-11,34.0,39.0,9.0,11.0,3.0
2013-10-10,34.0,39.0,12.0,8.0,3.0
2013-10-10,33.0,40.0,10.0,11.0,2.0
2013-10-09,32.0,38.0,11.0,13.0,3.0
2013-10-08,33.0,39.0,10.0,10.0,3.0
2013-10-07,35.0,39.0,9.0,10.0,3.0
2013-10-06,33.0,40.0,10.0,10.0,3.0
2013-10-04,33.0,38.0,11.0,13.0,2.0
2013-10-04,31.0,36.0,7.0,15.0,4.0
2013-10-03,33.0,38.0,11.0,10.0,3.0
2013-10-03,35.0,38.0,9.0,10.0,2.0
2013-10-02,34.0,40.0,9.0,10.0,3.0
2013-10-01,31.0,41.0,8.0,12.0,2.0
2013-09-30,33.0,39.0,11.0,13.0,2.0
2013-09-29,33.0,37.0,11.0,11.0,3.0
2013-09-29,36.0,39.0,11.0,7.0,3.0
2013-09-27,31.0,42.0,9.0,13.0,2.0
2013-09-26,34.0,37.0,12.0,9.0,2.0
2013-09-26,33.0,40.0,9.0,11.0,2.0
2013-09-25,32.0,41.0,8.0,11.0,3.0
2013-09-24,34.0,39.0,10.0,10.0,3.0
2013-09-23,32.0,40.0,10.0,12.0,2.0
2013-09-22,33.0,38.0,12.0,9.0,3.0
2013-09-22,33.0,39.0,14.0,9.0,2.0
2013-09-20,33.0,37.0,11.0,11.0,3.0
2013-09-20,29.0,36.0,7.0,17.0,4.0
2013-09-19,33.0,39.0,11.0,9.0,3.0
2013-09-19,28.0,36.0,10.0,17.0,4.0
2013-09-19,34.0,35.0,11.0,11.0,3.0
2013-09-18,36.0,36.0,10.0,12.0,2.0
2013-09-17,33.0,37.0,9.0,13.0,3.0
2013-09-16,34.0,37.0,10.0,12.0,3.0
2013-09-16,29.0,39.0,9.0,14.0,2.0
2013-09-15,32.0,36.0,14.0,9.0,4.0
2013-09-15,33.0,40.0,11.0,9.0,2.0
2013-09-13,33.0,38.0,9.0,12.0,3.0
2013-09-12,34.0,41.0,10.0,7.0,3.0
2013-09-12,34.0,38.0,8.0,13.0,3.0
2013-09-11,32.0,39.0,10.0,12.0,2.0
2013-09-10,33.0,39.0,9.0,11.0,3.0
2013-09-09,33.0,38.0,8.0,14.0,3.0
2013-09-09,34.0,37.0,10.0,11.0,3.0
2013-09-08,34.0,37.0,13.0,9.0,2.0
2013-09-06,34.0,38.0,9.0,12.0,3.0
2013-09-06,30.0,35.0,7.0,17.0,4.0
2013-09-05,33.0,37.0,14.0,8.0,3.0
2013-09-05,31.0,38.0,10.0,13.0,2.0
2013-09-04,33.0,39.0,10.0,12.0,2.0
2013-09-03,33.0,37.0,9.0,13.0,3.0
2013-09-02,33.0,40.0,9.0,12.0,2.0
2013-09-02,28.0,39.0,11.0,13.0,3.0
2013-09-01,30.0,35.0,11.0,14.0,4.0
2013-09-01,31.0,37.0,12.0,10.0,4.0
2013-09-01,34.0,38.0,12.0,8.0,3.0
2013-08-31,31.0,41.0,9.0,13.0,2.0
2013-08-30,29.0,37.0,11.0,17.0,2.0
2013-08-29,33.0,39.0,12.0,9.0,2.0
2013-08-29,33.0,37.0,10.0,12.0,3.0
2013-08-28,34.0,37.0,11.0,12.0,2.0
2013-08-27,34.0,39.0,8.0,12.0,2.0
2013-08-26,33.0,37.0,13.0,10.0,2.0
2013-08-23,32.0,38.0,10.0,13.0,3.0
2013-08-23,29.0,36.0,8.0,18.0,4.0
2013-08-22,30.0,38.0,12.0,12.0,3.0
2013-08-22,32.0,39.0,11.0,10.0,2.0
2013-08-21,34.0,37.0,9.0,13.0,3.0
2013-08-20,32.0,39.0,10.0,12.0,3.0
2013-08-19,31.0,38.0,10.0,14.0,3.0
2013-08-18,32.0,38.0,12.0,11.0,3.0
2013-08-16,32.0,38.0,10.0,13.0,3.0
2013-08-15,36.0,39.0,10.0,8.0,2.0
2013-08-15,34.0,39.0,9.0,11.0,2.0
2013-08-15,28.0,37.0,8.0,19.0,3.0
2013-08-14,32.0,38.0,11.0,13.0,2.0
2013-08-13,35.0,38.0,10.0,11.0,2.0
2013-08-12,33.0,40.0,8.0,13.0,2.0
2013-08-12,30.0,40.0,10.0,11.0,6.0
2013-08-11,32.0,35.0,14.0,10.0,3.0
2013-08-11,33.0,39.0,12.0,10.0,2.0
2013-08-09,33.0,41.0,9.0,10.0,3.0
2013-08-08,34.0,38.0,9.0,12.0,2.0
2013-08-08,29.0,36.0,9.0,17.0,3.0
2013-08-07,31.0,39.0,11.0,11.0,4.0
2013-08-06,32.0,39.0,10.0,11.0,2.0
2013-08-05,34.0,38.0,11.0,12.0,2.0
2013-08-04,33.0,38.0,12.0,9.0,3.0
2013-08-02,28.0,36.0,11.0,18.0,1.0
2013-08-02,32.0,38.0,10.0,13.0,2.0
2013-08-01,29.0,40.0,11.0,12.0,3.0
2013-08-01,34.0,40.0,10.0,11.0,3.0
2013-07-31,33.0,38.0,10.0,14.0,2.0
2013-07-30,34.0,40.0,11.0,10.0,2.0
2013-07-29,33.0,40.0,10.0,12.0,2.0
2013-07-28,34.0,39.0,11.0,8.0,3.0
2013-07-27,34.0,37.0,10.0,12.0,4.0
2013-07-26,33.0,39.0,10.0,11.0,2.0
2013-07-26,28.0,39.0,8.0,16.0,3.0
2013-07-25,32.0,39.0,11.0,10.0,3.0
2013-07-25,32.0,38.0,11.0,11.0,3.0
2013-07-24,35.0,39.0,8.0,11.0,3.0
2013-07-23,32.0,39.0,11.0,12.0,2.0
2013-07-22,35.0,38.0,11.0,10.0,2.0
2013-07-22,28.0,38.0,9.0,16.0,2.0
2013-07-21,32.0,39.0,12.0,9.0,2.0
2013-07-19,32.0,39.0,10.0,11.0,2.0
2013-07-18,33.0,38.0,11.0,11.0,2.0
2013-07-18,31.0,39.0,12.0,10.0,3.0
2013-07-17,31.0,37.0,12.0,13.0,3.0
2013-07-16,32.0,38.0,10.0,12.0,2.0
2013-07-15,31.0,40.0,11.0,11.0,2.0
2013-07-14,36.0,36.0,13.0,7.0,3.0
2013-07-14,31.0,38.0,13.0,10.0,4.0
2013-07-12,30.0,41.0,10.0,13.0,2.0
2013-07-12,28.0,36.0,9.0,20.0,4.0
2013-07-12,27.0,38.0,6.0,19.0,4.0
2013-07-11,28.0,36.0,8.0,18.0,4.0
2013-07-10,32.0,37.0,11.0,12.0,3.0
2013-07-09,31.0,39.0,10.0,13.0,3.0
2013-07-08,34.0,40.0,10.0,10.0,2.0
2013-07-05,33.0,39.0,11.0,12.0,2.0
2013-07-04,31.0,39.0,11.0,12.0,2.0
2013-07-03,23.0,36.0,10.0,22.0,4.0
2013-07-03,32.0,40.0,9.0,13.0,2.0
2013-07-02,32.0,40.0,9.0,12.0,3.0
2013-07-01,33.0,38.0,8.0,12.0,2.0
2013-06-28,33.0,38.0,11.0,11.0,2.0
2013-06-28,27.0,37.0,7.0,19.0,3.0
2013-06-27,33.0,39.0,10.0,13.0,3.0
2013-06-26,31.0,42.0,11.0,10.0,3.0
2013-06-25,32.0,40.0,11.0,11.0,2.0
2013-06-24,32.0,39.0,9.0,12.0,3.0
2013-06-23,30.0,36.0,10.0,14.0,5.0
2013-06-21,31.0,39.0,10.0,13.0,3.0
2013-06-20,31.0,39.0,11.0,14.0,2.0
2013-06-19,32.0,38.0,10.0,13.0,2.0
2013-06-18,31.0,38.0,10.0,12.0,2.0
2013-06-17,31.0,40.0,10.0,13.0,2.0
2013-06-14,30.0,39.0,10.0,14.0,2.0
2013-06-14,27.0,36.0,7.0,20.0,3.0
2013-06-13,26.0,35.0,10.0,19.0,4.0
2013-06-13,32.0,39.0,10.0,12.0,2.0
2013-06-12,30.0,38.0,11.0,12.0,3.0
2013-06-11,30.0,38.0,9.0,16.0,3.0
2013-06-10,28.0,39.0,11.0,15.0,2.0
2013-06-10,31.0,35.0,10.0,12.0,4.0
2013-06-10,27.0,36.0,8.0,19.0,3.0
2013-06-09,29.0,36.0,12.0,12.0,2.0
2013-06-07,30.0,40.0,9.0,14.0,2.0
2013-06-06,32.0,39.0,10.0,13.0,3.0
2013-06-05,30.0,39.0,10.0,14.0,3.0
2013-06-04,30.0,40.0,10.0,14.0,2.0
2013-06-03,31.0,38.0,10.0,16.0,2.0
2013-06-03,24.0,37.0,10.0,19.0,3.0
2013-06-02,27.0,37.0,9.0,15.0,12.0
2013-05-31,30.0,39.0,10.0,15.0,2.0
2013-05-31,26.0,37.0,6.0,21.0,4.0
2013-05-30,25.0,36.0,10.0,20.0,4.0
2013-05-30,30.0,38.0,11.0,14.0,3.0
2013-05-29,30.0,37.0,11.0,14.0,3.0
2013-05-29,27.0,38.0,9.0,18.0,3.0
2013-05-28,29.0,39.0,10.0,15.0,3.0
2013-05-26,30.0,34.0,10.0,17.0,2.0
2013-05-24,24.0,35.0,10.0,22.0,4.0
2013-05-24,30.0,40.0,10.0,14.0,2.0
2013-05-24,26.0,37.0,9.0,20.0,3.0
2013-05-23,29.0,42.0,11.0,13.0,2.0
2013-05-22,29.0,39.0,11.0,16.0,1.0
2013-05-21,27.0,38.0,10.0,16.0,4.0
2013-05-20,31.0,39.0,10.0,14.0,2.0
2013-05-17,29.0,40.0,9.0,14.0,3.0
2013-05-16,29.0,35.0,8.0,19.0,4.0
2013-05-16,31.0,39.0,9.0,15.0,2.0
2013-05-16,27.0,37.0,7.0,20.0,4.0
2013-05-16,28.0,37.0,7.0,18.0,4.0
2013-05-15,30.0,40.0,10.0,14.0,2.0
2013-05-14,30.0,40.0,10.0,15.0,2.0
2013-05-13,31.0,38.0,10.0,14.0,2.0
2013-05-13,31.0,34.0,10.0,13.0,5.0
2013-05-12,28.0,34.0,11.0,18.0,2.0
2013-05-10,30.0,39.0,9.0,16.0,3.0
2013-05-09,30.0,39.0,10.0,14.0,2.0
2013-05-08,27.0,38.0,11.0,17.0,2.0
2013-05-07,29.0,39.0,9.0,16.0,2.0
2013-05-03,30.0,40.0,11.0,12.0,2.0
2013-05-02,32.0,43.0,9.0,10.0,1.0
2013-05-02,28.0,35.0,9.0,17.0,4.0
2013-05-01,33.0,39.0,10.0,13.0,2.0
2013-04-30,30.0,39.0,11.0,14.0,2.0
2013-04-29,30.0,39.0,11.0,14.0,3.0
2013-04-28,32.0,38.0,9.0,13.0,4.0
2013-04-28,29.0,36.0,12.0,16.0,3.0
2013-04-26,31.0,40.0,11.0,11.0,3.0
2013-04-25,32.0,40.0,11.0,12.0,2.0
2013-04-24,31.0,39.0,10.0,11.0,3.0
2013-04-23,33.0,40.0,10.0,12.0,3.0
2013-04-22,32.0,39.0,11.0,13.0,2.0
2013-04-19,32.0,40.0,11.0,10.0,2.0
2013-04-18,33.0,40.0,10.0,11.0,2.0
2013-04-18,29.0,35.0,8.0,17.0,4.0
2013-04-17,30.0,41.0,10.0,12.0,2.0
2013-04-16,33.0,40.0,10.0,11.0,2.0
2013-04-15,29.0,38.0,10.0,15.0,4.0
2013-04-15,31.0,39.0,12.0,12.0,2.0
2013-04-14,32.0,38.0,15.0,9.0,2.0
2013-04-13,27.0,39.0,8.0,16.0,3.0
2013-04-12,31.0,42.0,12.0,11.0,2.0
2013-04-11,30.0,38.0,8.0,15.0,3.0
2013-04-11,32.0,42.0,9.0,11.0,2.0
2013-04-10,28.0,42.0,12.0,11.0,2.0
2013-04-09,33.0,41.0,10.0,10.0,2.0
2013-04-08,30.0,40.0,12.0,12.0,2.0
2013-04-08,25.0,40.0,10.0,14.0,4.0
2013-04-05,30.0,40.0,11.0,13.0,2.0
2013-04-04,30.0,42.0,11.0,12.0,2.0
2013-04-04,28.0,38.0,8.0,17.0,3.0
2013-04-03,33.0,41.0,9.0,11.0,2.0
2013-04-02,30.0,43.0,11.0,10.0,3.0
2013-03-28,29.0,42.0,11.0,13.0,2.0
2013-03-27,30.0,40.0,12.0,13.0,2.0
2013-03-26,30.0,39.0,13.0,12.0,2.0
2013-03-25,30.0,41.0,13.0,11.0,2.0
2013-03-25,27.0,37.0,10.0,17.0,3.0
