Date,Con,Lab,Lib Dem
1992-04-09,42.8,35.2,18.3
1992-04-08,39.0,42.0,17.0
1992-04-08,38.5,38.0,20.0
1992-04-08,38.0,39.0,20.0
1992-04-07,38.0,38.0,20.0
1992-04-07,38.0,40.0,18.0
1992-04-06,37.0,40.0,20.0
1992-04-04,37.0,38.0,21.0
1992-04-04,38.0,40.0,17.0
1992-04-03,35.0,41.0,20.0
1992-04-03,37.0,39.0,21.0
1992-04-03,37.5,37.5,21.0
1992-04-03,38.0,41.0,17.0
1992-04-03,36.2,38.7,20.4
1992-04-01,37.0,39.0,19.0
1992-04-01,38.0,37.5,20.5
1992-03-31,37.0,39.0,19.0
1992-03-31,39.8,39.6,17.2
1992-03-31,35.0,41.0,19.0
1992-03-30,37.0,41.0,18.0
1992-03-30,40.0,39.0,17.0
1992-03-29,35.0,42.0,19.0
1992-03-28,37.0,39.0,19.0
1992-03-28,39.0,40.0,16.0
1992-03-27,37.0,41.0,18.0
1992-03-27,38.0,40.0,20.0
1992-03-27,40.0,38.0,17.0
1992-03-25,36.0,38.0,20.0
1992-03-25,39.0,42.0,14.0
1992-03-24,40.0,40.5,16.5
1992-03-24,38.0,41.0,17.0
1992-03-24,39.0,40.0,17.0
1992-03-23,38.0,39.0,19.0
1992-03-23,43.0,38.0,15.0
1992-03-23,38.0,42.0,16.0
1992-03-21,38.0,41.0,17.0
1992-03-21,38.0,40.0,16.0
1992-03-20,39.0,41.0,15.0
1992-03-20,38.0,41.0,19.0
1992-03-20,40.0,39.0,17.0
1992-03-18,37.0,42.0,16.0
1992-03-18,40.5,38.5,18.0
1992-03-17,38.0,42.0,17.0
1992-03-16,38.0,43.0,16.0
1992-03-16,41.0,38.0,17.0
1992-03-13,38.0,43.0,16.0
1992-03-13,39.0,40.0,16.0
1992-03-13,37.0,41.0,17.0
1992-03-13,40.0,39.0,16.0
1992-03-13,40.0,41.0,14.0
1992-03-12,39.0,40.0,16.0
1992-03-12,38.0,41.0,16.0
1992-03-12,40.0,43.0,12.0
1992-03-11,41.0,38.5,15.0
1992-03-10,41.0,40.0,15.0
1992-03-07,37.0,38.0,20.0
1992-03-07,38.0,41.0,16.0
1992-03-06,39.0,42.0,15.0
1992-03-02,39.0,40.0,14.0
1992-02-25,38.5,38.5,18.5
1992-02-25,37.0,37.5,20.0
1992-02-23,39.0,40.0,18.0
1992-02-22,36.0,38.0,18.0
1992-02-18,38.0,41.0,17.0
1992-02-17,39.0,37.0,19.0
1992-02-14,38.0,42.0,15.0
1992-02-13,40.0,39.0,16.0
1992-02-11,39.0,40.0,15.0
1992-02-08,40.0,37.5,17.5
1992-02-07,40.0,40.0,16.0
1992-02-06,38.0,42.0,15.0
1992-02-03,39.0,40.0,17.0
1992-01-28,42.5,37.5,14.0
1992-01-26,38.0,39.5,17.5
1992-01-25,40.0,40.0,15.0
1992-01-23,41.0,40.0,13.0
1992-01-21,41.0,40.0,14.0
1992-01-21,40.0,38.0,16.5
1992-01-17,42.0,39.0,16.0
1992-01-16,41.0,42.0,14.0
1992-01-13,42.0,43.0,13.0
1992-01-13,42.0,37.5,16.0
1992-01-11,40.0,43.0,13.0
1992-01-08,42.0,41.0,12.0
1992-01-08,40.0,45.0,12.0
1991-12-27,38.0,44.0,14.0
1991-12-15,42.0,41.5,13.0
1991-12-13,41.0,40.0,14.0
1991-12-07,39.0,42.0,14.0
1991-12-05,40.0,43.0,12.0
1991-12-02,39.5,37.0,19.0
1991-12-02,39.0,40.0,16.0
1991-11-25,40.0,42.0,15.0
1991-11-25,40.0,41.0,15.0
1991-11-23,41.0,43.0,13.0
1991-11-23,39.0,41.0,16.0
1991-11-14,39.0,44.0,13.0
1991-11-09,41.0,43.0,13.0
1991-11-04,36.0,44.0,15.5
1991-11-01,42.0,41.0,13.0
1991-10-28,37.0,42.0,16.0
1991-10-27,39.0,45.0,12.0
1991-10-26,40.0,42.0,13.0
1991-10-21,39.0,45.0,12.0
1991-10-21,39.0,45.0,12.0
1991-10-17,39.0,46.0,12.0
1991-10-12,41.0,43.0,12.0
1991-10-05,39.0,46.0,13.0
1991-10-04,39.5,41.5,15.0
1991-10-03,40.0,42.0,13.0
1991-09-30,42.0,38.0,15.0
1991-09-30,41.0,37.0,14.0
1991-09-28,40.0,42.0,14.0
1991-09-26,40.0,41.0,13.0
1991-09-26,40.0,39.0,16.0
1991-09-24,39.0,39.0,17.0
1991-09-23,40.0,38.5,16.0
1991-09-23,39.0,42.0,14.0
1991-09-20,39.0,43.0,14.0
1991-09-14,39.0,39.0,17.0
1991-09-13,41.0,37.0,17.0
1991-09-12,43.0,38.0,16.0
1991-09-07,41.0,39.0,15.0
1991-09-02,39.5,35.0,19.5
1991-08-27,42.0,40.0,14.0
1991-08-24,40.0,43.0,12.0
1991-08-19,38.0,44.0,12.0
1991-08-15,40.0,41.0,14.0
1991-08-10,36.0,45.0,16.0
1991-08-05,36.0,41.0,16.5
1991-08-01,39.0,40.0,15.0
1991-07-29,35.0,43.0,15.0
1991-07-24,38.0,44.0,13.0
1991-07-22,38.0,43.0,15.0
1991-07-20,37.0,44.0,16.0
1991-07-18,39.0,42.0,14.0
1991-07-15,39.0,43.0,13.0
1991-07-06,37.0,43.0,16.0
1991-07-01,37.0,40.5,17.0
1991-06-27,41.0,42.0,13.0
1991-06-24,39.0,41.0,15.0
1991-06-21,35.0,44.0,17.0
1991-06-21,39.0,38.0,17.0
1991-06-17,37.0,45.0,14.0
1991-06-13,35.0,45.0,16.0
1991-06-08,34.0,44.0,17.0
1991-06-03,33.5,41.5,21.0
1991-06-02,36.0,43.0,15.0
1991-06-01,37.0,43.0,16.0
1991-06-01,41.0,42.0,13.0
1991-05-28,37.0,43.0,16.0
1991-05-25,37.0,41.0,16.0
1991-05-20,36.0,44.0,15.0
1991-05-18,39.0,39.0,19.0
1991-05-16,38.0,42.0,16.0
1991-05-11,37.0,43.0,16.0
1991-05-06,38.5,38.0,18.0
1991-04-29,43.0,38.0,14.0
1991-04-27,47.0,37.0,14.0
1991-04-27,39.0,41.0,14.0
1991-04-26,41.0,41.0,14.0
1991-04-26,42.0,39.0,14.0
1991-04-22,42.0,40.0,15.0
1991-04-22,41.0,41.0,13.0
1991-04-18,40.0,40.0,14.0
1991-04-06,39.0,43.0,13.0
1991-04-03,38.0,40.0,19.0
1991-03-30,39.5,34.5,18.0
1991-03-25,40.0,40.0,16.0
1991-03-24,41.0,40.0,15.0
1991-03-22,38.0,44.0,15.0
1991-03-21,37.0,40.0,14.0
1991-03-14,40.0,39.0,17.0
1991-03-12,44.0,32.0,19.0
1991-03-11,38.0,39.0,18.0
1991-03-09,39.0,40.0,16.0
1991-03-08,41.0,37.0,16.0
1991-03-05,43.0,38.0,11.0
1991-03-04,47.0,39.0,9.0
1991-03-01,45.0,36.5,13.0
1991-02-25,44.0,41.0,11.0
1991-02-23,44.0,43.0,9.0
1991-02-16,47.0,40.0,8.0
1991-02-14,46.0,42.0,8.0
1991-02-13,45.0,42.0,9.0
1991-02-09,44.0,42.0,9.0
1991-02-04,42.0,42.5,10.0
1991-02-04,46.0,39.0,8.0
1991-02-03,47.0,39.0,9.0
1991-01-28,51.0,34.0,8.0
1991-01-21,46.0,41.0,9.0
1991-01-17,46.0,41.0,9.0
1991-01-14,43.0,44.0,8.0
1991-01-12,43.0,43.0,10.0
1991-01-11,47.0,41.0,7.0
1991-01-10,44.0,42.0,11.0
1991-01-07,43.0,41.5,10.0
1991-01-06,39.0,43.0,11.0
1990-12-28,41.0,45.0,9.0
1990-12-13,44.0,40.0,10.0
1990-12-10,43.0,40.5,10.5
1990-12-10,47.0,42.0,7.0
1990-12-08,45.0,43.0,9.0
1990-12-03,49.0,36.0,9.0
1990-12-01,48.0,40.0,8.0
1990-11-28,49.0,38.0,9.0
1990-11-26,44.0,37.0,12.0
1990-11-26,44.0,41.0,10.0
1990-11-26,49.0,38.0,9.0
1990-11-23,43.0,41.5,11.0
1990-11-23,46.0,40.0,10.0
1990-11-19,38.0,46.0,12.0
1990-11-19,36.0,44.5,10.5
1990-11-19,40.0,45.0,11.0
1990-11-18,35.0,48.0,11.0
1990-11-17,42.0,44.0,11.0
1990-11-16,37.0,48.0,11.0
1990-11-16,37.0,49.0,9.0
1990-11-15,34.0,49.0,13.0
1990-11-15,34.0,49.0,13.0
1990-11-15,41.0,45.0,10.0
1990-11-14,32.0,46.0,15.0
1990-11-10,33.0,49.0,13.0
1990-11-03,32.0,49.0,13.0
1990-11-03,30.0,51.0,12.0
1990-10-29,36.0,40.0,13.0
1990-10-29,31.5,46.0,15.5
1990-10-28,32.0,48.0,14.0
1990-10-27,34.0,44.0,14.0
1990-10-22,33.0,49.0,14.0
1990-10-22,35.0,45.0,15.0
1990-10-13,36.0,49.0,9.0
1990-10-01,31.5,46.0,14.0
1990-09-29,33.0,52.0,10.0
1990-09-24,38.0,45.0,12.0
1990-09-24,39.0,44.0,12.0
1990-09-22,35.0,44.0,12.0
1990-09-20,38.0,46.0,10.0
1990-09-08,37.0,50.0,8.0
1990-09-08,31.5,46.0,14.0
1990-09-03,35.5,48.0,8.5
1990-09-03,38.0,45.0,6.0
1990-09-01,32.0,45.0,15.0
1990-08-25,37.0,51.0,6.0
1990-08-23,38.0,46.0,10.0
1990-08-20,35.0,50.0,10.0
1990-08-13,36.0,48.0,7.0
1990-08-11,38.0,49.0,9.0
1990-07-30,35.0,46.0,9.0
1990-07-30,33.5,48.0,11.5
1990-07-23,38.0,46.0,10.0
1990-07-21,36.0,52.0,7.0
1990-07-19,37.0,49.0,7.0
1990-07-16,37.0,50.0,7.0
1990-07-07,35.0,51.0,8.0
1990-07-02,36.0,47.0,9.0
1990-07-02,39.0,44.0,7.0
1990-06-23,36.0,53.0,5.0
1990-06-21,37.0,48.0,8.0
1990-06-18,37.0,48.0,8.0
1990-06-18,38.0,49.0,8.0
1990-06-09,35.0,54.0,5.0
1990-06-08,36.0,49.0,9.0
1990-06-04,29.5,53.0,7.5
1990-05-28,37.0,47.0,5.0
1990-05-26,36.0,50.0,5.0
1990-05-24,32.0,50.0,9.0
1990-05-21,34.0,49.0,8.0
1990-05-21,35.0,48.0,8.0
1990-05-12,32.0,50.0,8.0
1990-05-04,34.0,47.0,8.0
1990-04-30,32.0,49.0,6.0
1990-04-30,32.0,47.0,7.5
1990-04-28,31.0,51.0,7.0
1990-04-28,30.0,53.0,8.0
1990-04-24,31.0,54.0,6.0
1990-04-22,29.0,54.0,7.0
1990-04-19,32.0,54.0,7.0
1990-04-07,30.0,54.0,5.0
1990-04-07,32.0,56.0,4.0
1990-04-06,32.0,54.0,5.0
1990-04-02,28.0,52.5,7.5
1990-03-26,30.0,51.0,6.0
1990-03-24,33.0,52.0,6.0
1990-03-23,28.0,55.0,7.0
1990-03-22,29.0,57.0,6.0
1990-03-20,31.0,54.0,6.0
1990-03-12,33.0,51.0,6.0
1990-03-10,31.0,52.0,5.0
1990-02-26,31.0,49.5,7.0
1990-02-26,34.0,46.0,7.0
1990-02-24,33.0,52.0,6.0
1990-02-22,36.0,48.0,8.0
1990-02-19,34.0,51.0,5.0
1990-02-12,36.0,48.0,6.0
1990-02-10,36.0,51.0,5.0
1990-01-29,32.5,48.0,8.0
1990-01-29,38.0,47.0,5.0
1990-01-27,37.0,48.0,4.0
1990-01-25,36.0,49.0,6.0
1990-01-22,36.0,48.0,5.0
1990-01-18,37.0,48.0,6.0
1990-01-15,40.0,44.0,7.0
1990-01-13,38.0,47.0,5.0
1990-01-08,35.0,45.5,7.5
1989-12-28,39.0,46.0,6.0
1989-12-18,40.0,42.0,6.0
1989-12-17,38.0,49.0,4.0
1989-12-14,39.0,46.0,6.0
1989-12-08,37.0,49.0,4.0
1989-12-04,38.0,45.0,7.0
1989-12-04,37.5,43.5,9.0
1989-11-27,42.0,46.0,5.0
1989-11-27,37.0,44.0,4.0
1989-11-26,37.0,51.0,4.0
1989-11-25,38.0,48.0,3.0
1989-11-23,36.0,47.0,9.0
1989-11-13,34.0,46.0,9.0
1989-11-11,36.0,49.0,6.0
1989-10-31,37.0,50.0,6.0
1989-10-30,33.0,50.0,4.0
1989-10-30,35.0,44.0,8.0
1989-10-29,39.0,46.0,0.0
1989-10-28,41.0,47.0,6.0
1989-10-23,38.0,48.0,5.0
1989-10-21,35.0,50.0,4.0
1989-10-19,38.0,48.0,6.0
1989-10-09,38.0,47.5,4.5
1989-10-07,39.0,49.0,4.0
1989-10-05,38.0,49.0,5.0
1989-10-04,37.0,46.0,5.0
1989-10-03,37.0,45.0,4.0
1989-10-03,37.0,39.0,6.0
1989-10-02,35.0,41.5,8.5
1989-09-28,38.0,45.0,5.0
1989-09-26,38.0,43.0,6.0
1989-09-25,36.5,42.0,7.5
1989-09-25,34.0,46.0,7.0
1989-09-23,39.0,45.0,4.0
1989-09-20,39.0,42.0,6.0
1989-09-14,37.0,45.0,6.0
1989-09-09,36.0,46.0,7.0
1989-09-04,36.5,43.0,6.5
1989-09-04,38.0,40.0,8.0
1989-08-28,37.0,42.0,5.0
1989-08-26,38.0,46.0,6.0
1989-08-24,37.0,45.0,7.0
1989-08-21,40.0,41.0,7.0
1989-08-21,40.0,45.0,4.0
1989-08-12,36.0,44.0,6.0
1989-07-31,38.0,41.0,4.0
1989-07-26,36.0,45.0,4.0
1989-07-20,37.0,44.0,6.0
1989-07-10,36.0,42.0,7.0
1989-07-08,38.0,42.0,5.0
1989-07-07,34.0,44.5,5.5
1989-07-03,34.0,47.0,6.0
1989-07-03,35.0,43.0,4.0
1989-06-27,37.0,47.0,4.0
1989-06-22,34.0,48.0,6.0
1989-06-12,40.0,42.0,8.0
1989-06-10,38.0,42.0,8.0
1989-06-10,39.0,44.0,7.0
1989-06-05,36.5,43.5,8.0
1989-05-29,41.0,45.0,6.0
1989-05-23,46.0,41.0,7.0
1989-05-22,42.0,41.0,8.0
1989-05-22,41.0,43.0,7.0
1989-05-13,43.0,43.0,8.0
1989-05-01,40.5,37.5,10.0
1989-04-30,42.0,38.0,7.0
1989-04-24,43.0,37.0,9.0
1989-04-24,41.0,41.0,9.0
1989-04-20,42.0,39.0,11.0
1989-04-08,44.0,40.0,7.0
1989-04-03,37.5,40.0,10.0
1989-03-27,43.0,39.0,8.0
1989-03-23,41.0,41.0,9.0
1989-03-20,42.0,37.0,0.0
1989-03-19,41.0,40.0,9.0
1989-03-19,44.0,40.0,6.0
1989-03-13,41.0,39.0,8.0
1989-03-05,41.0,37.0,9.0
1989-02-28,42.0,41.0,8.0
1989-02-28,42.0,39.0,9.0
1989-02-27,44.0,35.0,7.0
1989-02-27,37.5,37.5,11.5
1989-02-23,41.0,42.0,10.0
1989-02-20,41.0,37.0,11.0
1989-02-20,39.0,39.0,11.0
1989-02-13,40.5,39.0,11.5
1989-02-11,42.0,39.0,7.0
1989-01-30,47.0,36.0,8.0
1989-01-30,44.0,39.0,8.0
1989-01-29,50.0,37.0,6.0
1989-01-23,46.0,34.0,10.0
1989-01-19,47.0,37.0,10.0
1989-01-16,42.5,34.0,14.0
1989-01-16,44.0,40.0,8.0
1989-01-15,44.0,41.0,10.0
1988-12-31,45.0,37.0,8.0
1988-12-29,46.0,36.0,6.0
1988-12-12,43.0,32.0,13.0
1988-12-06,45.0,39.0,8.0
1988-12-02,41.0,36.0,11.0
1988-11-30,45.0,37.0,8.0
1988-11-30,44.0,39.0,8.0
1988-11-28,40.0,39.0,9.0
1988-11-24,44.0,39.0,9.0
1988-11-14,42.5,36.0,12.5
1988-11-07,45.0,36.0,10.0
1988-11-07,42.0,42.0,8.0
1988-10-31,44.0,39.0,8.0
1988-10-31,46.0,35.0,7.0
1988-10-24,45.5,34.0,12.5
1988-10-20,49.0,40.0,7.0
1988-10-12,46.0,36.0,9.0
1988-10-11,45.0,40.0,8.0
1988-10-11,44.0,40.0,7.0
1988-10-10,46.0,39.0,8.0
1988-09-29,48.0,36.0,11.0
1988-09-26,44.0,39.0,8.0
1988-09-22,47.0,38.0,8.0
1988-09-14,44.0,42.0,9.0
1988-09-14,46.0,38.0,8.0
1988-09-12,42.0,40.0,8.0
1988-09-12,43.0,36.5,12.5
