Date,Lab,Con,Lib Dem
1979-05-03,36.9,43.9,13.8
1979-05-02,38.5,49.0,9.0
1979-05-02,39.0,46.0,12.5
1979-05-02,41.0,43.0,13.5
1979-05-02,37.0,45.0,15.0
1979-05-01,38.8,44.4,13.5
1979-05-01,38.5,45.0,9.0
1979-04-30,43.1,42.4,12.2
1979-04-26,41.0,44.0,12.0
1979-04-25,40.0,48.0,10.5
1979-04-25,38.0,49.5,10.0
1979-04-25,40.0,48.0,10.0
1979-04-23,40.0,46.0,11.0
1979-04-21,41.5,46.5,10.0
1979-04-19,40.0,50.0,9.0
1979-04-18,42.0,47.5,9.0
1979-04-18,41.0,51.0,6.0
1979-04-18,34.0,54.0,9.5
1979-04-17,38.0,50.0,10.0
1979-04-14,42.0,48.0,8.0
1979-04-11,37.0,53.0,8.0
1979-04-09,40.0,50.0,8.0
1979-04-09,39.0,49.0,10.0
1979-04-04,33.5,54.5,9.0
1979-04-03,42.0,48.0,8.0
1979-04-02,38.0,51.0,10.0
1979-03-29,42.0,51.0,5.0
1979-03-28,40.5,47.5,9.0
1979-03-12,37.0,51.5,8.5
1979-03-05,39.0,52.0,7.0
1979-02-12,33.0,53.0,11.0
1979-02-08,40.7,49.0,7.4
1979-02-01,36.0,55.0,6.0
1979-01-15,41.5,49.0,6.0
1979-01-04,49.1,42.5,5.7
1978-12-11,42.5,48.0,6.0
1978-12-07,47.9,44.7,4.6
1978-11-13,48.0,43.0,6.5
1978-11-09,46.8,44.8,6.2
1978-11-08,46.0,47.0,5.0
1978-10-23,47.5,42.0,7.5
1978-10-12,48.5,44.2,4.7
1978-09-11,42.5,49.5,6.0
1978-09-11,42.0,48.0,8.0
1978-09-05,45.8,48.0,4.8
1978-09-04,45.0,47.0,5.0
1978-08-14,47.5,43.5,6.0
1978-08-14,44.0,47.0,6.0
1978-08-09,48.5,42.4,6.3
1978-07-17,43.0,45.0,8.5
1978-07-11,41.0,49.0,6.0
1978-07-05,44.4,46.5,6.3
1978-06-30,42.0,48.0,6.0
1978-06-14,42.3,49.1,6.3
1978-06-13,45.0,46.0,6.0
1978-06-12,45.5,45.5,6.0
1978-05-24,46.0,45.0,6.0
1978-05-15,43.5,43.5,8.5
1978-05-09,48.0,43.1,7.0
1978-04-17,43.5,45.5,7.5
1978-04-13,44.0,46.0,7.0
1978-04-12,44.5,46.2,6.6
1978-03-20,41.0,48.0,8.0
1978-03-08,45.6,44.6,7.3
1978-02-15,44.6,45.3,7.1
1978-02-13,39.0,48.0,9.0
1978-01-18,45.5,44.0,7.5
1978-01-16,43.5,43.5,8.5
1977-12-14,48.8,40.8,7.0
1977-12-12,44.5,44.0,8.0
1977-12-07,44.1,44.6,7.5
1977-11-30,47.5,43.2,6.3
1977-11-23,44.3,46.7,6.2
