Date,Con,Lab,Lib Dem
1995-10-20,23.0,59.0,15.0
1995-10-07,30.0,47.0,19.0
1995-10-02,25.5,55.5,14.0
1995-09-25,28.0,51.0,16.0
1995-09-15,27.0,53.0,17.0
1995-09-09,31.0,48.0,17.0
1995-09-04,26.5,54.5,14.0
1995-08-28,25.0,56.0,15.0
1995-08-18,24.0,57.0,15.0
1995-08-05,31.0,48.0,17.0
1995-07-31,22.5,57.5,14.5
1995-07-31,24.0,58.0,14.0
1995-07-24,26.0,59.0,12.0
1995-07-21,30.0,52.0,13.0
1995-07-21,26.0,55.0,14.0
1995-07-08,32.0,47.0,17.0
1995-07-03,25.5,57.0,13.0
1995-07-03,33.0,52.0,10.0
1995-06-27,31.0,55.0,11.0
1995-06-26,29.0,56.0,13.0
1995-06-24,32.0,54.0,11.0
1995-06-10,24.0,53.0,19.0
1995-06-05,20.0,59.5,14.5
1995-05-22,22.0,58.0,16.0
1995-05-13,29.0,48.0,19.0
1995-05-08,23.0,55.5,16.5
1995-04-24,26.0,56.0,15.0
1995-04-08,26.0,51.0,18.0
1995-04-03,23.0,57.5,15.0
1995-03-24,25.0,59.0,12.0
1995-03-20,25.0,57.0,13.0
1995-03-11,27.0,52.0,17.0
1995-02-27,20.5,60.5,15.0
1995-02-20,24.0,58.0,14.0
1995-02-11,31.0,49.0,17.0
1995-01-30,23.5,59.5,13.0
1995-01-23,27.0,56.0,14.0
1995-01-14,30.0,48.0,18.0
1995-01-13,25.0,60.0,12.0
1995-01-09,18.5,62.0,14.0
1994-12-19,22.0,61.0,13.0
1994-12-09,26.0,53.0,17.0
1994-12-05,21.5,61.0,13.5
1994-12-03,31.0,49.0,17.0
1994-11-21,24.0,55.0,17.0
1994-11-05,31.0,49.0,16.0
1994-10-31,21.5,56.5,17.0
1994-10-24,25.0,57.0,14.0
1994-10-08,32.0,49.0,15.0
1994-10-03,25.5,54.0,16.5
1994-09-27,21.0,57.5,15.5
1994-09-26,25.0,52.0,18.0
1994-09-26,25.0,54.0,17.0
1994-09-16,28.0,50.0,17.0
1994-09-10,33.0,45.0,18.0
1994-09-05,22.0,56.5,17.0
1994-08-26,26.0,54.0,16.0
1994-08-22,23.0,56.0,18.0
1994-08-06,28.0,49.0,19.0
1994-08-01,23.0,56.5,14.5
1994-07-18,23.0,51.0,21.0
1994-07-09,31.0,44.0,21.0
1994-07-04,26.5,51.0,17.5
1994-06-20,24.0,52.0,20.0
1994-06-10,26.5,45.5,19.0
1994-06-06,23.0,50.0,22.0
1994-06-04,27.0,45.0,22.0
1994-05-31,22.0,46.0,22.0
1994-05-30,21.0,54.0,21.5
1994-05-23,27.0,46.0,23.0
1994-05-21,30.0,44.0,20.0
1994-05-17,26.0,48.0,23.0
1994-05-14,26.0,49.0,20.0
1994-05-09,24.5,45.5,25.0
1994-05-07,29.0,44.0,24.0
1994-04-25,26.0,47.0,23.0
1994-04-20,26.0,48.0,21.0
1994-04-09,30.0,42.0,22.0
1994-04-04,26.5,51.5,17.5
1994-04-01,28.0,46.0,22.0
1994-03-31,26.0,50.0,20.0
1994-03-28,27.0,49.0,20.0
1994-03-12,29.0,44.0,22.0
1994-02-28,25.0,48.5,21.0
1994-02-28,28.0,47.0,21.0
1994-02-12,30.0,44.0,21.0
1994-01-31,26.0,45.5,23.0
1994-01-27,28.0,41.0,24.0
1994-01-24,28.0,48.0,20.0
1994-01-11,25.5,46.5,20.5
1994-01-11,30.0,46.0,20.0
1994-01-08,31.0,43.0,21.0
1993-12-14,26.0,48.0,23.0
1993-12-13,29.0,47.0,20.0
1993-12-06,27.0,48.5,20.0
1993-12-04,31.0,42.0,23.0
1993-11-22,29.0,47.0,22.0
1993-11-13,27.0,47.0,21.0
1993-11-06,34.0,38.0,24.0
1993-11-01,24.0,46.5,25.5
1993-10-25,29.0,45.0,23.0
1993-10-09,36.0,39.0,20.0
1993-10-09,30.0,40.0,26.0
1993-09-27,23.0,44.5,27.0
1993-09-24,27.0,41.0,26.0
1993-09-21,23.5,44.0,26.5
1993-09-20,29.0,43.0,25.0
1993-09-11,29.0,40.0,26.0
1993-09-06,25.5,46.5,23.0
1993-08-23,28.0,42.0,25.0
1993-08-07,30.0,36.0,27.0
1993-08-01,23.0,44.5,27.0
1993-07-30,27.0,41.0,28.0
1993-07-26,27.0,44.0,25.0
1993-07-23,34.0,44.0,18.0
1993-07-05,24.5,43.0,26.5
1993-07-03,32.0,37.0,25.0
1993-06-28,28.0,46.0,23.0
1993-06-12,29.0,44.0,22.0
1993-06-11,27.0,42.0,26.0
1993-06-05,31.0,38.0,26.0
1993-05-31,25.0,49.0,23.0
1993-05-24,28.0,44.0,24.0
1993-05-08,32.0,38.0,24.0
1993-05-03,30.0,47.0,17.5
1993-04-26,32.0,46.0,20.0
1993-04-10,34.0,39.0,21.0
1993-04-01,30.5,49.0,15.5
1993-03-29,32.0,47.0,17.0
1993-03-06,36.0,41.0,18.0
1993-03-01,32.0,49.0,14.0
1993-02-22,34.0,46.0,16.0
1993-02-06,37.0,39.0,18.0
1993-02-01,33.5,46.0,15.5
1993-01-26,38.0,44.0,13.0
1993-01-21,37.0,45.0,14.0
1993-01-11,33.5,45.5,14.5
1993-01-09,39.0,37.0,18.0
1992-12-15,34.0,47.0,16.0
1992-12-05,36.0,41.0,18.0
1992-12-01,34.0,47.0,15.0
1992-11-30,29.0,52.0,14.0
1992-11-20,33.0,49.0,14.0
1992-11-12,32.0,51.0,14.0
1992-11-08,30.0,53.0,13.0
1992-11-07,36.0,40.0,19.0
1992-11-02,32.5,50.0,13.0
1992-10-30,34.0,47.0,14.0
1992-10-27,35.0,45.0,15.0
1992-10-19,29.0,51.0,14.0
1992-10-12,36.0,45.0,14.0
1992-10-10,38.0,38.0,19.0
1992-09-29,37.0,43.0,16.0
1992-09-28,37.0,44.0,15.0
1992-09-21,37.0,42.0,17.0
1992-09-19,39.0,43.0,15.0
1992-09-18,39.0,41.0,16.0
1992-09-17,36.0,44.0,16.0
1992-09-07,43.0,41.0,12.0
1992-09-05,39.0,35.0,19.0
1992-09-02,41.0,44.0,13.0
1992-08-21,38.0,44.0,14.0
1992-08-14,43.0,39.0,14.0
1992-08-08,41.0,36.0,17.0
1992-08-03,40.5,45.0,12.0
1992-07-28,39.0,43.0,15.0
1992-07-16,44.0,38.0,15.0
1992-07-06,42.0,38.0,16.0
1992-07-04,45.0,36.0,15.0
1992-06-23,42.0,39.0,16.0
1992-06-18,46.0,36.0,15.0
1992-06-06,45.0,36.0,16.0
1992-06-01,45.0,37.0,17.0
1992-05-26,43.0,38.0,16.0
1992-05-17,45.0,37.0,13.0
1992-05-14,46.0,37.0,13.0
1992-05-09,45.0,34.0,17.0
1992-05-04,42.0,39.0,17.0
1992-04-28,43.0,38.0,16.0
1992-04-16,44.0,36.0,17.0
1992-04-12,39.0,38.0,19.0
1992-04-11,42.0,36.0,18.0
