Date,Con,Lab,Lib Dem
1997-05-01,30.7,43.2,16.8
1997-04-30,33.0,43.0,18.0
1997-04-30,33.0,46.0,16.0
1997-04-30,29.0,47.0,19.0
1997-04-29,31.0,51.0,13.0
1997-04-29,31.0,48.0,15.0
1997-04-29,27.0,51.0,15.0
1997-04-29,28.0,50.0,14.0
1997-04-28,31.0,49.0,14.0
1997-04-28,29.0,51.0,13.0
1997-04-27,30.0,49.0,14.0
1997-04-26,31.0,48.0,13.0
1997-04-25,32.0,48.0,14.0
1997-04-25,32.0,47.0,16.0
1997-04-25,29.0,47.0,16.0
1997-04-24,32.0,48.0,12.0
1997-04-24,29.0,53.0,12.0
1997-04-23,30.0,50.0,12.0
1997-04-22,31.0,50.0,13.0
1997-04-22,30.0,51.0,12.0
1997-04-22,27.0,48.0,17.0
1997-04-21,32.0,48.0,12.0
1997-04-21,37.0,42.0,14.0
1997-04-20,32.0,48.0,13.0
1997-04-20,30.0,48.0,15.0
1997-04-19,31.0,50.0,13.0
1997-04-18,32.0,50.0,13.0
1997-04-18,31.0,48.0,15.0
1997-04-18,29.0,47.0,17.0
1997-04-17,31.0,50.0,12.0
1997-04-16,31.0,50.0,11.0
1997-04-15,30.0,51.0,12.0
1997-04-15,32.0,49.0,13.0
1997-04-14,32.0,49.0,14.0
1997-04-14,31.0,49.0,13.0
1997-04-14,31.0,45.0,19.0
1997-04-14,29.0,50.0,15.0
1997-04-13,30.0,50.0,14.0
1997-04-12,31.0,50.0,13.0
1997-04-12,32.0,49.0,14.0
1997-04-11,32.0,52.0,11.0
1997-04-11,32.0,48.0,15.0
1997-04-11,28.0,49.0,16.0
1997-04-10,30.0,52.0,11.0
1997-04-09,29.0,53.0,12.0
1997-04-08,32.0,51.0,11.0
1997-04-08,34.0,49.0,12.0
1997-04-07,33.0,53.0,10.0
1997-04-07,28.0,54.0,12.0
1997-04-07,34.0,46.0,15.0
1997-04-06,30.0,55.0,10.0
1997-04-04,30.0,50.0,14.0
1997-04-04,30.0,55.0,9.0
1997-04-04,29.0,52.0,11.0
1997-04-04,26.0,53.0,12.0
1997-04-03,30.0,54.0,11.0
1997-04-03,29.0,55.0,11.0
1997-04-01,28.0,55.0,11.0
1997-03-31,28.0,52.0,14.0
1997-03-31,32.0,46.0,17.0
1997-03-28,31.0,52.0,11.0
1997-03-24,28.0,56.0,10.0
1997-03-24,29.0,50.0,14.0
1997-03-21,27.0,56.0,11.0
1997-03-17,28.5,56.5,9.5
1997-03-17,27.0,58.0,10.0
1997-03-14,29.0,54.0,11.0
1997-03-13,26.0,54.0,13.0
1997-03-10,26.0,53.0,14.0
1997-03-09,26.0,56.0,12.0
1997-03-04,28.0,54.0,12.5
1997-03-03,30.0,55.0,10.0
1997-03-02,30.0,48.0,16.0
1997-02-24,31.0,52.0,11.0
1997-02-21,29.0,51.0,14.0
1997-02-13,30.0,49.0,13.0
1997-02-04,34.0,49.0,12.0
1997-02-02,32.0,48.0,15.0
1997-01-28,30.0,55.0,11.0
1997-01-16,31.0,54.0,12.0
1997-01-15,32.5,50.5,10.5
1997-01-05,31.0,48.0,16.0
1997-01-05,30.0,53.0,12.0
1996-12-14,30.0,50.0,14.0
1996-12-09,30.0,51.0,13.0
1996-12-02,22.0,59.0,12.0
1996-12-01,31.0,50.0,15.0
1996-11-29,30.0,52.0,13.0
1996-11-14,26.0,56.0,13.0
1996-11-11,33.0,50.0,12.0
1996-11-05,28.0,55.0,11.0
1996-11-02,34.0,47.0,15.0
1996-11-01,30.0,54.0,12.0
1996-10-28,28.0,56.0,12.0
1996-10-21,27.0,54.0,12.0
1996-10-17,33.0,47.0,14.0
1996-10-14,30.0,53.0,12.0
1996-10-07,29.0,54.0,13.0
1996-10-05,31.0,49.0,16.0
1996-10-04,24.0,57.0,15.0
1996-10-03,25.0,57.0,13.0
1996-10-01,27.5,52.0,15.0
1996-09-24,27.0,54.0,13.5
1996-09-23,29.0,52.0,14.0
1996-09-19,31.0,50.0,14.0
1996-09-09,28.0,56.0,12.0
1996-09-07,32.0,47.0,16.0
1996-09-03,25.5,58.5,11.0
1996-08-25,30.0,51.0,13.0
1996-08-15,28.0,54.0,14.0
1996-08-12,30.0,52.0,13.0
1996-08-05,25.0,59.0,11.0
1996-08-03,33.0,45.0,19.0
1996-07-28,29.0,53.0,12.0
1996-07-25,29.0,51.0,16.0
1996-07-06,30.0,45.0,21.0
1996-07-01,26.0,54.5,14.5
1996-07-01,32.0,52.0,12.0
1996-06-24,31.0,52.0,12.0
1996-06-20,27.0,55.0,15.0
1996-06-10,27.0,56.0,13.0
1996-06-06,30.0,46.0,19.0
1996-06-03,22.5,57.0,16.0
1996-06-02,30.0,46.0,19.0
1996-05-26,27.0,54.0,15.0
1996-05-16,27.0,52.0,17.0
1996-05-13,27.0,56.0,13.0
1996-05-06,24.5,55.5,15.5
1996-05-05,28.0,45.0,21.0
1996-05-03,26.0,52.0,15.0
1996-04-27,29.0,54.0,13.0
1996-04-25,28.0,52.0,16.0
1996-04-22,28.0,54.0,14.0
1996-04-13,29.0,50.0,17.0
1996-04-01,26.0,55.5,15.5
1996-03-25,28.0,57.0,13.0
1996-03-14,27.0,55.0,14.0
1996-03-11,29.0,55.0,13.0
1996-03-04,23.0,57.5,16.0
1996-03-04,31.0,45.0,20.0
1996-02-26,26.0,57.0,14.0
1996-02-16,25.0,54.0,16.0
1996-02-12,26.0,57.0,14.0
1996-02-05,28.0,54.5,14.5
1996-02-04,31.0,47.0,19.0
1996-01-29,28.0,54.0,15.0
1996-01-22,29.0,55.0,13.0
1996-01-19,25.0,54.0,18.0
1996-01-17,33.0,47.0,14.0
1996-01-08,21.0,60.5,14.5
1996-01-06,26.0,48.0,22.0
1996-01-03,29.0,52.0,13.0
1995-12-15,25.0,55.0,16.0
1995-12-14,30.0,50.0,14.0
1995-12-09,26.0,48.0,22.0
1995-12-04,23.0,62.0,12.0
1995-12-04,28.0,55.0,13.0
1995-12-01,25.0,57.0,15.0
1995-11-20,26.0,56.0,14.0
1995-11-17,27.0,56.0,13.0
1995-11-05,31.0,48.0,16.0
1995-10-30,21.5,61.0,14.5
1995-10-23,27.0,56.0,13.0
