Date,Con,Lab,Lib Dem,SNP,Green,Reform,UKIP,Change UK
21/09/2014,27,33,9,,6,,17,
21/09/2014,33,37,9,,4,,12,
19/09/2014,31,36,7,,5,,16,
18/09/2014,32,36,9,,4,,15,
18/09/2014,33,35,8,,5,,14,
17/09/2014,33,36,8,,5,,13,
17/09/2014,30,35,7,,5,,19,
16/09/2014,34,37,7,,6,,12,
16/09/2014,29,34,11,,4,,18,
15/09/2014,31,35,7,,6,,15,
14/09/2014,33,35,10,,7,,9,
14/09/2014,33,33,9,,6,,14,
14/09/2014,34,35,9,,3,,13,
12/09/2014,31,35,8,,3,,19,
12/09/2014,32,35,7,,6,,15,
11/09/2014,33,37,9,,2,,13,
11/09/2014,31,35,7,,5,,16,
11/09/2014,29,37,7,,4,,19,
10/09/2014,32,38,6,,5,,14,
09/09/2014,30,36,8,,5,,16,
09/09/2014,34,33,7,,6,,15,
08/09/2014,31,36,8,,5,,16,
07/09/2014,28,35,8,,6,,18,
07/09/2014,34,36,9,,4,,12,
05/09/2014,33,35,7,,4,,15,
04/09/2014,32,38,8,,4,,14,
04/09/2014,32,36,7,,5,,16,
03/09/2014,33,36,7,,5,,14,
02/09/2014,32,35,8,,5,,15,
01/09/2014,34,35,7,,5,,14,
31/08/2014,28,35,9,,6,,17,
31/08/2014,32,36,9,,3,,15,
29/08/2014,32,36,7,,4,,16,
29/08/2014,30,36,7,,4,,16,
28/08/2014,35,34,8,,5,,13,
28/08/2014,33,36,7,,5,,13,
27/08/2014,34,35,7,,6,,14,
26/08/2014,33,37,8,,5,,13,
25/08/2014,32,38,8,,3,,15,
22/08/2014,34,36,8,,5,,14,
22/08/2014,32,34,8,,3,,18,
21/08/2014,33,39,9,,3,,11,
21/08/2014,33,38,8,,5,,12,
20/08/2014,34,38,9,,4,,11,
19/08/2014,36,37,9,,3,,12,
18/08/2014,33,38,8,,4,,12,
17/08/2014,32,37,9,,3,,14,
15/08/2014,34,38,7,,4,,13,
15/08/2014,28,32,10,,4,,21,
14/08/2014,32,35,9,,5,,14,
14/08/2014,35,35,8,,5,,12,
13/08/2014,34,36,10,,4,,12,
12/08/2014,35,38,8,,4,,11,
11/08/2014,33,37,8,,5,,12,
11/08/2014,33,33,7,,7,,13,
11/08/2014,33,37,9,,3,,12,
10/08/2014,31,38,12,,4,,10,
08/08/2014,33,37,8,,4,,13,
07/08/2014,36,35,9,,3,,11,
07/08/2014,33,38,7,,4,,12,
06/08/2014,34,37,9,,4,,12,
05/08/2014,33,38,8,,4,,12,
04/08/2014,34,38,6,,4,,13,
03/08/2014,30,33,8,,6,,18,
03/08/2014,35,37,9,,3,,12,
01/08/2014,35,38,7,,4,,12,
01/08/2014,32,35,7,,5,,15,
31/07/2014,35,36,8,,4,,13,
31/07/2014,34,38,8,,4,,13,
30/07/2014,35,37,8,,4,,12,
29/07/2014,34,35,8,,6,,12,
28/07/2014,33,39,8,,4,,12,
27/07/2014,27,33,8,,7,,17,
27/07/2014,32,34,9,,6,,14,
27/07/2014,33,37,9,,4,,12,
25/07/2014,35,36,8,,5,,13,
24/07/2014,35,37,9,,4,,9,
24/07/2014,35,38,8,,4,,11,
23/07/2014,34,38,8,,4,,12,
22/07/2014,34,37,7,,5,,14,
21/07/2014,34,38,9,,4,,11,
20/07/2014,27,35,7,,7,,17,
20/07/2014,32,37,9,,4,,13,
18/07/2014,32,37,9,,5,,13,
18/07/2014,31,34,9,,4,,17,
17/07/2014,35,35,8,,3,,14,
17/07/2014,32,39,8,,4,,13,
17/07/2014,29,36,7,,9,,19,
17/07/2014,30,34,9,,4,,17,
16/07/2014,33,36,9,,4,,13,
15/07/2014,34,38,6,,4,,13,
15/07/2014,32,35,8,,8,,12,
14/07/2014,35,38,8,,4,,10,
13/07/2014,34,33,12,,4,,9,
13/07/2014,32,36,7,,6,,14,
13/07/2014,34,37,9,,5,,12,
11/07/2014,33,38,9,,4,,12,
10/07/2014,34,36,8,,3,,12,
10/07/2014,34,37,8,,5,,12,
09/07/2014,32,36,10,,5,,12,
08/07/2014,31,38,8,,5,,12,
07/07/2014,34,37,9,,4,,13,
06/07/2014,27,34,11,,6,,15,
06/07/2014,31,38,9,,4,,14,
04/07/2014,34,36,8,,5,,13,
03/07/2014,34,35,9,,4,,14,
03/07/2014,35,36,8,,4,,12,
03/07/2014,29,35,7,,5,,18,
02/07/2014,35,37,8,,5,,12,
01/07/2014,33,38,8,,5,,11,
30/06/2014,35,37,8,,3,,12,
29/06/2014,30,32,7,,5,,18,
29/06/2014,33,37,10,,4,,12,
29/06/2014,33,31,9,,6,,15,
27/06/2014,27,36,7,,5,,22,
27/06/2014,33,37,8,,5,,14,
26/06/2014,34,35,8,,5,,13,
26/06/2014,33,38,8,,4,,13,
25/06/2014,32,37,7,,5,,14,
24/06/2014,33,36,8,,4,,15,
23/06/2014,32,36,9,,4,,15,
22/06/2014,28,33,9,,7,,17,
22/06/2014,32,37,9,,3,,13,
20/06/2014,32,38,8,,5,,14,
19/06/2014,34,36,8,,3,,13,
19/06/2014,33,37,8,,3,,15,
19/06/2014,31,35,7,,5,,17,
18/06/2014,34,38,7,,5,,13,
17/06/2014,34,37,7,,4,,13,
17/06/2014,31,34,8,,8,,14,
16/06/2014,32,36,10,,5,,14,
15/06/2014,31,32,10,,6,,16,
15/06/2014,29,35,8,,6,,15,
15/06/2014,33,37,9,,4,,13,
13/06/2014,33,37,8,,5,,13,
13/06/2014,32,34,7,,4,,18,
12/06/2014,33,36,8,,5,,14,
12/06/2014,32,35,8,,5,,15,
12/06/2014,32,38,8,,5,,12,
12/06/2014,29,35,6,,7,,23,
11/06/2014,34,36,6,,5,,14,
10/06/2014,35,37,8,,3,,12,
09/06/2014,31,37,7,,5,,15,
08/06/2014,28,32,8,,7,,17,
08/06/2014,35,36,9,,3,,14,
06/06/2014,33,37,7,,5,,14,
06/06/2014,34,35,9,,5,,14,
05/06/2014,31,37,8,,5,,15,
05/06/2014,31,35,6,,4,,19,
04/06/2014,32,37,7,,5,,13,
03/06/2014,32,36,8,,5,,14,
02/06/2014,30,36,8,,5,,17,
01/06/2014,25,34,6,,7,,19,
01/06/2014,32,37,10,,3,,13,
30/05/2014,33,36,7,,4,,15,
29/05/2014,34,35,9,,4,,14,
29/05/2014,31,38,7,,4,,16,
28/05/2014,32,36,9,,5,,14,
27/05/2014,32,34,8,,5,,15,
26/05/2014,34,36,9,,3,,14,
25/05/2014,29,31,8,,7,,17,
23/05/2014,27,32,9,,3,,23,
23/05/2014,34,35,9,,5,,13,
23/05/2014,32,33,7,,4,,19,
22/05/2014,34,36,9,,3,,14,
22/05/2014,34,34,9,,5,,14,
21/05/2014,33,36,9,,4,,13,
20/05/2014,28,34,9,,3,,20,
20/05/2014,33,35,11,,3,,13,
19/05/2014,33,37,9,,6,,11,
18/05/2014,30,35,8,,5,,14,
18/05/2014,29,35,9,,5,,14,
18/05/2014,35,34,8,,3,,14,
16/05/2014,34,37,9,,4,,13,
15/05/2014,29,33,8,,4,,19,
15/05/2014,34,36,8,,4,,13,
15/05/2014,32,36,10,,3,,13,
14/05/2014,32,35,10,,4,,13,
13/05/2014,34,34,8,,3,,15,
12/05/2014,35,36,9,,3,,14,
12/05/2014,31,34,9,,8,,11,
11/05/2014,33,31,13,,4,,15,
11/05/2014,34,32,9,,5,,15,
11/05/2014,35,36,8,,3,,13,
09/05/2014,28,33,10,,3,,20,
09/05/2014,31,38,9,,4,,13,
08/05/2014,32,36,8,,4,,16,
08/05/2014,34,35,8,,4,,13,
08/05/2014,29,33,9,,4,,20,
07/05/2014,34,37,8,,3,,13,
06/05/2014,34,35,9,,3,,14,
05/05/2014,33,36,8,,4,,14,
03/05/2014,33,34,8,,4,,18,
02/05/2014,33,36,9,,4,,15,
01/05/2014,33,36,10,,2,,15,
01/05/2014,34,35,9,,3,,14,
01/05/2014,33,36,10,,3,,14,
01/05/2014,34,36,10,,3,,13,
30/04/2014,31,37,9,,3,,15,
29/04/2014,32,37,9,,3,,14,
28/04/2014,32,37,10,,2,,15,
27/04/2014,32,35,10,,3,,15,
25/04/2014,31,36,9,,4,,15,
25/04/2014,32,34,7,,3,,18,
24/04/2014,35,35,9,,3,,13,
24/04/2014,32,38,8,,4,,14,
23/04/2014,32,37,10,,2,,15,
22/04/2014,34,37,10,,2,,12,
21/04/2014,33,36,10,,3,,13,
17/04/2014,33,35,11,,2,,15,
16/04/2014,34,35,9,,3,,14,
16/04/2014,33,39,9,,3,,11,
15/04/2014,34,37,10,,2,,13,
14/04/2014,33,38,9,,3,,12,
13/04/2014,30,36,9,,4,,12,
13/04/2014,32,37,12,,2,,11,
13/04/2014,33,35,11,,2,,13,
11/04/2014,32,38,8,,2,,14,
10/04/2014,29,35,7,,4,,20,
10/04/2014,34,35,11,,2,,12,
10/04/2014,32,38,8,,2,,14,
10/04/2014,30,36,7,,3,,18,
09/04/2014,33,36,10,,2,,14,
08/04/2014,33,37,10,,2,,13,
07/04/2014,33,36,10,,2,,14,
07/04/2014,31,37,9,,3,,15,
06/04/2014,34,37,9,,3,,14,
04/04/2014,29,36,10,,2,,20,
04/04/2014,34,39,9,,2,,12,
03/04/2014,33,37,10,,2,,13,
03/04/2014,32,38,10,,3,,13,
02/04/2014,32,38,10,,2,,13,
01/04/2014,33,37,10,,2,,12,
31/03/2014,34,37,11,,2,,13,
30/03/2014,34,37,10,,3,,11,
30/03/2014,34,37,9,,3,,12,
28/03/2014,33,40,9,,2,,11,
28/03/2014,35,37,8,,3,,12,
28/03/2014,32,33,10,,3,,15,
27/03/2014,35,36,10,,3,,11,
26/03/2014,35,37,9,,2,,11,
25/03/2014,35,38,10,,2,,10,
24/03/2014,36,38,10,,2,,10,
23/03/2014,31,36,9,,5,,11,
23/03/2014,34,35,10,,2,,13,
21/03/2014,36,37,9,,2,,11,
21/03/2014,34,35,9,,2,,15,
20/03/2014,34,38,9,,2,,12,
20/03/2014,34,39,10,,2,,10,
19/03/2014,33,38,11,,3,,11,
18/03/2014,34,38,11,,3,,11,
17/03/2014,32,40,9,,3,,11,
16/03/2014,32,36,10,,3,,13,
14/03/2014,33,40,8,,2,,12,
13/03/2014,32,35,9,,3,,16,
13/03/2014,34,35,10,,2,,13,
13/03/2014,33,38,11,,2,,10,
12/03/2014,30,35,10,,3,,16,
12/03/2014,35,37,9,,2,,13,
12/03/2014,32,35,13,,5,,11,
11/03/2014,34,38,10,,2,,12,
11/03/2014,35,38,12,,3,,9,
10/03/2014,32,39,8,,3,,13,
09/03/2014,34,38,9,,3,,12,
07/03/2014,32,39,10,,2,,14,
06/03/2014,34,37,9,,3,,12,
06/03/2014,31,40,9,,3,,13,
05/03/2014,34,37,10,,3,,11,
04/03/2014,34,38,9,,2,,13,
03/03/2014,32,41,8,,1,,12,
02/03/2014,30,38,10,,4,,11,
02/03/2014,34,37,10,,3,,12,
28/02/2014,33,38,9,,2,,13,
28/02/2014,29,34,10,,3,,19,
27/02/2014,33,38,9,,3,,13,
27/02/2014,33,37,10,,3,,14,
27/02/2014,34,39,8,,3,,12,
26/02/2014,34,40,10,,3,,11,
25/02/2014,33,39,10,,3,,11,
24/02/2014,33,38,10,,2,,13,
23/02/2014,32,37,10,,2,,15,
21/02/2014,32,39,8,,2,,12,
20/02/2014,32,38,9,,3,,13,
20/02/2014,34,39,9,,2,,12,
19/02/2014,33,37,10,,3,,12,
18/02/2014,33,40,8,,3,,12,
17/02/2014,33,40,9,,2,,11,
16/02/2014,33,38,10,,3,,13,
14/02/2014,32,39,9,,3,,12,
14/02/2014,28,37,8,,2,,17,
13/02/2014,32,38,9,,3,,14,
13/02/2014,32,37,9,,2,,15,
13/02/2014,33,39,9,,2,,12,
12/02/2014,32,39,8,,2,,13,
11/02/2014,34,39,10,,2,,11,
10/02/2014,33,39,10,,2,,12,
09/02/2014,34,38,10,,3,,11,
09/02/2014,34,36,11,,3,,12,
07/02/2014,35,39,10,,3,,10,
06/02/2014,33,36,9,,2,,15,
06/02/2014,32,38,10,,2,,14,
05/02/2014,35,39,9,,2,,10,
04/02/2014,33,39,8,,3,,13,
03/02/2014,33,38,11,,1,,11,
03/02/2014,31,38,12,,3,,10,
02/02/2014,32,41,11,,3,,9,
31/01/2014,34,39,8,,3,,11,
31/01/2014,29,36,8,,3,,17,
30/01/2014,32,39,11,,3,,10,
30/01/2014,32,42,8,,2,,12,
29/01/2014,35,38,10,,2,,11,
28/01/2014,34,37,9,,3,,12,
27/01/2014,35,37,9,,2,,13,
26/01/2014,32,33,9,,5,,14,
26/01/2014,33,40,11,,3,,8,
24/01/2014,32,39,9,,2,,13,
23/01/2014,32,40,11,,3,,9,
23/01/2014,35,38,8,,2,,12,
22/01/2014,32,40,8,,3,,12,
21/01/2014,34,38,9,,3,,13,
20/01/2014,32,40,11,,2,,12,
20/01/2014,30,38,8,,3,,16,
19/01/2014,32,39,12,,3,,9,
17/01/2014,33,39,8,,2,,13,
16/01/2014,30,35,8,,3,,19,
16/01/2014,33,40,13,,2,,9,
16/01/2014,32,39,10,,2,,12,
16/01/2014,30,36,8,,3,,17,
15/01/2014,30,34,12,,2,,18,
15/01/2014,33,39,10,,2,,12,
14/01/2014,34,37,9,,2,,13,
14/01/2014,30,39,13,,3,,11,
13/01/2014,33,38,11,,2,,12,
12/01/2014,32,35,14,,3,,10,
11/01/2014,33,38,12,,3,,9,
10/01/2014,31,40,9,,2,,14,
09/01/2014,33,40,11,,3,,8,
09/01/2014,32,38,9,,2,,13,
08/01/2014,32,38,9,,3,,13,
07/01/2014,32,37,10,,3,,14,
06/01/2014,32,40,9,,2,,12,
03/01/2014,31,35,11,,2,,16,
02/01/2014,30,37,8,,3,,17,
22/12/2013,35,37,12,,3,,9,
20/12/2013,34,40,9,,2,,11,
19/12/2013,32,40,12,,3,,8,
19/12/2013,34,39,11,,1,,12,
18/12/2013,34,38,10,,2,,11,
17/12/2013,33,41,10,,2,,11,
16/12/2013,36,38,8,,2,,11,
15/12/2013,32,37,9,,5,,10,
15/12/2013,33,40,13,,2,,8,
13/12/2013,32,38,9,,2,,13,
13/12/2013,29,36,8,,4,,18,
13/12/2013,30,37,8,,4,,16,
12/12/2013,33,38,13,,3,,9,
12/12/2013,35,39,9,,2,,11,
11/12/2013,33,39,9,,2,,13,
10/12/2013,34,39,9,,2,,12,
09/12/2013,33,38,10,,2,,13,
09/12/2013,33,37,9,,5,,10,
08/12/2013,32,37,12,,3,,9,
08/12/2013,33,41,11,,3,,7,
06/12/2013,34,39,10,,3,,11,
05/12/2013,34,38,13,,3,,7,
05/12/2013,29,41,9,,2,,14,
04/12/2013,34,40,10,,3,,10,
03/12/2013,32,40,9,,3,,12,
02/12/2013,32,38,10,,2,,12,
01/12/2013,33,40,10,,3,,9,
29/11/2013,30,38,10,,2,,15,
29/11/2013,28,35,8,,4,,19,
28/11/2013,35,38,12,,3,,7,
28/11/2013,33,39,8,,2,,14,
27/11/2013,32,39,10,,2,,13,
26/11/2013,32,39,10,,3,,12,
25/11/2013,32,40,10,,2,,12,
24/11/2013,32,37,9,,3,,11,
24/11/2013,34,39,12,,2,,7,
22/11/2013,29,36,10,,3,,18,
22/11/2013,33,40,9,,2,,11,
21/11/2013,33,38,11,,2,,11,
21/11/2013,32,39,10,,2,,12,
20/11/2013,32,40,9,,3,,12,
19/11/2013,34,38,10,,2,,11,
18/11/2013,32,39,11,,2,,12,
17/11/2013,32,41,10,,2,,9,
15/11/2013,33,39,10,,2,,12,
15/11/2013,29,35,10,,5,,17,
14/11/2013,31,40,11,,3,,10,
14/11/2013,32,40,10,,2,,13,
14/11/2013,28,37,9,,4,,16,
13/11/2013,31,39,9,,2,,13,
12/11/2013,32,42,8,,3,,10,
11/11/2013,33,40,9,,3,,11,
11/11/2013,32,38,8,,7,,8,
11/11/2013,30,38,8,,4,,12,
10/11/2013,30,38,13,,3,,10,
10/11/2013,31,39,11,,3,,10,
10/11/2013,30,39,8,,3,,16,
08/11/2013,34,39,10,,2,,11,
07/11/2013,32,39,12,,3,,9,
07/11/2013,33,39,10,,2,,11,
06/11/2013,33,40,9,,3,,12,
05/11/2013,34,40,8,,2,,11,
04/11/2013,33,40,9,,2,,12,
03/11/2013,34,39,10,,3,,10,
03/11/2013,34,39,12,,3,,9,
01/11/2013,32,41,8,,2,,12,
01/11/2013,31,37,7,,3,,16,
31/10/2013,33,40,11,,2,,9,
31/10/2013,35,39,9,,2,,10,
30/10/2013,33,40,8,,2,,11,
29/10/2013,33,39,10,,2,,11,
28/10/2013,31,40,9,,3,,12,
27/10/2013,28,36,11,,5,,12,
27/10/2013,33,38,12,,3,,9,
25/10/2013,29,35,12,,2,,17,
25/10/2013,33,39,9,,3,,12,
24/10/2013,34,39,11,,3,,10,
24/10/2013,32,38,10,,3,,13,
23/10/2013,32,39,9,,3,,11,
22/10/2013,32,40,10,,2,,13,
21/10/2013,33,38,9,,2,,13,
21/10/2013,29,37,10,,3,,16,
19/10/2013,34,37,14,,3,,8,
18/10/2013,33,39,10,,2,,11,
18/10/2013,32,35,9,,3,,16,
18/10/2013,27,38,9,,4,,17,
17/10/2013,33,39,12,,2,,9,
17/10/2013,34,40,9,,2,,11,
16/10/2013,35,39,8,,2,,12,
15/10/2013,34,39,9,,2,,11,
15/10/2013,35,35,9,,4,,10,
14/10/2013,37,38,10,,2,,10,
14/10/2013,34,36,9,,3,,13,
13/10/2013,34,39,12,,3,,8,
13/10/2013,34,38,12,,3,,8,
11/10/2013,27,37,11,,2,,18,
11/10/2013,34,39,9,,3,,11,
10/10/2013,34,39,12,,3,,8,
10/10/2013,33,40,10,,2,,11,
09/10/2013,32,38,11,,3,,13,
08/10/2013,33,39,10,,3,,10,
07/10/2013,35,39,9,,3,,10,
06/10/2013,33,40,10,,3,,10,
04/10/2013,33,38,11,,2,,13,
04/10/2013,31,36,7,,4,,15,
03/10/2013,33,38,11,,3,,10,
03/10/2013,35,38,9,,2,,10,
02/10/2013,34,40,9,,3,,10,
01/10/2013,31,41,8,,2,,12,
30/09/2013,33,39,11,,2,,13,
29/09/2013,33,37,11,,3,,11,
29/09/2013,36,39,11,,3,,7,
27/09/2013,31,42,9,,2,,13,
26/09/2013,34,37,12,,2,,9,
26/09/2013,33,40,9,,2,,11,
25/09/2013,32,41,8,,3,,11,
24/09/2013,34,39,10,,3,,10,
23/09/2013,32,40,10,,2,,12,
22/09/2013,33,38,12,,3,,9,
22/09/2013,33,39,14,,2,,9,
20/09/2013,33,37,11,,3,,11,
20/09/2013,29,36,7,,4,,17,
19/09/2013,33,39,11,,3,,9,
19/09/2013,28,36,10,,4,,17,
19/09/2013,34,35,11,,3,,11,
18/09/2013,36,36,10,,2,,12,
17/09/2013,33,37,9,,3,,13,
16/09/2013,34,37,10,,3,,12,
16/09/2013,29,39,9,,2,,14,
15/09/2013,32,36,14,,4,,9,
15/09/2013,33,40,11,,2,,9,
13/09/2013,33,38,9,,3,,12,
12/09/2013,34,41,10,,3,,7,
12/09/2013,34,38,8,,3,,13,
11/09/2013,32,39,10,,2,,12,
10/09/2013,33,39,9,,3,,11,
09/09/2013,33,38,8,,3,,14,
09/09/2013,34,37,10,,3,,11,
08/09/2013,34,37,13,,2,,9,
06/09/2013,34,38,9,,3,,12,
06/09/2013,30,35,7,,4,,17,
05/09/2013,33,37,14,,3,,8,
05/09/2013,31,38,10,,2,,13,
04/09/2013,33,39,10,,2,,12,
03/09/2013,33,37,9,,3,,13,
02/09/2013,33,40,9,,2,,12,
02/09/2013,28,39,11,,3,,13,
01/09/2013,30,35,11,,4,,14,
01/09/2013,31,37,12,,4,,10,
01/09/2013,34,38,12,,3,,8,
31/08/2013,31,41,9,,2,,13,
30/08/2013,29,37,11,,2,,17,
29/08/2013,33,39,12,,2,,9,
29/08/2013,33,37,10,,3,,12,
28/08/2013,34,37,11,,2,,12,
27/08/2013,34,39,8,,2,,12,
26/08/2013,33,37,13,,2,,10,
23/08/2013,32,38,10,,3,,13,
23/08/2013,29,36,8,,4,,18,
22/08/2013,30,38,12,,3,,12,
22/08/2013,32,39,11,,2,,10,
21/08/2013,34,37,9,,3,,13,
20/08/2013,32,39,10,,3,,12,
19/08/2013,31,38,10,,3,,14,
18/08/2013,32,38,12,,3,,11,
16/08/2013,32,38,10,,3,,13,
15/08/2013,36,39,10,,2,,8,
15/08/2013,34,39,9,,2,,11,
15/08/2013,28,37,8,,3,,19,
14/08/2013,32,38,11,,2,,13,
13/08/2013,35,38,10,,2,,11,
12/08/2013,33,40,8,,2,,13,
12/08/2013,30,40,10,,6,,11,
11/08/2013,32,35,14,,3,,10,
11/08/2013,33,39,12,,2,,10,
09/08/2013,33,41,9,,3,,10,
08/08/2013,34,38,9,,2,,12,
08/08/2013,29,36,9,,3,,17,
07/08/2013,31,39,11,,4,,11,
06/08/2013,32,39,10,,2,,11,
05/08/2013,34,38,11,,2,,12,
04/08/2013,33,38,12,,3,,9,
02/08/2013,28,36,11,,1,,18,
02/08/2013,32,38,10,,2,,13,
01/08/2013,29,40,11,,3,,12,
01/08/2013,34,40,10,,3,,11,
31/07/2013,33,38,10,,2,,14,
30/07/2013,34,40,11,,2,,10,
29/07/2013,33,40,10,,2,,12,
28/07/2013,34,39,11,,3,,8,
27/07/2013,34,37,10,,4,,12,
26/07/2013,33,39,10,,2,,11,
26/07/2013,28,39,8,,3,,16,
25/07/2013,32,39,11,,3,,10,
25/07/2013,32,38,11,,3,,11,
24/07/2013,35,39,8,,3,,11,
23/07/2013,32,39,11,,2,,12,
22/07/2013,35,38,11,,2,,10,
22/07/2013,28,38,9,,2,,16,
21/07/2013,32,39,12,,2,,9,
19/07/2013,32,39,10,,2,,11,
18/07/2013,33,38,11,,2,,11,
18/07/2013,31,39,12,,3,,10,
17/07/2013,31,37,12,,3,,13,
16/07/2013,32,38,10,,2,,12,
15/07/2013,31,40,11,,2,,11,
14/07/2013,36,36,13,,3,,7,
14/07/2013,31,38,13,,4,,10,
12/07/2013,30,41,10,,2,,13,
12/07/2013,28,36,9,,4,,20,
12/07/2013,27,38,6,,4,,19,
11/07/2013,28,36,8,,4,,18,
10/07/2013,32,37,11,,3,,12,
09/07/2013,31,39,10,,3,,13,
08/07/2013,34,40,10,,2,,10,
05/07/2013,33,39,11,,2,,12,
04/07/2013,31,39,11,,2,,12,
03/07/2013,23,36,10,,4,,22,
03/07/2013,32,40,9,,2,,13,
02/07/2013,32,40,9,,3,,12,
01/07/2013,33,38,8,,2,,12,
28/06/2013,33,38,11,,2,,11,
28/06/2013,27,37,7,,3,,19,
27/06/2013,33,39,10,,3,,13,
26/06/2013,31,42,11,,3,,10,
25/06/2013,32,40,11,,2,,11,
24/06/2013,32,39,9,,3,,12,
23/06/2013,30,36,10,,5,,14,
21/06/2013,31,39,10,,3,,13,
20/06/2013,31,39,11,,2,,14,
19/06/2013,32,38,10,,2,,13,
18/06/2013,31,38,10,,2,,12,
17/06/2013,31,40,10,,2,,13,
14/06/2013,30,39,10,,2,,14,
14/06/2013,27,36,7,,3,,20,
13/06/2013,26,35,10,,4,,19,
13/06/2013,32,39,10,,2,,12,
12/06/2013,30,38,11,,3,,12,
11/06/2013,30,38,9,,3,,16,
10/06/2013,28,39,11,,2,,15,
10/06/2013,31,35,10,,4,,12,
10/06/2013,27,36,8,,3,,19,
09/06/2013,29,36,12,,2,,12,
07/06/2013,30,40,9,,2,,14,
06/06/2013,32,39,10,,3,,13,
05/06/2013,30,39,10,,3,,14,
04/06/2013,30,40,10,,2,,14,
03/06/2013,31,38,10,,2,,16,
03/06/2013,24,37,10,,3,,19,
02/06/2013,27,37,9,,12,,15,
31/05/2013,30,39,10,,2,,15,
31/05/2013,26,37,6,,4,,21,
30/05/2013,25,36,10,,4,,20,
30/05/2013,30,38,11,,3,,14,
29/05/2013,30,37,11,,3,,14,
29/05/2013,27,38,9,,3,,18,
28/05/2013,29,39,10,,3,,15,
26/05/2013,30,34,10,,2,,17,
24/05/2013,24,35,10,,4,,22,
24/05/2013,30,40,10,,2,,14,
24/05/2013,26,37,9,,3,,20,
23/05/2013,29,42,11,,2,,13,
22/05/2013,29,39,11,,1,,16,
21/05/2013,27,38,10,,4,,16,
20/05/2013,31,39,10,,2,,14,
18/05/2013,24,35,11,,0,,22,
17/05/2013,29,40,9,,3,,14,
16/05/2013,29,35,8,,4,,19,
16/05/2013,31,39,9,,2,,15,
16/05/2013,27,37,7,,4,,20,
16/05/2013,28,37,7,,4,,18,
15/05/2013,30,40,10,,2,,14,
14/05/2013,30,40,10,,2,,15,
13/05/2013,31,38,10,,2,,14,
13/05/2013,31,34,10,,5,,13,
12/05/2013,28,34,11,,2,,18,
10/05/2013,30,39,9,,3,,16,
09/05/2013,30,39,10,,2,,14,
08/05/2013,27,38,11,,2,,17,
07/05/2013,29,39,9,,2,,16,
03/05/2013,30,40,11,,2,,12,
02/05/2013,32,43,9,,1,,10,
02/05/2013,28,35,9,,4,,17,
01/05/2013,33,39,10,,2,,13,
30/04/2013,30,39,11,,2,,14,
29/04/2013,30,39,11,,3,,14,
28/04/2013,32,38,9,,4,,13,
28/04/2013,29,36,12,,3,,16,
26/04/2013,31,40,11,,3,,11,
25/04/2013,32,40,11,,2,,12,
24/04/2013,31,39,10,,3,,11,
23/04/2013,33,40,10,,3,,12,
22/04/2013,32,39,11,,2,,13,
19/04/2013,32,40,11,,2,,10,
18/04/2013,33,40,10,,2,,11,
18/04/2013,29,35,8,,4,,17,
17/04/2013,30,41,10,,2,,12,
16/04/2013,33,40,10,,2,,11,
15/04/2013,29,38,10,,4,,15,
15/04/2013,31,39,12,,2,,12,
14/04/2013,32,38,15,,2,,9,
13/04/2013,27,39,8,,3,,16,
12/04/2013,31,42,12,,2,,11,
11/04/2013,30,38,8,,3,,15,
11/04/2013,32,42,9,,2,,11,
10/04/2013,28,42,12,,2,,11,
09/04/2013,33,41,10,,2,,10,
08/04/2013,30,40,12,,2,,12,
08/04/2013,25,40,10,,4,,14,
05/04/2013,30,40,11,,2,,13,
04/04/2013,30,42,11,,2,,12,
04/04/2013,28,38,8,,3,,17,
03/04/2013,33,41,9,,2,,11,
02/04/2013,30,43,11,,3,,10,
28/03/2013,29,42,11,,2,,13,
27/03/2013,30,40,12,,2,,13,
26/03/2013,30,39,13,,2,,12,
25/03/2013,30,41,13,,2,,11,
25/03/2013,27,37,10,,3,,17,
24/03/2013,28,38,12,,3,,14,
22/03/2013,30,41,12,,2,,12,
21/03/2013,32,41,11,,2,,10,
21/03/2013,28,38,9,,2,,16,
20/03/2013,30,41,11,,1,,12,
19/03/2013,31,41,11,,2,,11,
18/03/2013,32,40,11,,2,,10,
18/03/2013,26,39,13,,2,,13,
15/03/2013,29,41,12,,2,,12,
14/03/2013,28,37,9,,4,,17,
14/03/2013,30,42,11,,2,,11,
13/03/2013,31,40,11,,3,,12,
12/03/2013,29,43,11,,1,,12,
11/03/2013,32,40,11,,1,,11,
11/03/2013,27,40,11,,4,,13,
11/03/2013,25,38,11,,3,,15,
10/03/2013,31,39,15,,2,,7,
08/03/2013,31,41,12,,1,,11,
07/03/2013,32,41,11,,2,,11,
07/03/2013,27,39,8,,3,,17,
06/03/2013,31,41,11,,2,,12,
05/03/2013,29,42,11,,2,,12,
04/03/2013,31,40,12,,1,,12,
04/03/2013,29,38,11,,3,,14,
01/03/2013,31,42,10,,2,,11,
28/02/2013,29,42,12,,2,,11,
27/02/2013,32,43,11,,1,,8,
26/02/2013,32,42,12,,1,,9,
25/02/2013,32,44,10,,2,,8,
24/02/2013,32,43,11,,2,,9,
24/02/2013,31,43,8,,4,,9,
21/02/2013,31,45,11,,2,,9,
21/02/2013,29,41,8,,2,,13,
20/02/2013,33,43,9,,2,,10,
19/02/2013,29,44,11,,1,,11,
18/02/2013,32,41,12,,2,,8,
