Date,Rot-Grün,GroKo,Ampel,Jamaika,Deutschland,Kenia,Kiwi,Rechts,Kemmerich
2022-11-30,36.0,48.0,36.0,48.0,48.0,66.0,48.0,45.0,45.0
2022-11-29,38.0,45.0,45.0,54.0,52.0,65.0,47.0,41.0,48.0
2022-11-28,38.5,48.0,45.5,51.5,55.0,65.5,44.5,42.0,49.0
2022-11-28,39.0,48.0,45.0,55.0,54.0,68.0,49.0,41.0,47.0
2022-11-25,39.0,48.0,46.0,52.0,55.0,66.0,45.0,42.0,49.0
2022-11-24,41.0,47.0,41.0,50.0,47.0,69.0,50.0,42.0,42.0
2022-11-22,38.0,48.0,45.0,55.0,55.0,67.0,48.0,42.0,49.0
2022-11-21,37.0,48.0,44.5,52.5,55.5,65.0,45.0,43.0,50.5
2022-11-21,39.0,47.0,45.0,54.0,53.0,67.0,48.0,41.0,47.0
2022-11-18,37.0,48.0,44.0,52.0,55.0,65.0,45.0,43.0,50.0
2022-11-17,40.0,49.5,47.0,56.5,56.5,69.5,49.5,43.5,50.5
2022-11-15,39.0,47.0,46.0,53.0,54.0,66.0,46.0,40.0,47.0
2022-11-14,38.0,48.0,45.0,52.0,55.0,65.5,45.0,42.5,49.5
2022-11-14,39.0,47.0,45.0,54.0,53.0,67.0,48.0,42.0,48.0
2022-11-11,39.0,49.0,46.0,53.0,56.0,67.0,46.0,43.0,50.0
2022-11-10,41.0,47.0,41.0,50.0,47.0,69.0,50.0,43.0,43.0
2022-11-09,37.0,46.0,44.0,54.0,53.0,65.0,47.0,42.0,49.0
2022-11-09,38.0,47.0,38.0,49.0,47.0,67.0,49.0,45.0,45.0
2022-11-08,40.5,50.0,49.0,50.0,58.5,66.0,41.5,39.5,48.0
2022-11-08,41.0,47.0,48.0,53.0,54.0,67.0,46.0,40.0,47.0
2022-11-07,39.0,46.0,46.0,54.0,53.0,66.0,47.0,40.0,47.0
2022-11-07,38.5,48.0,46.5,52.5,56.0,65.5,44.5,41.5,49.5
2022-11-07,38.0,47.0,44.0,53.0,53.0,66.0,47.0,42.0,48.0
2022-11-04,38.0,48.0,46.0,52.0,56.0,65.0,44.0,42.0,50.0
2022-11-02,38.0,47.0,44.0,53.0,53.0,66.0,47.0,42.0,48.0
2022-11-02,40.0,47.0,48.0,53.0,55.0,66.0,45.0,40.0,48.0
2022-10-31,38.5,46.5,47.5,53.0,55.5,64.5,44.0,41.0,50.0
2022-10-31,40.0,47.0,46.0,53.0,53.0,67.0,47.0,41.0,47.0
2022-10-28,38.0,46.0,47.0,53.0,55.0,64.0,44.0,41.0,50.0
2022-10-25,41.0,46.0,48.0,52.0,53.0,66.0,45.0,40.0,47.0
2022-10-25,38.0,46.0,44.0,54.0,52.0,66.0,48.0,43.0,49.0
2022-10-24,38.0,47.0,46.5,52.5,55.5,64.5,44.0,41.5,50.0
2022-10-24,39.0,47.0,45.0,54.0,53.0,67.0,48.0,42.0,48.0
2022-10-21,39.5,47.0,47.5,50.5,55.0,64.5,42.5,41.0,49.0
2022-10-21,38.0,47.0,46.0,53.0,55.0,65.0,45.0,42.0,50.0
2022-10-20,40.0,47.0,46.0,55.0,53.0,68.0,49.0,43.0,49.0
2022-10-18,42.0,45.0,49.0,50.0,52.0,65.0,43.0,39.0,46.0
2022-10-17,38.0,47.0,45.5,53.5,54.5,65.5,46.0,43.0,50.5
2022-10-17,40.0,47.0,46.0,53.0,53.0,67.0,47.0,41.0,47.0
2022-10-14,37.0,47.0,45.0,54.0,55.0,65.0,46.0,43.0,51.0
2022-10-13,38.0,49.5,45.0,56.5,56.5,68.5,49.5,44.5,51.5
2022-10-12,39.0,45.0,45.0,52.0,51.0,65.0,46.0,41.0,47.0
2022-10-12,35.0,45.0,41.0,54.0,51.0,64.0,48.0,44.0,50.0
2022-10-11,41.0,45.0,47.0,52.0,51.0,66.0,46.0,40.0,46.0
2022-10-10,38.0,46.0,44.0,54.0,52.0,66.0,48.0,42.0,48.0
2022-10-10,38.5,47.0,46.0,54.0,54.5,66.0,46.5,42.5,50.0
2022-10-09,39.0,45.0,46.0,55.0,52.0,66.0,48.0,40.0,47.0
2022-10-07,38.0,46.0,46.0,54.0,54.0,65.0,46.0,42.0,50.0
2022-10-06,37.0,46.0,46.0,50.0,55.0,62.0,41.0,41.0,50.0
2022-10-05,36.0,45.0,43.0,54.0,52.0,64.0,47.0,43.0,50.0
2022-10-04,38.0,45.0,46.0,55.0,53.0,65.0,47.0,41.0,49.0
2022-10-03,37.5,46.5,45.5,54.0,54.5,65.0,46.0,42.5,50.5
2022-09-30,38.0,46.0,44.0,54.0,52.0,66.0,48.0,42.0,48.0
2022-09-30,37.0,47.0,45.0,54.0,55.0,65.0,46.0,43.0,51.0
2022-09-29,40.0,45.0,47.0,56.0,52.0,67.0,49.0,41.0,48.0
2022-09-27,40.0,46.0,48.0,56.0,54.0,67.0,48.0,40.0,48.0
2022-09-26,37.5,45.5,45.5,55.0,53.5,65.0,47.0,42.5,50.5
2022-09-26,38.0,46.0,45.0,55.0,53.0,66.0,48.0,41.0,48.0
2022-09-23,38.0,47.0,46.0,55.0,55.0,66.0,47.0,42.0,50.0
2022-09-22,40.0,48.0,48.0,52.0,56.0,66.0,44.0,39.5,47.5
2022-09-20,39.0,46.0,46.0,54.0,53.0,66.0,47.0,41.0,48.0
2022-09-20,39.0,46.0,46.0,56.0,53.0,67.0,49.0,41.0,48.0
2022-09-19,37.5,47.0,45.0,55.0,54.5,66.0,47.5,42.5,50.0
2022-09-19,38.0,47.0,45.0,54.0,54.0,66.0,47.0,41.0,48.0
2022-09-16,38.0,47.0,45.0,54.0,54.0,66.0,47.0,41.0,48.0
2022-09-14,38.0,45.0,45.0,56.0,52.0,66.0,49.0,42.0,49.0
2022-09-14,39.0,50.0,46.0,56.0,57.0,69.0,49.0,43.0,50.0
2022-09-13,35.0,45.0,41.0,54.0,51.0,64.0,48.0,43.0,49.0
2022-09-13,41.0,46.0,48.0,54.0,53.0,67.0,47.0,39.0,46.0
2022-09-13,39.0,47.0,45.0,54.0,53.0,67.0,48.0,41.0,47.0
2022-09-12,38.0,46.0,46.0,56.0,54.0,66.0,48.0,41.5,49.5
2022-09-11,39.0,45.5,46.0,51.5,52.5,64.5,44.5,39.5,46.5
2022-09-09,39.0,46.0,47.0,55.0,54.0,66.0,47.0,40.0,48.0
2022-09-08,42.0,47.0,48.0,57.0,53.0,70.0,51.0,41.0,47.0
2022-09-06,41.0,45.0,49.0,54.0,53.0,66.0,46.0,37.0,45.0
2022-09-05,38.5,46.0,46.0,56.0,53.5,66.5,48.5,41.5,49.0
2022-09-05,42.0,44.0,49.0,57.0,51.0,68.0,50.0,37.0,44.0
2022-09-04,40.0,45.0,48.0,55.0,53.0,66.0,47.0,38.0,46.0
2022-09-02,39.0,47.0,47.0,56.0,55.0,67.0,48.0,41.0,49.0
2022-08-31,39.0,44.0,47.0,57.0,52.0,66.0,49.0,40.0,48.0
2022-08-30,43.0,45.0,51.0,54.0,53.0,67.0,46.0,36.0,44.0
2022-08-29,39.5,46.5,47.5,56.0,54.5,67.0,48.0,40.5,48.5
2022-08-29,42.0,43.0,49.0,58.0,50.0,68.0,51.0,37.0,44.0
2022-08-26,41.0,48.0,49.0,57.0,56.0,69.0,49.0,40.0,48.0
2022-08-25,41.0,46.0,48.0,56.0,53.0,68.0,49.0,38.0,45.0
2022-08-23,42.0,45.0,49.0,56.0,52.0,68.0,49.0,38.0,45.0
2022-08-22,39.5,46.5,47.0,56.5,54.0,67.5,49.0,41.0,48.5
2022-08-22,43.0,44.0,50.0,58.0,51.0,69.0,51.0,37.0,44.0
2022-08-19,40.0,47.0,48.0,57.0,55.0,68.0,49.0,40.0,48.0
2022-08-18,44.0,43.0,50.0,57.0,49.0,69.0,51.0,39.0,45.0
2022-08-18,40.5,48.5,48.5,58.0,56.5,69.5,50.0,41.0,49.0
2022-08-17,41.0,46.0,48.0,58.0,53.0,69.0,51.0,40.0,47.0
2022-08-16,43.0,48.0,49.0,57.0,54.0,71.0,51.0,40.0,46.0
2022-08-15,41.0,47.0,49.0,58.0,55.0,69.0,50.0,40.0,48.0
2022-08-15,43.0,44.0,49.0,57.0,50.0,69.0,51.0,37.0,43.0
2022-08-12,41.0,46.0,50.0,58.0,55.0,68.0,49.0,39.0,48.0
2022-08-12,41.5,40.0,49.5,57.5,48.0,65.5,49.5,38.5,46.5
2022-08-11,45.0,45.0,52.0,59.0,52.0,71.0,52.0,38.0,45.0
2022-08-10,40.0,46.0,46.0,54.0,52.0,67.0,48.0,41.0,47.0
2022-08-09,43.0,48.0,50.0,56.0,55.0,70.0,49.0,38.0,45.0
2022-08-08,41.0,46.0,49.0,57.0,54.0,68.0,49.0,38.0,46.0
2022-08-08,39.5,45.0,47.5,56.5,53.0,66.5,48.5,39.5,47.5
2022-08-08,42.0,44.0,49.0,57.0,51.0,68.0,50.0,36.0,43.0
2022-08-05,40.0,46.0,49.0,57.0,55.0,67.0,48.0,39.0,48.0
2022-08-03,40.0,45.0,47.0,58.0,52.0,68.0,51.0,41.0,48.0
2022-08-02,44.0,46.0,50.0,54.0,52.0,69.0,48.0,36.0,42.0
2022-08-01,40.5,45.0,48.5,56.5,53.0,67.0,48.5,38.5,46.5
2022-08-01,42.0,45.0,49.0,58.0,52.0,69.0,51.0,37.0,44.0
2022-07-29,41.0,45.0,50.0,57.0,54.0,67.0,48.0,38.0,47.0
2022-07-26,43.0,47.0,50.0,55.0,54.0,69.0,48.0,37.0,44.0
2022-07-25,40.5,45.0,48.5,56.5,53.0,67.0,48.5,38.5,46.5
2022-07-25,41.0,45.0,50.0,59.0,54.0,68.0,50.0,37.0,46.0
2022-07-25,43.0,45.0,49.0,56.0,51.0,69.0,50.0,36.0,42.0
2022-07-22,41.0,45.0,49.0,58.0,53.0,68.0,50.0,39.0,47.0
2022-07-21,44.0,49.5,51.0,56.5,56.5,71.5,49.5,38.5,45.5
2022-07-20,41.0,46.0,48.0,56.0,53.0,68.0,49.0,39.0,46.0
2022-07-20,46.0,46.0,54.5,56.5,54.5,70.0,48.0,34.5,43.0
2022-07-19,42.0,44.0,50.0,56.0,52.0,67.0,48.0,36.0,44.0
2022-07-18,40.5,45.0,48.5,56.5,53.0,67.0,48.5,38.5,46.5
2022-07-18,44.0,46.0,50.0,56.0,52.0,70.0,50.0,35.0,41.0
2022-07-18,43.0,47.0,50.0,57.0,54.0,70.0,50.0,37.0,44.0
2022-07-15,41.0,45.0,49.0,56.0,53.0,67.0,48.0,37.0,45.0
2022-07-14,46.0,47.0,52.0,57.0,53.0,72.0,51.0,37.0,43.0
2022-07-12,44.0,45.0,52.0,57.0,53.0,69.0,49.0,36.0,44.0
2022-07-11,41.0,47.0,49.5,56.5,55.5,68.0,48.0,38.0,46.5
2022-07-11,43.0,45.0,50.0,57.0,52.0,69.0,50.0,35.0,42.0
2022-07-08,41.0,47.0,49.0,58.0,55.0,69.0,50.0,38.0,46.0
2022-07-06,44.0,47.0,52.0,55.0,55.0,69.0,47.0,35.0,43.0
2022-07-06,42.0,46.0,50.0,58.0,54.0,69.0,50.0,38.0,46.0
2022-07-05,39.0,47.0,46.0,55.0,54.0,67.0,48.0,40.0,47.0
2022-07-05,44.0,45.0,51.0,56.0,52.0,69.0,49.0,35.0,42.0
2022-07-04,40.0,47.0,49.5,58.5,56.5,68.0,49.0,39.0,48.5
2022-07-04,44.0,46.0,52.0,58.0,54.0,70.0,50.0,35.0,43.0
2022-07-02,42.0,48.0,51.0,55.0,57.0,68.0,46.0,36.0,45.0
2022-07-02,42.0,47.0,51.0,58.0,56.0,69.0,49.0,38.0,47.0
2022-06-30,46.0,48.0,52.0,58.0,54.0,73.0,52.0,37.0,43.0
2022-06-28,45.0,46.0,53.0,59.0,54.0,71.0,51.0,36.0,44.0
2022-06-27,41.5,47.0,50.5,57.5,56.0,68.5,48.5,37.5,46.5
2022-06-27,44.0,46.0,52.0,58.0,54.0,70.0,50.0,35.0,43.0
2022-06-26,43.0,47.0,50.0,53.0,54.0,68.0,46.0,37.0,44.0
2022-06-24,42.0,46.0,51.0,57.0,55.0,68.0,48.0,37.0,46.0
2022-06-22,43.0,46.0,51.0,57.0,54.0,69.0,49.0,38.0,46.0
2022-06-21,44.0,46.0,52.0,58.0,54.0,70.0,50.0,36.0,44.0
2022-06-20,40.5,47.5,50.0,58.5,57.0,68.5,49.0,38.0,47.5
2022-06-20,42.0,50.0,50.0,58.0,58.0,71.0,50.0,37.0,45.0
2022-06-20,42.0,47.0,50.0,59.0,55.0,70.0,51.0,37.0,45.0
2022-06-17,41.0,47.0,50.0,57.0,56.0,68.0,48.0,37.0,46.0
2022-06-17,45.0,50.0,53.0,57.0,58.0,72.0,49.0,37.0,45.0
2022-06-15,47.0,48.0,53.0,57.0,54.0,73.0,51.0,36.0,42.0
2022-06-14,42.0,48.0,50.0,58.0,56.0,70.0,50.0,37.0,45.0
2022-06-13,41.0,47.5,50.5,58.0,57.0,68.5,48.5,38.0,47.5
2022-06-13,43.0,47.0,51.0,58.0,55.0,70.0,50.0,36.0,44.0
2022-06-10,42.0,48.0,51.0,57.0,57.0,69.0,48.0,37.0,46.0
2022-06-08,42.0,46.0,49.0,51.0,53.0,66.0,44.0,37.0,44.0
2022-06-07,42.0,50.0,51.0,55.0,59.0,69.0,46.0,37.0,46.0
2022-06-07,39.0,48.0,46.0,58.0,55.0,69.0,51.0,42.0,49.0
2022-06-07,41.5,47.0,51.0,58.0,56.5,68.5,48.5,37.5,47.0
2022-06-07,45.0,48.0,54.0,58.0,57.0,71.0,49.0,34.0,43.0
2022-06-03,42.0,46.0,50.0,58.0,54.0,69.0,50.0,37.0,45.0
2022-06-03,42.0,49.0,51.0,56.0,58.0,69.0,47.0,36.0,45.0
2022-06-01,42.0,48.0,50.0,56.0,56.0,69.0,48.0,38.0,46.0
2022-06-01,43.5,45.0,51.5,60.5,53.0,70.5,52.5,36.0,44.0
2022-05-31,43.0,48.0,51.0,59.0,56.0,71.0,51.0,36.0,44.0
2022-05-30,42.5,49.0,51.0,56.0,57.5,69.5,47.5,37.0,45.5
2022-05-30,42.0,52.0,50.0,58.0,60.0,72.0,50.0,37.0,45.0
2022-05-30,43.0,48.0,50.0,60.0,55.0,72.0,53.0,38.0,45.0
2022-05-27,42.0,50.0,51.0,55.0,59.0,69.0,46.0,36.0,45.0
2022-05-24,42.0,48.0,50.0,56.0,56.0,69.0,48.0,36.0,44.0
2022-05-23,42.0,50.5,50.5,57.0,59.0,70.5,48.5,39.0,47.5
2022-05-23,44.0,49.0,51.0,58.0,56.0,72.0,51.0,37.0,44.0
2022-05-23,42.0,49.0,50.0,55.0,57.0,69.0,47.0,38.0,46.0
2022-05-20,40.0,49.0,50.0,57.0,59.0,68.0,47.0,38.0,48.0
2022-05-19,46.0,48.0,53.0,57.0,55.0,72.0,50.0,36.0,43.0
2022-05-18,44.5,53.0,52.5,57.5,61.0,73.5,49.5,38.0,46.0
2022-05-17,43.0,48.0,51.0,55.0,56.0,69.0,47.0,36.0,44.0
2022-05-16,46.5,52.5,52.0,57.5,58.0,75.5,52.0,36.5,42.0
2022-05-16,42.0,49.5,51.0,57.5,58.5,70.0,48.5,39.0,48.0
2022-05-16,44.0,49.0,52.0,57.0,57.0,71.0,49.0,35.0,43.0
2022-05-13,40.0,49.0,50.0,55.0,59.0,67.0,45.0,37.0,47.0
2022-05-11,42.0,48.0,50.0,54.0,56.0,68.0,46.0,37.0,45.0
2022-05-10,39.0,48.0,48.0,56.0,57.0,67.0,47.0,38.0,47.0
2022-05-10,42.0,48.0,51.0,55.0,57.0,68.0,46.0,36.0,45.0
2022-05-09,46.5,47.5,57.0,56.5,58.0,70.0,46.0,32.5,43.0
2022-05-09,41.5,50.0,51.5,56.5,60.0,69.0,46.5,38.0,48.0
2022-05-09,44.0,49.0,53.0,56.0,58.0,70.0,47.0,35.0,44.0
2022-05-06,40.0,49.0,51.0,52.0,60.0,65.0,41.0,36.0,47.0
2022-05-06,41.0,50.0,52.0,56.0,61.0,68.0,45.0,37.0,48.0
2022-05-04,39.0,48.0,51.0,55.0,60.0,65.0,43.0,38.0,50.0
2022-05-03,42.0,50.0,51.0,55.0,59.0,69.0,46.0,36.0,45.0
2022-05-02,42.0,50.0,51.5,55.5,59.5,69.0,46.0,37.5,47.0
2022-05-02,43.0,49.0,52.0,55.0,58.0,69.0,46.0,35.0,44.0
2022-04-29,41.0,49.0,51.0,54.0,59.0,67.0,44.0,37.0,47.0
2022-04-28,46.0,48.0,55.0,53.0,57.0,69.0,44.0,34.0,43.0
2022-04-27,42.0,50.0,51.0,53.0,59.0,68.0,44.0,37.0,46.0
2022-04-26,43.0,48.0,52.0,54.0,57.0,68.0,45.0,34.0,43.0
2022-04-25,42.0,50.5,51.0,53.5,59.5,68.5,44.5,38.0,47.0
2022-04-25,44.0,52.0,52.0,52.0,60.0,70.0,44.0,35.0,43.0
2022-04-25,44.0,49.0,53.0,54.0,58.0,69.0,45.0,34.0,43.0
2022-04-25,44.0,49.0,53.0,54.0,58.0,69.0,45.0,36.0,45.0
2022-04-23,46.5,47.0,57.5,55.5,58.0,69.0,44.5,31.0,42.0
2022-04-22,42.0,50.0,51.0,53.0,59.0,68.0,44.0,37.0,46.0
2022-04-19,44.0,50.0,53.0,53.0,59.0,69.0,44.0,34.0,43.0
2022-04-18,42.5,49.5,51.5,54.0,58.5,68.5,45.0,37.0,46.0
2022-04-14,45.0,50.0,53.0,53.0,58.0,70.0,45.0,34.0,42.0
2022-04-14,42.0,51.0,52.0,53.0,61.0,68.0,43.0,36.0,46.0
2022-04-12,42.0,50.0,50.0,52.0,58.0,68.0,44.0,37.0,45.0
2022-04-12,39.0,47.0,48.0,53.0,56.0,65.0,44.0,38.0,47.0
2022-04-12,45.0,51.0,53.0,52.0,59.0,70.0,44.0,35.0,43.0
2022-04-11,42.5,52.0,51.5,53.5,61.0,69.5,44.5,38.0,47.0
2022-04-11,46.0,51.0,54.0,51.0,59.0,70.0,43.0,33.0,41.0
2022-04-08,41.0,51.0,51.0,52.0,61.0,67.0,42.0,37.0,47.0
2022-04-07,46.0,51.0,54.0,51.0,59.0,70.0,43.0,35.0,43.0
2022-04-06,43.0,49.0,52.0,53.0,58.0,68.0,44.0,36.0,45.0
2022-04-06,45.0,52.0,54.0,50.0,61.0,69.0,41.0,33.0,42.0
2022-04-05,46.0,52.0,54.0,52.0,60.0,71.0,44.0,35.0,43.0
2022-04-04,46.0,52.5,54.5,53.0,61.0,71.5,44.5,34.5,43.0
2022-04-04,42.5,51.0,53.0,54.0,61.5,68.5,43.5,36.5,47.0
2022-04-01,40.0,48.0,52.0,50.0,60.0,63.0,38.0,35.0,47.0
2022-04-04,46.0,51.0,54.0,51.0,59.0,70.0,43.0,33.0,41.0
2022-04-01,42.0,52.0,52.0,52.0,62.0,68.0,42.0,37.0,47.0
2022-03-29,43.0,51.0,52.0,53.0,60.0,69.0,44.0,35.0,44.0
2022-03-28,41.5,51.0,51.5,52.5,61.0,67.5,42.5,36.5,46.5
2022-03-28,42.0,50.0,51.0,53.0,59.0,68.0,44.0,35.0,44.0
2022-03-25,42.0,52.0,52.0,52.0,62.0,68.0,42.0,37.0,47.0
2022-03-22,44.0,51.0,53.0,52.0,60.0,69.0,43.0,34.0,43.0
2022-03-21,41.0,51.0,52.0,54.0,62.0,67.5,43.0,37.5,48.5
2022-03-21,41.0,50.0,51.0,55.0,60.0,68.0,45.0,36.0,46.0
2022-03-21,42.0,50.0,52.5,52.5,60.5,67.0,42.0,35.0,45.5
2022-03-20,45.0,52.0,55.0,54.0,62.0,70.5,44.0,34.0,44.0
2022-03-18,42.0,52.0,52.0,52.0,62.0,68.0,42.0,36.0,46.0
2022-03-16,42.0,51.0,51.0,52.0,60.0,68.0,43.0,37.0,46.0
2022-03-15,45.0,52.0,53.0,53.0,60.0,71.0,45.0,35.0,43.0
2022-03-14,40.5,50.5,51.0,51.5,61.0,66.0,41.0,36.0,46.5
2022-03-14,43.0,51.0,52.0,53.0,60.0,69.0,44.0,35.0,44.0
2022-03-11,42.0,50.0,52.0,50.0,60.0,66.0,40.0,34.0,44.0
2022-03-10,45.0,51.0,54.0,51.0,60.0,69.0,42.0,34.0,43.0
2022-03-08,39.0,49.0,48.0,51.0,58.0,65.0,42.0,37.0,46.0
2022-03-08,44.0,51.0,52.0,53.0,59.0,70.0,45.0,36.0,44.0
2022-03-07,40.5,49.5,51.5,51.0,60.5,65.0,40.0,35.0,46.0
2022-03-04,41.0,49.0,52.0,51.0,60.0,65.0,40.0,35.0,46.0
2022-03-07,44.0,51.0,53.0,52.0,60.0,69.0,43.0,32.0,41.0
2022-03-04,40.0,50.0,51.0,51.0,61.0,65.0,40.0,36.0,47.0
2022-03-02,41.0,51.0,50.0,51.0,60.0,67.0,42.0,37.0,46.0
2022-03-01,43.0,52.0,51.0,51.0,60.0,69.0,43.0,36.0,44.0
2022-02-28,38.5,50.0,49.5,53.5,61.0,65.5,42.5,37.5,48.5
2022-02-28,43.0,51.0,52.0,53.0,60.0,69.0,44.0,33.0,42.0
2022-02-27,43.5,49.5,55.0,52.5,61.0,67.0,41.0,34.0,45.5
2022-02-26,39.0,51.0,49.0,52.0,61.0,66.0,42.0,36.0,46.0
2022-02-25,38.0,49.0,49.0,52.0,60.0,64.0,41.0,38.0,49.0
2022-02-23,43.0,50.0,52.0,50.0,59.0,67.0,41.0,35.0,44.0
2022-02-22,43.0,51.0,52.0,51.0,60.0,68.0,42.0,35.0,44.0
2022-02-21,37.5,50.0,50.0,54.0,62.5,64.5,41.5,38.0,50.5
2022-02-21,40.0,50.0,49.0,53.0,59.0,67.0,44.0,36.0,45.0
2022-02-18,37.0,49.0,48.0,53.0,60.0,64.0,42.0,39.0,50.0
2022-02-16,39.0,50.0,48.0,50.0,59.0,65.0,41.0,38.0,47.0
2022-02-16,38.0,50.0,48.5,52.5,60.5,65.0,42.0,37.0,47.5
2022-02-15,42.0,49.5,51.5,51.0,59.0,66.5,41.5,34.0,43.5
2022-02-15,38.0,48.0,47.0,53.0,57.0,65.0,44.0,38.0,47.0
2022-02-15,40.0,48.0,50.0,50.0,58.0,64.0,40.0,36.0,46.0
2022-02-14,37.5,48.5,49.5,53.0,60.5,63.5,41.0,38.0,50.0
2022-02-14,39.0,50.0,48.0,52.0,59.0,66.0,43.0,36.0,45.0
2022-02-11,38.0,48.0,49.0,53.0,59.0,64.0,42.0,38.0,49.0
2022-02-10,41.0,50.0,50.0,50.0,59.0,66.0,41.0,36.0,45.0
2022-02-08,38.0,50.0,47.0,51.0,59.0,65.0,42.0,39.0,48.0
2022-02-08,38.0,48.0,48.0,52.0,58.0,64.0,42.0,38.0,48.0
2022-02-07,38.0,49.0,50.0,53.0,61.0,64.0,41.0,37.0,49.0
2022-02-04,41.0,49.0,49.0,48.0,57.0,65.0,40.0,36.0,44.0
2022-02-07,38.0,49.0,47.0,52.0,58.0,65.0,43.0,37.0,46.0
2022-02-04,38.0,49.0,49.0,54.0,60.0,65.0,43.0,38.0,49.0
2022-02-03,40.0,49.0,48.5,55.5,57.5,68.0,47.0,38.0,46.5
2022-02-03,40.0,50.0,50.0,50.0,60.0,65.0,40.0,36.0,46.0
2022-02-02,38.0,49.0,48.0,53.0,59.0,65.0,43.0,39.0,49.0
2022-02-01,41.0,48.0,50.0,50.0,57.0,65.0,41.0,35.0,44.0
2022-01-31,39.0,49.0,51.5,52.5,61.5,64.0,40.0,35.0,47.5
2022-01-31,39.0,50.0,48.0,52.0,59.0,66.0,43.0,37.0,46.0
2022-01-28,42.0,50.0,53.0,51.0,61.0,66.0,40.0,35.0,46.0
2022-01-27,42.0,47.0,52.0,51.0,57.0,65.0,41.0,33.0,43.0
2022-01-25,38.0,49.0,46.0,49.0,57.0,64.0,41.0,38.0,46.0
2022-01-25,42.0,48.0,52.0,52.0,58.0,66.0,42.0,34.0,44.0
2022-01-24,41.0,50.0,52.5,50.5,61.5,65.0,39.0,35.0,46.5
2022-01-24,41.0,49.0,51.0,50.0,59.0,65.0,40.0,34.0,44.0
2022-01-21,42.0,49.0,54.0,51.0,61.0,65.0,39.0,35.0,47.0
2022-01-20,42.0,50.5,54.5,50.0,63.0,65.0,37.5,33.0,45.5
2022-01-19,41.0,49.0,51.0,50.0,59.0,65.0,40.0,36.0,46.0
2022-01-18,44.5,50.0,55.0,50.0,60.5,67.0,39.5,32.5,43.0
2022-01-18,43.0,48.0,52.0,48.0,57.0,65.0,39.0,34.0,43.0
2022-01-17,41.5,48.5,53.5,50.0,60.5,64.0,38.0,34.5,46.5
2022-01-17,41.0,50.0,51.0,51.0,60.0,66.0,41.0,35.0,45.0
2022-01-14,43.0,50.0,54.0,50.0,61.0,66.0,39.0,35.0,46.0
2022-01-13,43.0,49.0,54.0,49.0,60.0,65.0,38.0,32.0,43.0
2022-01-11,43.0,49.0,53.0,50.0,59.0,66.0,40.0,33.0,43.0
2022-01-10,41.5,49.5,53.5,50.0,61.5,64.5,38.0,35.0,47.0
2022-01-10,42.0,50.0,52.0,52.0,60.0,67.0,42.0,34.0,44.0
2022-01-09,40.0,46.0,51.0,47.0,57.0,61.0,36.0,33.0,44.0
2022-01-07,43.0,50.0,55.0,51.0,62.0,66.0,39.0,34.0,46.0
2022-01-05,42.0,49.0,53.0,50.0,60.0,65.0,39.0,34.0,45.0
2022-01-03,42.0,49.5,53.0,49.5,60.5,65.0,38.5,34.5,45.5
2022-01-03,42.0,50.0,54.0,52.0,62.0,66.0,40.0,35.0,47.0
2021-12-30,43.0,51.0,53.0,50.0,61.0,67.0,40.0,35.0,45.0
2021-12-23,43.0,51.0,54.0,49.0,62.0,66.0,38.0,34.0,45.0
2021-12-20,42.0,49.0,55.0,49.0,62.0,63.5,36.0,33.0,46.0
2021-12-20,42.0,50.0,52.0,50.0,60.0,66.0,40.0,33.0,43.0
2021-12-19,44.5,51.5,56.0,47.5,63.0,66.0,36.0,31.5,43.0
2021-12-18,41.0,50.0,53.0,49.0,62.0,64.0,37.0,35.0,47.0
2021-12-16,43.0,49.0,54.0,49.0,60.0,65.0,38.0,33.0,44.0
2021-12-15,41.0,50.0,54.0,52.0,63.0,65.0,39.0,34.5,47.5
2021-12-14,43.0,50.0,53.0,49.0,60.0,66.0,39.0,34.0,44.0
2021-12-14,43.0,49.0,54.0,49.0,60.0,65.0,38.0,32.0,43.0
2021-12-13,41.5,49.0,54.5,49.5,62.0,63.5,36.5,33.5,46.5
2021-12-13,41.0,49.0,52.0,49.0,60.0,64.0,38.0,33.0,44.0
2021-12-10,41.0,48.0,54.0,50.0,61.0,63.0,37.0,33.0,46.0
2021-12-09,45.0,49.0,57.0,50.0,61.0,66.0,38.0,31.0,43.0
2021-12-08,42.0,49.0,54.0,51.0,61.0,65.0,39.0,34.0,46.0
2021-12-08,42.0,50.0,53.0,49.0,61.0,65.0,38.0,34.0,45.0
2021-12-07,43.0,49.0,54.0,47.0,60.0,64.0,36.0,32.0,43.0
2021-12-06,41.0,48.0,54.5,50.5,61.5,63.0,37.0,33.5,47.0
2021-12-06,45.5,47.0,59.0,48.0,60.5,63.5,34.5,29.0,42.5
2021-12-06,42.0,47.0,53.0,50.0,58.0,64.0,39.0,32.0,43.0
2021-12-03,41.0,47.0,54.0,49.0,60.0,62.0,36.0,33.0,46.0
2021-12-01,42.0,48.0,54.0,52.0,60.0,65.0,40.0,34.0,46.0
2021-12-01,41.0,50.0,52.0,50.0,61.0,65.0,39.0,35.0,46.0
2021-11-30,43.0,47.0,55.0,48.0,59.0,63.0,36.0,31.0,43.0
2021-11-29,41.0,46.0,55.0,51.0,60.0,62.0,37.0,32.0,46.0
2021-11-29,41.0,46.0,53.0,51.0,58.0,63.0,39.0,32.0,44.0
