Date,Net Approval
2025-05-23,-0.9511698880976601
2025-05-21,-0.9259259259259259
2025-05-09,-0.9583333333333333
2025-04-14,-0.9381443298969072
2025-04-09,-0.9183673469387754
2025-04-09,-0.8873826903023982
2025-03-26,-0.9175257731958764
2025-03-11,-0.9175257731958764
2025-03-07,-0.9166666666666667
2025-02-13,-0.8648363252375924
2025-02-07,-0.9157894736842105
2025-02-05,-0.9183673469387754
2025-01-22,-0.875
2025-01-10,-0.8969072164948453
2024-12-10,-0.9387755102040816
2024-12-06,-0.9157894736842105
2024-11-28,-0.8405951115834218
2024-11-20,-0.8958333333333333
2024-11-20,-0.8921775898520086
2024-11-11,-0.9381443298969072
2024-11-08,-0.9157894736842105
2024-10-11,-0.9166666666666667
2024-10-08,-0.8969072164948453
2024-09-26,-0.8631921824104235
2024-09-25,-0.894736842105263
2024-09-10,-0.8762886597938144
2024-09-06,-0.875
2024-08-09,-0.8736842105263158
2024-08-07,-0.8723404255319149
2024-08-06,-0.8762886597938144
2024-07-19,-0.8525441329179647
2024-07-18,-0.8526315789473684
2024-07-05,-0.894736842105263
2024-06-07,-0.875
2024-06-04,-0.8958333333333333
2024-06-02,-0.8317757009345795
2024-05-23,-0.894736842105263
2024-05-10,-0.8526315789473684
2024-05-09,-0.8215859030837005
2024-04-08,-0.8526315789473684
2024-04-05,-0.8297872340425532
2024-03-22,-0.8144329896907216
2024-03-21,-0.8342189160467588
2024-03-13,-0.8663883089770354
2024-03-05,-0.7868131868131868
2024-03-04,-0.7894736842105263
2024-02-16,-0.7942122186495177
2024-02-09,-0.8241758241758241
2024-02-06,-0.7849462365591398
2024-01-24,-0.8169790518191842
2024-01-12,-0.8043478260869565
2024-01-09,-0.7894736842105263
2024-01-08,-0.7853107344632768
2023-12-10,-0.8008565310492506
2023-12-07,-0.8064516129032258
2023-12-06,-0.8085106382978724
2023-11-23,-0.838012958963283
2023-11-18,-0.7993596584845251
2023-11-17,-0.8374164810690423
2023-11-10,-0.7849462365591398
2023-11-07,-0.7684210526315789
2023-10-26,-0.7891373801916932
2023-10-13,-0.7021276595744681
2023-10-03,-0.6875
2023-09-20,-0.7801958650707291
2023-09-15,-0.738359201773836
2023-09-12,-0.6842105263157894
2023-09-08,-0.6521739130434783
2023-08-24,-0.76536312849162
2023-08-11,-0.6989247311827957
2023-08-07,-0.6559139784946237
2023-07-21,-0.6938775510204083
2023-07-19,-0.7643243243243243
2023-07-19,-0.7442143727161998
2023-07-15,-0.696522655426765
2023-07-14,-0.6989247311827957
2023-07-04,-0.673913043478261
2023-06-22,-0.7391304347826086
2023-06-09,-0.6923076923076923
2023-06-07,-0.6382978723404256
2023-05-25,-0.6808510638297873
2023-05-23,-0.6820276497695853
2023-05-12,-0.6483516483516483
2023-05-09,-0.6170212765957446
2023-04-28,-0.6519871106337272
2023-04-27,-0.6808510638297873
2023-04-14,-0.673913043478261
2023-04-12,-0.6086956521739131
2023-03-27,-0.6386363636363636
2023-03-26,-0.6344086021505377
2023-03-22,-0.6774193548387097
2023-03-10,-0.5616139585605234
2023-03-07,-0.5913978494623655
2023-02-22,-0.673913043478261
2023-02-10,-0.6086956521739131
2023-02-07,-0.6521739130434783
2023-01-27,-0.5381263616557734
2023-01-25,-0.6344086021505377
2023-01-23,-0.5705812574139976
2023-01-13,-0.5604395604395604
2023-01-12,-0.5777777777777777
2022-12-16,-0.5280898876404494
2022-12-14,-0.44897959183673475
