Date,JxCat,Cs,Left (PSOE + Sumar + PNV + EHB + ERC),Right (PP + VOX)
2021-03-15,2.5,2.4,48.0,41.2
2021-03-15,,3.0,41.4,40.8
2021-03-13,2.5,2.5,48.300000000000004,41.1
2021-03-11,1.5,9.5,48.800000000000004,32.9
2021-03-09,,7.6,40.8,36.0
2021-03-05,,6.6,37.1,40.599999999999994
2021-03-05,2.4,4.9,46.89999999999999,40.099999999999994
2021-03-03,2.0,5.4,45.1,40.3
2021-03-01,2.2,5.7,46.800000000000004,39.0
2021-02-28,2.2,4.3,46.89999999999999,41.7
2021-02-27,2.5,5.0,47.3,39.8
2021-02-25,2.2,5.9,46.80000000000001,39.3
2021-02-23,,7.5,37.9,37.7
2021-02-23,2.1,4.6,47.400000000000006,40.5
2021-02-22,,3.1,44.4,41.2
2021-02-20,2.4,5.6,47.19999999999999,39.3
2021-02-17,2.2,6.3,45.60000000000001,39.0
2021-02-16,2.4,5.6,46.99999999999999,39.5
2021-02-15,,4.6,41.9,38.7
2021-02-12,2.4,7.5,45.9,38.7
2021-02-11,1.3,9.0,47.2,36.0
2021-02-11,1.3,9.3,49.39999999999999,32.4
2021-02-06,2.3,7.4,45.99999999999999,38.7
2021-02-05,,9.2,41.3,35.7
2021-01-29,2.3,7.3,45.99999999999999,38.8
2021-01-25,1.6,7.4,45.9,38.1
2021-01-25,1.5,9.3,48.3,33.5
2021-01-22,2.3,7.3,45.99999999999999,38.8
2021-01-22,,7.0,37.2,40.099999999999994
2021-01-15,,6.4,40.5,39.3
2021-01-15,2.2,6.7,48.0,38.5
2021-01-15,2.3,7.1,46.099999999999994,38.900000000000006
2021-01-14,,5.2,42.699999999999996,40.0
2021-01-13,,8.9,39.6,36.3
2021-01-10,2.0,6.6,42.7,38.8
2021-01-09,2.4,6.9,46.19999999999999,38.900000000000006
2021-01-05,2.7,6.7,46.199999999999996,39.599999999999994
2021-01-02,2.4,6.8,46.3,39.0
2020-12-30,2.3,6.7,46.3,39.5
2020-12-29,2.1,7.6,44.9,38.7
2020-12-25,2.4,6.7,46.49999999999999,39.0
2020-12-24,2.2,7.5,46.6,38.4
2020-12-18,,7.7,37.599999999999994,39.1
2020-12-17,,8.2,34.4,40.3
2020-12-17,2.5,6.5,46.599999999999994,38.900000000000006
2020-12-15,,6.2,39.4,38.8
2020-12-15,2.2,6.5,48.3,38.2
2020-12-14,1.8,7.1,45.5,38.3
2020-12-11,2.6,6.3,46.9,38.8
2020-12-09,1.7,10.5,48.2,33.2
2020-12-09,,7.7,39.5,36.099999999999994
2020-12-07,2.1,7.0,46.599999999999994,38.9
2020-12-05,,5.3,42.900000000000006,39.7
2020-12-05,2.6,6.4,46.8,38.8
2020-12-05,,8.4,39.5,37.9
2020-11-27,2.5,6.6,46.699999999999996,38.8
2020-11-24,2.2,6.9,46.900000000000006,38.3
2020-11-20,,8.9,33.400000000000006,40.7
2020-11-20,2.7,6.4,47.599999999999994,38.1
2020-11-15,,6.0,39.5,39.6
2020-11-13,2.7,6.9,46.8,38.2
2020-11-12,1.7,8.5,47.6,34.8
2020-11-12,1.7,9.5,49.00000000000001,31.8
2020-11-11,,5.1,40.7,36.2
2020-11-09,2.1,6.7,48.5,37.8
2020-11-07,2.7,7.1,46.8,38.1
2020-11-07,2.5,7.2,46.699999999999996,39.1
2020-10-31,2.7,7.4,46.79999999999999,37.6
2020-10-30,,7.3,39.5,37.9
2020-10-23,,7.8,35.3,41.1
2020-10-23,2.0,6.8,47.0,38.9
2020-10-23,,6.1,43.1,38.8
2020-10-22,2.6,7.5,46.89999999999999,37.599999999999994
2020-10-20,2.3,6.9,47.0,37.9
2020-10-17,3.0,7.1,45.9,39.1
2020-10-17,2.6,6.3,44.5,39.2
2020-10-16,2.7,7.7,46.99999999999999,37.4
2020-10-15,,5.2,41.3,40.4
2020-10-14,3.1,5.5,46.9,37.099999999999994
2020-10-10,1.7,7.2,46.50000000000001,38.1
2020-10-09,,7.4,39.9,37.8
2020-10-09,2.7,7.9,46.699999999999996,37.4
2020-10-09,,7.5,38.2,36.6
2020-10-07,1.7,6.6,49.49999999999999,35.9
2020-10-07,1.8,8.8,49.99999999999999,31.4
2020-10-03,2.6,8.3,46.7,37.099999999999994
2020-10-02,1.9,5.8,46.7,38.4
2020-09-25,2.7,8.4,46.599999999999994,37.099999999999994
2020-09-25,,7.7,40.7,36.4
2020-09-20,,8.8,36.6,37.7
2020-09-19,2.7,6.5,46.5,38.8
2020-09-19,2.6,8.7,46.7,36.7
2020-09-19,2.6,6.3,46.6,39.3
2020-09-18,2.3,7.7,47.400000000000006,37.5
2020-09-17,,5.7,41.2,38.5
2020-09-11,,7.3,39.900000000000006,36.9
2020-09-11,2.7,8.6,46.199999999999996,36.900000000000006
2020-09-11,,6.1,40.400000000000006,37.900000000000006
2020-09-07,1.5,9.7,47.3,34.1
2020-09-07,1.7,10.6,50.0,29.8
2020-09-06,1.6,6.2,47.099999999999994,38.8
2020-09-03,2.7,8.2,46.4,37.2
2020-08-30,2.7,8.7,45.6,38.400000000000006
2020-08-29,2.5,5.7,46.3,39.7
2020-08-27,2.7,7.5,47.1,37.2
2020-08-21,2.5,9.5,47.699999999999996,36.1
2020-08-21,2.8,7.4,46.5,37.400000000000006
2020-08-13,2.9,7.2,46.49999999999999,37.599999999999994
2020-08-06,,6.3,40.6,36.4
2020-08-06,3.0,7.7,46.89999999999999,37.1
2020-08-04,2.8,7.9,46.6,37.2
2020-07-31,2.2,5.3,49.1,39.0
2020-07-31,2.4,7.7,47.199999999999996,37.2
2020-07-26,,5.3,41.7,37.8
2020-07-24,,7.9,41.0,35.4
2020-07-24,2.4,7.9,47.49999999999999,36.8
2020-07-19,1.3,8.7,51.39999999999999,31.7
2020-07-18,2.4,5.5,45.699999999999996,40.1
2020-07-17,2.3,7.2,48.50000000000001,36.6
2020-07-17,2.7,7.5,46.199999999999996,37.9
2020-07-14,,5.2,41.0,38.8
2020-07-10,2.8,8.6,46.00000000000001,37.9
2020-07-09,1.5,8.8,49.9,32.8
2020-07-08,,6.4,41.6,36.8
2020-07-02,2.6,8.5,46.1,38.1
2020-06-27,,8.3,37.3,37.5
2020-06-26,2.0,6.0,45.0,36.5
2020-06-26,,8.7,40.6,35.1
2020-06-26,2.6,8.0,46.0,38.4
2020-06-19,2.8,6.2,46.2,39.3
2020-06-19,2.6,8.2,45.300000000000004,38.8
2020-06-17,2.0,8.3,46.9,37.7
2020-06-15,,6.7,41.3,37.1
2020-06-13,2.4,5.6,46.6,39.900000000000006
2020-06-12,2.6,7.9,45.699999999999996,38.8
2020-06-09,1.3,9.0,49.3,34.8
2020-06-09,1.2,9.4,48.8,32.5
2020-06-05,,7.6,41.9,36.8
2020-06-05,2.4,6.7,47.7,38.3
2020-06-05,,7.6,40.4,36.599999999999994
2020-06-03,2.6,7.8,45.300000000000004,39.1
2020-05-31,2.7,7.2,45.50000000000001,39.400000000000006
2020-05-29,2.3,7.9,45.400000000000006,39.0
2020-05-29,,8.6,40.099999999999994,35.5
2020-05-24,,9.0,36.400000000000006,37.8
2020-05-23,2.7,7.2,45.699999999999996,39.3
2020-05-17,2.2,6.8,47.7,37.4
2020-05-17,1.9,6.0,47.6,38.2
2020-05-16,2.6,5.2,45.00000000000001,39.5
2020-05-15,2.4,4.0,45.70000000000001,40.7
2020-05-15,2.1,6.5,45.199999999999996,36.8
2020-05-15,2.4,8.9,47.50000000000001,37.0
2020-05-14,1.8,5.6,49.4,37.0
2020-05-13,,6.8,39.5,37.1
2020-05-13,2.7,7.4,45.1,39.4
2020-05-13,1.3,9.9,48.5,34.1
2020-05-13,1.2,10.5,48.9,31.6
2020-05-09,2.7,6.4,46.1,39.099999999999994
2020-05-08,2.3,9.0,47.49999999999999,36.5
2020-05-08,2.5,6.5,48.400000000000006,37.8
2020-05-08,,9.8,43.0,33.5
2020-05-08,,5.9,41.0,38.8
2020-05-07,2.7,7.6,45.3,39.0
2020-05-04,2.6,7.5,46.50000000000001,38.0
2020-05-01,,6.9,40.2,37.4
2020-04-30,2.7,6.2,47.2,38.6
2020-04-29,2.7,7.3,46.6,38.0
2020-04-25,,7.8,39.5,37.7
2020-04-24,2.4,7.5,46.1,39.9
2020-04-24,,5.6,38.7,38.7
2020-04-22,2.4,7.1,47.7,37.5
2020-04-17,2.0,6.4,48.4,36.8
2020-04-17,2.5,5.3,48.2,37.7
2020-04-15,1.9,5.4,50.0,37.3
2020-04-14,2.4,7.5,47.400000000000006,37.5
2020-04-07,2.5,8.3,46.00000000000001,37.8
2020-04-07,,5.7,39.2,38.2
2020-04-07,2.3,6.9,49.7,36.8
2020-04-07,1.4,7.1,49.6,36.9
2020-04-07,1.4,7.6,49.7,34.1
2020-04-01,1.9,4.4,50.2,38.1
2020-03-31,2.6,5.1,47.1,38.5
2020-03-30,2.1,6.2,49.6,36.8
2020-03-30,2.6,8.9,45.5,37.4
2020-03-27,,7.2,40.5,37.5
2020-03-26,,5.2,42.0,35.599999999999994
2020-03-17,2.8,8.3,45.2,37.9
2020-03-13,2.7,7.8,47.1,36.8
2020-03-13,1.2,7.2,51.1,34.400000000000006
2020-03-06,,7.7,42.6,36.0
2020-03-06,,3.3,42.0,38.7
2020-03-05,,5.6,40.2,37.4
2020-03-05,2.1,6.0,49.1,36.6
2020-03-05,2.7,5.5,49.0,37.3
2020-02-28,2.3,3.9,49.7,38.5
2020-02-25,2.7,5.3,49.0,37.4
2020-02-21,,3.5,42.5,38.0
2020-02-15,,4.8,40.7,37.2
2020-02-14,2.9,5.6,47.8,38.3
2020-02-11,,7.9,42.5,33.7
2020-02-11,2.0,8.2,50.7,34.099999999999994
2020-02-11,1.8,8.1,51.79999999999999,32.3
2020-02-07,2.7,6.2,49.0,37.099999999999994
2020-02-05,2.7,6.1,48.7,36.7
2020-02-01,3.0,6.8,48.1,36.7
2020-01-31,,3.9,43.2,37.2
2020-01-31,2.3,4.7,49.3,38.099999999999994
2020-01-29,,6.1,42.8,35.8
2020-01-23,2.7,6.8,48.2,36.5
2020-01-21,2.3,5.8,49.6,36.6
2020-01-18,2.2,5.5,48.6,37.5
2020-01-17,,3.8,43.9,36.8
2020-01-17,2.6,5.4,47.699999999999996,38.2
2020-01-15,2.7,7.2,48.60000000000001,36.0
2020-01-13,,7.0,42.5,36.5
2020-01-13,1.8,7.1,48.4,36.1
2020-01-13,1.4,6.5,52.8,33.3
2020-01-10,,7.9,42.0,34.7
2020-01-10,,4.0,45.1,37.099999999999994
2020-01-10,,7.3,40.2,38.2
2020-01-09,2.8,6.1,48.6,36.7
2020-01-08,2.7,6.8,48.70000000000001,36.2
2020-01-02,2.2,4.9,49.2,38.1
2020-01-02,2.6,6.6,49.0,36.599999999999994
2019-12-28,2.6,6.8,48.0,36.599999999999994
2019-12-27,2.0,4.8,50.300000000000004,36.1
2019-12-23,1.9,6.0,47.0,35.4
2019-12-21,2.6,5.8,48.49999999999999,37.8
2019-12-19,2.6,7.3,48.1,36.7
2019-12-19,2.2,5.6,49.70000000000001,35.2
2019-12-15,,6.1,40.6,38.8
2019-12-13,2.3,5.8,48.300000000000004,37.2
2019-12-13,,3.9,44.4,38.0
2019-12-12,2.7,7.6,48.00000000000001,36.2
2019-12-12,,6.4,43.4,34.3
2019-12-05,2.8,7.1,48.1,36.0
2019-11-27,2.5,7.7,48.300000000000004,36.0
2019-11-27,2.0,6.5,48.5,37.1
2019-11-20,2.2,7.3,48.4,36.400000000000006
2019-11-12,2.2,5.8,49.60000000000001,37.0
2019-11-10,2.2,6.8,49.6,35.9
