Date,PC,LPC,NDP
1962-05-01,36.0,44.0,10.0
1962-05-01,38.0,45.0,9.0
1962-03-01,38.0,43.0,11.0
1961-12-01,37.0,43.0,12.0
1960-09-01,38.0,43.0,12.0
1960-06-01,42.0,40.0,11.0
1960-05-01,48.0,37.0,9.0
1958-03-31,53.67,33.75,9.5
