Date,Lab,Con,Reform,Lib Dem,Green,SNP,PC
2025-04-14,27.0,24.0,21.0,11.0,11.0,3.0,0.0
2025-03-17,30.0,24.0,19.0,10.0,11.0,3.0,0.0
2025-02-17,28.0,23.0,23.0,9.0,11.0,2.0,0.0
2025-01-20,28.0,25.0,20.0,11.0,9.0,3.0,0.0
