Date,Lab,Con,Reform,Lib Dem,Green,SNP,PC
2024-08-08,33.0,20.0,21.0,11.0,8.0,3.0,1.0
2024-07-26,36.0,22.0,17.0,11.0,7.0,2.0,1.0
2024-07-12,39.0,20.0,16.0,11.0,9.0,2.0,
