Date,Lab,Con,Reform,Lib Dem,Green,SNP,PC
2025-04-14,25.0,19.0,24.0,16.0,9.0,3.0,2.0
2024-09-23,31.0,26.0,17.0,13.0,7.0,2.0,1.0
