Date,Lab,Con,Reform,Lib Dem,Green,SNP,PC
2025-07-18,23.0,19.0,27.0,14.0,9.0,2.0,1.0
2025-04-14,24.0,24.0,23.0,13.0,9.0,2.0,1.0
2025-02-28,24.0,22.0,21.0,14.0,8.0,3.0,1.0
