Date,Lab,Con,Reform,Lib Dem,Green,SNP,PC
2025-07-18,23.0,17.0,29.0,14.0,9.0,2.0,1.0
2025-03-09,26.0,24.0,23.0,14.0,7.0,3.0,1.0
2025-01-14,26.0,25.0,22.0,13.0,9.0,2.0,1.0
2024-11-14,27.0,26.0,20.0,12.0,9.0,3.0,
2024-10-13,29.0,25.0,19.0,14.0,7.0,2.0,1.0
