Date,Lab,Con,Reform,Lib Dem,Green,SNP,PC
2025-03-17,25.0,25.0,23.0,11.0,9.0,3.0,1.0
2025-01-20,29.0,25.0,22.0,11.0,8.0,3.0,
2025-01-03,30.0,23.0,22.0,12.0,9.0,3.0,1.0
2024-12-23,29.0,25.0,21.0,12.0,8.0,4.0,0.0
2024-11-18,29.0,27.0,18.0,12.0,8.0,4.0,1.0
2024-10-07,29.0,25.0,18.0,14.0,8.0,4.0,1.0
