Date,Lab,Con,Reform,Lib Dem,Green,SNP,PC
2025-05-08,22.0,19.0,32.0,13.0,9.0,3.0,0.0
2025-03-27,26.0,24.0,23.0,14.0,8.0,3.0,1.0
2025-02-26,26.0,22.0,27.0,12.0,8.0,3.0,1.0
2025-01-29,25.0,25.0,24.0,14.0,8.0,3.0,1.0
2024-11-27,29.0,27.0,20.0,12.0,7.0,3.0,0.0
2024-10-31,28.0,29.0,17.0,13.0,8.0,2.0,1.0
2024-10-03,30.0,25.0,20.0,13.0,7.0,3.0,0.0
2024-08-29,30.0,26.0,19.0,12.0,8.0,3.0,1.0
2024-08-07,33.0,24.0,18.0,12.0,8.0,,
