Date,CSX,A,IV,PTD,SUE,Libertà,A-IV,CDX
2025-04-23,0.45365321701199557,0.038167938931297704,,,,,,0.5081788440567067
2025-04-21,0.4411764705882353,0.03812636165577342,,,,,,0.5206971677559913
2025-04-17,0.4273318872017353,0.03470715835140998,,,,,,0.5379609544468547
2025-04-16,0.44021739130434784,0.03260869565217391,,,,,,0.5271739130434783
2025-04-14,0.44456521739130433,0.0391304347826087,,,,,,0.5163043478260869
2025-04-10,0.42888165038002174,0.03257328990228013,,,,,,0.5385450597176982
2025-04-09,0.4428726877040261,0.036996735582154515,,,,,,0.5201305767138193
2025-04-08,0.43797195253505933,0.038834951456310676,,,,,,0.52319309600863
2025-04-07,0.44095341278439876,0.041170097508125676,,,,,,0.5178764897074756
2025-04-04,0.4515765765765765,0.041666666666666664,,,,,,0.5067567567567567
2025-04-03,0.4444444444444445,,,,,,,0.5555555555555556
2025-04-02,0.44676180021953904,0.03293084522502744,,,,,,0.5203073545554336
2025-03-31,0.44104803493449785,0.0425764192139738,,,,,,0.5163755458515285
2025-03-27,0.43478260869565216,0.03260869565217391,,,,,,0.532608695652174
2025-03-27,0.4310532030401737,0.03257328990228013,,,,,,0.5363735070575462
2025-03-27,0.4625144175317186,,,,,,,0.5374855824682815
2025-03-27,0.4859813084112149,,,,,,,0.5140186915887851
2025-03-26,0.4632768361581921,,,,,,,0.536723163841808
2025-03-26,0.4907834101382488,,,,,,,0.5092165898617511
2025-03-26,0.4552572706935123,0.03355704697986577,,,,,,0.5111856823266219
2025-03-25,0.45054945054945056,,0.03296703296703297,,,,,0.5164835164835165
2025-03-24,0.44444444444444436,0.0392156862745098,,,,,,0.5163398692810458
2025-03-23,0.42808607021517553,0.03850509626274066,,,,,,0.5334088335220838
2025-03-22,0.44831460674157303,,,,,,,0.551685393258427
2025-03-20,0.4493882091212458,0.03337041156840934,,,,,,0.5172413793103448
2025-03-19,0.45604395604395603,,0.03296703296703297,,,,,0.510989010989011
2025-03-18,0.459217877094972,,,,,,,0.5407821229050279
2025-03-17,0.44880174291938996,0.03812636165577342,,,,,,0.5130718954248367
2025-03-15,0.4293785310734463,0.03954802259887006,,,,,,0.5310734463276836
2025-03-13,0.44692737430167595,0.0335195530726257,,,,,,0.5195530726256983
2025-03-13,0.4461883408071749,,,,,,,0.553811659192825
2025-03-11,0.4426229508196721,0.03278688524590164,,,,,,0.5245901639344263
2025-03-10,0.4467391304347825,0.03804347826086957,,,,,,0.5152173913043478
2025-03-08,0.41273326015367734,0.038419319429198684,0.03293084522502744,,,,,0.5159165751920967
2025-03-07,0.4552572706935123,0.03355704697986577,,,,,,0.5111856823266219
2025-03-06,0.4584755403868031,,,,,,,0.5415244596131968
2025-03-06,0.4471910112359551,,,,,,,0.5528089887640449
2025-03-06,0.44543429844098,0.0334075723830735,,,,,,0.5211581291759465
2025-03-05,0.44918032786885237,0.03278688524590164,,,,,,0.5180327868852459
2025-03-03,0.4451682953311618,0.03691639522258415,,,,,,0.5179153094462541
2025-02-28,0.4630872483221477,,,,,,,0.5369127516778524
2025-02-27,0.491186839012926,,,,,,,0.5088131609870741
2025-02-27,0.4630484988452656,,,,,,,0.5369515011547344
2025-02-27,0.44544431946006746,,,,,,,0.5545556805399324
2025-02-27,0.45287107258938253,0.035752979414951244,,,,,,0.5113759479956663
2025-02-26,0.4622322435174746,,,,,,,0.5377677564825254
2025-02-26,0.48786127167630056,,,,,,,0.5121387283236994
2025-02-25,0.4689265536723164,,,,,,,0.5310734463276836
2025-02-25,0.4368421052631579,0.031578947368421054,0.031578947368421054,,,,,0.5
2025-02-24,0.4736238532110092,,,,,,,0.5263761467889908
2025-02-24,0.44699453551912566,0.034972677595628415,,,,,,0.518032786885246
2025-02-20,0.44544431946006746,,,,,,,0.5545556805399325
2025-02-19,0.46179775280898877,,,,,,,0.5382022471910113
2025-02-20,0.4608294930875576,,,,,,,0.5391705069124424
2025-02-20,0.4736238532110092,,,,,,,0.5263761467889908
2025-02-19,0.4446878422782037,0.03285870755750273,,,,,,0.5224534501642935
2025-02-16,0.4414316702819957,0.03253796095444685,,,,,,0.5260303687635575
2025-02-14,0.4465691788526434,,,,,,,0.5534308211473565
2025-02-17,0.43130990415335463,0.03301384451544196,0.03194888178913738,,,,,0.503727369542066
2025-02-13,0.4615384615384616,,,,,,,0.5384615384615384
2025-02-13,0.4606741573033708,,,,,,,0.5393258426966292
2025-02-14,0.4271186440677966,0.037288135593220334,,,,,,0.535593220338983
2025-02-14,0.4444444444444445,0.0363036303630363,,,,,,0.5192519251925193
2025-02-12,0.4632768361581921,,,,,,,0.536723163841808
2025-02-07,0.4688221709006929,,,,,,,0.5311778290993072
2025-02-10,0.4478594950603732,0.03402854006586169,,,,,,0.5181119648737651
2025-02-07,0.4433221099887767,,,,,,,0.5566778900112234
2025-02-06,0.46215596330275227,,,,,,,0.5378440366972478
2025-02-05,0.4619686800894854,,,,,,,0.5380313199105146
2025-02-05,0.4624145785876993,,,,,,,0.5375854214123007
2025-02-03,0.4632768361581921,,,,,,,0.536723163841808
2025-02-03,0.44994499449944997,0.034103410341034104,,,,,,0.5159515951595159
2025-01-30,0.47846332945285214,,,,,,,0.5215366705471479
2025-01-29,0.4455445544554455,0.033003300330033,,,,,,0.5214521452145214
2025-01-31,0.42584269662921337,0.035955056179775284,,,,,,0.5382022471910112
2025-01-28,0.46488294314381273,,,,,,,0.5351170568561873
2025-01-27,0.446761800219539,0.03512623490669594,,,,,,0.5181119648737651
2025-01-24,0.4460674157303371,,,,,,,0.5539325842696629
2025-01-22,0.4619686800894855,,,,,,,0.5380313199105146
2025-01-15,0.4611923509561305,,,,,,,0.5388076490438695
2025-01-13,0.4444444444444444,0.0363036303630363,,,,,,0.5192519251925193
2025-01-10,0.47295742232451093,,,,,,,0.5270425776754891
2025-01-10,0.442714126807564,,,,,,,0.557285873192436
2025-01-09,0.46774193548387094,,,,,,,0.532258064516129
2025-01-08,0.4657534246575342,,,,,,,0.5342465753424659
2025-01-06,0.44493392070484583,0.03634361233480176,,,,,,0.5187224669603524
2024-12-20,0.4541387024608501,,,,,,,0.5458612975391499
2024-12-23,0.4459161147902869,0.035320088300220744,,,,,,0.5187637969094923
2024-12-20,0.48548199767711964,,,,,,,0.5145180023228805
2024-12-19,0.46082949308755755,,,,,,,0.5391705069124424
2024-12-20,0.4954954954954955,,,,,,,0.5045045045045045
2024-12-16,0.4453038674033149,0.034254143646408844,,,,,,0.5204419889502763
2024-12-13,0.4720357941834451,,,,,,,0.5279642058165548
2024-12-13,0.45586592178770957,,,,,,,0.5441340782122904
2024-12-12,0.46444954128440363,,,,,,,0.5355504587155964
2024-12-11,0.4679633867276887,,,,,,,0.5320366132723112
2024-12-11,0.47565118912797283,,,,,,,0.5243488108720271
2024-12-06,0.4546472564389698,,,,,,,0.5453527435610303
2024-12-09,0.44983461962513777,0.03528114663726571,,,,,,0.5148842337375965
2024-12-06,0.46860986547085204,0.03923766816143498,,,,,,0.49215246636771304
2024-12-05,0.4619815668202765,,,,,,,0.5380184331797234
2024-12-05,0.4778660612939842,,,,,,,0.5221339387060159
2024-12-04,0.46917808219178087,,,,,,,0.5308219178082192
2024-12-02,0.4646924829157175,,,,,,,0.5353075170842825
2024-11-29,0.45016797312430007,,,,,,,0.5498320268756999
2024-11-28,0.4849187935034803,,,,,,,0.5150812064965197
2024-11-28,0.4642032332563511,,,,,,,0.535796766743649
2024-11-28,0.48368953880764903,,,,,,,0.5163104611923509
2024-11-25,0.46501128668171565,,,,,,,0.5349887133182845
2024-11-22,0.44843049327354256,,,,,,,0.5515695067264574
2024-11-21,0.4630484988452656,,,,,,,0.5369515011547344
2024-11-25,0.46347031963470314,,,,,,,0.5365296803652968
2024-11-19,0.4583808437856329,,,,,,,0.5416191562143672
2024-11-15,0.44506726457399104,,,,,,,0.554932735426009
2024-11-15,0.4567627494456763,0.03325942350332594,,,,,,0.5099778270509978
2024-11-14,0.4584295612009239,,,,,,,0.5415704387990762
2024-11-12,0.46659116647791626,,,,,,,0.5334088335220838
2024-11-11,0.4572405929304447,,,,,,,0.5427594070695552
2024-11-08,0.4449438202247191,,,,,,,0.555056179775281
2024-11-07,0.4412094064949608,0.03359462486002239,,,,,,0.5251959686450167
2024-11-04,0.46636259977194977,,,,,,,0.5336374002280502
2024-11-04,0.4617142857142857,,,,,,,0.5382857142857143
2024-10-31,0.4458100558659219,0.0335195530726257,,,,,,0.5206703910614525
2024-10-31,0.4473094170403588,,,,,,,0.5526905829596412
2024-10-28,0.4641638225255973,,,,,,,0.5358361774744026
2024-10-26,0.45067264573991034,,,,,,,0.5493273542600897
2024-10-24,0.46251441753171857,,,,,,,0.5374855824682814
2024-10-23,0.46153846153846156,,,,,,,0.5384615384615383
2024-10-18,0.45179372197309414,,,,,,,0.5482062780269059
2024-10-17,0.44593088071348946,0.03344481605351171,,,,,,0.5206243032329989
2024-10-16,0.4625,,,,,,,0.5375000000000001
2024-10-14,0.4405286343612335,0.03303964757709251,,,,,,0.526431718061674
2024-10-11,0.45291479820627806,,,,,,,0.547085201793722
2024-10-14,0.46522234891676173,,,,,,,0.5347776510832384
2024-10-10,0.4629629629629629,,,,,,,0.5370370370370371
2024-10-09,0.47308132875143183,,,,,,,0.5269186712485681
2024-10-09,0.46347031963470325,,,,,,,0.5365296803652968
2024-10-07,0.467502850627138,,,,,,,0.5324971493728621
2024-10-04,0.4414316702819957,0.03253796095444685,,,,,,0.5260303687635575
2024-10-03,0.44506726457399104,0.033632286995515695,,,,,,0.5213004484304933
2024-10-02,0.44395604395604404,0.035164835164835165,,,,,,0.5208791208791208
2024-09-27,0.4587053571428572,,,,,,,0.5412946428571429
2024-09-30,0.45484581497797355,0.033039647577092504,,,,,,0.5121145374449338
2024-09-26,0.4405286343612334,0.033039647577092504,,,,,,0.526431718061674
2024-09-25,0.429042904290429,0.0374037403740374,,,,,,0.5335533553355335
2024-09-25,0.45076586433260385,0.03282275711159737,,,,,,0.5164113785557987
2024-09-20,0.45861297539149887,,,,,,,0.5413870246085011
2024-09-23,0.4534501642935378,0.033953997809419496,,,,,,0.5125958378970427
2024-09-19,0.45108695652173914,,0.03260869565217391,,,,,0.5163043478260869
2024-09-19,0.4430939226519337,0.03314917127071823,,,,,,0.5237569060773481
2024-09-18,0.4494015233949945,0.032644178454842215,,,,,,0.5179542981501633
2024-09-16,0.4545454545454546,0.03285870755750274,,,,,,0.5125958378970427
2024-09-13,0.4596412556053812,,,,,,,0.5403587443946188
2024-09-12,0.44432194046306506,0.03307607497243661,,,,,,0.5226019845644984
2024-09-12,0.4814385150812065,,,,,,,0.5185614849187935
2024-09-11,0.4461371055495103,0.032644178454842215,,,,,,0.5212187159956475
2024-09-10,0.43853820598006643,0.03654485049833887,,,,,,0.5249169435215947
2024-09-11,0.4519774011299435,0.03389830508474576,,,,,,0.5141242937853108
2024-09-11,0.45980707395498394,0.03322615219721329,,,,,,0.5069667738478028
2024-09-07,0.4531422271223815,0.0330760749724366,,,,,,0.5137816979051819
2024-09-06,0.4604966139954853,,,,,,,0.5395033860045146
2024-09-09,0.45076586433260396,0.0350109409190372,,,,,,0.5142231947483589
2024-09-02,0.4473684210526316,0.03508771929824562,,,,,,0.5175438596491229
2024-08-29,0.45695364238410596,0.03863134657836645,,,,,,0.5044150110375276
2024-08-30,0.45964125560538116,,,,,,,0.5403587443946188
2024-08-29,0.4472527472527473,0.03406593406593407,,,,,,0.5186813186813187
2024-08-22,0.44933920704845814,0.03524229074889868,,,,,,0.5154185022026432
2024-08-16,0.43777777777777777,0.03777777777777778,,,,,,0.5244444444444445
2024-08-03,0.44048943270300334,0.03670745272525027,,,,,,0.5228031145717463
2024-07-29,0.4513274336283186,0.035398230088495575,,,,,,0.5132743362831859
2024-07-26,0.4477124183006536,0.0326797385620915,,,,,,0.5196078431372548
2024-07-25,0.4398663697104677,0.0378619153674833,,,,,,0.522271714922049
2024-07-25,0.4461538461538462,0.03406593406593407,,,,,,0.5197802197802198
2024-07-25,0.46875000000000006,0.033482142857142856,,,,,,0.4977678571428571
2024-07-24,0.4519774011299435,0.03954802259887006,,,,,,0.5084745762711864
2024-07-22,0.4483516483516483,0.03736263736263736,,,,,,0.5142857142857142
2024-07-21,0.44107744107744107,0.03591470258136925,,,,,,0.5230078563411896
2024-07-19,0.44989106753812635,0.03485838779956427,,,,,,0.5152505446623092
2024-07-18,0.46727898966704934,,,,,,,0.5327210103329507
2024-07-18,0.4485776805251641,0.03391684901531729,,,,,,0.5175054704595187
2024-07-15,0.4483516483516483,0.038461538461538464,,,,,,0.5131868131868133
2024-07-12,0.4490690032858707,0.033953997809419496,,,,,,0.5169769989047097
2024-07-11,0.4463894967177242,0.0350109409190372,,,,,,0.5185995623632386
2024-07-08,0.452433628318584,0.037610619469026545,,,,,,0.5099557522123893
2024-07-05,0.44699453551912577,0.034972677595628415,,,,,,0.5180327868852459
2024-07-04,0.4439608269858542,0.03590859630032644,,,,,,0.5201305767138193
2024-07-01,0.4514348785871965,0.03863134657836644,,,,,,0.509933774834437
2024-06-28,0.44601962922573607,0.03707742639040349,,,,,,0.5169029443838604
2024-06-27,0.4444444444444444,0.03376906318082788,,,,,,0.5217864923747276
2024-06-26,0.4287234042553192,0.036170212765957444,0.03297872340425532,,,,,0.5021276595744681
2024-06-27,0.4469026548672566,0.04092920353982301,,,,,,0.5121681415929203
2024-06-27,0.477560414269275,,,,,,,0.522439585730725
2024-06-25,0.45375408052230687,0.03482045701849837,,,,,,0.5114254624591947
2024-06-24,0.4486187845303868,0.03756906077348066,,,,,,0.5138121546961326
2024-06-21,0.4450489662676822,0.03590859630032644,,,,,,0.5190424374319913
2024-06-17,0.4469026548672566,0.03982300884955752,,,,,,0.5132743362831859
2024-06-13,0.4462540716612378,0.03474484256243214,,,,,,0.5190010857763301
2024-06-09,0.4282722513089005,0.0356020942408377,,,0.039790575916230364,,,0.4963350785340314
2024-05-23,0.4377682403433476,0.03969957081545064,,,0.045064377682403435,,,0.47746781115879827
2024-05-23,0.4355697550585729,0.04153354632587859,,,0.04792332268370607,,,0.47497337593184236
2024-05-23,0.42717391304347824,0.042391304347826085,,,0.04891304347826087,,,0.4815217391304348
2024-05-22,0.43855932203389836,0.04025423728813559,,,0.04766949152542373,,,0.4735169491525423
2024-05-22,0.4381663113006396,0.041577825159914705,,,0.04371002132196161,,,0.476545842217484
2024-05-21,0.44502617801047123,0.048167539267015703,,,0.04293193717277487,,,0.46387434554973817
2024-05-23,0.43823845327604727,0.0397422126745435,,,0.04833512352309345,,,0.4736842105263158
2024-05-21,0.43797195253505933,0.03991370010787487,,,0.04962243797195254,,,0.4724919093851133
2024-05-20,0.4345047923322683,0.042598509052183174,,,0.04898828541001064,,,0.4739084132055378
2024-05-23,0.44069640914036995,0.043525571273122954,,,0.043525571273122954,,,0.47225244831338414
2024-05-20,0.43432203389830504,0.0423728813559322,,,0.04872881355932203,,,0.47457627118644063
2024-05-19,0.41158221302998965,0.04136504653567736,,,0.04963805584281283,0.03412616339193382,,0.46328852119958636
2024-05-20,0.44123931623931634,0.04487179487179488,,,0.047008547008547015,,,0.4668803418803419
2024-05-16,0.4542586750788644,0.03470031545741325,,,0.04311251314405888,,,0.46792849631966354
2024-05-18,0.42993630573248404,0.04246284501061571,,,0.048832271762208064,,,0.47876857749469215
2024-05-16,0.42486486486486486,0.04216216216216216,,,0.05297297297297298,,,0.48
2024-05-15,0.4364406779661017,0.0423728813559322,,,0.04766949152542373,,,0.4735169491525424
2024-05-14,0.43543223052294555,0.042689434364994665,,,0.05016008537886873,,,0.47171824973319104
2024-05-13,0.4381663113006396,0.04690831556503198,,,0.04904051172707888,,,0.46588486140724944
2024-05-12,0.44301075268817197,0.043010752688172046,,,0.05053763440860215,,,0.46344086021505376
2024-05-11,0.4282678002125399,0.04144527098831031,,,0.04782146652497343,,,0.4824654622741764
2024-05-09,0.42780172413793105,0.04094827586206897,,,0.05280172413793105,,,0.47844827586206906
2024-05-08,0.4345991561181434,0.04219409282700422,,,0.049578059071729956,,,0.47362869198312235
2024-05-07,0.43196544276457877,0.03995680345572354,,,0.04967602591792656,,,0.47840172786177104
2024-05-06,0.4365750528541226,0.04756871035940803,,,0.05179704016913319,,,0.4640591966173362
2024-05-05,0.432661717921527,0.042417815482502653,,,0.05196182396606575,,,0.4729586426299046
2024-05-03,0.439312567132116,0.04081632653061225,,,0.04833512352309345,,,0.4715359828141784
2024-05-03,0.4281150159744409,0.04046858359957401,,,0.04898828541001064,,,0.4824281150159744
2024-05-02,0.4384288747346072,0.03927813163481953,,,0.04777070063694267,,,0.4745222929936306
2024-05-02,0.4248648648648649,0.043243243243243246,,,0.05297297297297298,,,0.4789189189189189
2024-04-30,0.4326923076923077,0.042735042735042736,,,0.04807692307692308,,,0.4764957264957265
2024-04-29,0.4358144552319309,0.045307443365695796,,,0.04854368932038835,,,0.4703344120819849
2024-04-26,0.4249201277955271,0.04046858359957401,,,0.051118210862619806,,,0.48349307774227906
2024-04-25,0.42224622030237585,0.04211663066954644,,,0.0550755939524838,,,0.480561555075594
2024-04-24,0.4386339381003202,0.04055496264674493,,,0.04695837780149413,,,0.4738527214514408
2024-04-24,0.43240343347639487,0.041845493562231766,,,0.04721030042918456,,,0.4785407725321889
2024-04-22,0.4336569579288026,0.04422869471413161,,,0.05070118662351673,,,0.4714131607335491
2024-04-22,0.4485373781148429,0.035752979414951244,,,0.05417118093174431,,,0.46153846153846156
2024-04-21,0.43436499466382067,0.03948772678762006,,,0.05763073639274279,,,0.4685165421558164
2024-04-18,0.436830835117773,0.042826552462526764,,,0.04389721627408993,,,0.47644539614561027
2024-04-18,0.4225352112676056,0.041170097508125676,,,0.056338028169014086,,,0.4799566630552546
2024-04-17,0.42903225806451606,0.040860215053763436,,,0.05483870967741935,,,0.4752688172043011
2024-04-15,0.4242749731471536,0.04511278195488722,,,0.055853920515574654,,,0.4747583243823845
2024-04-13,0.4218916046758767,0.03825717321997874,,,0.05844845908607863,,,0.4814027630180659
2024-04-12,0.444078947368421,0.04057017543859649,,,0.043859649122807015,,,0.4714912280701754
2024-04-11,0.41739130434782606,0.042391304347826085,,,0.05543478260869565,,,0.4847826086956522
2024-04-09,0.43326039387308524,0.038293216630196934,,,0.05032822757111597,,,0.47811816192560175
2024-04-08,0.42671009771986973,0.04343105320304018,,,0.057546145494028235,,,0.47231270358306193
2024-04-08,0.422680412371134,0.03917525773195876,,,0.04536082474226805,0.03814432989690722,,0.4546391752577319
2024-04-05,0.43915929203539816,0.034292035398230086,,,0.050884955752212385,,,0.47566371681415925
2024-04-04,0.42948717948717946,0.03418803418803419,,,0.06623931623931624,,,0.47008547008547014
2024-04-04,0.45232558139534884,0.044186046511627906,,,,,,0.5034883720930233
2024-04-04,0.4583333333333333,0.041666666666666664,0.036458333333333336,,,,,0.4635416666666667
2024-04-03,0.42720510095642933,0.04144527098831031,0.036131774707757705,0.031880977683315624,,,,0.4633368756641871
2024-04-02,0.44296788482835,0.04540420819490586,0.03765227021040974,,,,,0.4739756367663344
2024-03-29,0.4556025369978859,0.03805496828752643,0.03382663847780127,,,,,0.47251585623678644
2024-03-28,0.49678111587982826,0.04721030042918455,,,,,,0.4560085836909872
2024-03-28,0.4489559164733179,0.04408352668213457,,,,,,0.5069605568445475
2024-03-25,0.44,0.044444444444444446,0.03777777777777778,,,,,0.4777777777777778
2024-03-25,0.45652173913043476,,0.03775743707093821,,,,,0.505720823798627
2024-03-23,0.4380434782608696,0.041304347826086954,0.035869565217391305,,,,,0.4847826086956521
2024-03-21,0.4555940023068051,0.03690888119953864,,,,,,0.5074971164936563
2024-03-21,0.43064876957494413,0.042505592841163314,0.03355704697986577,,,,,0.49328859060402686
2024-03-20,0.44235033259423506,0.041019955654102006,0.03658536585365854,,,,,0.4800443458980045
2024-03-18,0.43959731543624164,0.04809843400447427,0.035794183445190156,,,,,0.4765100671140939
2024-03-15,0.43648208469055383,0.042345276872964174,0.03474484256243214,,,,,0.48642779587404994
2024-03-14,0.4453394706559263,0.044879171461449936,,,,,,0.5097813578826237
2024-03-13,0.4416299559471365,0.042951541850220265,0.03524229074889868,,,,,0.4801762114537445
2024-03-11,0.4406215316315205,0.04994450610432852,0.0344062153163152,,,,,0.4750277469478357
2024-03-08,0.4361471861471861,0.04437229437229437,0.03354978354978355,,,,,0.48593073593073594
2024-03-07,0.4461009174311927,0.04472477064220184,,,,,,0.5091743119266056
2024-03-06,0.4402654867256637,0.04092920353982301,0.035398230088495575,,,,,0.48340707964601765
2024-03-05,0.44850498338870426,0.03322259136212624,0.03765227021040974,,,,,0.4806201550387597
2024-03-04,0.44296788482835,0.047619047619047616,0.03433001107419712,,,,,0.4750830564784053
2024-03-01,0.4308855291576674,0.04319654427645789,0.03455723542116631,,,,,0.49136069114470843
2024-03-01,0.47198275862068956,0.03987068965517241,0.0377155172413793,,,,,0.4504310344827586
2024-02-29,0.47374429223744297,0.039954337899543384,,,,,,0.48630136986301375
2024-02-29,0.4461009174311926,0.04243119266055046,,,,,,0.5114678899082569
2024-02-28,0.4380530973451328,0.042035398230088505,0.03761061946902656,,,,,0.4823008849557523
2024-02-27,0.42702702702702705,0.04864864864864865,0.043243243243243246,,,,,0.4810810810810811
2024-02-26,0.44026548672566373,0.048672566371681415,0.036504424778761056,,,,,0.47455752212389374
2024-02-23,0.42995689655172414,0.04202586206896552,0.03340517241379311,,,,,0.49461206896551724
2024-02-22,0.4306326304106548,0.03662597114317425,0.03995560488346282,,,,,0.49278579356270813
2024-02-22,0.43880926130099224,0.04520396912899668,0.035281146637265705,,,,,0.4807056229327452
2024-02-22,0.4466130884041332,0.04362801377726751,,,,,,0.5097588978185994
2024-02-22,0.4611288604898829,0.03514376996805112,0.05218317358892439,,,,,0.4515441959531416
2024-02-19,0.4386740331491713,0.04640883977900553,0.036464088397790057,,,,,0.4784530386740332
2024-02-19,0.43204419889502754,0.04088397790055249,0.03314917127071823,,,,,0.49392265193370166
2024-02-16,0.43135135135135133,0.04108108108108108,0.032432432432432434,,,,,0.49513513513513513
2024-02-15,0.4388646288209608,0.04694323144104803,0.036026200873362446,,,,,0.4781659388646289
2024-02-15,0.4445714285714286,0.04342857142857143,,,,,,0.512
2024-02-14,0.43902439024390244,0.04545454545454544,0.0343680709534368,,,,,0.4811529933481152
2024-02-13,0.43073593073593075,0.04220779220779221,0.03246753246753247,,,,,0.4945887445887446
2024-02-12,0.4473684210526316,0.04736842105263158,0.03684210526315789,,,,,0.46842105263157896
2024-02-12,0.4375690607734807,0.04751381215469613,0.034254143646408844,,,,,0.48066298342541436
2024-02-08,0.44357541899441344,0.04134078212290503,,,,,,0.5150837988826815
2024-02-08,0.4457142857142858,0.04228571428571429,,,,,,0.512
2024-02-08,0.45714285714285713,0.045714285714285714,,,,,,0.49714285714285716
2024-02-05,0.43315508021390375,0.0427807486631016,0.0374331550802139,,,,,0.48663101604278075
2024-02-05,0.43750000000000006,0.047149122807017545,0.03399122807017545,,,,,0.48135964912280704
2024-02-02,0.42872570194384446,0.0388768898488121,0.032397408207343416,,,,,0.5
2024-01-31,0.43634385201305764,0.04678998911860718,0.03373231773667029,,,,,0.4831338411316648
2024-01-29,0.42826321467098166,0.037756202804746494,0.032362459546925564,,,,,0.5016181229773463
2024-01-29,0.43044906900328583,0.04709748083242059,0.03614457831325301,,,,,0.4863088718510406
2024-01-29,0.4579545454545455,0.04090909090909091,,,,,,0.5011363636363636
2024-01-27,0.43219404630650493,0.04630650496141124,0.03417861080485115,,,,,0.4873208379272326
2024-01-26,0.43647058823529405,0.043529411764705886,,,,,,0.52
2024-01-26,0.42548596112311016,0.0388768898488121,0.032397408207343416,,,,,0.5032397408207344
2024-01-25,0.4394977168949772,0.044520547945205484,,,,,,0.5159817351598174
2024-01-24,0.4351648351648352,0.038461538461538464,0.046153846153846156,,,,,0.48021978021978023
2024-01-24,0.42701525054466233,0.04466230936819172,0.037037037037037035,,,,,0.49128540305010887
2024-01-22,0.4381270903010033,0.04124860646599777,,,,,,0.5206243032329989
2024-01-22,0.42543859649122817,0.047149122807017545,0.03728070175438597,,,,,0.4901315789473684
2024-01-19,0.43915343915343913,0.037037037037037035,0.042328042328042326,,,,,0.48148148148148145
2024-01-19,0.4351230425055928,0.04250559284116331,,,,,,0.5223713646532439
2024-01-18,0.44127708095781076,0.04332953249714937,,,,,,0.51539338654504
2024-01-18,0.4401756311745335,0.036223929747530186,0.03293084522502744,,,,,0.490669593852909
2024-01-17,0.4243743199129488,0.04461371055495103,0.038084874863982585,,,,,0.49292709466811746
