Date,Government,Opposition
2022-11-10,45.5,49.5
2022-11-10,43.300000000000004,45.9
2022-11-10,43.9,45.6
2022-11-07,43.800000000000004,46.3
2022-11-07,43.4,45.199999999999996
2022-11-04,44.3,45.4
2022-11-03,44.2,45.2
2022-11-03,43.599999999999994,46.0
2022-11-02,43.5,50.5
2022-10-31,43.5,48.300000000000004
2022-10-28,43.5,46.599999999999994
2022-10-28,44.0,45.6
2022-10-27,43.9,45.6
2022-10-27,43.3,46.10000000000001
2022-10-26,43.5,47.5
2022-10-26,43.4,49.199999999999996
2022-10-26,44.6,46.0
2022-10-24,43.1,48.99999999999999
2022-10-21,44.0,45.300000000000004
2022-10-20,43.300000000000004,46.5
2022-10-20,43.5,46.39999999999999
2022-10-20,43.3,46.0
2022-10-17,43.400000000000006,46.3
2022-10-17,43.4,49.2
2022-10-16,44.5,46.5
2022-10-15,42.8,46.8
2022-10-14,43.5,47.2
2022-10-13,43.1,46.3
2022-10-12,43.4,48.800000000000004
2022-10-10,43.199999999999996,49.4
2022-10-06,43.1,46.5
2022-10-06,42.3,50.0
2022-10-03,42.6,50.2
2022-09-28,42.6,46.6
2022-09-25,42.9,45.9
