Date,HDZ,SDP,DP,Most,Možemo,Other
2021-10-10,0.3345454545454545,0.19515151515151513,0.044848484848484846,0.0812121212121212,0.20727272727272725,0.13696969696969696
2021-09-23,0.3623529411764706,0.15764705882352942,0.0611764705882353,0.09764705882352942,0.16,0.16117647058823528
2021-09-20,0.3169590643274854,0.2,0.045614035087719294,0.09941520467836257,0.18830409356725147,0.1497076023391813
2021-09-05,0.3163383545770567,0.20741599073001155,0.04403244495944379,0.08922363847045191,0.19930475086906138,0.14368482039397448
2021-08-25,0.3496503496503496,0.148018648018648,0.058275058275058265,0.10372960372960371,0.1818181818181818,0.1585081585081585
2021-07-26,0.32964601769911506,0.1581858407079646,0.08517699115044247,0.08407079646017698,0.16482300884955753,0.17809734513274336
2021-07-11,0.31786542923433875,0.21693735498839908,0.07424593967517402,0.055684454756380515,0.19605568445475638,0.1392111368909513
2021-07-07,0.3515358361774744,0.17292377701934017,0.09556313993174063,0.08418657565415245,0.15358361774744028,0.14220705346985213
2021-06-25,0.3611764705882353,0.15764705882352945,0.07529411764705884,0.08000000000000002,0.14823529411764708,0.17764705882352944
2021-06-06,0.31126596980255516,0.2195121951219512,0.09523809523809522,0.0627177700348432,0.15563298490127758,0.15563298490127758
2021-05-25,0.3534183082271147,0.17612977983777517,0.08458864426419466,0.0776361529548088,0.10892236384704518,0.19930475086906138
2021-05-09,0.3163507109004739,0.23222748815165878,0.09715639810426539,0.08412322274881516,0.10781990521327013,0.16232227488151657
2021-04-23,0.3521634615384615,0.1814903846153846,0.07932692307692307,0.09254807692307693,0.10456730769230768,0.18990384615384615
2021-04-20,0.32147093712930014,0.22182680901542112,0.09134045077105576,0.0830367734282325,0.10676156583629894,0.17556346381969157
2021-04-04,0.31753554502369674,0.22867298578199055,0.09360189573459717,0.09004739336492891,0.0971563981042654,0.17298578199052134
2021-03-25,0.3493397358943578,0.19207683073229292,0.07442977190876351,0.08763505402160865,0.1128451380552221,0.1836734693877551
2021-03-20,0.32538736591179973,0.22407628128724671,0.09654350417163289,0.08939213349225268,0.1036948748510131,0.1609058402860548
2021-03-07,0.32066508313539194,0.23159144893111638,0.08907363420427553,0.0855106888361045,0.0985748218527316,0.17458432304038005
2021-02-25,0.356401384083045,0.1983852364475202,0.07843137254901962,0.09227220299884661,0.10726643598615919,0.16724336793540948
2021-02-07,0.32819905213270145,0.23578199052132703,0.08530805687203792,0.08649289099526067,0.09834123222748817,0.16587677725118485
2021-01-25,0.3391494002181026,0.1810250817884406,0.07960741548527808,0.0850599781897492,0.10468920392584516,0.21046892039258455
2021-01-10,0.33136094674556216,0.23195266272189352,0.07455621301775148,0.08757396449704143,0.09940828402366865,0.17514792899408282
2020-12-24,0.32455216016859856,0.17070600632244468,0.09905163329820865,0.08746048472075871,0.09062170706006323,0.22760800842992623
2020-12-06,0.33718244803695147,0.2367205542725173,0.09122401847575057,0.10046189376443417,0.07390300230946882,0.1605080831408776
2020-11-25,0.35195530726256985,0.19664804469273744,0.08379888268156424,0.08268156424581007,0.07262569832402235,0.2122905027932961
2020-11-08,0.3337155963302753,0.22706422018348627,0.08371559633027524,0.09862385321100918,0.0871559633027523,0.16972477064220184
2020-10-26,0.36071032186459484,0.20754716981132074,0.0932297447280799,0.08102108768035515,0.07436182019977802,0.18312985571587123
2020-10-08,0.34703196347031956,0.20776255707762553,0.09360730593607304,0.0958904109589041,0.10273972602739725,0.15296803652968036
2020-09-25,0.38208616780045346,0.19387755102040813,0.08956916099773242,0.07029478458049886,0.09297052154195008,0.1712018140589569
2020-09-06,0.36936936936936937,0.2072072072072072,0.08783783783783784,0.08558558558558559,0.10022522522522523,0.14977477477477477
2020-08-25,0.367369589345172,0.1820199778024417,0.06770255271920088,0.07769145394006659,0.09544950055493895,0.2097669256381798
2020-08-06,0.3856975381008206,0.21219226260257912,0.10082063305978896,0.09730363423212192,0.12895662368112543,0.07502930832356389
2020-07-25,0.3381858902575588,0.20604703247480402,0.07726763717805152,0.09182530795072788,0.09742441209406494,0.18924972004479287
2020-07-05,0.373,0.249,0.109,0.07400000000000001,0.07,0.125
