Date,JLP,PNP
2024-10-03,43.5,56.49999999999999
2024-09-19,53.0,47.0
2024-06-01,44.0,56.00000000000001
2024-04-12,44.1,55.89999999999999
2023-12-07,46.808510638297875,53.191489361702125
2023-02-26,49.82142857142857,50.17857142857143
2022-09-13,63.26530612244898,36.734693877551024
2021-09-22,63.41463414634146,36.58536585365854
2020-09-03,57.15715715715716,42.842842842842835
