Date,Con,Lab,Lib Dem,SNP,Green,Reform
2024-07-02,16.0,36.0,10.0,4.0,9.0,20.0
2024-06-26,15.0,40.0,9.0,2.0,9.0,21.0
2024-06-18,15.0,35.0,12.0,3.0,8.0,24.0
2024-06-12,19.0,39.0,10.0,3.0,9.0,17.0
2024-06-03,22.0,46.0,8.0,3.0,8.0,10.0
2024-05-16,20.0,46.0,8.0,3.0,8.0,14.0
