Date,UR,CPRF,LDPR,SRZP,NP
2024-10-20,65.67164179104478,10.44776119402985,14.925373134328357,4.477611940298507,4.477611940298507
2024-10-20,52.662721893491124,14.792899408284024,15.680473372781064,6.3609467455621305,10.502958579881657
2024-10-13,65.67164179104478,10.44776119402985,14.925373134328357,4.477611940298507,4.477611940298507
2024-10-13,54.765506807866885,14.372163388804843,14.82602118003026,5.446293494704993,10.590015128593041
2024-10-06,64.7887323943662,11.267605633802818,14.084507042253522,5.633802816901409,4.225352112676056
2024-10-06,54.16036308623298,15.128593040847202,15.128593040847202,5.748865355521937,9.833585476550681
2024-09-29,65.15151515151516,10.606060606060606,15.151515151515152,4.545454545454546,4.545454545454546
2024-09-29,54.640718562874255,14.970059880239523,15.119760479041917,5.9880239520958085,9.281437125748504
2024-09-22,64.70588235294117,13.23529411764706,14.705882352941178,2.941176470588235,4.411764705882353
2024-09-22,52.544910179640716,14.67065868263473,17.065868263473053,5.389221556886227,10.329341317365268
2024-09-15,64.70588235294117,11.76470588235294,13.23529411764706,5.88235294117647,4.411764705882353
2024-09-15,52.552552552552555,14.714714714714717,16.516516516516518,5.705705705705706,10.51051051051051
2024-09-08,65.27777777777779,12.5,12.5,4.166666666666666,5.555555555555555
2024-09-08,54.72560975609756,13.567073170731708,15.396341463414634,5.7926829268292686,10.51829268292683
2024-09-01,67.1875,10.9375,12.5,3.125,6.25
2024-09-01,53.69230769230769,14.153846153846153,15.384615384615385,6.0,10.76923076923077
2024-08-28,62.5,14.0625,14.0625,3.125,6.25
2024-08-25,65.67164179104478,11.940298507462686,14.925373134328357,2.9850746268656714,4.477611940298507
2024-08-25,52.914110429447845,15.950920245398773,15.030674846625766,5.368098159509202,10.736196319018404
2024-08-18,66.17647058823529,10.294117647058822,14.705882352941178,4.411764705882353,4.411764705882353
2024-08-18,56.70261941448381,14.175654853620953,14.175654853620953,5.546995377503851,9.399075500770415
2024-08-11,64.70588235294117,13.23529411764706,13.23529411764706,4.411764705882353,4.411764705882353
2024-08-11,57.45007680491552,13.978494623655916,14.285714285714288,5.376344086021506,8.90937019969278
2024-08-04,70.1492537313433,11.940298507462686,11.940298507462686,2.9850746268656714,2.9850746268656714
2024-08-04,56.56108597285067,14.630467571644038,13.72549019607843,5.4298642533936645,9.653092006033182
2024-07-28,69.01408450704226,11.267605633802818,11.267605633802818,4.225352112676056,4.225352112676056
2024-07-28,55.38694992412746,15.174506828528072,14.112291350531109,6.373292867981791,8.952959028831563
2024-07-21,63.38028169014085,12.676056338028168,12.676056338028168,5.633802816901409,5.633802816901409
2024-07-21,56.56108597285068,15.233785822021117,14.328808446455508,5.279034690799397,8.597285067873303
2024-07-14,67.14285714285714,11.428571428571429,12.857142857142856,4.285714285714286,4.285714285714286
2024-07-14,58.04511278195489,14.586466165413533,12.932330827067668,5.56390977443609,8.87218045112782
2024-07-07,67.64705882352942,11.76470588235294,11.76470588235294,4.411764705882353,4.411764705882353
2024-07-07,58.42026825633384,13.85991058122206,13.561847988077497,5.216095380029807,8.941877794336811
2024-06-30,68.11594202898551,11.594202898550725,11.594202898550725,4.3478260869565215,4.3478260869565215
2024-06-30,57.078313253012034,14.457831325301203,13.55421686746988,5.421686746987951,9.487951807228914
2024-06-23,67.12328767123287,10.95890410958904,12.32876712328767,4.10958904109589,5.47945205479452
2024-06-23,59.29721815519765,13.0307467057101,12.884333821376279,5.41727672035139,9.370424597364567
2024-06-16,68.57142857142857,11.428571428571429,11.428571428571429,4.285714285714286,4.285714285714286
2024-06-16,59.01162790697675,14.098837209302326,13.08139534883721,4.941860465116279,8.866279069767442
2024-06-09,72.85714285714285,10.0,11.428571428571429,2.857142857142857,2.857142857142857
2024-06-09,59.48275862068966,12.5,13.505747126436784,5.172413793103449,9.339080459770116
2024-06-02,67.14285714285714,11.428571428571429,14.285714285714285,2.857142857142857,4.285714285714286
2024-06-02,58.58585858585859,13.275613275613274,12.698412698412701,5.627705627705628,9.812409812409813
2024-05-29,67.64705882352942,13.23529411764706,11.76470588235294,2.941176470588235,4.411764705882353
2024-05-26,66.66666666666666,12.5,11.11111111111111,4.166666666666666,5.555555555555555
2024-05-26,58.405797101449274,13.043478260869565,13.623188405797102,5.362318840579711,9.565217391304346
2024-05-19,70.4225352112676,9.859154929577464,12.676056338028168,4.225352112676056,2.8169014084507045
2024-05-19,58.68613138686132,12.700729927007298,13.86861313868613,5.255474452554744,9.48905109489051
