Date,Clinton,Trump
2016-09-21,50.0,50.0
2016-09-22,53.65853658536586,46.34146341463415
2016-09-22,50.53763440860215,49.46236559139785
2016-09-22,51.578947368421055,48.421052631578945
2016-09-19,53.68421052631579,46.31578947368421
2016-09-19,47.72727272727273,52.27272727272727
2016-09-19,50.526315789473685,49.473684210526315
2016-09-22,51.162790697674424,48.837209302325576
2016-09-21,50.0,50.0
2016-09-19,51.041666666666664,48.95833333333333
2016-09-16,52.56410256410257,47.43589743589743
2016-09-15,48.86363636363637,51.13636363636363
2016-09-17,51.64835164835166,48.35164835164835
2016-09-15,53.93258426966292,46.06741573033708
2016-09-14,47.72727272727273,52.27272727272727
2016-09-18,50.56179775280899,49.43820224719101
2016-09-16,53.93258426966292,46.06741573033708
2016-09-15,50.0,50.0
2016-09-15,53.191489361702125,46.808510638297875
2016-09-13,47.19101123595505,52.80898876404494
2016-09-12,50.526315789473685,49.473684210526315
2016-09-12,52.63157894736842,47.368421052631575
2016-09-10,50.0,50.0
2016-09-09,49.473684210526315,50.526315789473685
2016-09-09,52.5,47.5
2016-09-09,46.590909090909086,53.40909090909091
2016-09-11,49.45054945054945,50.54945054945055
2016-09-08,49.473684210526315,50.526315789473685
2016-09-08,46.590909090909086,53.40909090909091
2016-09-10,51.11111111111111,48.888888888888886
2016-09-09,51.11111111111111,48.888888888888886
2016-09-08,52.74725274725275,47.25274725274725
2016-09-07,49.473684210526315,50.526315789473685
2016-09-07,47.19101123595505,52.80898876404494
2016-09-08,50.63291139240506,49.36708860759494
2016-09-06,48.421052631578945,51.578947368421055
2016-08-16,54.166666666666664,45.83333333333333
2016-09-05,52.17391304347826,47.82608695652174
2016-09-05,48.421052631578945,51.578947368421055
2016-09-06,50.57471264367817,49.42528735632184
2016-09-05,54.25531914893617,45.744680851063826
2016-09-02,50.56179775280899,49.43820224719101
2016-09-02,48.93617021276596,51.06382978723404
2016-09-01,49.473684210526315,50.526315789473685
2016-09-04,51.162790697674424,48.837209302325576
2016-08-31,50.0,50.0
2016-09-01,51.28205128205128,48.717948717948715
2016-08-30,51.06382978723404,48.93617021276596
2016-09-01,49.48453608247423,50.51546391752577
2016-08-29,53.333333333333336,46.666666666666664
2016-08-29,51.041666666666664,48.95833333333333
2016-08-28,51.578947368421055,48.421052631578945
2016-09-01,51.21951219512195,48.78048780487805
2016-08-26,49.36708860759494,50.63291139240506
2016-08-26,50.57471264367817,49.42528735632184
2016-08-28,53.333333333333336,46.666666666666664
2016-08-24,51.578947368421055,48.421052631578945
2016-08-25,50.63291139240506,49.36708860759494
2016-08-24,53.93258426966292,46.06741573033708
2016-08-23,51.546391752577314,48.45360824742268
2016-08-23,48.275862068965516,51.724137931034484
2016-08-26,52.74725274725275,47.25274725274725
2016-08-25,53.84615384615385,46.15384615384615
2016-08-22,53.333333333333336,46.666666666666664
2016-08-22,51.546391752577314,48.45360824742268
2016-08-21,51.546391752577314,48.45360824742268
2016-08-24,51.80722891566265,48.19277108433735
2016-08-22,53.246753246753244,46.75324675324675
2016-08-20,54.54545454545454,45.45454545454545
2016-08-18,49.48453608247423,50.51546391752577
2016-08-18,55.434782608695656,44.565217391304344
2016-08-18,50.0,50.0
2016-08-19,51.64835164835166,48.35164835164835
2016-08-17,50.0,50.0
2016-08-18,57.692307692307686,42.30769230769231
2016-08-16,50.0,50.0
2016-08-15,50.526315789473685,49.473684210526315
2016-08-15,54.347826086956516,45.65217391304348
2016-08-17,52.80898876404494,47.19101123595505
2016-08-16,53.65853658536586,46.34146341463415
2016-08-14,50.526315789473685,49.473684210526315
2016-08-14,48.86363636363637,51.13636363636363
2016-08-13,53.246753246753244,46.75324675324675
2016-08-11,52.083333333333336,47.91666666666667
2016-08-09,53.68421052631579,46.31578947368421
2016-08-11,53.94736842105263,46.05263157894737
2016-08-09,55.55555555555556,44.44444444444444
2016-08-09,53.68421052631579,46.31578947368421
2016-08-11,54.32098765432099,45.67901234567901
2016-08-08,54.94505494505495,45.05494505494506
2016-08-07,52.63157894736842,47.368421052631575
2016-08-07,51.578947368421055,48.421052631578945
2016-08-03,52.12765957446809,47.87234042553192
2016-08-06,53.84615384615385,46.15384615384615
2016-08-06,53.93258426966292,46.06741573033708
2016-08-03,51.06382978723404,48.93617021276596
2016-08-05,53.191489361702125,46.808510638297875
2016-08-04,54.54545454545454,45.45454545454545
2016-08-02,52.12765957446809,47.87234042553192
2016-08-04,53.57142857142857,46.42857142857143
2016-08-01,52.68817204301075,47.31182795698925
2016-08-01,55.434782608695656,44.565217391304344
2016-07-31,53.76344086021505,46.236559139784944
2016-07-31,50.56179775280899,49.43820224719101
2016-08-04,55.42168674698795,44.57831325301205
2016-08-01,53.68421052631579,46.31578947368421
2016-07-31,51.85185185185185,48.148148148148145
2016-07-29,53.191489361702125,46.808510638297875
2016-07-29,54.11764705882353,45.88235294117647
2016-08-01,59.25925925925925,40.74074074074074
2016-07-31,55.294117647058826,44.70588235294118
2016-07-30,52.4390243902439,47.5609756097561
2016-07-28,50.56179775280899,49.43820224719101
2016-07-27,51.578947368421055,48.421052631578945
2016-07-31,55.68181818181818,44.31818181818182
2016-07-27,49.43820224719101,50.56179775280899
2016-07-31,51.68539325842697,48.31460674157304
2016-07-28,55.12820512820513,44.871794871794876
2016-07-26,48.86363636363637,51.13636363636363
2016-07-29,54.736842105263165,45.26315789473684
2016-07-29,53.40909090909091,46.590909090909086
2016-07-25,54.347826086956516,45.65217391304348
2016-07-29,51.80722891566265,48.19277108433735
2016-07-29,52.63157894736842,47.368421052631575
