Date,Union,SPD,Grüne,FDP,Linke,Others
2001-10-12,38.0,41.0,5.0,7.0,5.0,4.0
2001-09-14,38.0,40.0,5.0,7.0,5.0,5.0
2001-08-24,37.0,39.0,6.0,8.0,5.0,5.0
2001-07-20,35.0,41.0,5.0,9.0,5.0,5.0
2001-06-22,36.0,41.0,5.0,8.0,5.0,5.0
2001-05-18,36.0,41.0,5.0,8.0,5.0,5.0
2001-04-06,38.0,41.0,6.0,6.0,5.0,4.0
2001-03-16,37.0,42.0,6.0,6.0,5.0,4.0
2001-02-16,36.0,43.0,5.0,7.0,5.0,4.0
2001-01-19,38.0,41.0,6.0,6.0,5.0,4.0
2000-12-15,38.0,41.0,6.0,6.0,5.0,4.0
2000-11-17,38.0,41.0,6.0,6.0,5.0,4.0
2000-10-20,37.0,41.0,6.0,6.0,5.0,5.0
2000-09-22,38.0,40.0,6.0,6.0,5.0,5.0
2000-08-25,36.0,42.0,6.0,7.0,5.0,4.0
2000-07-28,38.0,40.0,5.0,7.0,5.0,5.0
2000-06-23,39.0,38.0,6.0,7.0,5.0,5.0
2000-05-19,37.0,40.0,6.0,7.0,5.0,5.0
2000-04-14,36.0,42.0,6.0,6.0,5.0,5.0
2000-03-17,35.0,43.0,6.0,6.0,5.0,5.0
2000-02-18,35.0,42.0,7.0,6.0,6.0,4.0
2000-01-21,40.0,39.0,6.0,5.0,6.0,4.0
1999-12-10,45.0,36.0,5.0,4.0,6.0,4.0
1999-11-12,48.0,33.0,5.0,4.0,6.0,4.0
1999-10-15,47.0,33.0,6.0,4.0,6.0,4.0
1999-09-24,47.0,34.0,5.0,5.0,5.0,4.0
1999-08-20,45.0,36.0,5.0,5.0,5.0,4.0
1999-07-23,44.0,38.0,5.0,5.0,5.0,3.0
1999-06-25,44.0,38.0,5.0,5.0,4.0,4.0
1999-05-21,42.0,40.0,5.0,5.0,4.0,4.0
1999-04-16,41.0,41.0,5.0,5.0,4.0,4.0
1999-03-19,41.0,41.0,5.0,5.0,4.0,4.0
1999-02-26,39.0,42.0,6.0,4.0,4.0,5.0
1999-01-22,37.0,44.0,6.0,4.0,4.0,5.0
1998-12-11,36.0,44.0,7.0,4.0,4.0,5.0
1998-11-13,35.0,44.0,7.0,4.0,4.0,6.0
1998-10-16,35.0,44.0,6.0,5.0,4.0,6.0
1998-09-27,35.1,40.9,6.7,6.2,5.1,5.9
2002-09-22,38.5,38.5,8.6,7.4,4.0,3.0
2002-09-14,37.0,39.0,7.0,8.0,5.0,4.0
2002-09-12,38.0,38.0,7.0,8.0,4.0,5.0
2002-09-10,38.0,38.0,7.0,8.0,4.0,5.0
2002-09-05,39.0,37.0,6.0,8.0,5.0,5.0
2002-08-29,40.0,37.0,6.0,9.0,4.0,4.0
2002-08-27,40.0,37.0,6.0,9.0,4.0,4.0
2002-08-23,39.0,36.0,7.0,9.0,5.0,4.0
2002-08-22,40.0,34.0,6.0,9.0,6.0,5.0
2002-08-21,41.0,34.0,6.0,9.0,5.0,5.0
2002-08-15,40.0,34.0,7.0,10.0,5.0,4.0
2002-08-12,41.0,34.0,6.0,9.0,5.0,5.0
2002-08-08,41.0,34.0,7.0,9.0,4.0,5.0
2002-08-06,41.0,34.0,7.0,9.0,4.0,5.0
2002-08-02,40.0,34.0,7.0,8.0,6.0,5.0
2002-07-30,40.0,34.0,7.0,8.0,6.0,5.0
2002-07-25,39.0,34.0,7.0,9.0,6.0,5.0
2002-07-18,41.0,35.0,6.0,9.0,5.0,4.0
2002-07-11,40.0,35.0,6.0,9.0,5.0,5.0
2002-07-04,39.0,35.0,6.0,9.0,6.0,5.0
2002-07-01,39.0,35.0,6.0,10.0,5.0,5.0
2002-06-27,40.0,35.0,6.0,9.0,5.0,5.0
2002-06-25,40.0,34.0,6.0,9.0,6.0,5.0
2002-06-20,38.0,34.0,7.0,10.0,6.0,5.0
2002-06-13,39.0,35.0,6.0,11.0,5.0,4.0
2002-06-11,39.0,35.0,6.0,11.0,6.0,3.0
2002-06-10,38.0,34.0,7.0,11.0,6.0,4.0
2002-06-06,38.0,33.0,7.0,10.0,6.0,6.0
2002-05-30,39.0,33.0,6.0,11.0,6.0,5.0
2002-05-23,39.0,32.0,8.0,10.0,5.0,6.0
2002-05-16,38.0,33.0,7.0,12.0,5.0,5.0
2002-05-09,39.0,32.0,6.0,11.0,6.0,6.0
2002-05-04,40.0,34.0,6.0,10.0,6.0,4.0
2002-04-27,40.0,35.0,5.0,9.0,6.0,5.0
2002-04-20,39.0,36.0,6.0,9.0,6.0,4.0
2002-04-13,39.0,37.0,6.0,8.0,6.0,4.0
2002-04-06,39.0,36.0,7.0,9.0,7.0,2.0
2002-03-28,40.0,36.0,6.0,9.0,6.0,3.0
2002-03-23,40.0,35.0,7.0,9.0,6.0,3.0
2002-03-16,40.0,36.0,6.0,8.0,6.0,4.0
2002-03-08,39.0,38.0,6.0,9.0,6.0,2.0
2002-03-02,41.0,37.0,5.0,7.0,6.0,4.0
2002-02-23,41.0,37.0,5.0,9.0,6.0,2.0
2002-02-16,41.0,37.0,5.0,8.0,6.0,3.0
2002-02-09,41.0,38.0,5.0,8.0,6.0,2.0
2002-02-02,41.0,37.0,6.0,8.0,6.0,2.0
2002-01-26,41.0,38.0,5.0,7.0,6.0,3.0
2002-01-18,40.0,37.0,6.0,7.0,7.0,3.0
2002-01-12,39.0,38.0,6.0,7.0,7.0,3.0
2002-01-05,37.0,38.0,6.0,7.0,7.0,5.0
2001-12-22,36.0,39.0,6.0,7.0,7.0,5.0
2001-12-15,36.0,38.0,6.0,7.0,7.0,6.0
2001-12-08,37.0,39.0,5.0,7.0,6.0,6.0
2001-12-01,36.0,39.0,5.0,7.0,8.0,4.0
2001-11-24,35.0,40.0,5.0,8.0,7.0,4.0
2001-11-17,34.0,40.0,5.0,9.0,7.0,5.0
2001-11-10,35.0,40.0,6.0,8.0,7.0,4.0
2001-11-03,35.0,41.0,6.0,7.0,6.0,5.0
2001-10-27,36.0,41.0,6.0,7.0,5.0,5.0
2001-10-20,36.0,41.0,6.0,7.0,5.0,5.0
2001-10-13,37.0,39.0,6.0,8.0,6.0,4.0
2001-10-06,36.0,40.0,6.0,8.0,5.0,5.0
2001-09-29,38.0,39.0,6.0,8.0,5.0,4.0
2001-09-22,38.0,38.0,5.0,10.0,5.0,4.0
2001-09-15,37.0,38.0,6.0,8.0,7.0,3.0
2001-09-08,37.0,38.0,6.0,9.0,6.0,4.0
2001-09-01,37.0,37.0,6.0,8.0,6.0,6.0
2001-08-25,36.0,39.0,6.0,9.0,6.0,4.0
2001-08-18,37.0,39.0,6.0,7.0,5.0,6.0
2001-08-11,36.0,38.0,7.0,9.0,6.0,4.0
2001-08-04,37.0,38.0,6.0,9.0,6.0,4.0
2001-07-28,35.0,38.0,6.0,9.0,6.0,6.0
2001-07-21,35.0,39.0,7.0,9.0,6.0,4.0
2001-07-07,36.0,38.0,6.0,8.0,7.0,4.0
2001-06-29,37.0,40.0,6.0,8.0,5.0,4.0
2001-06-22,36.0,39.0,7.0,9.0,5.0,4.0
2001-06-15,36.0,39.0,7.0,9.0,5.0,4.0
2001-06-08,36.0,40.0,7.0,8.0,5.0,4.0
2001-06-01,35.0,40.0,7.0,9.0,5.0,4.0
2001-05-25,35.0,40.0,7.0,9.0,5.0,4.0
2001-05-18,36.0,41.0,6.0,8.0,5.0,4.0
2001-05-11,35.0,40.0,6.0,9.0,5.0,5.0
2001-05-03,36.0,41.0,7.0,7.0,5.0,4.0
2001-04-27,37.0,39.0,7.0,7.0,5.0,4.0
2001-04-20,37.0,40.0,6.0,7.0,5.0,4.0
2001-04-13,36.0,40.0,6.0,7.0,5.0,5.0
2001-04-06,37.0,40.0,7.0,7.0,4.0,5.0
2001-03-30,36.0,41.0,7.0,7.0,5.0,4.0
2001-03-23,36.0,40.0,7.0,7.0,5.0,5.0
2001-03-16,35.0,40.0,7.0,7.0,5.0,6.0
2001-03-09,35.0,40.0,7.0,7.0,5.0,6.0
2001-03-02,35.0,40.0,6.0,8.0,4.0,7.0
2001-02-23,36.0,40.0,6.0,7.0,5.0,6.0
2001-02-16,34.0,39.0,7.0,10.0,5.0,5.0
2001-02-09,36.0,40.0,6.0,8.0,5.0,5.0
2001-02-02,37.0,40.0,7.0,7.0,5.0,4.0
2001-01-19,39.0,38.0,6.0,7.0,5.0,5.0
2001-01-12,38.0,39.0,6.0,7.0,5.0,5.0
2001-01-05,37.0,40.0,6.0,7.0,5.0,5.0
2000-12-29,37.0,39.0,,,6.0,7.0
2000-12-15,36.0,39.0,,,6.0,7.0
2000-12-08,37.0,39.0,,,6.0,7.0
2000-12-01,37.0,38.0,,,6.0,6.0
2000-11-24,38.0,38.0,,,6.0,7.0
2000-11-17,38.0,38.0,,,5.0,7.0
2000-11-10,37.0,38.0,,,6.0,7.0
2000-11-03,37.0,39.0,,,6.0,7.0
2000-10-27,38.0,39.0,,,6.0,7.0
2000-10-20,38.0,39.0,,,6.0,7.0
2000-10-13,38.0,40.0,,,6.0,7.0
2000-10-06,37.0,41.0,,,6.0,7.0
2000-09-29,37.0,40.0,,,6.0,7.0
2000-09-22,36.0,39.0,,,6.0,8.0
2000-09-15,35.0,41.0,,,7.0,6.0
2000-09-08,34.0,41.0,,,7.0,8.0
2000-09-01,34.0,41.0,,,6.0,8.0
2000-08-25,35.0,40.0,,,6.0,8.0
2000-08-18,35.0,41.0,,,6.0,8.0
2000-08-11,34.0,41.0,,,6.0,8.0
2000-08-04,35.0,40.0,,,6.0,8.0
2000-07-28,35.0,40.0,,,6.0,8.0
2000-07-21,36.0,39.0,,,6.0,9.0
2000-07-14,37.0,38.0,,,6.0,9.0
2000-07-07,36.0,38.0,,,6.0,10.0
2000-06-30,37.0,38.0,,,6.0,9.0
2000-06-23,39.0,37.0,,,6.0,9.0
2000-06-16,37.0,38.0,,,7.0,9.0
2000-06-09,37.0,39.0,,,6.0,8.0
2000-06-02,36.0,39.0,,,6.0,9.0
2000-05-26,36.0,40.0,,,6.0,9.0
2000-05-19,37.0,40.0,,,6.0,8.0
2000-05-12,37.0,41.0,,,6.0,6.0
2000-05-05,38.0,40.0,,,7.0,6.0
2000-04-28,38.0,39.0,,,7.0,6.0
2000-04-21,38.0,39.0,,,7.0,6.0
2000-04-14,38.0,39.0,,,6.0,6.0
2000-04-07,35.0,39.0,,,8.0,7.0
2000-03-31,36.0,39.0,,,7.0,7.0
2000-03-24,33.0,41.0,,,6.0,9.0
2000-03-17,32.0,41.0,,,8.0,9.0
2000-03-10,30.0,42.0,,,6.0,10.0
2000-03-03,31.0,43.0,,,7.0,8.0
2000-02-25,30.0,43.0,,,8.0,8.0
2000-02-18,31.0,41.0,,,8.0,8.0
2000-02-11,30.0,42.0,,,7.0,8.0
2000-02-04,33.0,42.0,,,6.0,7.0
2000-01-28,32.0,41.0,,,7.0,7.0
2000-01-21,36.0,40.0,,,6.0,6.0
2000-01-14,37.0,39.0,,,6.0,6.0
2000-01-07,37.0,38.0,,,6.0,6.0
1999-12-17,39.0,37.0,7.0,5.0,6.0,2.0
1999-12-10,40.0,36.0,6.0,5.0,7.0,2.0
1999-12-03,44.0,33.0,5.0,5.0,7.0,3.0
1999-11-26,46.0,32.0,5.0,4.0,7.0,2.0
1999-11-19,45.0,32.0,6.0,4.0,7.0,2.0
1999-11-12,45.0,32.0,6.0,4.0,7.0,2.0
1999-11-05,45.0,33.0,5.0,4.0,7.0,2.0
1999-10-29,45.0,33.0,5.0,4.0,7.0,2.0
1999-10-22,47.0,33.0,6.0,4.0,7.0,1.0
1999-10-15,46.0,32.0,5.0,5.0,6.0,3.0
1999-10-08,44.0,35.0,6.0,4.0,6.0,1.0
1999-10-01,44.0,34.0,5.0,5.0,7.0,1.0
1999-09-24,45.0,33.0,5.0,5.0,6.0,2.0
1999-09-17,44.0,35.0,6.0,4.0,6.0,2.0
1999-09-10,43.0,35.0,6.0,5.0,6.0,2.0
1999-09-03,43.0,35.0,5.0,6.0,6.0,2.0
1999-08-27,42.0,35.0,6.0,6.0,6.0,2.0
1999-08-20,43.0,35.0,6.0,5.0,6.0,2.0
1999-08-13,43.0,35.0,6.0,5.0,6.0,2.0
1999-08-06,43.0,35.0,6.0,5.0,5.0,2.0
1999-07-30,43.0,36.0,6.0,6.0,5.0,1.0
1999-07-23,42.0,36.0,6.0,4.0,6.0,3.0
1999-07-16,43.0,37.0,5.0,5.0,6.0,2.0
1999-07-09,42.0,36.0,5.0,4.0,6.0,3.0
1999-07-02,43.0,36.0,5.0,5.0,5.0,3.0
1999-06-25,42.0,37.0,5.0,5.0,5.0,3.0
1999-06-18,41.0,37.0,5.0,6.0,5.0,3.0
1999-06-11,41.0,39.0,6.0,6.0,5.0,3.0
1999-06-04,41.0,37.0,6.0,6.0,5.0,2.0
1999-05-28,40.0,38.0,6.0,5.0,6.0,2.0
1999-05-21,40.0,39.0,6.0,5.0,6.0,2.0
1999-05-14,40.0,38.0,6.0,6.0,5.0,1.0
1999-05-07,40.0,39.0,6.0,5.0,6.0,2.0
1999-04-30,39.0,39.0,6.0,5.0,5.0,2.0
1999-04-23,39.0,40.0,6.0,5.0,5.0,2.0
1999-04-16,40.0,39.0,6.0,5.0,5.0,2.0
1999-04-09,40.0,38.0,6.0,5.0,6.0,2.0
1999-03-26,40.0,38.0,6.0,6.0,5.0,2.0
1999-03-19,41.0,39.0,6.0,5.0,5.0,4.0
1999-03-12,40.0,39.0,6.0,6.0,5.0,2.0
1999-03-05,40.0,39.0,6.0,5.0,5.0,3.0
1999-02-26,40.0,39.0,6.0,6.0,5.0,2.0
1999-02-19,40.0,40.0,6.0,5.0,5.0,2.0
1999-02-12,38.0,40.0,6.0,5.0,5.0,3.0
1999-02-05,37.0,41.0,7.0,5.0,5.0,2.0
1999-01-29,38.0,39.0,7.0,6.0,5.0,2.0
1999-01-22,38.0,40.0,6.0,5.0,5.0,2.0
1999-01-15,36.0,41.0,7.0,6.0,6.0,1.0
1999-01-08,37.0,40.0,6.0,6.0,5.0,2.0
1999-01-02,37.0,41.0,6.0,6.0,5.0,2.0
1998-12-18,37.0,40.0,6.0,5.0,5.0,4.0
1998-12-11,37.0,40.0,6.0,5.0,5.0,4.0
1998-12-04,37.0,40.0,6.0,6.0,5.0,1.0
1998-11-27,36.0,39.0,7.0,6.0,5.0,2.0
1998-11-20,37.0,40.0,6.0,5.0,5.0,3.0
1998-11-13,35.0,42.0,6.0,6.0,5.0,2.0
1998-11-06,36.0,41.0,6.0,5.0,5.0,3.0
1998-10-30,37.0,39.0,7.0,6.0,5.0,2.0
1998-10-23,35.0,42.0,6.0,6.0,5.0,2.0
1998-10-16,35.0,41.0,6.0,6.0,5.0,3.0
1998-10-09,35.0,42.0,6.0,6.0,5.0,2.0
2002-09-22,38.5,38.5,8.6,7.4,4.0,3.0
2002-09-18,38.0,40.0,7.0,8.0,4.0,3.0
2002-09-13,38.0,40.0,7.0,8.0,4.0,3.0
2002-09-11,38.0,38.0,8.0,9.0,5.0,2.0
2002-09-06,39.0,39.0,7.0,9.0,4.0,2.0
2002-09-04,39.0,39.0,7.0,8.0,4.0,3.0
2002-08-29,39.0,38.0,7.0,9.0,4.0,3.0
2002-08-28,40.0,38.0,7.0,8.0,5.0,2.0
2002-08-23,40.0,38.0,7.0,8.0,5.0,2.0
2002-08-17,40.0,36.0,7.0,8.0,5.0,4.0
2002-08-14,41.0,35.0,6.0,10.0,4.0,4.0
2002-08-08,41.0,36.0,6.0,9.0,4.0,4.0
2002-08-07,42.0,35.0,6.0,9.0,5.0,3.0
2002-08-01,43.0,34.0,6.0,9.0,5.0,3.0
2002-07-31,42.0,35.0,6.0,9.0,5.0,3.0
2002-07-25,42.0,35.0,6.0,9.0,6.0,2.0
2002-07-24,40.0,36.0,6.0,9.0,6.0,3.0
2002-07-17,40.0,37.0,6.0,8.0,5.0,4.0
2002-07-10,39.0,36.0,7.0,8.0,6.0,4.0
2002-07-04,39.0,36.0,7.0,8.0,6.0,4.0
2002-07-02,39.0,36.0,6.0,9.0,6.0,4.0
2002-06-26,41.0,35.0,6.0,9.0,5.0,4.0
2002-06-21,41.0,35.0,6.0,9.0,5.0,4.0
2002-06-19,38.0,36.0,6.0,10.0,6.0,4.0
2002-06-14,38.0,36.0,6.0,10.0,6.0,4.0
2002-06-12,38.0,36.0,6.0,10.0,6.0,4.0
2002-06-06,39.0,35.0,7.0,10.0,6.0,3.0
2002-06-04,40.0,35.0,6.0,9.0,6.0,4.0
2002-05-31,40.0,34.0,5.0,10.0,6.0,5.0
2002-05-29,38.0,34.0,6.0,12.0,6.0,4.0
2002-05-25,39.0,33.0,6.0,12.0,6.0,4.0
2002-05-19,39.0,33.0,7.0,12.0,6.0,3.0
2002-05-15,41.0,32.0,7.0,11.0,6.0,3.0
2002-05-07,41.0,31.0,7.0,12.0,6.0,3.0
2002-04-29,41.0,32.0,6.0,11.0,6.0,4.0
2002-04-24,39.0,34.0,7.0,11.0,6.0,3.0
2002-04-17,40.0,35.0,7.0,9.0,5.0,4.0
2002-04-10,40.0,33.0,7.0,9.0,7.0,4.0
2002-04-03,40.0,34.0,6.0,9.0,7.0,4.0
2002-03-26,41.0,34.0,6.0,9.0,6.0,4.0
2002-03-20,41.0,33.0,6.0,9.0,7.0,4.0
2002-03-13,40.0,35.0,6.0,9.0,6.0,4.0
2002-03-06,41.0,34.0,6.0,8.0,7.0,4.0
2002-02-28,40.0,35.0,6.0,9.0,6.0,4.0
2002-02-21,41.0,35.0,6.0,8.0,6.0,4.0
2002-02-10,42.0,34.0,6.0,8.0,6.0,4.0
2002-02-07,41.0,36.0,6.0,8.0,6.0,3.0
2002-01-31,40.0,35.0,6.0,9.0,6.0,4.0
2002-01-24,41.0,36.0,5.0,8.0,6.0,4.0
2002-01-17,41.0,36.0,6.0,7.0,6.0,4.0
2002-01-10,37.0,38.0,6.0,9.0,6.0,4.0
2002-01-03,38.0,38.0,5.0,8.0,7.0,4.0
2001-12-13,37.0,38.0,5.0,7.0,8.0,5.0
2001-12-06,34.0,41.0,6.0,9.0,6.0,4.0
2001-11-29,33.0,41.0,6.0,9.0,7.0,4.0
2001-11-22,33.0,42.0,5.0,9.0,7.0,4.0
2001-11-15,33.0,41.0,6.0,9.0,7.0,4.0
2001-11-08,33.0,41.0,6.0,9.0,7.0,4.0
2001-11-01,32.0,41.0,6.0,10.0,7.0,4.0
2001-10-25,35.0,42.0,6.0,7.0,6.0,4.0
2001-10-18,35.0,42.0,6.0,8.0,5.0,4.0
2001-10-11,34.0,42.0,6.0,8.0,6.0,4.0
2001-10-04,35.0,42.0,6.0,8.0,5.0,4.0
2001-09-27,36.0,41.0,6.0,8.0,5.0,4.0
2001-09-20,37.0,40.0,6.0,8.0,5.0,4.0
2001-09-13,36.0,37.0,7.0,9.0,6.0,5.0
2001-09-06,37.0,37.0,7.0,9.0,6.0,4.0
2001-08-30,37.0,36.0,7.0,10.0,6.0,4.0
2001-08-23,36.0,37.0,7.0,10.0,6.0,4.0
2001-08-16,35.0,38.0,7.0,9.0,7.0,4.0
2001-08-09,34.0,39.0,7.0,10.0,6.0,4.0
2001-08-02,33.0,39.0,8.0,10.0,6.0,4.0
2001-07-26,34.0,39.0,7.0,9.0,7.0,4.0
2001-07-19,34.0,39.0,7.0,10.0,6.0,4.0
2001-07-12,34.0,39.0,7.0,10.0,6.0,4.0
2001-07-05,35.0,38.0,7.0,10.0,7.0,3.0
2001-06-28,34.0,38.0,7.0,10.0,8.0,3.0
2001-06-21,36.0,39.0,7.0,9.0,5.0,4.0
2001-06-14,34.0,41.0,7.0,10.0,4.0,4.0
2001-06-07,33.0,42.0,6.0,10.0,5.0,4.0
2001-05-31,34.0,40.0,7.0,10.0,5.0,4.0
2001-05-23,34.0,40.0,6.0,11.0,5.0,4.0
2001-05-17,33.0,40.0,6.0,12.0,5.0,4.0
2001-05-10,33.0,42.0,6.0,9.0,6.0,4.0
2001-05-03,36.0,41.0,6.0,8.0,5.0,4.0
2001-04-26,34.0,41.0,7.0,9.0,5.0,4.0
2001-04-19,35.0,41.0,6.0,7.0,6.0,5.0
2001-04-11,36.0,42.0,6.0,7.0,5.0,4.0
2001-04-05,35.0,42.0,6.0,8.0,5.0,4.0
2001-03-29,34.0,41.0,7.0,8.0,5.0,5.0
2001-03-22,34.0,41.0,7.0,8.0,5.0,5.0
2001-03-15,33.0,41.0,7.0,9.0,5.0,5.0
2001-03-08,33.0,41.0,8.0,8.0,6.0,4.0
2001-03-01,33.0,41.0,7.0,8.0,6.0,5.0
2001-02-22,33.0,42.0,8.0,8.0,5.0,4.0
2001-02-15,33.0,42.0,8.0,8.0,5.0,4.0
2001-02-08,34.0,41.0,8.0,8.0,5.0,4.0
2001-02-01,34.0,40.0,8.0,8.0,5.0,5.0
2001-01-25,35.0,39.0,8.0,8.0,5.0,5.0
2001-01-17,35.0,39.0,7.0,8.0,6.0,5.0
2001-01-10,36.0,40.0,6.0,7.0,6.0,5.0
2001-01-03,37.0,40.0,6.0,6.0,6.0,5.0
2000-12-13,36.0,40.0,6.0,8.0,6.0,4.0
2000-12-06,38.0,39.0,6.0,7.0,5.0,5.0
2000-11-29,36.0,40.0,6.0,7.0,6.0,5.0
2000-11-22,37.0,39.0,6.0,8.0,5.0,5.0
2000-11-15,35.0,41.0,6.0,6.0,6.0,6.0
2000-11-08,35.0,41.0,6.0,7.0,6.0,5.0
2000-11-01,36.0,41.0,6.0,7.0,6.0,4.0
2000-10-25,35.0,41.0,6.0,8.0,6.0,4.0
2000-10-18,35.0,42.0,6.0,7.0,6.0,4.0
2000-10-11,35.0,40.0,7.0,8.0,5.0,5.0
2000-10-04,36.0,39.0,7.0,8.0,5.0,5.0
2000-09-27,36.0,40.0,6.0,7.0,6.0,5.0
2000-09-20,34.0,42.0,6.0,7.0,5.0,6.0
2000-09-13,32.0,44.0,6.0,8.0,5.0,5.0
2000-09-06,34.0,43.0,6.0,7.0,5.0,5.0
2000-08-30,33.0,43.0,6.0,7.0,5.0,6.0
2000-08-24,33.0,43.0,6.0,8.0,5.0,5.0
2000-08-17,33.0,43.0,6.0,8.0,5.0,5.0
2000-08-10,33.0,42.0,6.0,9.0,5.0,5.0
2000-08-03,33.0,43.0,6.0,8.0,5.0,5.0
2000-07-27,33.0,42.0,6.0,9.0,5.0,5.0
2000-07-20,33.0,43.0,5.0,9.0,4.0,6.0
2000-07-13,37.0,38.0,5.0,11.0,4.0,5.0
2000-07-06,38.0,39.0,5.0,9.0,4.0,5.0
2000-06-29,37.0,38.0,5.0,9.0,5.0,6.0
2000-06-22,38.0,36.0,6.0,10.0,5.0,5.0
2000-06-15,38.0,38.0,6.0,10.0,4.0,4.0
2000-06-08,37.0,38.0,6.0,9.0,5.0,5.0
2000-05-31,36.0,40.0,6.0,9.0,4.0,5.0
2000-05-25,35.0,40.0,7.0,9.0,4.0,5.0
2000-05-18,36.0,40.0,6.0,8.0,4.0,6.0
2000-05-11,37.0,41.0,6.0,6.0,5.0,5.0
2000-05-04,38.0,40.0,7.0,6.0,5.0,4.0
