Date,Union,SPD,FDP,Linke,Grüne,Piraten,AfD,Others
2011-03-16,36.0,26.0,6.0,10.0,15.0,,,7.0
2011-03-16,36.5,29.0,6.5,8.0,15.0,,,5.0
2011-03-13,35.0,28.0,6.0,10.0,15.0,,,6.0
2011-03-10,35.0,28.0,6.0,9.0,15.0,,,7.0
2011-03-09,36.0,26.0,5.0,10.0,16.0,,,7.0
2011-03-06,33.0,29.0,7.0,9.0,15.0,,,7.0
2011-03-02,34.0,27.0,5.0,10.0,16.0,,,8.0
2011-02-27,35.0,28.0,6.0,9.0,16.0,,,6.0
2011-02-25,36.0,29.0,5.0,9.0,15.0,,,6.0
2011-02-24,35.0,27.0,6.0,8.0,17.0,,,7.0
2011-02-23,36.0,23.0,5.0,10.0,18.0,,,8.0
2011-02-23,36.0,28.5,6.5,7.5,16.5,,,5.0
2011-02-20,35.0,25.0,6.0,9.0,19.0,,,6.0
2011-02-18,37.0,25.0,5.0,8.0,18.0,,,7.0
2011-02-18,34.0,26.0,5.0,10.0,19.0,,,6.0
2011-02-16,36.0,22.0,5.0,11.0,19.0,,,7.0
2011-02-14,35.0,26.0,5.0,9.0,19.0,,,6.0
2011-02-13,34.0,25.0,6.0,10.0,19.0,,,6.0
2011-02-11,36.0,27.0,5.0,9.0,17.0,,,6.0
2011-02-09,36.0,22.0,5.0,10.0,20.0,,,7.0
2011-02-06,35.0,27.0,5.0,10.0,17.0,,,6.0
2011-02-03,36.0,25.0,5.0,8.0,19.0,,,7.0
2011-02-02,36.0,22.0,5.0,9.0,21.0,,,7.0
2011-01-30,36.0,28.0,4.0,9.0,18.0,,,5.0
2011-01-28,36.0,27.0,5.0,8.0,19.0,,,5.0
2011-01-26,37.0,23.0,4.0,9.0,20.0,,,7.0
2011-01-25,34.5,27.5,5.5,8.5,18.0,,,6.0
2011-01-24,34.0,27.0,5.0,9.0,19.0,,,6.0
2011-01-23,35.0,27.0,5.0,9.0,19.0,,,5.0
2011-01-21,34.0,28.0,4.0,8.0,19.0,,,7.0
2011-01-19,36.0,24.0,4.0,9.0,20.0,,,7.0
2011-01-16,35.0,26.0,5.0,9.0,19.0,,,6.0
2011-01-14,35.0,29.0,5.0,8.0,18.0,,,5.0
2011-01-12,35.0,25.0,3.0,9.0,21.0,,,7.0
2011-01-09,35.0,26.0,5.0,9.0,20.0,,,5.0
2011-01-06,36.0,26.0,4.0,9.0,19.0,,,6.0
2011-01-04,34.0,24.0,4.0,11.0,20.0,,,7.0
2010-12-28,34.0,25.0,3.0,11.0,20.0,,,7.0
2010-12-26,34.0,27.0,5.0,10.0,19.0,,,5.0
2010-12-21,35.0,24.0,3.0,11.0,19.0,,,8.0
2010-12-21,34.0,28.5,6.0,8.0,18.5,,,5.0
2010-12-19,34.0,26.0,5.0,10.0,20.0,,,5.0
2010-12-17,34.0,28.0,5.0,9.0,19.0,,,5.0
2010-12-16,33.0,27.0,5.0,9.0,20.0,,,6.0
2010-12-15,34.0,24.0,4.0,11.0,20.0,,,7.0
2010-12-12,35.0,25.0,5.0,10.0,19.0,,,6.0
2010-12-10,33.0,27.0,5.0,10.0,20.0,,,5.0
2010-12-08,34.0,23.0,4.0,10.0,21.0,,,8.0
2010-12-05,34.0,24.0,5.0,10.0,20.0,,,7.0
2010-12-03,34.0,27.0,5.0,9.0,20.0,,,5.0
2010-12-02,32.0,27.0,5.0,10.0,21.0,,,5.0
2010-12-01,34.0,22.0,5.0,10.0,22.0,,,7.0
2010-11-28,33.0,24.0,6.0,9.0,21.0,,,7.0
2010-11-24,34.0,22.0,5.0,10.0,22.0,,,7.0
2010-11-24,32.0,27.5,6.0,9.0,19.5,,,6.0
2010-11-21,32.0,26.0,6.0,10.0,20.0,,,6.0
2010-11-17,33.0,23.0,5.0,11.0,22.0,,,6.0
2010-11-16,32.0,26.0,5.0,10.0,21.0,,,6.0
2010-11-14,31.0,27.0,5.0,10.0,22.0,,,5.0
2010-11-12,31.0,26.0,5.0,10.0,23.0,,,5.0
2010-11-12,33.0,28.0,5.0,9.0,20.0,,,5.0
2010-11-10,31.0,27.0,6.0,10.0,21.0,,,5.0
2010-11-10,32.0,23.0,5.0,10.0,23.0,,,7.0
2010-11-04,32.0,27.0,5.0,9.0,22.0,,,5.0
2010-11-03,31.0,25.0,5.0,11.0,22.0,,,6.0
2010-11-03,30.0,23.0,4.0,11.0,24.0,,,8.0
2010-10-27,31.0,25.0,5.0,10.0,22.0,,,7.0
2010-10-27,30.0,23.0,5.0,11.0,24.0,,,7.0
2010-10-27,32.0,29.0,5.0,9.0,19.0,,,6.0
2010-10-22,32.0,29.0,5.0,9.0,20.0,,,5.0
2010-10-20,30.0,26.0,5.0,10.0,23.0,,,6.0
2010-10-20,31.0,23.0,4.0,11.0,24.0,,,7.0
2010-10-20,30.5,28.0,5.5,9.5,20.5,,,6.0
2010-10-15,31.0,28.0,5.0,10.0,21.0,,,5.0
2010-10-13,30.0,27.0,5.0,10.0,22.0,,,6.0
2010-10-13,29.0,23.0,4.0,12.0,25.0,,,7.0
2010-10-07,32.0,27.0,5.0,11.0,20.0,,,5.0
2010-10-06,31.0,28.0,6.0,9.0,20.0,,,6.0
2010-10-06,31.0,23.0,5.0,10.0,24.0,,,7.0
2010-10-01,31.0,30.0,5.0,9.0,19.0,,,6.0
2010-10-01,33.0,29.0,5.0,10.0,18.0,,,5.0
2010-09-29,30.0,28.0,6.0,10.0,20.0,,,6.0
2010-09-29,30.0,25.0,5.0,10.0,23.0,,,7.0
2010-09-24,31.0,30.0,5.0,9.0,19.0,,,6.0
2010-09-22,31.0,26.0,6.0,11.0,20.0,,,6.0
2010-09-22,29.0,24.0,5.0,10.0,24.0,,,8.0
2010-09-21,32.5,29.5,6.5,8.0,18.5,,,5.0
2010-09-17,32.0,29.0,5.0,10.0,18.0,,,6.0
2010-09-17,31.0,30.0,5.0,11.0,17.0,,,6.0
2010-09-15,31.0,28.0,6.0,11.0,18.0,,,6.0
2010-09-15,30.0,24.0,5.0,11.0,22.0,,,8.0
2010-09-10,32.0,31.0,5.0,10.0,17.0,,,5.0
2010-09-08,31.0,28.0,6.0,11.0,19.0,,,5.0
2010-09-08,31.0,25.0,5.0,10.0,21.0,,,8.0
2010-09-02,32.0,30.0,5.0,10.0,17.0,,,6.0
2010-09-01,31.0,30.0,6.0,10.0,18.0,,,5.0
2010-09-01,31.0,27.0,6.0,9.0,19.0,,,8.0
2010-08-27,33.0,31.0,5.0,10.0,16.0,,,5.0
2010-08-25,31.0,28.0,7.0,10.0,18.0,,,6.0
2010-08-25,30.0,27.0,5.0,11.0,20.0,,,7.0
2010-08-20,31.0,31.0,5.0,10.0,16.0,,,7.0
2010-08-20,31.0,31.0,5.0,10.0,16.0,,,7.0
2010-08-18,32.0,29.0,6.0,10.0,17.0,,,6.0
2010-08-18,30.0,27.0,4.0,11.0,20.0,,,8.0
2010-08-17,31.0,32.0,6.0,8.5,17.0,,,5.5
2010-08-11,31.0,30.0,6.0,11.0,17.0,,,5.0
2010-08-11,29.0,28.0,5.0,11.0,19.0,,,8.0
2010-08-05,31.0,31.0,5.0,10.0,17.0,,,6.0
2010-08-04,31.0,29.0,7.0,11.0,16.0,,,6.0
2010-08-04,30.0,28.0,5.0,11.0,18.0,,,8.0
2010-07-28,32.0,29.0,6.0,11.0,16.0,,,6.0
2010-07-28,29.0,28.0,5.0,11.0,19.0,,,8.0
2010-07-23,33.0,30.0,5.0,10.0,17.0,,,5.0
2010-07-21,32.0,30.0,5.0,11.0,16.0,,,6.0
2010-07-21,31.0,28.0,4.0,11.0,19.0,,,8.0
2010-07-21,32.0,30.0,5.0,10.0,16.0,,,7.0
2010-07-20,31.5,31.5,6.5,9.5,15.5,,,5.5
2010-07-16,33.0,32.0,5.0,10.0,15.0,,,5.0
2010-07-14,31.0,30.0,6.0,11.0,16.0,,,6.0
2010-07-14,31.0,28.0,4.0,11.0,18.0,,,8.0
2010-07-07,31.0,28.0,6.0,11.0,17.0,,,7.0
2010-07-07,31.0,27.0,4.0,12.0,18.0,,,8.0
2010-07-01,33.0,30.0,5.0,10.0,17.0,,,5.0
2010-06-30,32.0,29.0,6.0,12.0,16.0,,,5.0
2010-06-29,32.0,27.0,4.0,11.0,18.0,,,8.0
2010-06-23,32.0,28.0,6.0,13.0,16.0,,,5.0
2010-06-23,30.0,27.0,5.0,12.0,18.0,,,8.0
2010-06-23,32.0,29.0,7.0,11.0,15.5,,,5.5
2010-06-23,32.0,29.0,6.0,10.0,17.0,,,6.0
2010-06-18,33.0,31.0,5.0,11.0,15.0,,,5.0
2010-06-16,31.0,29.0,6.0,12.0,15.0,,,7.0
2010-06-16,31.0,26.0,6.0,11.0,18.0,,,8.0
2010-06-15,32.0,29.0,5.0,11.0,17.0,,,6.0
2010-06-11,31.0,29.0,6.0,12.0,16.0,,,6.0
2010-06-09,32.0,27.0,7.0,13.0,15.0,,,6.0
2010-06-09,32.0,26.0,5.0,12.0,18.0,,,7.0
2010-06-04,34.0,29.0,6.0,10.0,15.0,,,6.0
2010-06-02,32.0,29.0,8.0,10.0,16.0,,,5.0
2010-06-02,31.0,27.0,7.0,13.0,16.0,,,6.0
2010-06-01,30.0,26.0,7.0,13.0,16.0,,,8.0
2010-05-27,33.0,27.0,7.0,11.0,16.0,,,6.0
2010-05-26,31.0,28.0,8.0,12.0,16.0,,,5.0
2010-05-26,32.0,26.0,7.0,12.0,16.0,,,7.0
2010-05-26,32.0,28.5,8.5,10.0,14.5,,,6.5
2010-05-21,36.0,27.0,6.0,11.0,14.0,,,6.0
2010-05-20,33.0,28.0,7.0,10.0,16.0,,,6.0
2010-05-19,31.0,28.0,8.0,12.0,15.0,,,6.0
2010-05-19,32.0,27.0,6.0,11.0,16.0,,,8.0
2010-05-14,32.0,28.0,7.0,11.0,17.0,,,5.0
2010-05-12,34.0,26.0,8.0,11.0,15.0,,,6.0
2010-05-11,35.0,24.0,7.0,12.0,15.0,,,7.0
2010-05-05,34.0,26.0,9.0,10.0,16.0,,,5.0
2010-05-05,34.0,25.0,8.0,10.0,16.0,,,7.0
2010-04-29,35.0,26.0,8.0,10.0,16.0,,,5.0
2010-04-28,36.0,25.0,9.0,10.0,15.0,,,5.0
2010-04-28,36.0,24.0,8.0,11.0,14.0,,,7.0
2010-04-28,35.0,27.5,9.0,9.5,13.5,,,5.5
2010-04-23,38.0,26.0,8.0,10.0,13.0,,,5.0
2010-04-22,35.0,26.0,9.0,9.0,15.0,,,6.0
2010-04-21,35.0,25.0,9.0,11.0,14.0,,,6.0
2010-04-21,36.0,24.0,8.0,10.0,15.0,,,7.0
2010-04-16,36.0,26.0,9.0,10.0,14.0,,,5.0
2010-04-14,35.0,25.0,8.0,12.0,15.0,,,5.0
2010-04-14,36.0,23.0,8.0,11.0,15.0,,,7.0
2010-04-07,34.0,26.0,9.0,12.0,14.0,,,5.0
2010-04-07,34.0,24.0,7.0,12.0,15.0,,,8.0
2010-03-31,35.0,25.0,9.0,12.0,14.0,,,5.0
2010-03-31,35.0,28.0,8.0,10.0,14.0,,,5.0
2010-03-30,34.0,25.0,7.0,12.0,14.0,,,8.0
2010-03-26,37.0,26.0,9.0,11.0,13.0,,,4.0
2010-03-25,34.0,26.0,9.0,10.0,15.0,,,6.0
2010-03-24,32.0,25.0,8.0,12.0,15.0,,,8.0
2010-03-24,35.0,25.0,9.0,11.0,14.0,,,6.0
2010-03-24,36.0,25.5,9.0,11.0,13.0,,,5.5
2010-03-19,35.0,27.0,9.0,10.0,14.0,,,5.0
2010-03-17,34.0,23.0,8.0,11.0,16.0,,,8.0
2010-03-17,35.0,24.0,9.0,11.0,15.0,,,6.0
2010-03-12,36.0,25.0,10.0,10.0,14.0,,,5.0
2010-03-10,33.0,23.0,8.0,12.0,16.0,,,8.0
2010-03-10,34.0,25.0,10.0,12.0,14.0,,,5.0
2010-03-04,36.0,25.0,10.0,11.0,14.0,,,4.0
2010-03-03,35.0,22.0,9.0,11.0,16.0,,,7.0
2010-03-03,34.0,24.0,10.0,12.0,15.0,,,5.0
2010-03-01,35.0,25.0,10.0,9.0,15.0,,,6.0
2010-02-26,36.0,25.0,10.0,10.0,14.0,,,5.0
2010-02-24,35.0,22.0,8.0,12.0,16.0,,,7.0
2010-02-24,34.0,25.0,10.0,12.0,14.0,,,5.0
2010-02-23,37.0,23.5,10.5,10.5,13.5,,,5.0
2010-02-19,34.0,27.0,10.0,10.0,15.0,,,4.0
2010-02-17,35.0,22.0,7.0,12.0,17.0,,,7.0
2010-02-17,35.0,24.0,9.0,12.0,15.0,,,5.0
2010-02-10,34.0,22.0,8.0,11.0,17.0,,,8.0
2010-02-10,36.0,25.0,9.0,11.0,14.0,,,5.0
2010-02-04,36.0,26.0,8.0,11.0,15.0,,,4.0
2010-02-03,36.0,22.0,9.0,11.0,16.0,,,6.0
2010-02-03,36.0,25.0,10.0,11.0,12.0,,,6.0
2010-01-29,37.0,26.0,10.0,10.0,12.0,,,5.0
2010-01-27,36.0,21.0,9.0,11.0,16.0,,,7.0
2010-01-27,35.0,24.0,10.0,12.0,13.0,,,6.0
2010-01-27,34.5,25.0,13.0,11.0,11.5,,,5.0
2010-01-22,36.0,25.0,10.0,11.0,13.0,,,5.0
2010-01-20,35.0,21.0,11.0,11.0,15.0,,,7.0
2010-01-20,35.0,24.0,11.0,11.0,13.0,,,6.0
2010-01-19,35.0,24.0,11.0,11.0,14.0,,,5.0
2010-01-15,36.0,25.0,11.0,11.0,12.0,,,5.0
2010-01-13,35.0,22.0,10.0,11.0,14.0,,,8.0
2010-01-13,34.0,23.0,12.0,12.0,13.0,,,6.0
2010-01-07,36.0,25.0,11.0,10.0,12.0,,,6.0
2010-01-06,35.0,22.0,12.0,11.0,13.0,,,7.0
2009-12-28,35.0,22.0,12.0,12.0,12.0,,,7.0
2009-12-23,34.0,24.0,12.0,12.0,12.0,,,6.0
2009-12-21,35.0,21.0,12.0,11.0,13.0,,,8.0
2009-12-16,37.0,19.0,11.0,12.0,13.0,,,8.0
2009-12-16,34.0,23.0,12.0,12.0,13.0,,,6.0
2009-12-16,34.5,24.0,13.5,12.0,11.0,,,5.0
2009-12-14,35.0,24.0,12.0,11.0,13.0,,,5.0
2009-12-11,35.0,24.0,12.0,11.0,14.0,,,4.0
2009-12-11,35.0,25.0,12.0,11.0,11.0,,,6.0
2009-12-09,36.0,20.0,12.0,12.0,13.0,,,7.0
2009-12-09,34.0,23.0,12.0,12.0,13.0,,,6.0
2009-12-03,35.0,24.0,12.0,11.0,13.0,,,5.0
2009-12-02,37.0,20.0,12.0,11.0,13.0,,,7.0
2009-12-02,35.0,23.0,12.0,12.0,12.0,,,6.0
2009-11-27,35.0,24.0,13.0,12.0,10.0,,,6.0
2009-11-25,37.0,19.0,12.0,12.0,13.0,,,7.0
2009-11-25,34.0,23.0,13.0,13.0,12.0,,,5.0
2009-11-25,35.5,23.0,14.0,11.5,11.0,,,5.0
2009-11-20,35.0,22.0,13.0,12.0,12.0,,,6.0
2009-11-19,35.0,21.0,13.0,13.0,12.0,,,6.0
2009-11-18,36.0,20.0,13.0,12.0,12.0,,,7.0
2009-11-18,34.0,22.0,12.0,13.0,13.0,,,6.0
2009-11-13,35.0,21.0,13.0,12.0,13.0,,,6.0
2009-11-11,36.0,20.0,13.0,12.0,12.0,,,7.0
2009-11-11,34.0,21.0,13.0,13.0,13.0,,,6.0
2009-11-05,35.0,22.0,14.0,12.0,12.0,,,5.0
2009-11-04,36.0,21.0,12.0,12.0,12.0,,,7.0
2009-11-04,33.0,22.0,14.0,13.0,13.0,,,5.0
2009-10-30,36.0,22.0,13.0,13.0,11.0,,,5.0
2009-10-28,35.0,20.0,15.0,12.0,12.0,,,6.0
2009-10-28,34.0,21.0,14.0,14.0,12.0,,,5.0
2009-10-28,35.0,23.0,14.0,12.0,10.5,,,5.5
2009-10-23,35.0,21.0,14.0,14.0,11.0,,,5.0
2009-10-21,35.0,20.0,16.0,13.0,10.0,,,6.0
2009-10-21,34.0,21.0,14.0,13.0,12.0,,,6.0
2009-10-16,34.0,22.0,14.0,13.0,12.0,,,5.0
2009-10-16,35.0,22.0,14.0,13.0,11.0,,,5.0
2009-10-14,34.0,20.0,16.0,13.0,11.0,,,6.0
2009-10-14,34.0,20.0,15.0,14.0,11.0,,,6.0
2009-10-08,34.0,23.0,14.0,13.0,11.0,,,5.0
2009-10-07,35.0,22.0,14.0,13.0,10.0,,,6.0
2009-10-07,33.0,21.0,15.0,14.0,11.0,,,6.0
2009-10-02,35.0,22.0,14.0,13.0,11.0,,,5.0
2009-09-27,33.8,23.0,14.6,11.9,10.7,2.0,,4.0
