Date,Union,SPD,Grüne,FDP,Linke,Others
2007-06-20,37.0,25.0,10.0,10.0,12.0,6.0
2007-06-13,38.0,27.0,11.0,8.0,11.0,5.0
2007-06-05,36.0,27.0,11.0,9.0,12.0,5.0
2007-05-30,36.0,26.0,11.0,10.0,12.0,5.0
2007-05-23,38.0,27.0,10.0,10.0,10.0,5.0
2007-05-15,37.0,28.0,10.0,11.0,9.0,5.0
2007-05-09,37.0,26.0,10.0,12.0,10.0,5.0
2007-04-30,37.0,26.0,10.0,11.0,11.0,5.0
2007-04-25,34.0,27.0,11.0,11.0,11.0,6.0
2007-04-18,37.0,26.0,10.0,12.0,10.0,5.0
2007-04-11,36.0,26.0,11.0,11.0,10.0,6.0
2007-04-03,35.0,28.0,10.0,11.0,10.0,6.0
2007-03-28,35.0,26.0,12.0,12.0,9.0,6.0
2007-03-21,35.0,27.0,11.0,11.0,10.0,6.0
2007-03-14,34.0,26.0,12.0,12.0,10.0,6.0
2007-03-07,35.0,25.0,11.0,13.0,10.0,6.0
2007-02-28,33.0,29.0,11.0,12.0,9.0,6.0
2007-02-21,34.0,26.0,12.0,12.0,10.0,6.0
2007-02-14,35.0,26.0,11.0,13.0,9.0,6.0
2007-02-06,34.0,28.0,11.0,12.0,9.0,6.0
2007-01-31,33.0,27.0,11.0,14.0,9.0,6.0
2007-01-24,34.0,27.0,10.0,14.0,9.0,6.0
2007-01-17,33.0,28.0,11.0,14.0,8.0,6.0
2007-01-10,35.0,26.0,10.0,13.0,10.0,6.0
2007-01-03,32.0,27.0,11.0,14.0,10.0,6.0
2006-12-27,33.0,28.0,11.0,13.0,9.0,6.0
2006-12-20,31.0,29.0,10.0,14.0,10.0,6.0
2006-12-13,32.0,27.0,11.0,14.0,10.0,6.0
2006-12-06,33.0,26.0,11.0,13.0,11.0,6.0
2006-11-29,32.0,28.0,11.0,12.0,11.0,6.0
2006-11-22,29.0,29.0,11.0,15.0,10.0,6.0
2006-11-15,29.0,29.0,10.0,15.0,11.0,6.0
2006-11-08,30.0,30.0,9.0,14.0,11.0,6.0
2006-11-01,28.0,29.0,11.0,15.0,11.0,6.0
2006-10-25,30.0,29.0,11.0,14.0,10.0,6.0
2006-10-18,30.0,32.0,10.0,14.0,9.0,5.0
2006-10-11,29.0,30.0,10.0,15.0,10.0,6.0
2006-10-04,29.0,30.0,10.0,15.0,10.0,6.0
2006-09-25,29.0,30.0,9.0,15.0,10.0,7.0
2006-09-20,32.0,27.0,10.0,15.0,10.0,6.0
2006-09-13,30.0,28.0,10.0,15.0,10.0,7.0
2006-09-06,30.0,29.0,10.0,14.0,11.0,6.0
2006-08-30,30.0,29.0,10.0,14.0,12.0,5.0
2006-08-23,31.0,29.0,10.0,15.0,9.0,6.0
2006-08-16,31.0,30.0,10.0,14.0,10.0,5.0
2006-08-09,32.0,29.0,10.0,13.0,10.0,6.0
2006-08-02,31.0,29.0,10.0,14.0,10.0,6.0
2006-07-26,33.0,29.0,9.0,14.0,10.0,5.0
2006-07-19,33.0,28.0,10.0,14.0,10.0,5.0
2006-07-12,32.0,28.0,10.0,14.0,10.0,6.0
2006-07-05,33.0,28.0,10.0,13.0,10.0,6.0
2006-06-28,33.0,30.0,9.0,13.0,10.0,5.0
2006-06-21,34.0,29.0,10.0,12.0,10.0,5.0
2006-06-13,35.0,28.0,9.0,12.0,10.0,6.0
2006-06-07,35.0,27.0,9.0,13.0,10.0,6.0
2006-05-31,34.0,28.0,9.0,13.0,10.0,6.0
2006-05-23,35.0,28.0,9.0,13.0,10.0,5.0
2006-05-17,38.0,27.0,9.0,11.0,10.0,5.0
2006-05-10,39.0,29.0,9.0,9.0,9.0,5.0
2006-05-03,39.0,29.0,10.0,9.0,8.0,5.0
2006-04-26,37.0,29.0,9.0,11.0,9.0,5.0
2006-04-19,39.0,29.0,9.0,10.0,9.0,4.0
2006-04-11,39.0,28.0,10.0,10.0,9.0,4.0
2006-04-05,39.0,27.0,10.0,10.0,9.0,5.0
2006-03-29,38.0,28.0,9.0,11.0,9.0,5.0
2006-03-22,39.0,28.0,9.0,11.0,9.0,4.0
2006-03-15,40.0,27.0,9.0,11.0,9.0,4.0
2006-03-08,41.0,27.0,9.0,10.0,8.0,5.0
2006-03-01,39.0,28.0,9.0,10.0,9.0,5.0
2006-02-22,39.0,28.0,9.0,10.0,9.0,5.0
2006-02-15,40.0,29.0,9.0,9.0,8.0,5.0
2006-02-08,41.0,30.0,8.0,9.0,8.0,4.0
2006-02-01,41.0,31.0,8.0,8.0,8.0,4.0
2006-01-25,39.0,31.0,8.0,10.0,8.0,4.0
2006-01-18,38.0,31.0,7.0,12.0,8.0,4.0
2006-01-11,37.0,31.0,8.0,11.0,8.0,5.0
2006-01-04,37.0,32.0,9.0,10.0,8.0,4.0
2005-12-28,37.0,32.0,8.0,11.0,8.0,4.0
2005-12-21,36.0,32.0,8.0,11.0,9.0,4.0
2005-12-14,36.0,31.0,8.0,12.0,9.0,4.0
2005-12-07,34.0,33.0,9.0,11.0,9.0,4.0
2005-11-30,35.0,31.0,9.0,12.0,9.0,4.0
2005-11-23,33.0,33.0,8.0,12.0,10.0,4.0
2005-11-15,32.0,33.0,9.0,12.0,9.0,5.0
2005-11-08,34.0,32.0,9.0,12.0,9.0,4.0
2005-11-02,35.0,34.0,8.0,11.0,8.0,4.0
2005-10-26,36.0,33.0,9.0,10.0,9.0,3.0
2005-10-19,35.0,34.0,9.0,10.0,8.0,4.0
2005-10-12,36.0,34.0,8.0,10.0,9.0,3.0
2005-10-05,36.0,34.0,8.0,11.0,8.0,3.0
2005-09-28,36.0,34.0,8.0,11.0,8.0,3.0
2005-09-18,35.2,34.2,8.1,9.8,8.7,3.9
2008-12-19,37.0,24.0,11.0,12.0,11.0,5.0
2008-12-12,36.0,23.0,12.0,13.0,12.0,4.0
2008-12-04,37.0,23.0,12.0,12.0,12.0,4.0
2008-11-14,37.0,25.0,11.0,11.0,13.0,3.0
2008-11-06,37.0,25.0,11.0,11.0,12.0,4.0
2008-10-15,35.0,25.0,10.0,12.0,13.0,5.0
2008-10-02,35.0,25.0,11.0,13.0,11.0,5.0
2008-09-19,37.0,26.0,10.0,12.0,12.0,3.0
2008-09-10,36.0,26.0,10.0,12.0,12.0,4.0
2008-09-04,36.0,26.0,10.0,11.0,13.0,4.0
2008-08-22,37.0,25.0,10.0,12.0,13.0,3.0
2008-08-07,36.0,24.0,11.0,12.0,14.0,3.0
2008-07-11,37.0,24.0,12.0,11.0,12.0,4.0
2008-07-03,36.0,25.0,11.0,12.0,13.0,3.0
2008-06-13,36.0,24.0,11.0,12.0,13.0,4.0
2008-06-05,34.0,24.0,12.0,13.0,14.0,3.0
2008-05-16,36.0,25.0,12.0,11.0,12.0,4.0
2008-05-01,37.0,27.0,10.0,10.0,12.0,4.0
2008-04-25,36.0,27.0,11.0,10.0,12.0,4.0
2008-04-03,37.0,26.0,11.0,10.0,12.0,4.0
2008-03-20,38.0,27.0,11.0,9.0,12.0,3.0
2008-03-06,39.0,28.0,10.0,8.0,12.0,3.0
2008-03-01,38.0,29.0,9.0,9.0,12.0,3.0
2008-02-22,37.0,29.0,9.0,10.0,12.0,3.0
2008-02-07,38.0,30.0,9.0,9.0,11.0,3.0
2008-01-24,39.0,30.0,9.0,9.0,10.0,3.0
2008-01-10,39.0,30.0,9.0,9.0,9.0,4.0
2007-12-14,39.0,28.0,9.0,10.0,10.0,4.0
2007-12-06,40.0,28.0,9.0,9.0,11.0,3.0
2007-11-15,41.0,30.0,9.0,8.0,9.0,3.0
2007-11-01,40.0,30.0,8.0,8.0,10.0,4.0
2007-10-18,41.0,28.0,10.0,7.0,10.0,4.0
2007-10-04,40.0,27.0,10.0,8.0,11.0,4.0
2007-09-20,39.0,27.0,11.0,10.0,10.0,3.0
2007-09-06,39.0,27.0,11.0,9.0,10.0,4.0
2007-08-10,38.0,28.0,10.0,10.0,10.0,4.0
2007-08-02,38.0,28.0,11.0,9.0,11.0,3.0
2007-07-12,38.0,28.0,11.0,9.0,11.0,3.0
2007-07-05,38.0,28.0,10.0,10.0,11.0,3.0
2007-06-24,38.0,29.0,10.0,9.0,10.0,4.0
2007-06-14,38.0,29.0,11.0,9.0,9.0,4.0
2007-06-07,37.0,31.0,11.0,9.0,9.0,3.0
2007-05-16,37.0,30.0,11.0,9.0,9.0,4.0
2007-05-11,36.0,31.0,11.0,10.0,8.0,4.0
2007-05-03,37.0,31.0,11.0,10.0,8.0,3.0
2007-04-19,36.0,31.0,11.0,10.0,8.0,4.0
2007-04-05,36.0,31.0,11.0,11.0,8.0,3.0
2007-03-08,37.0,30.0,11.0,10.0,8.0,4.0
2007-03-01,36.0,31.0,11.0,10.0,8.0,4.0
2007-02-08,33.0,32.0,11.0,12.0,8.0,4.0
2007-02-01,35.0,31.0,11.0,11.0,8.0,4.0
2007-01-12,35.0,31.0,10.0,11.0,8.0,5.0
2007-01-04,36.0,30.0,11.0,11.0,8.0,4.0
2006-12-14,34.0,31.0,12.0,11.0,8.0,4.0
2006-12-07,35.0,31.0,11.0,10.0,8.0,5.0
2006-11-16,34.0,32.0,10.0,11.0,8.0,5.0
2006-11-02,31.0,31.0,12.0,13.0,9.0,4.0
2006-10-19,32.0,32.0,11.0,12.0,9.0,4.0
2006-10-05,30.0,33.0,10.0,13.0,9.0,5.0
2006-09-22,32.0,31.0,10.0,13.0,9.0,5.0
2006-09-07,34.0,28.0,10.0,14.0,9.0,5.0
2006-08-25,35.0,29.0,9.0,13.0,10.0,4.0
2006-08-03,35.0,29.0,10.0,12.0,9.0,5.0
2006-07-21,35.0,29.0,10.0,13.0,9.0,4.0
2006-07-13,35.0,28.0,11.0,12.0,9.0,5.0
2006-07-06,35.0,29.0,10.0,12.0,10.0,4.0
2006-06-16,37.0,30.0,9.0,10.0,10.0,4.0
2006-06-09,37.0,30.0,10.0,10.0,9.0,4.0
2006-06-01,37.0,30.0,10.0,10.0,9.0,4.0
2006-05-18,37.0,30.0,10.0,10.0,9.0,4.0
2006-05-12,38.0,31.0,9.0,9.0,9.0,4.0
2006-05-05,39.0,31.0,10.0,9.0,8.0,3.0
2006-04-28,37.0,32.0,10.0,9.0,8.0,4.0
2006-04-21,38.0,32.0,10.0,9.0,8.0,3.0
2006-04-13,40.0,31.0,9.0,9.0,8.0,3.0
2006-04-06,40.0,30.0,9.0,10.0,8.0,3.0
2006-03-31,41.0,31.0,8.0,9.0,8.0,3.0
2006-03-24,41.0,31.0,9.0,8.0,8.0,3.0
2006-03-16,40.0,30.0,9.0,9.0,8.0,4.0
2006-03-09,41.0,29.0,9.0,9.0,8.0,4.0
2006-03-02,41.0,30.0,10.0,9.0,7.0,3.0
2006-02-24,42.0,31.0,9.0,8.0,7.0,3.0
2006-02-16,42.0,30.0,8.0,9.0,8.0,3.0
2006-02-09,41.0,31.0,8.0,8.0,8.0,4.0
2006-02-02,40.0,32.0,7.0,8.0,9.0,4.0
2006-01-26,40.0,33.0,8.0,7.0,9.0,3.0
2006-01-19,39.0,32.0,9.0,8.0,9.0,3.0
2006-01-12,39.0,32.0,9.0,8.0,9.0,3.0
2006-01-05,39.0,31.0,9.0,9.0,9.0,3.0
2005-12-21,36.0,32.0,9.0,9.0,10.0,4.0
2005-12-15,35.0,33.0,9.0,10.0,9.0,4.0
2005-12-08,36.0,34.0,9.0,10.0,8.0,3.0
2005-12-01,36.0,34.0,9.0,10.0,8.0,3.0
2005-11-24,35.0,34.0,9.0,10.0,9.0,3.0
2005-11-17,34.0,34.0,9.0,11.0,9.0,3.0
2005-11-10,36.0,33.0,8.0,10.0,10.0,3.0
2005-11-03,37.0,32.0,9.0,10.0,9.0,3.0
2005-10-27,36.0,34.0,9.0,9.0,9.0,3.0
2005-10-20,37.0,34.0,8.0,9.0,9.0,3.0
2005-10-13,37.0,34.0,8.0,9.0,8.0,4.0
2005-10-06,36.0,34.0,8.0,10.0,8.0,4.0
2005-09-29,36.0,34.0,8.0,9.0,9.0,4.0
2005-09-22,35.0,34.0,8.0,10.0,9.0,4.0
2005-09-18,35.2,34.2,8.1,9.8,8.7,3.9
2009-09-27,33.8,23.0,10.7,14.6,11.9,6.0
2009-09-18,36.0,25.0,10.0,13.0,11.0,5.0
2009-09-11,36.0,23.0,11.0,14.0,11.0,5.0
2009-09-04,37.0,23.0,11.0,15.0,10.0,4.0
2009-08-28,37.0,23.0,12.0,14.0,9.0,5.0
2009-08-21,37.0,23.0,12.0,14.0,9.0,5.0
2009-08-07,36.0,23.0,12.0,14.0,9.0,6.0
2009-07-24,36.0,24.0,11.0,14.0,9.0,6.0
2009-07-03,36.0,25.0,11.0,13.0,9.0,6.0
2009-06-12,37.0,25.0,11.0,13.0,8.0,6.0
2009-05-29,36.0,28.0,10.0,12.0,9.0,5.0
2009-05-08,37.0,27.0,9.0,13.0,10.0,4.0
2009-04-24,37.0,26.0,9.0,14.0,10.0,4.0
2009-03-27,37.0,25.0,9.0,15.0,10.0,4.0
2009-03-06,37.0,24.0,10.0,15.0,10.0,4.0
2009-02-13,38.0,25.0,10.0,13.0,10.0,4.0
2009-01-30,37.0,26.0,9.0,14.0,9.0,5.0
2009-01-09,40.0,26.0,8.0,11.0,10.0,5.0
2008-12-12,39.0,26.0,9.0,11.0,10.0,5.0
2008-11-21,39.0,25.0,10.0,11.0,10.0,5.0
2008-11-07,40.0,25.0,9.0,11.0,10.0,5.0
2008-10-24,38.0,25.0,9.0,11.0,11.0,6.0
2008-10-10,38.0,25.0,8.0,11.0,12.0,6.0
2008-09-12,40.0,26.0,9.0,9.0,11.0,5.0
2008-08-15,40.0,25.0,10.0,9.0,11.0,5.0
2008-07-11,39.0,26.0,9.0,10.0,12.0,4.0
2008-06-13,39.0,26.0,10.0,10.0,11.0,4.0
2008-05-30,40.0,25.0,10.0,9.0,11.0,5.0
2008-05-09,40.0,27.0,9.0,8.0,11.0,5.0
2008-04-18,40.0,27.0,9.0,8.0,11.0,5.0
2008-04-04,39.0,28.0,9.0,9.0,11.0,4.0
2008-03-14,40.0,29.0,9.0,8.0,10.0,4.0
2008-02-29,40.0,30.0,7.0,8.0,11.0,4.0
2008-02-08,41.0,30.0,7.0,7.0,10.0,5.0
2008-01-11,42.0,30.0,7.0,7.0,9.0,5.0
2007-12-14,41.0,31.0,8.0,7.0,9.0,4.0
2007-11-23,40.0,31.0,9.0,6.0,9.0,5.0
2007-11-09,40.0,30.0,8.0,7.0,10.0,5.0
2007-10-19,40.0,31.0,8.0,7.0,9.0,5.0
2007-10-05,41.0,30.0,8.0,7.0,10.0,4.0
2007-09-14,40.0,29.0,9.0,8.0,10.0,4.0
2007-08-17,40.0,29.0,8.0,9.0,9.0,5.0
2007-07-20,40.0,29.0,8.0,9.0,10.0,4.0
2007-06-22,38.0,31.0,8.0,9.0,10.0,4.0
2007-06-01,39.0,31.0,8.0,8.0,9.0,5.0
2007-05-18,38.0,32.0,9.0,8.0,9.0,4.0
2007-04-20,37.0,32.0,10.0,9.0,8.0,4.0
2007-03-30,37.0,31.0,9.0,9.0,9.0,5.0
2007-03-16,37.0,32.0,9.0,9.0,8.0,5.0
2007-03-02,37.0,31.0,9.0,10.0,8.0,5.0
2007-02-09,37.0,30.0,10.0,10.0,8.0,5.0
2007-01-12,36.0,32.0,9.0,10.0,8.0,5.0
2006-12-15,37.0,31.0,10.0,9.0,8.0,5.0
2006-11-24,36.0,31.0,10.0,10.0,8.0,5.0
2006-11-10,35.0,31.0,9.0,11.0,8.0,6.0
2006-10-27,34.0,31.0,10.0,11.0,9.0,5.0
2006-10-13,33.0,32.0,10.0,11.0,8.0,6.0
2006-09-29,33.0,31.0,9.0,13.0,7.0,7.0
2006-09-01,36.0,30.0,9.0,11.0,8.0,6.0
2006-08-18,36.0,30.0,9.0,12.0,7.0,6.0
2006-07-14,37.0,31.0,8.0,11.0,7.0,6.0
2006-06-16,39.0,32.0,8.0,9.0,8.0,4.0
2006-05-19,41.0,32.0,8.0,9.0,7.0,3.0
2006-04-28,42.0,31.0,7.0,8.0,8.0,4.0
2006-04-07,41.0,32.0,8.0,7.0,8.0,4.0
2006-03-10,41.0,32.0,7.0,8.0,8.0,4.0
2006-02-17,41.0,32.0,8.0,8.0,7.0,4.0
2006-01-27,41.0,33.0,7.0,8.0,8.0,3.0
2006-01-13,39.0,33.0,8.0,9.0,8.0,3.0
2005-12-09,38.0,34.0,8.0,9.0,8.0,3.0
2005-11-25,37.0,34.0,9.0,9.0,8.0,3.0
2005-11-11,36.0,33.0,9.0,9.0,9.0,4.0
2005-10-28,37.0,35.0,8.0,9.0,8.0,3.0
2005-10-14,38.0,35.0,7.0,8.0,8.0,4.0
2005-10-07,39.0,34.0,7.0,7.0,9.0,4.0
2005-09-23,37.0,35.0,8.0,8.0,8.0,4.0
2005-09-18,35.2,34.2,8.1,9.8,8.7,3.9
