Date,Union,SPD,AfD,FDP,Linke,Grüne,FW,Others
2018-11-07,25.0,15.0,15.0,8.0,9.0,22.0,,6.0
2018-11-05,24.5,13.5,16.5,10.0,11.0,19.0,,5.5
2018-11-05,28.6,15.4,13.0,9.6,9.3,19.4,,4.7
2018-11-04,25.0,14.0,16.0,10.0,10.0,21.0,,4.0
2018-11-02,27.0,13.0,13.0,9.0,9.0,24.0,,5.0
2018-10-31,25.0,14.0,15.0,9.0,10.0,21.0,,6.0
2018-10-29,25.0,14.0,16.5,9.5,11.0,20.0,,4.0
2018-10-26,26.0,14.0,14.0,9.0,10.0,21.0,,6.0
2018-10-24,24.0,15.0,16.0,10.0,10.0,20.0,,5.0
2018-10-22,26.0,15.0,17.0,9.0,10.5,19.0,,3.5
2018-10-19,27.0,14.0,15.0,9.0,9.0,21.0,,5.0
2018-10-18,27.0,14.0,16.0,8.0,10.0,20.0,,5.0
2018-10-17,25.0,14.0,16.0,11.0,9.0,19.0,,6.0
2018-10-17,25.0,15.0,15.0,10.0,10.0,19.0,,6.0
2018-10-15,26.5,15.0,18.0,9.5,10.5,17.0,,3.5
2018-10-12,28.0,16.0,14.0,9.0,9.0,19.0,,5.0
2018-10-11,29.0,19.0,15.0,8.5,9.0,15.0,,4.5
2018-10-10,26.0,15.0,16.0,10.0,10.0,17.0,,6.0
2018-10-10,26.0,17.0,15.0,9.0,11.0,17.0,,5.0
2018-10-10,27.0,15.0,18.0,10.0,10.0,16.0,,4.0
2018-10-08,26.0,16.0,18.0,10.0,11.0,15.0,,4.0
2018-10-05,28.0,16.0,14.0,9.0,10.0,18.0,,5.0
2018-10-02,27.0,17.0,16.0,9.0,10.0,16.0,,5.0
2018-10-01,26.0,16.0,18.5,10.0,11.5,14.5,,3.5
2018-10-01,26.7,16.8,16.8,8.6,10.4,15.7,,5.0
2018-09-28,28.0,16.0,15.0,9.0,10.0,17.0,,5.0
2018-09-27,28.0,17.0,16.0,8.0,10.0,17.0,,4.0
2018-09-26,27.0,16.0,17.0,10.0,11.0,15.0,,4.0
2018-09-26,27.0,16.0,18.0,9.0,10.0,15.0,,5.0
2018-09-25,27.0,17.0,18.0,9.0,11.0,14.0,,4.0
2018-09-24,27.0,16.0,18.0,10.0,11.5,14.5,,3.0
2018-09-21,28.0,17.0,15.0,9.0,10.0,16.0,,5.0
2018-09-19,27.5,16.5,17.5,10.0,11.0,14.5,,3.0
2018-09-19,28.0,17.0,18.0,9.0,10.0,15.0,,3.0
2018-09-19,28.0,17.0,16.0,9.0,11.0,14.0,,5.0
2018-09-17,28.5,17.0,17.5,9.0,10.5,13.0,,4.5
2018-09-14,30.0,18.0,13.0,8.0,10.0,16.0,,5.0
2018-09-13,30.0,20.0,15.0,7.0,8.0,16.0,,4.0
2018-09-13,31.5,19.5,15.0,8.5,9.0,12.5,,4.0
2018-09-12,30.0,18.0,15.0,9.0,10.0,13.0,,5.0
2018-09-10,28.0,17.0,17.5,9.0,10.5,13.5,,4.5
2018-09-10,29.0,17.0,16.0,9.0,9.0,14.0,,6.0
2018-09-07,31.0,16.0,14.0,9.0,10.0,15.0,,5.0
2018-09-05,29.0,18.0,16.0,8.0,10.0,14.0,,5.0
2018-09-05,29.0,17.0,15.0,9.0,10.0,14.0,,6.0
2018-09-03,28.5,16.0,17.0,9.5,10.0,13.5,,5.5
2018-08-31,30.0,17.0,16.0,8.0,8.0,16.0,,5.0
2018-08-30,31.0,18.0,17.0,8.0,8.0,14.0,,4.0
2018-08-29,30.0,19.0,15.0,9.0,9.0,14.0,,4.0
2018-08-28,28.0,17.0,17.0,9.0,11.0,13.0,,5.0
2018-08-27,28.0,16.5,16.5,10.0,10.5,13.5,,5.0
2018-08-24,30.0,18.0,14.0,8.0,10.0,15.0,,5.0
2018-08-22,29.0,18.0,17.0,8.0,9.0,14.0,,5.0
2018-08-22,30.0,18.0,14.0,9.0,9.0,15.0,,5.0
2018-08-20,28.0,16.5,16.0,10.0,12.0,13.5,,4.0
2018-08-17,30.0,18.0,14.0,9.0,10.0,15.0,,4.0
2018-08-15,30.0,17.0,15.0,9.0,9.0,15.0,,5.0
2018-08-13,29.0,17.5,17.0,9.5,11.0,12.5,,3.5
2018-08-10,30.0,18.0,14.0,10.0,9.0,15.0,,4.0
2018-08-09,31.0,18.0,16.0,8.0,9.0,15.0,,3.0
2018-08-09,31.0,20.0,14.5,9.0,9.0,12.5,,4.0
2018-08-08,31.0,17.0,14.0,8.0,10.0,15.0,,5.0
2018-08-07,30.1,17.4,15.8,7.8,9.8,14.0,,5.1
2018-08-06,30.0,17.0,17.0,8.5,11.0,12.5,,4.0
2018-08-03,31.0,18.0,14.0,10.0,9.0,13.0,,5.0
2018-08-01,29.0,18.0,17.0,7.0,9.0,15.0,,5.0
2018-08-01,30.0,18.0,15.0,8.0,9.0,15.0,,5.0
2018-07-31,30.0,17.0,16.0,10.0,10.0,13.0,,4.0
2018-07-30,29.0,18.0,17.5,9.0,10.5,12.0,,4.0
2018-07-27,32.0,18.0,14.0,9.0,9.0,13.0,,5.0
2018-07-25,30.0,18.0,16.0,8.0,8.0,15.0,,5.0
2018-07-25,29.0,18.0,15.0,9.0,10.0,14.0,,5.0
2018-07-24,30.0,17.0,17.0,9.0,11.0,12.0,,4.0
2018-07-23,29.0,18.0,17.5,9.0,10.5,12.0,,4.0
2018-07-20,31.0,18.0,15.0,8.0,10.0,13.0,,5.0
2018-07-18,30.0,19.0,15.0,9.0,10.0,12.0,,5.0
2018-07-16,29.0,17.0,17.5,9.5,10.0,13.0,,4.0
2018-07-13,31.0,17.0,16.0,9.0,9.0,13.0,,5.0
2018-07-12,31.0,18.0,15.0,7.0,11.0,14.0,,4.0
2018-07-11,30.0,18.0,16.0,9.0,10.0,12.0,,5.0
2018-07-12,30.5,20.0,15.0,9.5,9.0,12.0,,4.0
2018-07-11,30.0,17.0,17.0,9.0,10.0,12.0,,5.0
2018-07-09,29.0,17.0,17.5,9.5,11.0,12.0,,4.0
2018-07-06,30.0,17.0,16.0,10.0,9.0,13.0,,5.0
2018-07-04,30.0,18.0,16.0,8.0,9.0,14.0,,5.0
2018-07-04,30.0,17.0,17.0,9.0,9.0,12.0,,6.0
2018-07-02,29.0,19.0,16.5,9.0,11.0,12.0,,3.5
2018-06-29,31.0,17.0,15.0,10.0,10.0,12.0,,5.0
2018-06-28,32.0,18.0,14.0,9.0,10.0,14.0,,3.0
2018-06-28,32.0,19.0,14.0,9.0,9.0,12.0,,5.0
2018-06-26,32.0,19.0,14.0,8.0,9.0,13.0,,5.0
2018-06-26,30.0,17.0,16.0,10.0,11.0,12.0,,4.0
2018-06-26,29.8,17.7,16.1,8.7,10.1,12.7,,4.9
2018-06-25,29.0,19.5,16.0,9.0,11.0,11.0,,4.5
2018-06-22,30.0,17.0,15.0,9.0,10.0,13.0,,6.0
2018-06-20,31.0,18.0,16.0,9.0,10.0,12.0,,4.0
2018-06-18,29.0,19.0,16.0,8.0,12.0,11.0,,5.0
2018-06-15,30.0,16.0,15.0,10.0,9.0,14.0,,6.0
2018-06-13,34.0,18.0,13.0,9.0,8.0,12.0,,6.0
2018-06-13,31.0,18.0,15.0,8.0,10.0,13.0,,5.0
2018-06-13,33.0,18.0,15.0,8.0,11.0,11.0,,4.0
2018-06-13,33.0,21.0,13.0,9.5,9.5,11.0,,3.0
2018-06-11,31.0,17.0,16.0,8.0,12.0,11.0,,5.0
2018-06-08,33.0,18.0,13.0,9.0,10.0,12.0,,5.0
2018-06-07,33.0,20.0,13.0,8.0,10.0,13.0,,3.0
2018-06-06,32.0,19.0,14.0,8.0,11.0,12.0,,4.0
2018-06-04,32.0,17.0,16.0,8.0,11.5,11.0,,4.5
2018-06-01,34.0,18.0,13.0,8.0,10.0,12.0,,5.0
2018-05-29,33.0,17.0,16.0,9.0,11.0,11.0,,3.0
2018-05-29,32.0,18.0,15.0,7.0,11.0,13.0,,4.0
2018-05-29,32.2,16.6,15.2,9.2,10.2,12.0,,4.6
2018-05-28,32.0,17.0,15.5,8.0,12.0,11.5,,4.0
2018-05-25,33.0,18.0,13.0,8.0,10.0,13.0,,5.0
2018-05-23,33.0,17.0,14.0,8.0,11.0,13.0,,4.0
2018-05-22,32.5,16.5,15.5,8.0,11.0,11.5,,5.0
2018-05-18,33.0,18.0,13.0,9.0,9.0,12.0,,6.0
2018-05-17,34.0,20.0,14.0,8.0,9.0,12.0,,3.0
2018-05-16,33.0,17.0,14.0,8.0,10.0,13.0,,5.0
2018-05-16,34.0,16.0,14.0,9.0,10.0,12.0,,5.0
2018-05-16,33.0,17.0,14.0,9.0,10.0,13.0,,4.0
2018-05-14,32.5,17.0,15.5,8.0,11.0,11.5,,4.5
2018-05-11,34.0,17.0,13.0,8.0,10.0,13.0,,5.0
2018-05-08,32.0,18.0,15.0,8.0,9.0,13.0,,5.0
2018-05-08,33.0,17.0,14.0,9.0,10.0,12.0,,5.0
2018-05-08,34.0,20.0,11.5,9.0,10.0,11.0,,4.5
2018-05-07,32.5,17.0,15.5,8.5,10.5,11.5,,4.5
2018-05-04,34.0,18.0,13.0,9.0,10.0,11.0,,5.0
2018-05-02,34.0,17.0,14.0,8.0,10.0,12.0,,5.0
2018-04-30,33.0,17.0,15.5,9.0,10.5,11.5,,3.5
2018-04-27,34.0,17.0,12.0,9.0,10.0,13.0,,5.0
2018-04-26,34.0,20.0,13.0,7.0,10.0,13.0,,3.0
2018-04-26,33.0,17.0,13.0,9.0,11.0,12.0,,5.0
2018-04-25,32.0,18.0,14.0,9.0,11.0,12.0,,4.0
2018-04-24,32.0,18.0,15.0,9.0,10.0,12.0,,4.0
2018-04-23,31.5,18.0,15.5,9.5,10.5,12.0,,3.0
2018-04-20,34.0,18.0,12.0,9.0,10.0,13.0,,4.0
2018-04-18,32.0,17.0,15.0,10.0,10.0,12.0,,4.0
2018-04-18,33.0,18.0,13.0,9.0,11.0,12.0,,4.0
2018-04-17,34.0,20.5,12.0,10.0,9.0,11.0,,3.5
2018-04-16,31.5,18.5,15.0,9.0,11.0,11.5,,3.5
2018-04-13,34.0,19.0,12.0,9.0,10.0,12.0,,4.0
2018-04-12,33.0,19.0,13.0,8.0,9.0,14.0,,4.0
2018-04-11,33.0,18.0,14.0,9.0,11.0,11.0,,4.0
2018-04-09,31.5,17.5,15.5,9.0,12.0,11.5,,3.0
2018-04-06,32.0,20.0,13.0,9.0,10.0,11.0,,5.0
2018-04-05,34.0,17.0,13.0,8.0,11.0,12.0,,5.0
2018-04-04,33.0,18.0,14.0,9.0,10.0,12.0,,4.0
2018-04-04,30.0,19.0,15.0,10.0,11.0,10.0,,5.0
2018-03-31,32.0,18.0,15.0,10.0,12.0,10.0,,3.0
2018-03-29,33.0,18.0,13.0,9.0,10.0,12.0,,5.0
2018-03-28,34.0,18.0,12.0,8.0,11.0,12.0,,5.0
2018-03-27,34.0,17.0,15.0,8.0,11.0,11.0,,4.0
2018-03-27,31.2,17.2,15.4,9.3,10.5,11.9,,4.5
2018-03-26,32.5,17.0,15.0,10.0,12.0,10.5,,3.0
2018-03-23,31.0,19.0,14.0,9.0,11.0,12.0,,4.0
2018-03-21,33.0,19.0,13.0,9.0,10.0,12.0,,4.0
2018-03-21,33.0,18.0,13.0,10.0,10.0,11.0,,5.0
2018-03-21,34.0,18.0,13.0,9.0,10.0,12.0,,4.0
2018-03-19,32.0,17.5,15.0,10.0,12.0,10.5,,3.0
2018-03-16,34.0,19.0,13.0,8.0,10.0,11.0,,5.0
2018-03-15,32.0,19.0,13.0,9.0,11.0,12.0,,4.0
2018-03-15,34.0,19.0,12.5,10.0,10.0,11.0,,3.5
2018-03-14,33.0,19.0,14.0,9.0,10.0,11.0,,4.0
2018-03-12,32.0,17.5,15.0,9.5,12.0,11.0,,3.0
2018-03-09,34.0,18.0,12.0,9.0,10.0,13.0,,4.0
2018-03-07,33.0,19.0,13.0,8.0,10.0,12.0,,5.0
2018-03-05,33.0,15.0,15.0,10.0,12.0,12.0,,3.0
2018-03-05,34.0,19.0,13.0,9.0,9.0,12.0,,4.0
2018-03-02,35.0,18.0,13.0,9.0,9.0,12.0,,4.0
2018-02-28,34.0,18.0,15.0,9.0,9.0,11.0,,4.0
2018-02-28,32.0,16.0,16.0,8.0,12.0,12.0,,4.0
2018-02-28,33.0,16.0,15.0,9.0,11.0,12.0,,4.0
2018-02-27,33.7,18.1,12.1,8.1,10.4,12.6,,5.0
2018-02-26,32.5,15.5,16.0,9.0,12.0,12.0,,3.0
2018-02-23,35.0,18.0,13.0,9.0,9.0,12.0,,4.0
2018-02-22,33.0,17.0,14.0,8.0,11.0,12.0,,5.0
2018-02-21,34.0,17.0,14.0,9.0,10.0,12.0,,4.0
2018-02-21,33.0,17.0,15.0,10.0,11.0,11.0,,3.0
2018-02-20,32.2,16.5,14.6,9.4,10.0,12.5,,4.8
2018-02-19,32.0,15.5,16.0,9.0,11.0,13.0,,3.5
2018-02-16,34.0,16.0,13.0,9.0,10.0,13.0,,5.0
2018-02-15,33.0,16.0,15.0,9.0,11.0,13.0,,3.0
2018-02-15,32.0,17.5,13.0,11.0,9.5,12.0,,5.0
2018-02-14,33.0,19.0,14.0,9.0,10.0,11.0,,4.0
2018-02-13,33.3,16.4,13.2,9.3,10.2,12.8,,4.8
2018-02-12,29.5,16.5,15.0,10.5,11.5,13.0,,4.0
2018-02-09,31.0,17.0,13.0,10.0,10.0,13.0,,5.0
2018-02-08,31.0,18.0,13.0,10.0,10.0,13.0,,5.0
2018-02-07,34.0,20.0,12.0,9.0,9.0,11.0,,5.0
2018-02-07,32.0,18.0,14.0,9.0,9.0,13.0,,5.0
2018-02-05,30.5,17.0,15.0,10.0,11.0,12.5,,4.0
2018-02-02,33.0,18.0,13.0,9.0,9.0,13.0,,5.0
2018-02-01,31.0,19.0,14.0,7.0,11.0,14.0,,4.0
2018-01-31,33.0,18.0,14.0,10.0,11.0,11.0,,3.0
2018-01-31,33.0,20.0,13.0,9.0,10.0,11.0,,4.0
2018-01-29,33.5,17.5,14.0,9.0,11.0,11.0,,4.0
2018-01-26,34.0,18.0,12.0,9.0,10.0,12.0,,5.0
2018-01-24,33.0,19.0,12.0,10.0,10.0,11.0,,5.0
2018-01-24,34.0,20.0,12.0,8.0,10.0,11.0,,5.0
2018-01-23,34.0,19.0,14.0,8.0,11.0,10.0,,4.0
2018-01-22,34.0,17.0,13.0,8.0,11.0,12.0,,5.0
2018-01-22,31.5,18.0,14.0,10.0,11.0,10.0,,5.5
2018-01-19,34.0,18.0,12.0,8.0,10.0,12.0,,6.0
2018-01-18,33.0,20.0,12.0,8.0,10.0,12.0,,5.0
2018-01-18,34.0,21.0,12.0,10.0,8.5,10.5,,4.0
2018-01-17,34.0,18.0,12.0,8.0,10.0,12.0,,6.0
2018-01-17,33.0,21.0,13.0,8.0,10.0,10.0,,5.0
2018-01-15,31.5,18.5,14.0,9.5,11.5,10.0,,5.0
2018-01-12,33.0,20.0,11.0,9.0,9.0,12.0,,6.0
2018-01-10,34.0,21.0,13.0,8.0,9.0,11.0,,4.0
2018-01-08,31.5,19.5,13.5,10.0,11.0,10.0,,4.5
2018-01-08,31.1,19.3,14.5,9.3,9.9,11.1,,4.8
2018-01-05,34.0,20.0,10.0,9.0,9.0,12.0,,6.0
2018-01-03,33.0,21.0,13.0,9.0,9.0,11.0,,4.0
2018-01-03,33.0,20.0,12.0,9.0,9.0,12.0,,5.0
2018-01-02,32.5,19.5,13.0,10.0,11.0,10.0,,4.0
2018-01-02,32.0,20.0,14.0,9.0,10.0,11.0,,4.0
2017-12-27,33.0,21.0,13.0,9.0,10.0,10.0,,4.0
2017-12-22,33.0,20.5,13.0,10.5,10.0,9.5,,3.5
2017-12-22,34.0,19.0,12.0,8.0,10.0,12.0,,5.0
2017-12-20,33.0,21.0,12.0,8.0,10.0,11.0,,5.0
2017-12-18,31.0,21.0,14.0,9.0,11.0,10.0,,4.0
2017-12-15,33.0,20.0,12.0,8.0,10.0,12.0,,5.0
2017-12-14,34.0,21.0,11.0,10.0,9.0,11.5,,3.5
2017-12-13,32.0,20.0,13.0,9.0,9.0,12.0,,5.0
2017-12-13,32.0,22.0,13.0,8.0,9.0,11.0,,5.0
2017-12-11,31.0,22.0,13.5,9.0,10.5,10.5,,3.5
2017-12-10,34.0,20.0,11.0,8.0,9.0,12.0,,6.0
2017-12-08,34.0,20.0,11.0,8.0,9.0,12.0,,6.0
2017-12-07,32.0,23.0,12.0,8.0,9.0,12.0,,4.0
2017-12-06,32.0,21.0,13.0,9.0,10.0,11.0,,4.0
2017-12-06,33.0,21.0,12.0,9.0,10.0,11.0,,4.0
2017-12-05,31.5,20.4,11.3,11.9,9.2,11.0,,4.7
2017-12-04,31.0,22.0,13.0,10.0,11.0,10.0,,3.0
2017-12-01,32.0,21.0,13.0,10.0,10.0,10.0,,4.0
2017-12-01,34.0,20.0,10.0,8.0,9.0,13.0,,6.0
2017-11-29,33.0,21.0,12.0,9.0,10.0,10.0,,5.0
2017-11-28,32.0,21.0,13.0,9.0,10.0,10.0,,5.0
2017-11-28,31.7,20.4,10.6,13.1,8.9,11.0,,4.3
2017-11-27,32.0,22.0,13.0,10.0,10.0,10.0,,3.0
2017-11-27,33.0,21.5,11.0,10.0,9.0,11.0,,4.5
2017-11-24,33.0,19.0,11.0,10.0,9.0,12.0,,6.0
2017-11-23,33.0,22.0,11.0,9.0,10.0,10.0,,5.0
2017-11-22,32.0,21.0,12.0,12.0,10.0,10.0,,3.0
2017-11-21,29.2,19.5,13.6,13.2,8.4,11.9,,4.1
2017-11-20,31.0,21.0,12.0,10.0,9.0,12.0,,5.0
2017-11-20,32.0,22.0,11.0,10.0,10.0,11.0,,4.0
2017-11-20,30.0,21.0,14.0,11.0,11.0,10.0,,3.0
2017-11-19,31.0,21.0,14.0,10.0,11.5,9.5,,3.0
2017-11-17,32.0,20.0,12.0,12.0,8.0,11.0,,5.0
2017-11-16,33.0,21.0,11.0,10.0,9.0,12.0,,4.0
2017-11-15,31.0,21.0,12.0,11.0,10.0,11.0,,4.0
2017-11-15,31.0,21.0,13.0,10.0,9.0,11.0,,5.0
2017-11-13,32.0,20.0,13.5,10.5,10.5,9.0,,4.5
2017-11-10,32.0,20.0,12.0,12.0,9.0,10.0,,5.0
2017-11-08,30.0,21.0,13.0,12.0,9.0,11.0,,4.0
2017-11-08,30.0,22.0,13.0,11.0,10.0,10.0,,4.0
2017-11-06,31.0,22.0,13.5,10.5,10.5,8.5,,4.0
2017-11-06,31.0,20.4,13.7,11.0,9.4,10.2,,4.3
2017-11-03,32.0,21.0,12.0,11.0,9.0,10.0,,5.0
2017-10-30,31.0,21.0,12.0,10.0,10.0,11.0,,5.0
2017-10-28,31.0,21.0,13.0,11.0,10.0,10.0,,4.0
2017-10-27,33.0,20.0,11.0,11.0,9.0,11.0,,5.0
2017-10-26,33.0,21.0,12.0,10.0,9.0,11.0,,4.0
2017-10-25,31.0,22.0,12.0,11.0,9.0,10.0,,5.0
2017-10-23,33.0,21.0,13.0,10.0,10.0,9.0,,4.0
2017-10-20,31.0,22.0,11.0,11.0,10.0,10.0,,5.0
2017-10-19,33.0,20.5,12.0,12.0,9.0,9.5,,4.0
2017-10-18,31.0,21.0,12.0,12.0,9.0,11.0,,4.0
2017-10-18,32.0,21.0,12.0,11.0,9.0,10.0,,5.0
2017-10-18,31.0,21.0,13.0,12.0,10.0,9.0,,4.0
2017-10-16,32.0,21.5,13.0,10.0,9.0,9.5,,5.0
2017-10-13,32.0,20.0,12.0,11.0,9.0,11.0,,5.0
2017-10-12,31.0,21.0,12.0,11.0,10.0,11.0,,4.0
2017-10-11,32.0,20.0,11.0,11.0,10.0,10.0,,6.0
2017-10-11,31.0,21.0,12.0,11.0,10.0,10.0,,5.0
2017-10-09,32.0,22.0,13.0,11.0,9.0,9.0,,4.0
2017-10-06,32.0,20.0,12.0,11.0,9.0,11.0,,5.0
2017-10-04,32.0,22.0,12.0,10.0,10.0,9.0,,5.0
2017-09-29,32.0,20.0,12.0,11.0,10.0,10.0,,5.0
2017-09-28,31.0,21.0,13.0,12.0,9.0,10.0,,4.0
2017-09-28,32.0,21.0,12.0,10.0,10.0,11.0,,4.0
2017-09-27,33.0,21.0,12.0,11.0,10.0,10.0,,3.0
2017-09-24,32.9,20.5,12.6,10.7,9.2,8.9,,5.0
