Date,Union,SPD,AfD,FDP,Linke,Grüne,FW,Others
2021-09-26,24.2,25.7,10.4,11.4,4.9,14.7,2.4,6.3
2021-09-24,22.5,25.5,11.0,12.0,7.0,14.0,–,8.0
2021-09-23,22.0,26.0,11.0,12.0,7.0,16.0,–,6.0
2021-09-23,23.0,25.0,10.0,11.0,6.0,16.5,3,5.5
2021-09-23,22.0,25.0,10.0,12.0,6.0,17.0,3,5.0
2021-09-23,25.0,26.0,10.0,10.5,5.0,16.0,–,7.5
2021-09-23,23.0,25.0,10.0,12.0,6.0,16.0,–,8.0
2021-09-22,21.0,25.0,12.0,11.0,7.0,14.0,2,7.0
2021-09-21,21.5,25.0,11.0,12.5,6.5,15.0,–,8.5
2021-09-21,21.0,25.0,11.0,11.0,7.0,16.0,–,9.0
2021-09-20,22.0,25.0,11.0,12.0,6.5,15.0,–,8.5
2021-09-20,22.0,25.0,11.0,11.0,6.0,17.0,3,5.0
2021-09-17,21.0,26.0,11.0,12.0,6.0,15.0,3,6.0
2021-09-16,21.0,27.0,11.0,10.0,7.0,18.0,–,6.0
2021-09-16,22.0,25.0,11.0,11.0,6.0,16.0,–,9.0
2021-09-16,22.0,27.0,11.0,12.0,7.0,15.0,–,8.0
2021-09-15,22.0,26.0,11.0,11.0,6.0,15.0,3,6.0
2021-09-15,20.0,27.0,11.0,12.5,6.5,15.0,–,8.0
2021-09-15,23.0,25.0,10.0,12.0,6.0,17.0,–,7.0
2021-09-14,20.0,25.0,11.0,10.0,8.0,15.0,3,7.0
2021-09-14,20.0,26.0,12.0,11.0,6.0,17.0,–,8.0
2021-09-13,20.5,26.0,11.5,12.5,6.5,15.0,–,8.0
2021-09-13,23.0,25.0,11.0,13.0,6.0,16.0,–,6.0
2021-09-13,21.0,25.0,11.0,11.0,6.0,17.0,3,6.0
2021-09-10,20.0,26.0,11.0,13.0,6.0,15.0,–,9.0
2021-09-09,22.0,25.0,11.0,11.0,6.0,17.0,3,5.0
2021-09-07,21.0,25.0,12.0,12.0,6.0,17.0,–,7.0
2021-09-08,19.0,28.0,11.0,12.0,6.0,14.0,–,10.0
2021-09-08,23.0,25.0,11.0,11.0,6.0,17.0,–,7.0
2021-09-07,21.0,26.0,12.0,10.0,6.0,15.0,–,10.0
2021-09-07,25.0,27.0,11.0,9.5,6.0,15.5,–,6.0
2021-09-06,20.5,26.0,11.0,12.5,6.5,15.5,3,5.0
2021-09-06,23.0,25.0,11.0,12.0,6.0,17.0,–,6.0
2021-09-06,19.0,25.0,11.0,13.0,6.0,17.0,–,9.0
2021-09-03,20.0,25.0,12.0,13.0,7.0,16.0,–,7.0
2021-09-02,22.0,25.0,11.0,11.0,7.0,17.0,–,7.0
2021-09-02,20.0,26.0,12.0,13.0,7.0,15.0,–,7.0
2021-09-01,20.0,25.0,12.0,13.0,6.0,16.0,–,8.0
2021-09-01,23.0,25.0,10.0,11.0,6.0,18.0,–,7.0
2021-08-31,19.5,27.0,10.5,13.0,6.5,15.5,–,8.0
2021-08-31,20.0,25.0,12.0,13.0,8.0,15.0,–,8.0
2021-08-31,21.0,25.0,11.0,11.0,7.0,19.0,–,6.0
2021-08-30,20.0,25.0,11.0,13.5,7.0,16.5,–,7.0
2021-08-30,21.0,23.0,11.0,12.0,6.0,18.0,–,9.0
2021-08-29,21.0,25.0,11.0,11.0,7.0,19.0,–,6.0
2021-08-27,21.0,24.0,11.0,13.0,6.0,17.0,–,8.0
2021-08-26,22.0,22.0,11.0,10.0,6.0,20.0,3,6.0
2021-08-26,26.0,24.0,10.5,10.5,6.0,17.0,–,6.0
2021-08-25,22.0,22.0,12.0,12.0,7.0,18.0,–,7.0
2021-08-24,22.0,24.0,11.0,13.0,8.0,16.0,–,7.0
2021-08-24,23.0,23.0,11.0,12.0,7.0,18.0,–,6.0
2021-08-23,23.0,23.0,11.0,13.0,7.0,17.0,–,6.0
2021-08-23,22.0,23.0,10.0,12.0,6.0,18.0,–,9.0
2021-08-20,22.0,22.0,12.0,13.0,7.0,17.0,–,7.0
2021-08-18,23.0,21.0,11.0,13.0,7.0,17.0,–,8.0
2021-08-18,23.0,21.0,12.0,13.0,7.0,17.0,–,8.0
2021-08-18,24.0,19.0,11.0,12.0,7.0,20.0,–,7.0
2021-08-17,22.0,22.0,11.0,11.0,7.0,17.5,–,9.5
2021-08-17,22.0,21.0,11.0,12.0,7.0,19.0,–,8.0
2021-08-17,27.5,19.5,11.0,11.0,7.5,17.5,–,6.0
2021-08-16,25.0,20.0,11.0,12.5,6.5,17.5,–,7.5
2021-08-16,23.0,21.0,10.0,12.0,6.0,19.0,–,9.0
2021-08-13,25.0,20.0,11.0,12.0,7.0,18.0,–,4.0
2021-08-12,26.0,19.0,11.0,11.0,7.0,19.0,–,7.0
2021-08-11,24.0,18.0,11.0,12.0,7.0,20.0,–,8.0
2021-08-10,22.0,19.0,11.0,12.0,7.0,21.0,–,8.0
2021-08-09,25.5,17.5,11.5,12.5,6.5,17.5,3.5,5.5
2021-08-09,23.0,19.0,10.0,12.0,7.0,20.0,–,9.0
2021-08-06,26.0,18.0,11.0,12.0,7.0,18.0,–,8.0
2021-08-04,27.0,18.0,10.0,12.0,6.0,19.0,–,8.0
2021-08-04,25.0,17.0,11.0,12.0,6.0,21.0,–,8.0
2021-08-03,24.0,18.0,11.0,13.0,6.0,22.0,–,6.0
2021-08-02,27.5,18.0,11.0,13.0,7.0,18.0,–,5.5
2021-08-02,26.0,16.0,10.0,13.0,6.0,20.0,–,9.0
2021-07-31,27.0,18.0,11.0,10.0,7.0,20.0,–,7.0
2021-07-30,27.0,17.0,11.0,13.0,6.0,18.0,–,8.0
2021-07-29,28.0,16.0,11.0,10.0,7.0,21.0,3,4.0
2021-07-28,26.0,17.0,11.0,12.0,7.0,21.0,–,6.0
2021-07-27,30.0,15.0,10.0,12.0,7.0,18.0,–,8.0
2021-07-27,27.0,17.0,11.0,13.0,6.0,19.0,–,7.0
2021-07-26,28.0,16.0,12.0,12.0,8.0,16.0,–,8.0
2021-07-26,27.0,17.5,12.0,13.0,6.0,17.5,–,7.0
2021-07-26,26.0,15.0,10.0,13.0,7.0,21.0,–,8.0
2021-07-23,27.0,17.0,11.0,13.0,7.0,18.0,–,7.0
2021-07-22,30.0,16.0,9.5,12.0,7.0,19.5,–,6.0
2021-07-21,29.0,16.0,10.0,12.0,6.0,19.0,3,5.0
2021-07-21,26.0,17.0,11.0,11.0,6.0,21.0,–,8.0
2021-07-20,28.0,16.0,11.0,12.0,7.0,19.0,–,7.0
2021-07-19,29.0,16.5,11.5,12.0,6.0,18.0,–,7.0
2021-07-19,28.0,16.0,10.0,12.0,7.0,19.0,–,8.0
2021-07-16,28.0,17.0,11.0,12.0,7.0,18.0,–,7.0
2021-07-15,30.0,15.0,10.0,10.0,7.0,20.0,–,8.0
2021-07-14,28.0,19.0,10.0,11.0,6.0,20.0,–,6.0
2021-07-14,31.5,16.5,9.5,12.0,6.5,18.0,–,6.0
2021-07-13,28.0,15.0,11.0,11.0,8.0,20.0,–,7.0
2021-07-12,28.0,17.0,11.0,12.5,7.0,17.0,–,7.5
2021-07-12,30.0,15.0,9.0,12.0,7.0,19.0,–,8.0
2021-07-09,28.0,17.0,11.0,12.0,8.0,17.0,–,7.0
2021-07-07,30.0,18.0,9.0,11.0,6.0,21.0,–,5.0
2021-07-06,29.0,15.0,11.0,11.0,8.0,19.0,–,7.0
2021-07-05,29.0,16.5,10.0,12.5,7.0,18.0,–,7.0
2021-07-05,30.0,15.0,10.0,11.0,7.0,19.0,–,8.0
2021-07-02,28.0,17.0,10.0,12.0,7.0,18.0,–,8.0
2021-06-30,28.0,15.0,11.0,11.0,7.0,20.0,–,8.0
2021-06-30,29.0,17.0,9.0,12.0,6.0,22.0,–,5.0
2021-06-29,28.0,16.0,11.0,10.0,7.0,20.0,–,8.0
2021-06-28,30.0,15.0,11.0,11.0,7.0,19.0,–,7.0
2021-06-28,29.5,16.0,11.0,13.0,7.5,18.0,–,5.0
2021-06-28,30.0,14.0,9.0,12.0,7.0,20.0,–,8.0
2021-06-27,28.0,15.0,10.0,11.0,8.0,21.0,–,7.0
2021-06-25,28.0,17.0,11.0,12.0,7.0,19.0,–,6.0
2021-06-24,29.0,14.0,10.0,10.0,7.0,22.0,–,8.0
2021-06-23,28.0,15.0,12.0,11.0,6.0,21.0,–,7.0
2021-06-23,30.0,16.0,9.0,12.0,6.0,22.0,–,5.0
2021-06-22,28.0,17.0,10.0,11.0,7.0,19.0,–,8.0
2021-06-21,29.0,15.0,9.0,13.0,6.0,21.0,–,7.0
2021-06-21,28.5,15.5,10.5,14.0,7.0,19.0,–,5.5
2021-06-21,28.0,16.0,10.0,12.0,8.0,20.0,–,6.0
2021-06-21,29.0,15.0,9.0,13.0,6.0,21.0,–,7.0
2021-06-18,28.0,16.0,11.0,13.0,6.0,20.0,–,6.0
2021-06-16,30.0,16.0,9.0,13.0,6.0,21.0,–,5.0
2021-06-15,27.0,17.0,10.0,12.0,7.0,20.0,–,7.0
2021-06-14,27.5,16.5,11.0,13.5,6.0,19.5,–,6.0
2021-06-14,28.0,14.0,9.0,14.0,7.0,21.0,–,7.0
2021-06-11,27.0,16.0,11.0,13.0,7.0,20.0,–,6.0
2021-06-09,23.0,18.0,13.0,14.0,12.0,15.0,–,6.0
2021-06-09,28.0,14.0,12.0,12.0,7.0,20.0,–,7.0
2021-06-09,28.0,15.0,11.0,10.0,7.0,22.0,3,4.0
2021-06-09,29.0,16.0,10.0,12.0,6.0,21.0,–,6.0
2021-06-09,29.5,17.0,9.0,11.0,7.0,21.5,–,5.0
2021-06-08,26.0,16.0,11.0,13.0,7.0,21.0,–,6.0
2021-06-07,26.5,15.5,11.0,13.5,7.0,20.5,–,6.0
2021-06-07,27.0,14.0,9.0,14.0,6.0,22.0,–,8.0
2021-06-04,26.0,17.0,12.0,12.0,6.0,21.0,–,6.0
2021-06-02,29.0,16.0,10.0,12.0,6.0,22.0,–,5.0
2021-06-01,24.0,16.0,11.0,13.0,7.0,22.0,–,7.0
2021-05-31,25.5,15.5,11.0,13.5,6.5,21.5,–,6.5
2021-05-31,25.0,14.0,9.0,14.0,6.0,24.0,–,8.0
2021-05-28,25.0,16.0,12.0,13.0,7.0,22.0,–,5.0
2021-05-25,26.0,16.0,11.5,12.5,6.5,22.0,–,5.5
2021-05-25,25.0,15.0,12.0,12.0,7.0,23.0,–,6.0
2021-05-25,27.0,16.0,10.0,13.0,6.0,23.0,–,5.0
2021-05-25,25.0,13.0,13.0,11.0,9.0,23.0,–,6.0
2021-05-24,26.0,15.0,11.0,12.0,7.0,22.0,–,7.0
2021-05-21,24.0,14.0,10.0,13.0,6.0,25.0,–,8.0
2021-05-21,24.0,17.0,12.0,13.0,6.0,23.0,–,5.0
2021-05-20,24.0,14.0,11.0,11.0,7.0,25.0,3,5.0
2021-05-19,26.0,16.0,10.0,12.0,6.0,23.0,–,7.0
2021-05-18,26.0,14.0,11.0,11.0,8.0,24.0,–,6.0
2021-05-17,25.5,16.0,11.0,12.5,6.5,23.0,–,5.5
2021-05-17,24.0,15.0,10.0,11.0,6.0,26.0,–,8.0
2021-05-17,26.0,15.0,11.0,11.0,7.0,24.0,–,6.0
2021-05-14,25.0,16.0,12.0,11.0,7.0,24.0,–,5.0
2021-05-13,27.5,16.0,10.0,10.0,6.5,24.0,–,6.0
2021-05-11,24.0,15.0,11.0,12.0,7.0,25.0,–,6.0
2021-05-11,24.0,15.0,11.0,11.0,8.0,25.0,–,6.0
2021-05-10,25.5,15.0,11.0,12.0,7.5,23.5,–,5.5
2021-05-10,24.0,15.0,10.0,11.0,6.0,27.0,–,7.0
2021-05-06,22.0,16.0,11.0,12.0,11.0,21.0,–,7.0
2021-05-06,25.0,14.0,11.0,10.0,7.0,26.0,–,7.0
2021-05-05,23.0,14.0,12.0,11.0,6.0,26.0,3,8.0
2021-05-05,23.0,16.0,10.0,12.0,7.0,26.0,–,6.0
2021-05-05,27.0,15.0,9.0,11.0,6.0,25.0,–,7.0
2021-05-03,24.0,15.0,12.0,12.0,7.0,24.0,–,6.0
2021-05-03,23.0,14.0,10.0,12.0,6.0,28.0,–,7.0
2021-04-28,24.0,15.0,10.0,11.0,7.0,27.0,–,6.0
2021-04-26,23.0,16.0,12.0,12.0,8.0,23.0,–,6.0
2021-04-26,24.0,14.0,11.0,11.0,8.0,25.0,–,7.0
2021-04-26,22.0,13.0,11.0,12.0,7.0,28.0,–,7.0
2021-04-26,24.0,15.0,9.0,11.0,6.0,29.0,–,6.0
2021-04-23,24.0,17.0,11.0,12.0,8.0,23.0,–,5.0
2021-04-21,27.0,13.0,10.0,9.0,7.0,28.0,–,6.0
2021-04-21,29.0,15.0,10.0,9.0,7.0,25.0,–,6.0
2021-04-20,21.0,13.0,11.0,12.0,7.0,28.0,–,8.0
2021-04-20,27.0,16.0,12.0,11.0,7.0,22.0,–,5.0
2021-04-19,28.0,16.0,12.0,11.0,7.0,21.0,–,5.0
2021-04-16,28.0,15.0,11.0,10.0,6.0,23.0,–,7.0
2021-04-15,28.0,18.0,12.0,10.0,8.0,20.0,–,4.0
2021-04-15,31.0,14.0,11.0,9.0,7.0,21.0,–,7.0
2021-04-15,28.0,16.5,9.5,10.0,7.5,23.0,–,5.5
2021-04-14,28.0,15.0,11.0,11.0,7.0,21.0,–,7.0
2021-04-14,29.0,15.0,11.0,9.0,8.0,22.0,–,6.0
2021-04-12,27.5,17.0,12.0,10.0,7.0,20.5,–,6.0
2021-04-12,27.0,15.0,11.0,9.0,8.0,23.0,–,7.0
2021-04-07,27.0,15.0,11.0,9.0,9.0,22.0,–,7.0
2021-04-01,27.0,17.0,12.0,10.0,7.0,21.0,–,6.0
2021-04-01,27.0,15.0,10.0,10.0,7.0,23.0,–,8.0
2021-03-31,26.0,16.0,10.0,9.0,9.0,23.0,–,7.0
2021-03-30,27.0,16.0,11.0,9.0,7.0,22.0,–,8.0
2021-03-29,26.0,18.0,11.0,10.5,7.0,21.0,–,6.5
2021-03-29,27.0,17.0,11.0,10.0,8.0,21.0,–,6.0
2021-03-29,26.0,16.0,11.0,11.0,8.0,21.0,–,7.0
2021-03-29,27.0,15.0,11.0,10.0,7.0,23.0,–,7.0
2021-03-25,28.0,15.0,12.0,9.0,7.0,23.0,–,6.0
2021-03-24,25.0,17.0,10.0,10.0,9.0,23.0,–,6.0
2021-03-24,28.0,16.0,10.0,9.0,7.0,23.0,–,7.0
2021-03-22,28.0,18.0,11.0,10.5,7.0,20.0,–,5.5
2021-03-22,26.0,16.0,10.0,10.0,8.0,22.0,–,8.0
2021-03-21,28.5,18.0,10.0,8.5,8.5,21.5,–,5.0
2021-03-19,28.0,18.0,11.0,10.0,8.0,20.0,–,5.0
2021-03-17,29.0,17.0,11.0,9.0,7.0,20.0,–,7.0
2021-03-17,27.0,17.0,10.0,10.0,8.0,22.0,–,6.0
2021-03-17,29.0,17.0,11.0,9.0,8.0,21.0,–,7.0
2021-03-15,29.5,17.0,11.5,10.5,8.0,17.0,–,6.5
2021-03-15,29.0,16.0,10.0,8.0,8.0,21.0,–,8.0
2021-03-10,31.0,16.0,11.0,8.0,8.0,19.0,–,7.0
2021-03-08,30.0,17.0,11.5,10.5,9.0,17.0,–,5.0
2021-03-08,33.0,16.0,10.0,8.0,8.0,18.0,–,7.0
2021-03-03,32.0,16.0,10.0,9.0,9.0,19.0,–,5.0
2021-03-02,33.0,16.0,11.0,7.0,7.0,20.0,–,6.0
2021-03-01,32.5,17.0,11.0,10.0,8.0,17.0,–,4.5
2021-03-01,34.0,16.0,9.0,7.0,8.0,19.0,–,7.0
2021-02-25,35.0,16.0,10.0,7.0,7.0,19.0,–,6.0
2021-02-24,34.0,16.0,9.0,8.0,9.0,18.0,–,6.0
2021-02-22,33.5,16.0,11.0,9.0,8.0,17.0,–,5.5
2021-02-22,33.0,16.0,11.0,8.0,8.0,18.0,–,6.0
2021-02-22,35.0,16.0,8.0,8.0,7.0,19.0,–,7.0
2021-02-17,33.0,16.0,11.0,8.0,6.0,20.0,–,6.0
2021-02-17,34.0,16.0,9.0,8.0,8.0,19.0,–,6.0
2021-02-17,37.0,15.0,9.5,7.0,7.0,20.0,–,4.5
2021-02-15,33.5,17.0,10.5,9.0,9.0,17.0,–,4.0
2021-02-15,37.0,17.0,9.0,7.0,7.0,18.0,–,5.0
2021-02-15,35.0,16.0,8.0,7.0,8.0,19.0,–,7.0
2021-02-10,35.0,17.0,10.0,8.0,7.0,18.0,–,5.0
2021-02-08,34.5,16.0,10.5,9.0,8.5,17.5,–,4.0
2021-02-08,37.0,15.0,8.0,7.0,7.0,19.0,–,7.0
2021-02-03,34.0,15.0,10.0,8.0,6.0,21.0,–,6.0
2021-02-03,36.0,16.0,9.0,7.0,7.0,19.0,–,6.0
2021-02-01,36.0,15.0,10.0,7.0,9.0,18.0,–,5.0
2021-02-01,36.5,15.0,11.0,8.0,7.5,17.0,–,5.0
2021-02-01,37.0,15.0,8.0,6.0,8.0,19.0,–,7.0
2021-01-27,37.0,15.0,9.0,6.0,7.0,20.0,–,6.0
2021-01-27,36.0,15.0,9.0,7.0,8.0,19.0,–,6.0
2021-01-25,35.0,16.0,10.0,8.0,8.0,17.0,–,6.0
2021-01-25,37.0,15.0,9.0,7.0,7.0,18.0,–,7.0
2021-01-20,34.0,15.0,10.0,7.0,6.0,21.0,–,7.0
2021-01-20,35.0,15.0,9.0,7.0,8.0,20.0,–,6.0
2021-01-20,37.0,16.0,9.0,6.5,7.5,20.0,–,4.0
2021-01-18,35.0,15.0,11.0,9.0,8.0,17.0,–,5.0
2021-01-18,35.5,14.0,11.0,8.5,7.5,17.5,–,6.0
2021-01-17,35.0,15.0,9.0,7.0,8.0,19.0,–,7.0
2021-01-15,35.0,15.0,9.0,6.0,8.0,20.0,–,7.0
2021-01-14,37.0,15.0,10.0,5.0,8.0,20.0,–,5.0
2021-01-13,36.0,15.0,10.0,7.0,8.0,18.0,–,6.0
2021-01-11,36.0,15.0,10.0,7.5,8.0,18.0,–,5.5
2021-01-08,36.0,14.0,8.0,7.0,8.0,20.0,–,7.0
2021-01-06,35.0,14.0,10.0,7.0,7.0,21.0,–,6.0
2021-01-05,36.0,15.0,10.0,6.0,9.0,18.0,–,6.0
2021-01-04,36.0,15.0,11.0,7.5,7.5,18.0,–,5.0
2021-01-04,37.0,16.0,9.0,6.0,8.0,18.0,–,6.0
2020-12-23,36.0,15.0,9.0,6.0,9.0,18.0,,7.0
2020-12-21,35.0,16.0,11.0,8.0,7.5,16.5,,6.0
2020-12-18,37.0,15.0,8.0,6.0,8.0,19.0,,7.0
2020-12-16,35.0,17.0,10.0,6.0,8.0,19.0,,5.0
2020-12-14,36.0,17.0,10.0,7.0,7.5,17.0,,5.5
2020-12-11,37.0,15.0,8.0,5.0,8.0,20.0,,7.0
2020-12-10,37.0,16.5,9.0,7.0,7.0,19.0,,4.5
2020-12-09,36.0,16.0,9.0,6.0,7.0,20.0,,6.0
2020-12-09,37.0,16.0,10.0,5.0,8.0,20.0,,4.0
2020-12-09,35.0,16.0,10.0,7.0,7.0,19.0,,6.0
2020-12-07,35.5,15.5,10.0,8.0,7.5,17.5,,6.0
2020-12-04,36.0,15.0,8.0,6.0,8.0,20.0,,7.0
2020-12-02,36.0,15.0,10.0,6.0,7.0,21.0,,5.0
2020-12-02,35.0,15.0,10.0,7.0,8.0,19.0,,6.0
2020-11-30,35.5,15.5,11.0,7.5,7.0,17.5,,6.0
2020-11-27,37.0,15.0,7.0,6.0,8.0,21.0,,6.0
2020-11-26,37.0,16.0,9.0,5.0,7.0,21.0,,5.0
2020-11-25,35.0,15.0,11.0,7.0,7.0,21.0,,4.0
2020-11-25,34.0,16.0,9.0,8.0,8.0,18.0,,7.0
2020-11-23,36.0,15.5,11.0,7.0,7.0,17.5,,6.0
2020-11-23,37.0,15.0,10.0,6.0,9.0,18.0,,5.0
2020-11-19,36.0,16.0,9.0,6.0,7.0,19.0,,7.0
2020-11-18,36.0,16.0,9.0,7.0,7.0,18.0,,7.0
2020-11-16,36.5,15.5,11.0,7.0,7.5,17.5,,5.0
2020-11-13,36.0,15.0,10.0,5.0,8.0,19.0,,7.0
2020-11-12,37.0,16.0,9.0,5.0,7.0,20.0,,6.0
2020-11-11,36.0,15.0,10.0,6.0,7.0,20.0,,6.0
2020-11-11,35.0,15.0,9.0,7.0,8.0,19.0,,7.0
2020-11-11,37.0,17.0,9.5,6.5,7.5,18.0,,4.5
2020-11-09,34.5,15.5,12.0,7.0,7.5,17.5,,6.0
2020-11-09,37.0,15.0,10.0,5.0,7.0,19.0,,7.0
2020-11-06,36.0,15.0,10.0,6.0,8.0,18.0,,7.0
2020-11-04,36.0,16.0,9.0,7.0,8.0,18.0,,6.0
2020-11-02,34.5,15.5,11.0,6.5,8.5,18.0,,6.0
2020-10-30,35.0,16.0,10.0,6.0,8.0,19.0,,6.0
2020-10-28,35.0,15.0,10.0,7.0,8.0,19.0,,6.0
2020-10-26,35.5,14.5,12.0,6.5,7.5,17.5,,6.5
2020-10-26,35.0,15.0,12.0,6.0,9.0,18.0,,5.0
2020-10-23,36.0,15.0,9.0,6.0,7.0,20.0,,7.0
2020-10-22,38.0,15.0,9.0,5.0,8.0,20.0,,5.0
2020-10-21,35.0,15.0,11.0,6.0,8.0,19.0,,6.0
2020-10-20,35.5,17.0,10.0,6.0,7.0,20.0,,4.5
2020-10-19,35.0,14.5,11.5,7.5,8.0,18.0,,5.5
2020-10-16,36.0,15.0,9.0,6.0,7.0,20.0,,7.0
2020-10-14,35.0,15.0,11.0,6.0,7.0,20.0,,6.0
2020-10-14,35.0,16.0,10.0,6.0,8.0,19.0,,6.0
2020-10-12,35.0,14.5,11.0,7.0,8.0,18.5,,6.0
2020-10-12,36.0,16.0,10.0,5.0,7.0,20.0,,6.0
2020-10-09,36.0,15.0,9.0,5.0,8.0,20.0,,7.0
2020-10-08,37.0,16.0,10.0,5.0,7.0,20.0,,5.0
2020-10-07,34.0,17.0,9.0,5.0,8.0,20.0,,7.0
2020-10-05,36.0,14.5,11.5,7.0,6.0,18.5,,6.5
2020-10-02,36.0,15.0,9.0,6.0,7.0,20.0,,7.0
2020-09-30,35.0,15.0,10.0,6.0,8.0,21.0,,5.0
2020-09-30,35.0,16.0,11.0,6.0,9.0,18.0,,5.0
2020-09-28,35.0,15.5,11.5,6.5,6.5,19.0,,6.0
2020-09-25,35.0,15.0,9.0,6.0,8.0,21.0,,6.0
2020-09-23,36.0,16.0,11.0,6.0,8.0,18.0,,5.0
2020-09-21,35.0,15.0,12.0,5.0,9.0,18.0,,6.0
2020-09-21,35.0,15.5,12.0,6.5,7.5,17.5,,6.0
2020-09-18,36.0,14.0,8.0,5.0,8.0,22.0,,7.0
2020-09-16,36.0,16.0,10.0,5.0,8.0,20.0,,5.0
2020-09-16,37.0,17.0,10.0,5.0,7.0,19.0,,5.0
2020-09-16,36.0,16.0,11.0,5.0,8.0,18.0,,6.0
2020-09-16,37.0,17.0,9.0,6.0,7.0,19.5,,4.5
2020-09-14,35.5,16.0,11.5,7.0,7.5,17.0,,5.5
2020-09-11,36.0,16.0,9.0,5.0,9.0,18.0,,7.0
2020-09-09,36.0,17.0,10.0,6.0,8.0,18.0,,5.0
2020-09-07,35.0,16.0,11.0,6.5,8.0,18.0,,5.5
2020-09-04,36.0,16.0,9.0,5.0,9.0,18.0,,7.0
2020-09-02,36.0,17.0,10.0,6.0,7.0,19.0,,5.0
2020-09-02,36.0,17.0,11.0,6.0,7.0,18.0,,5.0
2020-08-31,36.5,16.0,11.0,6.0,7.5,17.5,,5.5
2020-08-28,36.0,16.0,9.0,5.0,7.0,19.0,,8.0
2020-08-27,38.0,16.0,9.0,5.0,8.0,19.0,,5.0
2020-08-26,36.0,16.0,11.0,6.0,8.0,18.0,,5.0
2020-08-24,36.0,16.0,11.0,5.0,8.0,18.0,,6.0
2020-08-24,35.5,17.0,11.0,6.5,9.0,16.0,,5.0
2020-08-21,36.0,16.0,9.0,5.0,7.0,19.0,,8.0
2020-08-19,36.0,17.0,10.0,7.0,8.0,16.0,,6.0
2020-08-19,37.0,16.0,10.0,6.0,8.0,17.0,,6.0
2020-08-18,38.0,17.0,9.0,5.5,7.0,19.0,,4.5
2020-08-17,36.0,18.0,11.0,6.0,8.0,16.0,,5.0
2020-08-14,36.0,16.0,9.0,6.0,6.0,20.0,,7.0
2020-08-12,36.0,18.0,11.0,6.0,8.0,16.0,,5.0
2020-08-11,36.0,18.0,11.0,7.0,9.0,15.0,,4.0
2020-08-07,38.0,14.0,8.0,6.0,8.0,18.0,,8.0
2020-08-06,38.0,15.0,11.0,6.0,8.0,18.0,,4.0
2020-08-05,38.0,15.0,11.0,6.0,7.0,18.0,,5.0
2020-08-04,36.0,14.0,11.0,6.0,9.0,18.0,,6.0
2020-08-03,36.5,15.0,11.0,6.5,8.5,16.5,,6.0
2020-07-31,38.0,14.0,8.0,6.0,8.0,18.0,,8.0
2020-07-30,38.0,14.0,9.0,5.0,8.0,21.0,,5.0
2020-07-29,37.0,16.0,10.0,6.0,8.0,17.0,,6.0
2020-07-27,36.5,15.0,11.0,7.0,8.0,16.0,,6.5
2020-07-27,38.0,14.0,10.0,6.0,6.0,19.0,,7.0
2020-07-24,38.0,14.0,9.0,6.0,8.0,18.0,,7.0
2020-07-22,37.0,14.0,11.0,5.0,7.0,20.0,,6.0
2020-07-22,37.0,15.0,11.0,6.0,8.0,18.0,,5.0
2020-07-20,36.5,16.0,10.0,7.5,7.5,16.0,,6.5
2020-07-16,38.0,14.0,9.0,6.0,8.0,18.0,,7.0
2020-07-16,38.0,15.5,9.0,5.5,7.5,20.0,,4.5
2020-07-15,38.0,16.0,10.0,6.0,8.0,17.0,,5.0
