Date,Lee Jae-myung,Han Dong-hoon,Others
2022-03-09,47.83,48.56,3.61
2024-10-24,59.6078431372549,36.60130718954248,3.7908496732026142
2024-10-20,55.040322580645174,36.29032258064517,8.669354838709678
2024-10-19,57.352941176470594,34.38914027149321,8.2579185520362
